Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,3239,2937.53,2830.52,3385.84
"Cash and Short Term Investments 1578 1710.08 1342.01 1501.26  Cash - - - -  Cash & Equivalents 1578 1710.08 1342.01 1501.26  Short Term Investments - - - -  Total Receivables, Net 1028 832.16 1056.37 1488.88  Accounts Receivables - Trade, Net 1028 417.9 430.46 813.95  Total Inventory 302 282.68 323.35 314.49  Prepaid Expenses 15 16.12 16.26 14.85  Other Current Assets, Total 316 96.49 92.52 66.36","Cash and Short Term Investments 1578 1710.08 1342.01 1501.26  Cash - - - -  Cash & Equivalents 1578 1710.08 1342.01 1501.26  Short Term Investments - - - -  Total Receivables, Net 1028 832.16 1056.37 1488.88  Accounts Receivables - Trade, Net 1028 417.9 430.46 813.95  Total Inventory 302 282.68 323.35 314.49  Prepaid Expenses 15 16.12 16.26 14.85  Other Current Assets, Total 316 96.49 92.52 66.36","Cash and Short Term Investments 1578 1710.08 1342.01 1501.26  Cash - - - -  Cash & Equivalents 1578 1710.08 1342.01 1501.26  Short Term Investments - - - -  Total Receivables, Net 1028 832.16 1056.37 1488.88  Accounts Receivables - Trade, Net 1028 417.9 430.46 813.95  Total Inventory 302 282.68 323.35 314.49  Prepaid Expenses 15 16.12 16.26 14.85  Other Current Assets, Total 316 96.49 92.52 66.36","Cash and Short Term Investments 1578 1710.08 1342.01 1501.26  Cash - - - -  Cash & Equivalents 1578 1710.08 1342.01 1501.26  Short Term Investments - - - -  Total Receivables, Net 1028 832.16 1056.37 1488.88  Accounts Receivables - Trade, Net 1028 417.9 430.46 813.95  Total Inventory 302 282.68 323.35 314.49  Prepaid Expenses 15 16.12 16.26 14.85  Other Current Assets, Total 316 96.49 92.52 66.36","Cash and Short Term Investments 1578 1710.08 1342.01 1501.26  Cash - - - -  Cash & Equivalents 1578 1710.08 1342.01 1501.26  Short Term Investments - - - -  Total Receivables, Net 1028 832.16 1056.37 1488.88  Accounts Receivables - Trade, Net 1028 417.9 430.46 813.95  Total Inventory 302 282.68 323.35 314.49  Prepaid Expenses 15 16.12 16.26 14.85  Other Current Assets, Total 316 96.49 92.52 66.36"
Cash and Short Term Investments,1578,1710.08,1342.01,1501.26
Cash,-,-,-,-
Cash & Equivalents,1578,1710.08,1342.01,1501.26
Short Term Investments,-,-,-,-
"Total Receivables, Net",1028,832.16,1056.37,1488.88
"Accounts Receivables - Trade, Net",1028,417.9,430.46,813.95
Total Inventory,302,282.68,323.35,314.49
Prepaid Expenses,15,16.12,16.26,14.85
"Other Current Assets, Total",316,96.49,92.52,66.36
Total Assets,8177,8144.95,8460.5,8838.66
"Property/Plant/Equipment, Total - Net - 4433.48 4793.97 4710.48  Property/Plant/Equipment, Total - Gross - - 13781.48 13260.39  Accumulated Depreciation, Total - - -10709.54 -10406.37  Goodwill, Net - - - -  Intangibles, Net 2 3.37 5.25 6.83  Long Term Investments 801 697.1 756.92 665.97  Note Receivable - Long Term - 5.6 8.03 10.47  Other Long Term Assets, Total - 67.87 65.8 59.07  Other Assets, Total -409 - - -","Property/Plant/Equipment, Total - Net - 4433.48 4793.97 4710.48  Property/Plant/Equipment, Total - Gross - - 13781.48 13260.39  Accumulated Depreciation, Total - - -10709.54 -10406.37  Goodwill, Net - - - -  Intangibles, Net 2 3.37 5.25 6.83  Long Term Investments 801 697.1 756.92 665.97  Note Receivable - Long Term - 5.6 8.03 10.47  Other Long Term Assets, Total - 67.87 65.8 59.07  Other Assets, Total -409 - - -","Property/Plant/Equipment, Total - Net - 4433.48 4793.97 4710.48  Property/Plant/Equipment, Total - Gross - - 13781.48 13260.39  Accumulated Depreciation, Total - - -10709.54 -10406.37  Goodwill, Net - - - -  Intangibles, Net 2 3.37 5.25 6.83  Long Term Investments 801 697.1 756.92 665.97  Note Receivable - Long Term - 5.6 8.03 10.47  Other Long Term Assets, Total - 67.87 65.8 59.07  Other Assets, Total -409 - - -","Property/Plant/Equipment, Total - Net - 4433.48 4793.97 4710.48  Property/Plant/Equipment, Total - Gross - - 13781.48 13260.39  Accumulated Depreciation, Total - - -10709.54 -10406.37  Goodwill, Net - - - -  Intangibles, Net 2 3.37 5.25 6.83  Long Term Investments 801 697.1 756.92 665.97  Note Receivable - Long Term - 5.6 8.03 10.47  Other Long Term Assets, Total - 67.87 65.8 59.07  Other Assets, Total -409 - - -","Property/Plant/Equipment, Total - Net - 4433.48 4793.97 4710.48  Property/Plant/Equipment, Total - Gross - - 13781.48 13260.39  Accumulated Depreciation, Total - - -10709.54 -10406.37  Goodwill, Net - - - -  Intangibles, Net 2 3.37 5.25 6.83  Long Term Investments 801 697.1 756.92 665.97  Note Receivable - Long Term - 5.6 8.03 10.47  Other Long Term Assets, Total - 67.87 65.8 59.07  Other Assets, Total -409 - - -"
"Property/Plant/Equipment, Total - Net",-,4433.48,4793.97,4710.48
"Property/Plant/Equipment, Total - Gross",-,-,13781.48,13260.39
"Accumulated Depreciation, Total",-,-,-10709.54,-10406.37
"Goodwill, Net",-,-,-,-
"Intangibles, Net",2,3.37,5.25,6.83
Long Term Investments,801,697.1,756.92,665.97
Note Receivable - Long Term,-,5.6,8.03,10.47
"Other Long Term Assets, Total",-,67.87,65.8,59.07
"Other Assets, Total",-409,-,-,-
Total Current Liabilities,2755,2742.43,2802.19,3329.32
"Accounts Payable 384 244.34 244.84 354.66  Payable/Accrued - - - -  Accrued Expenses 65 91.24 44.6 169.32  Notes Payable/Short Term Debt 709 690 690 690  Current Port. of LT Debt/Capital Leases 823 1018.89 1040.92 978.71  Other Current liabilities, Total 774 697.96 781.83 1136.62","Accounts Payable 384 244.34 244.84 354.66  Payable/Accrued - - - -  Accrued Expenses 65 91.24 44.6 169.32  Notes Payable/Short Term Debt 709 690 690 690  Current Port. of LT Debt/Capital Leases 823 1018.89 1040.92 978.71  Other Current liabilities, Total 774 697.96 781.83 1136.62","Accounts Payable 384 244.34 244.84 354.66  Payable/Accrued - - - -  Accrued Expenses 65 91.24 44.6 169.32  Notes Payable/Short Term Debt 709 690 690 690  Current Port. of LT Debt/Capital Leases 823 1018.89 1040.92 978.71  Other Current liabilities, Total 774 697.96 781.83 1136.62","Accounts Payable 384 244.34 244.84 354.66  Payable/Accrued - - - -  Accrued Expenses 65 91.24 44.6 169.32  Notes Payable/Short Term Debt 709 690 690 690  Current Port. of LT Debt/Capital Leases 823 1018.89 1040.92 978.71  Other Current liabilities, Total 774 697.96 781.83 1136.62","Accounts Payable 384 244.34 244.84 354.66  Payable/Accrued - - - -  Accrued Expenses 65 91.24 44.6 169.32  Notes Payable/Short Term Debt 709 690 690 690  Current Port. of LT Debt/Capital Leases 823 1018.89 1040.92 978.71  Other Current liabilities, Total 774 697.96 781.83 1136.62"
Accounts Payable,384,244.34,244.84,354.66
Payable/Accrued,-,-,-,-
Accrued Expenses,65,91.24,44.6,169.32
Notes Payable/Short Term Debt,709,690,690,690
Current Port. of LT Debt/Capital Leases,823,1018.89,1040.92,978.71
"Other Current liabilities, Total",774,697.96,781.83,1136.62
Total Liabilities,5579,5748.98,5818.84,6097.2
"Total Long Term Debt 2164 2356.82 2350.09 2102.3  Long Term Debt 1850 1945.93 1832.97 1610.22  Capital Lease Obligations 314 410.88 517.12 492.08  Deferred Income Tax 534 521.04 540.67 519.14  Minority Interest - - - -  Other Liabilities, Total -583 128.69 125.89 146.45","Total Long Term Debt 2164 2356.82 2350.09 2102.3  Long Term Debt 1850 1945.93 1832.97 1610.22  Capital Lease Obligations 314 410.88 517.12 492.08  Deferred Income Tax 534 521.04 540.67 519.14  Minority Interest - - - -  Other Liabilities, Total -583 128.69 125.89 146.45","Total Long Term Debt 2164 2356.82 2350.09 2102.3  Long Term Debt 1850 1945.93 1832.97 1610.22  Capital Lease Obligations 314 410.88 517.12 492.08  Deferred Income Tax 534 521.04 540.67 519.14  Minority Interest - - - -  Other Liabilities, Total -583 128.69 125.89 146.45","Total Long Term Debt 2164 2356.82 2350.09 2102.3  Long Term Debt 1850 1945.93 1832.97 1610.22  Capital Lease Obligations 314 410.88 517.12 492.08  Deferred Income Tax 534 521.04 540.67 519.14  Minority Interest - - - -  Other Liabilities, Total -583 128.69 125.89 146.45","Total Long Term Debt 2164 2356.82 2350.09 2102.3  Long Term Debt 1850 1945.93 1832.97 1610.22  Capital Lease Obligations 314 410.88 517.12 492.08  Deferred Income Tax 534 521.04 540.67 519.14  Minority Interest - - - -  Other Liabilities, Total -583 128.69 125.89 146.45"
Total Long Term Debt,2164,2356.82,2350.09,2102.3
Long Term Debt,1850,1945.93,1832.97,1610.22
Capital Lease Obligations,314,410.88,517.12,492.08
Deferred Income Tax,534,521.04,540.67,519.14
Minority Interest,-,-,-,-
"Other Liabilities, Total",-583,128.69,125.89,146.45
Total Equity,2598,2395.98,2641.65,2741.46
