Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,1242.28,2124,2953.94,3911.48
"Cash and Short Term Investments 891.44 1816.03 1500.57 2079.52  Cash - - - -  Cash & Equivalents 891.44 1816.03 1500.57 1979.52  Short Term Investments - - - 100  Total Receivables, Net 242.23 228.94 1292.78 1651.55  Accounts Receivables - Trade, Net 242.23 228.94 1292.78 1651.55  Total Inventory 3.01 2.37 11.94 37.85  Prepaid Expenses 74.08 72.56 - -  Other Current Assets, Total 31.52 4.1 148.66 142.55","Cash and Short Term Investments 891.44 1816.03 1500.57 2079.52  Cash - - - -  Cash & Equivalents 891.44 1816.03 1500.57 1979.52  Short Term Investments - - - 100  Total Receivables, Net 242.23 228.94 1292.78 1651.55  Accounts Receivables - Trade, Net 242.23 228.94 1292.78 1651.55  Total Inventory 3.01 2.37 11.94 37.85  Prepaid Expenses 74.08 72.56 - -  Other Current Assets, Total 31.52 4.1 148.66 142.55","Cash and Short Term Investments 891.44 1816.03 1500.57 2079.52  Cash - - - -  Cash & Equivalents 891.44 1816.03 1500.57 1979.52  Short Term Investments - - - 100  Total Receivables, Net 242.23 228.94 1292.78 1651.55  Accounts Receivables - Trade, Net 242.23 228.94 1292.78 1651.55  Total Inventory 3.01 2.37 11.94 37.85  Prepaid Expenses 74.08 72.56 - -  Other Current Assets, Total 31.52 4.1 148.66 142.55","Cash and Short Term Investments 891.44 1816.03 1500.57 2079.52  Cash - - - -  Cash & Equivalents 891.44 1816.03 1500.57 1979.52  Short Term Investments - - - 100  Total Receivables, Net 242.23 228.94 1292.78 1651.55  Accounts Receivables - Trade, Net 242.23 228.94 1292.78 1651.55  Total Inventory 3.01 2.37 11.94 37.85  Prepaid Expenses 74.08 72.56 - -  Other Current Assets, Total 31.52 4.1 148.66 142.55","Cash and Short Term Investments 891.44 1816.03 1500.57 2079.52  Cash - - - -  Cash & Equivalents 891.44 1816.03 1500.57 1979.52  Short Term Investments - - - 100  Total Receivables, Net 242.23 228.94 1292.78 1651.55  Accounts Receivables - Trade, Net 242.23 228.94 1292.78 1651.55  Total Inventory 3.01 2.37 11.94 37.85  Prepaid Expenses 74.08 72.56 - -  Other Current Assets, Total 31.52 4.1 148.66 142.55"
Cash and Short Term Investments,891.44,1816.03,1500.57,2079.52
Cash,-,-,-,-
Cash & Equivalents,891.44,1816.03,1500.57,1979.52
Short Term Investments,-,-,-,100
"Total Receivables, Net",242.23,228.94,1292.78,1651.55
"Accounts Receivables - Trade, Net",242.23,228.94,1292.78,1651.55
Total Inventory,3.01,2.37,11.94,37.85
Prepaid Expenses,74.08,72.56,-,-
"Other Current Assets, Total",31.52,4.1,148.66,142.55
Total Assets,1481.17,2163.39,3137.09,4348.64
