Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,8204,5865,6394.85,4970.23
"Cash and Short Term Investments 5186 4450 4768.23 3288.95  Cash - - - -  Cash & Equivalents 5186 4450 4768.23 3288.95  Short Term Investments - - - -  Total Receivables, Net 1766 987 1318.61 1286.79  Accounts Receivables - Trade, Net 1745 965 1318.61 1286.79  Total Inventory 528 1 64.1 125.96  Prepaid Expenses 137 74 76.3 85.99  Other Current Assets, Total 587 353 167.61 182.54","Cash and Short Term Investments 5186 4450 4768.23 3288.95  Cash - - - -  Cash & Equivalents 5186 4450 4768.23 3288.95  Short Term Investments - - - -  Total Receivables, Net 1766 987 1318.61 1286.79  Accounts Receivables - Trade, Net 1745 965 1318.61 1286.79  Total Inventory 528 1 64.1 125.96  Prepaid Expenses 137 74 76.3 85.99  Other Current Assets, Total 587 353 167.61 182.54","Cash and Short Term Investments 5186 4450 4768.23 3288.95  Cash - - - -  Cash & Equivalents 5186 4450 4768.23 3288.95  Short Term Investments - - - -  Total Receivables, Net 1766 987 1318.61 1286.79  Accounts Receivables - Trade, Net 1745 965 1318.61 1286.79  Total Inventory 528 1 64.1 125.96  Prepaid Expenses 137 74 76.3 85.99  Other Current Assets, Total 587 353 167.61 182.54","Cash and Short Term Investments 5186 4450 4768.23 3288.95  Cash - - - -  Cash & Equivalents 5186 4450 4768.23 3288.95  Short Term Investments - - - -  Total Receivables, Net 1766 987 1318.61 1286.79  Accounts Receivables - Trade, Net 1745 965 1318.61 1286.79  Total Inventory 528 1 64.1 125.96  Prepaid Expenses 137 74 76.3 85.99  Other Current Assets, Total 587 353 167.61 182.54","Cash and Short Term Investments 5186 4450 4768.23 3288.95  Cash - - - -  Cash & Equivalents 5186 4450 4768.23 3288.95  Short Term Investments - - - -  Total Receivables, Net 1766 987 1318.61 1286.79  Accounts Receivables - Trade, Net 1745 965 1318.61 1286.79  Total Inventory 528 1 64.1 125.96  Prepaid Expenses 137 74 76.3 85.99  Other Current Assets, Total 587 353 167.61 182.54"
Cash and Short Term Investments,5186,4450,4768.23,3288.95
Cash,-,-,-,-
Cash & Equivalents,5186,4450,4768.23,3288.95
Short Term Investments,-,-,-,-
"Total Receivables, Net",1766,987,1318.61,1286.79
"Accounts Receivables - Trade, Net",1745,965,1318.61,1286.79
Total Inventory,528,1,64.1,125.96
Prepaid Expenses,137,74,76.3,85.99
"Other Current Assets, Total",587,353,167.61,182.54
Total Assets,11846,8211,8604.26,7375.83
