Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,7984.39,8278.76,7273.36,7169.97
"Cash and Short Term Investments 1354.32 1932.68 928.41 975  Cash - - - -  Cash & Equivalents 1354.32 1932.68 928.41 975  Short Term Investments - - - -  Total Receivables, Net 1064.52 977.51 945.51 1036.48  Accounts Receivables - Trade, Net 707.07 647.76 583.88 578.18  Total Inventory 5395.52 5193.06 5239.78 4967.6  Prepaid Expenses 142.86 147.71 138.28 136.8  Other Current Assets, Total 27.17 27.8 21.39 54.1","Cash and Short Term Investments 1354.32 1932.68 928.41 975  Cash - - - -  Cash & Equivalents 1354.32 1932.68 928.41 975  Short Term Investments - - - -  Total Receivables, Net 1064.52 977.51 945.51 1036.48  Accounts Receivables - Trade, Net 707.07 647.76 583.88 578.18  Total Inventory 5395.52 5193.06 5239.78 4967.6  Prepaid Expenses 142.86 147.71 138.28 136.8  Other Current Assets, Total 27.17 27.8 21.39 54.1","Cash and Short Term Investments 1354.32 1932.68 928.41 975  Cash - - - -  Cash & Equivalents 1354.32 1932.68 928.41 975  Short Term Investments - - - -  Total Receivables, Net 1064.52 977.51 945.51 1036.48  Accounts Receivables - Trade, Net 707.07 647.76 583.88 578.18  Total Inventory 5395.52 5193.06 5239.78 4967.6  Prepaid Expenses 142.86 147.71 138.28 136.8  Other Current Assets, Total 27.17 27.8 21.39 54.1","Cash and Short Term Investments 1354.32 1932.68 928.41 975  Cash - - - -  Cash & Equivalents 1354.32 1932.68 928.41 975  Short Term Investments - - - -  Total Receivables, Net 1064.52 977.51 945.51 1036.48  Accounts Receivables - Trade, Net 707.07 647.76 583.88 578.18  Total Inventory 5395.52 5193.06 5239.78 4967.6  Prepaid Expenses 142.86 147.71 138.28 136.8  Other Current Assets, Total 27.17 27.8 21.39 54.1","Cash and Short Term Investments 1354.32 1932.68 928.41 975  Cash - - - -  Cash & Equivalents 1354.32 1932.68 928.41 975  Short Term Investments - - - -  Total Receivables, Net 1064.52 977.51 945.51 1036.48  Accounts Receivables - Trade, Net 707.07 647.76 583.88 578.18  Total Inventory 5395.52 5193.06 5239.78 4967.6  Prepaid Expenses 142.86 147.71 138.28 136.8  Other Current Assets, Total 27.17 27.8 21.39 54.1"
Cash and Short Term Investments,1354.32,1932.68,928.41,975
Cash,-,-,-,-
Cash & Equivalents,1354.32,1932.68,928.41,975
Short Term Investments,-,-,-,-
"Total Receivables, Net",1064.52,977.51,945.51,1036.48
"Accounts Receivables - Trade, Net",707.07,647.76,583.88,578.18
Total Inventory,5395.52,5193.06,5239.78,4967.6
Prepaid Expenses,142.86,147.71,138.28,136.8
"Other Current Assets, Total",27.17,27.8,21.39,54.1
Total Assets,15464.2,15594.53,14530.83,14063.45
"Property/Plant/Equipment, Total - Net 4873.88 4550.99 4620.56 4283.99  Property/Plant/Equipment, Total - Gross - 8414.84 8296.23 9391.81  Accumulated Depreciation, Total - -5802.26 -5589.11 -5133.01  Goodwill, Net - - - -  Intangibles, Net 11.44 15.26 13.19 15.37  Long Term Investments 430.69 532.53 444.47 365.77  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2163.8 2216.99 2179.24 2228.35  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 4873.88 4550.99 4620.56 4283.99  Property/Plant/Equipment, Total - Gross - 8414.84 8296.23 9391.81  Accumulated Depreciation, Total - -5802.26 -5589.11 -5133.01  Goodwill, Net - - - -  Intangibles, Net 11.44 15.26 13.19 15.37  Long Term Investments 430.69 532.53 444.47 365.77  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2163.8 2216.99 2179.24 2228.35  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 4873.88 4550.99 4620.56 4283.99  Property/Plant/Equipment, Total - Gross - 8414.84 8296.23 9391.81  Accumulated Depreciation, Total - -5802.26 -5589.11 -5133.01  Goodwill, Net - - - -  Intangibles, Net 11.44 15.26 13.19 15.37  Long Term Investments 430.69 532.53 444.47 365.77  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2163.8 2216.99 2179.24 2228.35  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 4873.88 4550.99 4620.56 4283.99  Property/Plant/Equipment, Total - Gross - 8414.84 8296.23 9391.81  Accumulated Depreciation, Total - -5802.26 -5589.11 -5133.01  Goodwill, Net - - - -  Intangibles, Net 11.44 15.26 13.19 15.37  Long Term Investments 430.69 532.53 444.47 365.77  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2163.8 2216.99 2179.24 2228.35  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 4873.88 4550.99 4620.56 4283.99  Property/Plant/Equipment, Total - Gross - 8414.84 8296.23 9391.81  Accumulated Depreciation, Total - -5802.26 -5589.11 -5133.01  Goodwill, Net - - - -  Intangibles, Net 11.44 15.26 13.19 15.37  Long Term Investments 430.69 532.53 444.47 365.77  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2163.8 2216.99 2179.24 2228.35  Other Assets, Total - - - -"
