Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,105748,100744,102419,85738
"Cash and Short Term Investments 36123 34111 40984 24190  Cash - - - -  Cash & Equivalents 36123 34111 40984 24190  Short Term Investments - - - -  Total Receivables, Net 4532 4105 3133 3051  Accounts Receivables - Trade, Net 4442 3897 3030 2950  Total Inventory 63559 60860 56884 57075  Prepaid Expenses 989 972 899 905  Other Current Assets, Total 545 696 519 517","Cash and Short Term Investments 36123 34111 40984 24190  Cash - - - -  Cash & Equivalents 36123 34111 40984 24190  Short Term Investments - - - -  Total Receivables, Net 4532 4105 3133 3051  Accounts Receivables - Trade, Net 4442 3897 3030 2950  Total Inventory 63559 60860 56884 57075  Prepaid Expenses 989 972 899 905  Other Current Assets, Total 545 696 519 517","Cash and Short Term Investments 36123 34111 40984 24190  Cash - - - -  Cash & Equivalents 36123 34111 40984 24190  Short Term Investments - - - -  Total Receivables, Net 4532 4105 3133 3051  Accounts Receivables - Trade, Net 4442 3897 3030 2950  Total Inventory 63559 60860 56884 57075  Prepaid Expenses 989 972 899 905  Other Current Assets, Total 545 696 519 517","Cash and Short Term Investments 36123 34111 40984 24190  Cash - - - -  Cash & Equivalents 36123 34111 40984 24190  Short Term Investments - - - -  Total Receivables, Net 4532 4105 3133 3051  Accounts Receivables - Trade, Net 4442 3897 3030 2950  Total Inventory 63559 60860 56884 57075  Prepaid Expenses 989 972 899 905  Other Current Assets, Total 545 696 519 517","Cash and Short Term Investments 36123 34111 40984 24190  Cash - - - -  Cash & Equivalents 36123 34111 40984 24190  Short Term Investments - - - -  Total Receivables, Net 4532 4105 3133 3051  Accounts Receivables - Trade, Net 4442 3897 3030 2950  Total Inventory 63559 60860 56884 57075  Prepaid Expenses 989 972 899 905  Other Current Assets, Total 545 696 519 517"
Cash and Short Term Investments,36123,34111,40984,24190
Cash,-,-,-,-
Cash & Equivalents,36123,34111,40984,24190
Short Term Investments,-,-,-,-
"Total Receivables, Net",4532,4105,3133,3051
"Accounts Receivables - Trade, Net",4442,3897,3030,2950
Total Inventory,63559,60860,56884,57075
Prepaid Expenses,989,972,899,905
"Other Current Assets, Total",545,696,519,517
Total Assets,238408,233075,236164,221037
"Property/Plant/Equipment, Total - Net 119010 118557 119942 121301  Property/Plant/Equipment, Total - Gross - 227155 223297 219850  Accumulated Depreciation, Total - -108599 -103357 -98551  Goodwill, Net - - - -  Intangibles, Net 3312 3372 3204 3059  Long Term Investments 6833 6816 314 261  Note Receivable - Long Term 90 208 1 1  Other Long Term Assets, Total 1 1 10284 10677  Other Assets, Total 63076 61036 - -","Property/Plant/Equipment, Total - Net 119010 118557 119942 121301  Property/Plant/Equipment, Total - Gross - 227155 223297 219850  Accumulated Depreciation, Total - -108599 -103357 -98551  Goodwill, Net - - - -  Intangibles, Net 3312 3372 3204 3059  Long Term Investments 6833 6816 314 261  Note Receivable - Long Term 90 208 1 1  Other Long Term Assets, Total 1 1 10284 10677  Other Assets, Total 63076 61036 - -","Property/Plant/Equipment, Total - Net 119010 118557 119942 121301  Property/Plant/Equipment, Total - Gross - 227155 223297 219850  Accumulated Depreciation, Total - -108599 -103357 -98551  Goodwill, Net - - - -  Intangibles, Net 3312 3372 3204 3059  Long Term Investments 6833 6816 314 261  Note Receivable - Long Term 90 208 1 1  Other Long Term Assets, Total 1 1 10284 10677  Other Assets, Total 63076 61036 - -","Property/Plant/Equipment, Total - Net 119010 118557 119942 121301  Property/Plant/Equipment, Total - Gross - 227155 223297 219850  Accumulated Depreciation, Total - -108599 -103357 -98551  Goodwill, Net - - - -  Intangibles, Net 3312 3372 3204 3059  Long Term Investments 6833 6816 314 261  Note Receivable - Long Term 90 208 1 1  Other Long Term Assets, Total 1 1 10284 10677  Other Assets, Total 63076 61036 - -","Property/Plant/Equipment, Total - Net 119010 118557 119942 121301  Property/Plant/Equipment, Total - Gross - 227155 223297 219850  Accumulated Depreciation, Total - -108599 -103357 -98551  Goodwill, Net - - - -  Intangibles, Net 3312 3372 3204 3059  Long Term Investments 6833 6816 314 261  Note Receivable - Long Term 90 208 1 1  Other Long Term Assets, Total 1 1 10284 10677  Other Assets, Total 63076 61036 - -"
"Property/Plant/Equipment, Total - Net",119010,118557,119942,121301
"Property/Plant/Equipment, Total - Gross",-,227155,223297,219850
"Accumulated Depreciation, Total",-,-108599,-103357,-98551
"Goodwill, Net",-,-,-,-
"Intangibles, Net",3312,3372,3204,3059
Long Term Investments,6833,6816,314,261
Note Receivable - Long Term,90,208,1,1
"Other Long Term Assets, Total",1,1,10284,10677
"Other Assets, Total",63076,61036,-,-
Total Current Liabilities,63190,62545,71131,64939
