Period Ending:,202331/01,202231/07,202231/01,202131/07
Total Current Assets,43571,43243,-,47239.41
"Cash and Short Term Investments 35896 35580 - 40148.12  Cash - - - -  Cash & Equivalents 35896 35580 - 40148.12  Short Term Investments - - - -  Total Receivables, Net 691 785 - 772.52  Accounts Receivables - Trade, Net 460 785 - 772.52  Total Inventory - - - -  Prepaid Expenses - - - 838.93  Other Current Assets, Total 6984 6878 - 5479.84","Cash and Short Term Investments 35896 35580 - 40148.12  Cash - - - -  Cash & Equivalents 35896 35580 - 40148.12  Short Term Investments - - - -  Total Receivables, Net 691 785 - 772.52  Accounts Receivables - Trade, Net 460 785 - 772.52  Total Inventory - - - -  Prepaid Expenses - - - 838.93  Other Current Assets, Total 6984 6878 - 5479.84","Cash and Short Term Investments 35896 35580 - 40148.12  Cash - - - -  Cash & Equivalents 35896 35580 - 40148.12  Short Term Investments - - - -  Total Receivables, Net 691 785 - 772.52  Accounts Receivables - Trade, Net 460 785 - 772.52  Total Inventory - - - -  Prepaid Expenses - - - 838.93  Other Current Assets, Total 6984 6878 - 5479.84","Cash and Short Term Investments 35896 35580 - 40148.12  Cash - - - -  Cash & Equivalents 35896 35580 - 40148.12  Short Term Investments - - - -  Total Receivables, Net 691 785 - 772.52  Accounts Receivables - Trade, Net 460 785 - 772.52  Total Inventory - - - -  Prepaid Expenses - - - 838.93  Other Current Assets, Total 6984 6878 - 5479.84","Cash and Short Term Investments 35896 35580 - 40148.12  Cash - - - -  Cash & Equivalents 35896 35580 - 40148.12  Short Term Investments - - - -  Total Receivables, Net 691 785 - 772.52  Accounts Receivables - Trade, Net 460 785 - 772.52  Total Inventory - - - -  Prepaid Expenses - - - 838.93  Other Current Assets, Total 6984 6878 - 5479.84"
Cash and Short Term Investments,35896,35580,-,40148.12
Cash,-,-,-,-
Cash & Equivalents,35896,35580,-,40148.12
Short Term Investments,-,-,-,-
"Total Receivables, Net",691,785,-,772.52
"Accounts Receivables - Trade, Net",460,785,-,772.52
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,-,838.93
"Other Current Assets, Total",6984,6878,-,5479.84
Total Assets,422345,417430,-,407428.73
"Property/Plant/Equipment, Total - Net 357632 374088 - 45475.9  Property/Plant/Equipment, Total - Gross 388105 - - 54397.16  Accumulated Depreciation, Total -30473 - - -8921.26  Goodwill, Net - - - -  Intangibles, Net 19837 - - 19841.06  Long Term Investments 83 - - 293497.74  Note Receivable - Long Term 231 - - -  Other Long Term Assets, Total 1125 99 - 1374.61  Other Assets, Total 6390 6093 - -","Property/Plant/Equipment, Total - Net 357632 374088 - 45475.9  Property/Plant/Equipment, Total - Gross 388105 - - 54397.16  Accumulated Depreciation, Total -30473 - - -8921.26  Goodwill, Net - - - -  Intangibles, Net 19837 - - 19841.06  Long Term Investments 83 - - 293497.74  Note Receivable - Long Term 231 - - -  Other Long Term Assets, Total 1125 99 - 1374.61  Other Assets, Total 6390 6093 - -","Property/Plant/Equipment, Total - Net 357632 374088 - 45475.9  Property/Plant/Equipment, Total - Gross 388105 - - 54397.16  Accumulated Depreciation, Total -30473 - - -8921.26  Goodwill, Net - - - -  Intangibles, Net 19837 - - 19841.06  Long Term Investments 83 - - 293497.74  Note Receivable - Long Term 231 - - -  Other Long Term Assets, Total 1125 99 - 1374.61  Other Assets, Total 6390 6093 - -","Property/Plant/Equipment, Total - Net 357632 374088 - 45475.9  Property/Plant/Equipment, Total - Gross 388105 - - 54397.16  Accumulated Depreciation, Total -30473 - - -8921.26  Goodwill, Net - - - -  Intangibles, Net 19837 - - 19841.06  Long Term Investments 83 - - 293497.74  Note Receivable - Long Term 231 - - -  Other Long Term Assets, Total 1125 99 - 1374.61  Other Assets, Total 6390 6093 - -","Property/Plant/Equipment, Total - Net 357632 374088 - 45475.9  Property/Plant/Equipment, Total - Gross 388105 - - 54397.16  Accumulated Depreciation, Total -30473 - - -8921.26  Goodwill, Net - - - -  Intangibles, Net 19837 - - 19841.06  Long Term Investments 83 - - 293497.74  Note Receivable - Long Term 231 - - -  Other Long Term Assets, Total 1125 99 - 1374.61  Other Assets, Total 6390 6093 - -"
"Property/Plant/Equipment, Total - Net",357632,374088,-,45475.9
"Property/Plant/Equipment, Total - Gross",388105,-,-,54397.16
"Accumulated Depreciation, Total",-30473,-,-,-8921.26
"Goodwill, Net",-,-,-,-
"Intangibles, Net",19837,-,-,19841.06
Long Term Investments,83,-,-,293497.74
Note Receivable - Long Term,231,-,-,-
"Other Long Term Assets, Total",1125,99,-,1374.61
"Other Assets, Total",6390,6093,-,-
Total Current Liabilities,31227,29844,-,18525.82
