Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,178168,178626,177813,184352
"Cash and Short Term Investments 91931 102245 98635 105608  Cash - - - -  Cash & Equivalents 91705 102026 97904 99640  Short Term Investments 226 219 731 5968  Total Receivables, Net 45259 42815 43462 43782  Accounts Receivables - Trade, Net 45259 42815 43439 43738  Total Inventory 32845 28154 28862 29872  Prepaid Expenses 987 1036 729 900  Other Current Assets, Total 7146 4376 6125 4190","Cash and Short Term Investments 91931 102245 98635 105608  Cash - - - -  Cash & Equivalents 91705 102026 97904 99640  Short Term Investments 226 219 731 5968  Total Receivables, Net 45259 42815 43462 43782  Accounts Receivables - Trade, Net 45259 42815 43439 43738  Total Inventory 32845 28154 28862 29872  Prepaid Expenses 987 1036 729 900  Other Current Assets, Total 7146 4376 6125 4190","Cash and Short Term Investments 91931 102245 98635 105608  Cash - - - -  Cash & Equivalents 91705 102026 97904 99640  Short Term Investments 226 219 731 5968  Total Receivables, Net 45259 42815 43462 43782  Accounts Receivables - Trade, Net 45259 42815 43439 43738  Total Inventory 32845 28154 28862 29872  Prepaid Expenses 987 1036 729 900  Other Current Assets, Total 7146 4376 6125 4190","Cash and Short Term Investments 91931 102245 98635 105608  Cash - - - -  Cash & Equivalents 91705 102026 97904 99640  Short Term Investments 226 219 731 5968  Total Receivables, Net 45259 42815 43462 43782  Accounts Receivables - Trade, Net 45259 42815 43439 43738  Total Inventory 32845 28154 28862 29872  Prepaid Expenses 987 1036 729 900  Other Current Assets, Total 7146 4376 6125 4190","Cash and Short Term Investments 91931 102245 98635 105608  Cash - - - -  Cash & Equivalents 91705 102026 97904 99640  Short Term Investments 226 219 731 5968  Total Receivables, Net 45259 42815 43462 43782  Accounts Receivables - Trade, Net 45259 42815 43439 43738  Total Inventory 32845 28154 28862 29872  Prepaid Expenses 987 1036 729 900  Other Current Assets, Total 7146 4376 6125 4190"
Cash and Short Term Investments,91931,102245,98635,105608
Cash,-,-,-,-
Cash & Equivalents,91705,102026,97904,99640
Short Term Investments,226,219,731,5968
"Total Receivables, Net",45259,42815,43462,43782
"Accounts Receivables - Trade, Net",45259,42815,43439,43738
Total Inventory,32845,28154,28862,29872
Prepaid Expenses,987,1036,729,900
"Other Current Assets, Total",7146,4376,6125,4190
Total Assets,369056,356745,340081,343812
"Property/Plant/Equipment, Total - Net 110038 101080 97584 99807  Property/Plant/Equipment, Total - Gross 276958 265097 252977 249217  Accumulated Depreciation, Total -166922 -164017 -155394 -149411  Goodwill, Net 352 391 411 489  Intangibles, Net 21330 15576 10304 6498  Long Term Investments 57682 53840 47576 47542  Note Receivable - Long Term - 24 49 72  Other Long Term Assets, Total 18421 7208 6344 5052  Other Assets, Total -3556 - - -","Property/Plant/Equipment, Total - Net 110038 101080 97584 99807  Property/Plant/Equipment, Total - Gross 276958 265097 252977 249217  Accumulated Depreciation, Total -166922 -164017 -155394 -149411  Goodwill, Net 352 391 411 489  Intangibles, Net 21330 15576 10304 6498  Long Term Investments 57682 53840 47576 47542  Note Receivable - Long Term - 24 49 72  Other Long Term Assets, Total 18421 7208 6344 5052  Other Assets, Total -3556 - - -","Property/Plant/Equipment, Total - Net 110038 101080 97584 99807  Property/Plant/Equipment, Total - Gross 276958 265097 252977 249217  Accumulated Depreciation, Total -166922 -164017 -155394 -149411  Goodwill, Net 352 391 411 489  Intangibles, Net 21330 15576 10304 6498  Long Term Investments 57682 53840 47576 47542  Note Receivable - Long Term - 24 49 72  Other Long Term Assets, Total 18421 7208 6344 5052  Other Assets, Total -3556 - - -","Property/Plant/Equipment, Total - Net 110038 101080 97584 99807  Property/Plant/Equipment, Total - Gross 276958 265097 252977 249217  Accumulated Depreciation, Total -166922 -164017 -155394 -149411  Goodwill, Net 352 391 411 489  Intangibles, Net 21330 15576 10304 6498  Long Term Investments 57682 53840 47576 47542  Note Receivable - Long Term - 24 49 72  Other Long Term Assets, Total 18421 7208 6344 5052  Other Assets, Total -3556 - - -","Property/Plant/Equipment, Total - Net 110038 101080 97584 99807  Property/Plant/Equipment, Total - Gross 276958 265097 252977 249217  Accumulated Depreciation, Total -166922 -164017 -155394 -149411  Goodwill, Net 352 391 411 489  Intangibles, Net 21330 15576 10304 6498  Long Term Investments 57682 53840 47576 47542  Note Receivable - Long Term - 24 49 72  Other Long Term Assets, Total 18421 7208 6344 5052  Other Assets, Total -3556 - - -"
"Property/Plant/Equipment, Total - Net",110038,101080,97584,99807
"Property/Plant/Equipment, Total - Gross",276958,265097,252977,249217
"Accumulated Depreciation, Total",-166922,-164017,-155394,-149411
"Goodwill, Net",352,391,411,489
"Intangibles, Net",21330,15576,10304,6498
Long Term Investments,57682,53840,47576,47542
Note Receivable - Long Term,-,24,49,72
"Other Long Term Assets, Total",18421,7208,6344,5052
"Other Assets, Total",-3556,-,-,-
Total Current Liabilities,79875,72150,75590,80689
"Accounts Payable 36430 32373 32552 36020  Payable/Accrued - - - -  Accrued Expenses 24862 25360 24849 28449  Notes Payable/Short Term Debt - 232 232 244  Current Port. of LT Debt/Capital Leases - 240 283 259  Other Current liabilities, Total 18583 13945 17674 15717","Accounts Payable 36430 32373 32552 36020  Payable/Accrued - - - -  Accrued Expenses 24862 25360 24849 28449  Notes Payable/Short Term Debt - 232 232 244  Current Port. of LT Debt/Capital Leases - 240 283 259  Other Current liabilities, Total 18583 13945 17674 15717","Accounts Payable 36430 32373 32552 36020  Payable/Accrued - - - -  Accrued Expenses 24862 25360 24849 28449  Notes Payable/Short Term Debt - 232 232 244  Current Port. of LT Debt/Capital Leases - 240 283 259  Other Current liabilities, Total 18583 13945 17674 15717","Accounts Payable 36430 32373 32552 36020  Payable/Accrued - - - -  Accrued Expenses 24862 25360 24849 28449  Notes Payable/Short Term Debt - 232 232 244  Current Port. of LT Debt/Capital Leases - 240 283 259  Other Current liabilities, Total 18583 13945 17674 15717","Accounts Payable 36430 32373 32552 36020  Payable/Accrued - - - -  Accrued Expenses 24862 25360 24849 28449  Notes Payable/Short Term Debt - 232 232 244  Current Port. of LT Debt/Capital Leases - 240 283 259  Other Current liabilities, Total 18583 13945 17674 15717"
Accounts Payable,36430,32373,32552,36020
Payable/Accrued,-,-,-,-
Accrued Expenses,24862,25360,24849,28449
Notes Payable/Short Term Debt,-,232,232,244
Current Port. of LT Debt/Capital Leases,-,240,283,259
"Other Current liabilities, Total",18583,13945,17674,15717
Total Liabilities,124297,115954,118325,130630
"Total Long Term Debt 30023 30590 30957 30406  Long Term Debt 30023 30121 30411 30087  Capital Lease Obligations - 469 546 319  Deferred Income Tax 6633 7006 5128 4186  Minority Interest 468 386 795 7733  Other Liabilities, Total 7298 5822 5855 7616","Total Long Term Debt 30023 30590 30957 30406  Long Term Debt 30023 30121 30411 30087  Capital Lease Obligations - 469 546 319  Deferred Income Tax 6633 7006 5128 4186  Minority Interest 468 386 795 7733  Other Liabilities, Total 7298 5822 5855 7616","Total Long Term Debt 30023 30590 30957 30406  Long Term Debt 30023 30121 30411 30087  Capital Lease Obligations - 469 546 319  Deferred Income Tax 6633 7006 5128 4186  Minority Interest 468 386 795 7733  Other Liabilities, Total 7298 5822 5855 7616","Total Long Term Debt 30023 30590 30957 30406  Long Term Debt 30023 30121 30411 30087  Capital Lease Obligations - 469 546 319  Deferred Income Tax 6633 7006 5128 4186  Minority Interest 468 386 795 7733  Other Liabilities, Total 7298 5822 5855 7616","Total Long Term Debt 30023 30590 30957 30406  Long Term Debt 30023 30121 30411 30087  Capital Lease Obligations - 469 546 319  Deferred Income Tax 6633 7006 5128 4186  Minority Interest 468 386 795 7733  Other Liabilities, Total 7298 5822 5855 7616"
Total Long Term Debt,30023,30590,30957,30406
