Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2931,2567,2246.41,1796.06
"Cash and Short Term Investments 2063 1768 1707.61 1211.68  Cash - - - -  Cash & Equivalents 2063 1768 1707.61 1211.68  Short Term Investments - - - -  Total Receivables, Net 706 707 475.05 512.05  Accounts Receivables - Trade, Net 706 707 475.05 512.05  Total Inventory 13 35 29.47 39.49  Prepaid Expenses - - 32.12 30.69  Other Current Assets, Total 149 57 2.17 2.14","Cash and Short Term Investments 2063 1768 1707.61 1211.68  Cash - - - -  Cash & Equivalents 2063 1768 1707.61 1211.68  Short Term Investments - - - -  Total Receivables, Net 706 707 475.05 512.05  Accounts Receivables - Trade, Net 706 707 475.05 512.05  Total Inventory 13 35 29.47 39.49  Prepaid Expenses - - 32.12 30.69  Other Current Assets, Total 149 57 2.17 2.14","Cash and Short Term Investments 2063 1768 1707.61 1211.68  Cash - - - -  Cash & Equivalents 2063 1768 1707.61 1211.68  Short Term Investments - - - -  Total Receivables, Net 706 707 475.05 512.05  Accounts Receivables - Trade, Net 706 707 475.05 512.05  Total Inventory 13 35 29.47 39.49  Prepaid Expenses - - 32.12 30.69  Other Current Assets, Total 149 57 2.17 2.14","Cash and Short Term Investments 2063 1768 1707.61 1211.68  Cash - - - -  Cash & Equivalents 2063 1768 1707.61 1211.68  Short Term Investments - - - -  Total Receivables, Net 706 707 475.05 512.05  Accounts Receivables - Trade, Net 706 707 475.05 512.05  Total Inventory 13 35 29.47 39.49  Prepaid Expenses - - 32.12 30.69  Other Current Assets, Total 149 57 2.17 2.14","Cash and Short Term Investments 2063 1768 1707.61 1211.68  Cash - - - -  Cash & Equivalents 2063 1768 1707.61 1211.68  Short Term Investments - - - -  Total Receivables, Net 706 707 475.05 512.05  Accounts Receivables - Trade, Net 706 707 475.05 512.05  Total Inventory 13 35 29.47 39.49  Prepaid Expenses - - 32.12 30.69  Other Current Assets, Total 149 57 2.17 2.14"
Cash and Short Term Investments,2063,1768,1707.61,1211.68
Cash,-,-,-,-
Cash & Equivalents,2063,1768,1707.61,1211.68
Short Term Investments,-,-,-,-
"Total Receivables, Net",706,707,475.05,512.05
"Accounts Receivables - Trade, Net",706,707,475.05,512.05
Total Inventory,13,35,29.47,39.49
Prepaid Expenses,-,-,32.12,30.69
"Other Current Assets, Total",149,57,2.17,2.14
Total Assets,3487,3097,2487.69,2042.17
