Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,8839,8462.62,7908.57,7179.05
"Cash and Short Term Investments 7844 7440 6299.51 6570.84  Cash - - - -  Cash & Equivalents 7844 7440 6299.51 6570.84  Short Term Investments - - - -  Total Receivables, Net 428 256 912.98 320.23  Accounts Receivables - Trade, Net 428 256.46 270.71 218.58  Total Inventory 174 144 137.84 168.68  Prepaid Expenses - - - 117.04  Other Current Assets, Total 393 622 558.24 2.25","Cash and Short Term Investments 7844 7440 6299.51 6570.84  Cash - - - -  Cash & Equivalents 7844 7440 6299.51 6570.84  Short Term Investments - - - -  Total Receivables, Net 428 256 912.98 320.23  Accounts Receivables - Trade, Net 428 256.46 270.71 218.58  Total Inventory 174 144 137.84 168.68  Prepaid Expenses - - - 117.04  Other Current Assets, Total 393 622 558.24 2.25","Cash and Short Term Investments 7844 7440 6299.51 6570.84  Cash - - - -  Cash & Equivalents 7844 7440 6299.51 6570.84  Short Term Investments - - - -  Total Receivables, Net 428 256 912.98 320.23  Accounts Receivables - Trade, Net 428 256.46 270.71 218.58  Total Inventory 174 144 137.84 168.68  Prepaid Expenses - - - 117.04  Other Current Assets, Total 393 622 558.24 2.25","Cash and Short Term Investments 7844 7440 6299.51 6570.84  Cash - - - -  Cash & Equivalents 7844 7440 6299.51 6570.84  Short Term Investments - - - -  Total Receivables, Net 428 256 912.98 320.23  Accounts Receivables - Trade, Net 428 256.46 270.71 218.58  Total Inventory 174 144 137.84 168.68  Prepaid Expenses - - - 117.04  Other Current Assets, Total 393 622 558.24 2.25","Cash and Short Term Investments 7844 7440 6299.51 6570.84  Cash - - - -  Cash & Equivalents 7844 7440 6299.51 6570.84  Short Term Investments - - - -  Total Receivables, Net 428 256 912.98 320.23  Accounts Receivables - Trade, Net 428 256.46 270.71 218.58  Total Inventory 174 144 137.84 168.68  Prepaid Expenses - - - 117.04  Other Current Assets, Total 393 622 558.24 2.25"
Cash and Short Term Investments,7844,7440,6299.51,6570.84
Cash,-,-,-,-
Cash & Equivalents,7844,7440,6299.51,6570.84
Short Term Investments,-,-,-,-
"Total Receivables, Net",428,256,912.98,320.23
"Accounts Receivables - Trade, Net",428,256.46,270.71,218.58
Total Inventory,174,144,137.84,168.68
Prepaid Expenses,-,-,-,117.04
"Other Current Assets, Total",393,622,558.24,2.25
Total Assets,12060,11787,11269.02,10789.93
"Property/Plant/Equipment, Total - Net 2333 2373 2535.31 2835.14  Property/Plant/Equipment, Total - Gross - - - 5596.39  Accumulated Depreciation, Total - - - -2761.26  Goodwill, Net - 218 - -  Intangibles, Net 3 4 3.56 4.38  Long Term Investments 697 608 - 2.11  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 729.46 821.58 769.25  Other Assets, Total 326 631 - -","Property/Plant/Equipment, Total - Net 2333 2373 2535.31 2835.14  Property/Plant/Equipment, Total - Gross - - - 5596.39  Accumulated Depreciation, Total - - - -2761.26  Goodwill, Net - 218 - -  Intangibles, Net 3 4 3.56 4.38  Long Term Investments 697 608 - 2.11  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 729.46 821.58 769.25  Other Assets, Total 326 631 - -","Property/Plant/Equipment, Total - Net 2333 2373 2535.31 2835.14  Property/Plant/Equipment, Total - Gross - - - 5596.39  Accumulated Depreciation, Total - - - -2761.26  Goodwill, Net - 218 - -  Intangibles, Net 3 4 3.56 4.38  Long Term Investments 697 608 - 2.11  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 729.46 821.58 769.25  Other Assets, Total 326 631 - -","Property/Plant/Equipment, Total - Net 2333 2373 2535.31 2835.14  Property/Plant/Equipment, Total - Gross - - - 5596.39  Accumulated Depreciation, Total - - - -2761.26  Goodwill, Net - 218 - -  Intangibles, Net 3 4 3.56 4.38  Long Term Investments 697 608 - 2.11  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 729.46 821.58 769.25  Other Assets, Total 326 631 - -","Property/Plant/Equipment, Total - Net 2333 2373 2535.31 2835.14  Property/Plant/Equipment, Total - Gross - - - 5596.39  Accumulated Depreciation, Total - - - -2761.26  Goodwill, Net - 218 - -  Intangibles, Net 3 4 3.56 4.38  Long Term Investments 697 608 - 2.11  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 729.46 821.58 769.25  Other Assets, Total 326 631 - -"
"Property/Plant/Equipment, Total - Net",2333,2373,2535.31,2835.14
"Property/Plant/Equipment, Total - Gross",-,-,-,5596.39
"Accumulated Depreciation, Total",-,-,-,-2761.26
"Goodwill, Net",-,218,-,-
"Intangibles, Net",3,4,3.56,4.38
Long Term Investments,697,608,-,2.11
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,729.46,821.58,769.25
"Other Assets, Total",326,631,-,-
Total Current Liabilities,2529,2630,3983.34,2360.98
"Accounts Payable 670 381.79 406.87 500.48  Payable/Accrued - - - -  Accrued Expenses - 262.76 767.31 313.46  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 124 134 130.41 45  Other Current liabilities, Total 1735 2115 2678.76 1502.04","Accounts Payable 670 381.79 406.87 500.48  Payable/Accrued - - - -  Accrued Expenses - 262.76 767.31 313.46  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 124 134 130.41 45  Other Current liabilities, Total 1735 2115 2678.76 1502.04","Accounts Payable 670 381.79 406.87 500.48  Payable/Accrued - - - -  Accrued Expenses - 262.76 767.31 313.46  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 124 134 130.41 45  Other Current liabilities, Total 1735 2115 2678.76 1502.04","Accounts Payable 670 381.79 406.87 500.48  Payable/Accrued - - - -  Accrued Expenses - 262.76 767.31 313.46  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 124 134 130.41 45  Other Current liabilities, Total 1735 2115 2678.76 1502.04","Accounts Payable 670 381.79 406.87 500.48  Payable/Accrued - - - -  Accrued Expenses - 262.76 767.31 313.46  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 124 134 130.41 45  Other Current liabilities, Total 1735 2115 2678.76 1502.04"
Accounts Payable,670,381.79,406.87,500.48
Payable/Accrued,-,-,-,-
Accrued Expenses,-,262.76,767.31,313.46
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,124,134,130.41,45
"Other Current liabilities, Total",1735,2115,2678.76,1502.04
Total Liabilities,3271,3540,4877.84,3005.45
"Total Long Term Debt 10 192 260.43 5.41  Long Term Debt 10 192 260.43 5.41  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 732 390.9 634.07 639.05","Total Long Term Debt 10 192 260.43 5.41  Long Term Debt 10 192 260.43 5.41  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 732 390.9 634.07 639.05","Total Long Term Debt 10 192 260.43 5.41  Long Term Debt 10 192 260.43 5.41  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 732 390.9 634.07 639.05","Total Long Term Debt 10 192 260.43 5.41  Long Term Debt 10 192 260.43 5.41  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 732 390.9 634.07 639.05","Total Long Term Debt 10 192 260.43 5.41  Long Term Debt 10 192 260.43 5.41  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 732 390.9 634.07 639.05"
Total Long Term Debt,10,192,260.43,5.41
Long Term Debt,10,192,260.43,5.41
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",732,390.9,634.07,639.05
Total Equity,8789,8247,6391.18,7784.48
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 336 335 335.99 335.89  Additional Paid-In Capital 364 364.09 364.09 364  Retained Earnings (Accumulated Deficit) 8088 7547.27 5690.75 7084.07  Treasury Stock - Common - -0.71 -0.62 -0.52  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1.01 0.97 1.03  Other Equity, Total 1 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 336 335 335.99 335.89  Additional Paid-In Capital 364 364.09 364.09 364  Retained Earnings (Accumulated Deficit) 8088 7547.27 5690.75 7084.07  Treasury Stock - Common - -0.71 -0.62 -0.52  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1.01 0.97 1.03  Other Equity, Total 1 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 336 335 335.99 335.89  Additional Paid-In Capital 364 364.09 364.09 364  Retained Earnings (Accumulated Deficit) 8088 7547.27 5690.75 7084.07  Treasury Stock - Common - -0.71 -0.62 -0.52  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1.01 0.97 1.03  Other Equity, Total 1 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 336 335 335.99 335.89  Additional Paid-In Capital 364 364.09 364.09 364  Retained Earnings (Accumulated Deficit) 8088 7547.27 5690.75 7084.07  Treasury Stock - Common - -0.71 -0.62 -0.52  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1.01 0.97 1.03  Other Equity, Total 1 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 336 335 335.99 335.89  Additional Paid-In Capital 364 364.09 364.09 364  Retained Earnings (Accumulated Deficit) 8088 7547.27 5690.75 7084.07  Treasury Stock - Common - -0.71 -0.62 -0.52  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1.01 0.97 1.03  Other Equity, Total 1 1 - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",336,335,335.99,335.89
Additional Paid-In Capital,364,364.09,364.09,364
Retained Earnings (Accumulated Deficit),8088,7547.27,5690.75,7084.07
Treasury Stock - Common,-,-0.71,-0.62,-0.52
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,1.01,0.97,1.03
"Other Equity, Total",1,1,-,-
Total Liabilities & Shareholders' Equity,-,11787,11269.02,10789.93
Total Common Shares Outstanding,10.32,10.32,10.32,10.32
Total Preferred Shares Outstanding,-,-,-,-
