Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,39316,25993.91,14104.07,17822.01
"Cash and Short Term Investments 9482 6814.97 2820.38 3021.97  Cash - - - -  Cash & Equivalents 9482 6814.97 2820.38 3021.97  Short Term Investments - - - -  Total Receivables, Net 3 4.36 20.18 415.55  Accounts Receivables - Trade, Net 3 4.36 20.18 415.55  Total Inventory 28839 17514.14 9775.27 13830.98  Prepaid Expenses 147 483.58 521.32 395.31  Other Current Assets, Total 845 1176.87 966.93 158.18","Cash and Short Term Investments 9482 6814.97 2820.38 3021.97  Cash - - - -  Cash & Equivalents 9482 6814.97 2820.38 3021.97  Short Term Investments - - - -  Total Receivables, Net 3 4.36 20.18 415.55  Accounts Receivables - Trade, Net 3 4.36 20.18 415.55  Total Inventory 28839 17514.14 9775.27 13830.98  Prepaid Expenses 147 483.58 521.32 395.31  Other Current Assets, Total 845 1176.87 966.93 158.18","Cash and Short Term Investments 9482 6814.97 2820.38 3021.97  Cash - - - -  Cash & Equivalents 9482 6814.97 2820.38 3021.97  Short Term Investments - - - -  Total Receivables, Net 3 4.36 20.18 415.55  Accounts Receivables - Trade, Net 3 4.36 20.18 415.55  Total Inventory 28839 17514.14 9775.27 13830.98  Prepaid Expenses 147 483.58 521.32 395.31  Other Current Assets, Total 845 1176.87 966.93 158.18","Cash and Short Term Investments 9482 6814.97 2820.38 3021.97  Cash - - - -  Cash & Equivalents 9482 6814.97 2820.38 3021.97  Short Term Investments - - - -  Total Receivables, Net 3 4.36 20.18 415.55  Accounts Receivables - Trade, Net 3 4.36 20.18 415.55  Total Inventory 28839 17514.14 9775.27 13830.98  Prepaid Expenses 147 483.58 521.32 395.31  Other Current Assets, Total 845 1176.87 966.93 158.18","Cash and Short Term Investments 9482 6814.97 2820.38 3021.97  Cash - - - -  Cash & Equivalents 9482 6814.97 2820.38 3021.97  Short Term Investments - - - -  Total Receivables, Net 3 4.36 20.18 415.55  Accounts Receivables - Trade, Net 3 4.36 20.18 415.55  Total Inventory 28839 17514.14 9775.27 13830.98  Prepaid Expenses 147 483.58 521.32 395.31  Other Current Assets, Total 845 1176.87 966.93 158.18"
Cash and Short Term Investments,9482,6814.97,2820.38,3021.97
Cash,-,-,-,-
Cash & Equivalents,9482,6814.97,2820.38,3021.97
Short Term Investments,-,-,-,-
"Total Receivables, Net",3,4.36,20.18,415.55
"Accounts Receivables - Trade, Net",3,4.36,20.18,415.55
Total Inventory,28839,17514.14,9775.27,13830.98
Prepaid Expenses,147,483.58,521.32,395.31
"Other Current Assets, Total",845,1176.87,966.93,158.18
Total Assets,50636,36332.52,23630.05,24896.59
