Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,1048,1403.38,1409.35,1026.75
"Cash and Short Term Investments 379 1064.55 1116.33 705.51  Cash - - - -  Cash & Equivalents 379 1064.55 1116.33 705.51  Short Term Investments - - - -  Total Receivables, Net 540 179.09 140.86 165.71  Accounts Receivables - Trade, Net 540 179.09 140.86 165.71  Total Inventory 79 128.86 126.23 129.75  Prepaid Expenses 29 24.14 19.08 19.57  Other Current Assets, Total 21 6.73 6.85 6.21","Cash and Short Term Investments 379 1064.55 1116.33 705.51  Cash - - - -  Cash & Equivalents 379 1064.55 1116.33 705.51  Short Term Investments - - - -  Total Receivables, Net 540 179.09 140.86 165.71  Accounts Receivables - Trade, Net 540 179.09 140.86 165.71  Total Inventory 79 128.86 126.23 129.75  Prepaid Expenses 29 24.14 19.08 19.57  Other Current Assets, Total 21 6.73 6.85 6.21","Cash and Short Term Investments 379 1064.55 1116.33 705.51  Cash - - - -  Cash & Equivalents 379 1064.55 1116.33 705.51  Short Term Investments - - - -  Total Receivables, Net 540 179.09 140.86 165.71  Accounts Receivables - Trade, Net 540 179.09 140.86 165.71  Total Inventory 79 128.86 126.23 129.75  Prepaid Expenses 29 24.14 19.08 19.57  Other Current Assets, Total 21 6.73 6.85 6.21","Cash and Short Term Investments 379 1064.55 1116.33 705.51  Cash - - - -  Cash & Equivalents 379 1064.55 1116.33 705.51  Short Term Investments - - - -  Total Receivables, Net 540 179.09 140.86 165.71  Accounts Receivables - Trade, Net 540 179.09 140.86 165.71  Total Inventory 79 128.86 126.23 129.75  Prepaid Expenses 29 24.14 19.08 19.57  Other Current Assets, Total 21 6.73 6.85 6.21","Cash and Short Term Investments 379 1064.55 1116.33 705.51  Cash - - - -  Cash & Equivalents 379 1064.55 1116.33 705.51  Short Term Investments - - - -  Total Receivables, Net 540 179.09 140.86 165.71  Accounts Receivables - Trade, Net 540 179.09 140.86 165.71  Total Inventory 79 128.86 126.23 129.75  Prepaid Expenses 29 24.14 19.08 19.57  Other Current Assets, Total 21 6.73 6.85 6.21"
Cash and Short Term Investments,379,1064.55,1116.33,705.51
Cash,-,-,-,-
Cash & Equivalents,379,1064.55,1116.33,705.51
Short Term Investments,-,-,-,-
"Total Receivables, Net",540,179.09,140.86,165.71
"Accounts Receivables - Trade, Net",540,179.09,140.86,165.71
Total Inventory,79,128.86,126.23,129.75
Prepaid Expenses,29,24.14,19.08,19.57
"Other Current Assets, Total",21,6.73,6.85,6.21
Total Assets,2263,2277.16,1987.79,1575.81
"Property/Plant/Equipment, Total - Net 571 320.5 209.59 192.43  Property/Plant/Equipment, Total - Gross - 637.5 497.98 458.38  Accumulated Depreciation, Total - -317 -288.39 -265.95  Goodwill, Net - 8.09 16.18 24.27  Intangibles, Net 438 307.38 223.78 197.81  Long Term Investments 146 94.95 49.43 85.83  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 142.86 79.47 48.71  Other Assets, Total -382 - - -","Property/Plant/Equipment, Total - Net 571 320.5 209.59 192.43  Property/Plant/Equipment, Total - Gross - 637.5 497.98 458.38  Accumulated Depreciation, Total - -317 -288.39 -265.95  Goodwill, Net - 8.09 16.18 24.27  Intangibles, Net 438 307.38 223.78 197.81  Long Term Investments 146 94.95 49.43 85.83  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 142.86 79.47 48.71  Other Assets, Total -382 - - -","Property/Plant/Equipment, Total - Net 571 320.5 209.59 192.43  Property/Plant/Equipment, Total - Gross - 637.5 497.98 458.38  Accumulated Depreciation, Total - -317 -288.39 -265.95  Goodwill, Net - 8.09 16.18 24.27  Intangibles, Net 438 307.38 223.78 197.81  Long Term Investments 146 94.95 49.43 85.83  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 142.86 79.47 48.71  Other Assets, Total -382 - - -","Property/Plant/Equipment, Total - Net 571 320.5 209.59 192.43  Property/Plant/Equipment, Total - Gross - 637.5 497.98 458.38  Accumulated Depreciation, Total - -317 -288.39 -265.95  Goodwill, Net - 8.09 16.18 24.27  Intangibles, Net 438 307.38 223.78 197.81  Long Term Investments 146 94.95 49.43 85.83  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 142.86 79.47 48.71  Other Assets, Total -382 - - -","Property/Plant/Equipment, Total - Net 571 320.5 209.59 192.43  Property/Plant/Equipment, Total - Gross - 637.5 497.98 458.38  Accumulated Depreciation, Total - -317 -288.39 -265.95  Goodwill, Net - 8.09 16.18 24.27  Intangibles, Net 438 307.38 223.78 197.81  Long Term Investments 146 94.95 49.43 85.83  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 142.86 79.47 48.71  Other Assets, Total -382 - - -"
"Property/Plant/Equipment, Total - Net",571,320.5,209.59,192.43
"Property/Plant/Equipment, Total - Gross",-,637.5,497.98,458.38
"Accumulated Depreciation, Total",-,-317,-288.39,-265.95
"Goodwill, Net",-,8.09,16.18,24.27
"Intangibles, Net",438,307.38,223.78,197.81
Long Term Investments,146,94.95,49.43,85.83
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,142.86,79.47,48.71
"Other Assets, Total",-382,-,-,-
Total Current Liabilities,932,687.16,664.46,418.7
