Period Ending:,202230/09,202130/09,202130/04,202030/04
Total Current Assets,3927,4230.18,2549.66,2269.79
"Cash and Short Term Investments 3035 3020.66 1463.69 1047.93  Cash - - - -  Cash & Equivalents 3035 3020.66 1463.69 1047.93  Short Term Investments - - - -  Total Receivables, Net 343 387.03 600.04 520.38  Accounts Receivables - Trade, Net 343 387.03 600.04 520.38  Total Inventory 312 525.88 205.15 422.84  Prepaid Expenses - 124.37 77.97 96.53  Other Current Assets, Total 237 172.24 202.81 182.11","Cash and Short Term Investments 3035 3020.66 1463.69 1047.93  Cash - - - -  Cash & Equivalents 3035 3020.66 1463.69 1047.93  Short Term Investments - - - -  Total Receivables, Net 343 387.03 600.04 520.38  Accounts Receivables - Trade, Net 343 387.03 600.04 520.38  Total Inventory 312 525.88 205.15 422.84  Prepaid Expenses - 124.37 77.97 96.53  Other Current Assets, Total 237 172.24 202.81 182.11","Cash and Short Term Investments 3035 3020.66 1463.69 1047.93  Cash - - - -  Cash & Equivalents 3035 3020.66 1463.69 1047.93  Short Term Investments - - - -  Total Receivables, Net 343 387.03 600.04 520.38  Accounts Receivables - Trade, Net 343 387.03 600.04 520.38  Total Inventory 312 525.88 205.15 422.84  Prepaid Expenses - 124.37 77.97 96.53  Other Current Assets, Total 237 172.24 202.81 182.11","Cash and Short Term Investments 3035 3020.66 1463.69 1047.93  Cash - - - -  Cash & Equivalents 3035 3020.66 1463.69 1047.93  Short Term Investments - - - -  Total Receivables, Net 343 387.03 600.04 520.38  Accounts Receivables - Trade, Net 343 387.03 600.04 520.38  Total Inventory 312 525.88 205.15 422.84  Prepaid Expenses - 124.37 77.97 96.53  Other Current Assets, Total 237 172.24 202.81 182.11","Cash and Short Term Investments 3035 3020.66 1463.69 1047.93  Cash - - - -  Cash & Equivalents 3035 3020.66 1463.69 1047.93  Short Term Investments - - - -  Total Receivables, Net 343 387.03 600.04 520.38  Accounts Receivables - Trade, Net 343 387.03 600.04 520.38  Total Inventory 312 525.88 205.15 422.84  Prepaid Expenses - 124.37 77.97 96.53  Other Current Assets, Total 237 172.24 202.81 182.11"
Cash and Short Term Investments,3035,3020.66,1463.69,1047.93
Cash,-,-,-,-
Cash & Equivalents,3035,3020.66,1463.69,1047.93
Short Term Investments,-,-,-,-
"Total Receivables, Net",343,387.03,600.04,520.38
"Accounts Receivables - Trade, Net",343,387.03,600.04,520.38
Total Inventory,312,525.88,205.15,422.84
Prepaid Expenses,-,124.37,77.97,96.53
"Other Current Assets, Total",237,172.24,202.81,182.11
Total Assets,4942,5491.36,3776.17,3960.42
"Property/Plant/Equipment, Total - Net 257 351.06 350.84 684.89  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 35 141.33 185.5 324.18  Intangibles, Net 124 198.4 323.64 320.4  Long Term Investments 216 - 2 17.79  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 570.38 364.53 343.37  Other Assets, Total 587 - - -","Property/Plant/Equipment, Total - Net 257 351.06 350.84 684.89  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 35 141.33 185.5 324.18  Intangibles, Net 124 198.4 323.64 320.4  Long Term Investments 216 - 2 17.79  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 570.38 364.53 343.37  Other Assets, Total 587 - - -","Property/Plant/Equipment, Total - Net 257 351.06 350.84 684.89  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 35 141.33 185.5 324.18  Intangibles, Net 124 198.4 323.64 320.4  Long Term Investments 216 - 2 17.79  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 570.38 364.53 343.37  Other Assets, Total 587 - - -","Property/Plant/Equipment, Total - Net 257 351.06 350.84 684.89  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 35 141.33 185.5 324.18  Intangibles, Net 124 198.4 323.64 320.4  Long Term Investments 216 - 2 17.79  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 570.38 364.53 343.37  Other Assets, Total 587 - - -","Property/Plant/Equipment, Total - Net 257 351.06 350.84 684.89  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 35 141.33 185.5 324.18  Intangibles, Net 124 198.4 323.64 320.4  Long Term Investments 216 - 2 17.79  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 570.38 364.53 343.37  Other Assets, Total 587 - - -"
"Property/Plant/Equipment, Total - Net",257,351.06,350.84,684.89
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",35,141.33,185.5,324.18
"Intangibles, Net",124,198.4,323.64,320.4
Long Term Investments,216,-,2,17.79
