Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,4942,5061,2333.25,2007.83
"Cash and Short Term Investments 4529 4405 1529.85 1580.68  Cash - - - -  Cash & Equivalents 4529 4405 1529.85 1580.68  Short Term Investments - - - -  Total Receivables, Net 163 424 578.99 132.66  Accounts Receivables - Trade, Net 110 20 3.81 74.53  Total Inventory 73 72 73.33 90.03  Prepaid Expenses 147 143 140.49 163.65  Other Current Assets, Total 30 17 10.59 40.8","Cash and Short Term Investments 4529 4405 1529.85 1580.68  Cash - - - -  Cash & Equivalents 4529 4405 1529.85 1580.68  Short Term Investments - - - -  Total Receivables, Net 163 424 578.99 132.66  Accounts Receivables - Trade, Net 110 20 3.81 74.53  Total Inventory 73 72 73.33 90.03  Prepaid Expenses 147 143 140.49 163.65  Other Current Assets, Total 30 17 10.59 40.8","Cash and Short Term Investments 4529 4405 1529.85 1580.68  Cash - - - -  Cash & Equivalents 4529 4405 1529.85 1580.68  Short Term Investments - - - -  Total Receivables, Net 163 424 578.99 132.66  Accounts Receivables - Trade, Net 110 20 3.81 74.53  Total Inventory 73 72 73.33 90.03  Prepaid Expenses 147 143 140.49 163.65  Other Current Assets, Total 30 17 10.59 40.8","Cash and Short Term Investments 4529 4405 1529.85 1580.68  Cash - - - -  Cash & Equivalents 4529 4405 1529.85 1580.68  Short Term Investments - - - -  Total Receivables, Net 163 424 578.99 132.66  Accounts Receivables - Trade, Net 110 20 3.81 74.53  Total Inventory 73 72 73.33 90.03  Prepaid Expenses 147 143 140.49 163.65  Other Current Assets, Total 30 17 10.59 40.8","Cash and Short Term Investments 4529 4405 1529.85 1580.68  Cash - - - -  Cash & Equivalents 4529 4405 1529.85 1580.68  Short Term Investments - - - -  Total Receivables, Net 163 424 578.99 132.66  Accounts Receivables - Trade, Net 110 20 3.81 74.53  Total Inventory 73 72 73.33 90.03  Prepaid Expenses 147 143 140.49 163.65  Other Current Assets, Total 30 17 10.59 40.8"
Cash and Short Term Investments,4529,4405,1529.85,1580.68
Cash,-,-,-,-
Cash & Equivalents,4529,4405,1529.85,1580.68
Short Term Investments,-,-,-,-
"Total Receivables, Net",163,424,578.99,132.66
"Accounts Receivables - Trade, Net",110,20,3.81,74.53
Total Inventory,73,72,73.33,90.03
Prepaid Expenses,147,143,140.49,163.65
"Other Current Assets, Total",30,17,10.59,40.8
Total Assets,7376,7661,5703.73,5940.16
