Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,141988,140167,140955,130730
"Cash and Short Term Investments 28074 19780 28213 30294  Cash - - - -  Cash & Equivalents 28074 19780 28213 30294  Short Term Investments - - - -  Total Receivables, Net 99381 101711 91069 81656  Accounts Receivables - Trade, Net 99328 101184 91067 81643  Total Inventory 2222 2303 3081 4596  Prepaid Expenses - 13367 16506 12419  Other Current Assets, Total 12311 3006 2086 1765","Cash and Short Term Investments 28074 19780 28213 30294  Cash - - - -  Cash & Equivalents 28074 19780 28213 30294  Short Term Investments - - - -  Total Receivables, Net 99381 101711 91069 81656  Accounts Receivables - Trade, Net 99328 101184 91067 81643  Total Inventory 2222 2303 3081 4596  Prepaid Expenses - 13367 16506 12419  Other Current Assets, Total 12311 3006 2086 1765","Cash and Short Term Investments 28074 19780 28213 30294  Cash - - - -  Cash & Equivalents 28074 19780 28213 30294  Short Term Investments - - - -  Total Receivables, Net 99381 101711 91069 81656  Accounts Receivables - Trade, Net 99328 101184 91067 81643  Total Inventory 2222 2303 3081 4596  Prepaid Expenses - 13367 16506 12419  Other Current Assets, Total 12311 3006 2086 1765","Cash and Short Term Investments 28074 19780 28213 30294  Cash - - - -  Cash & Equivalents 28074 19780 28213 30294  Short Term Investments - - - -  Total Receivables, Net 99381 101711 91069 81656  Accounts Receivables - Trade, Net 99328 101184 91067 81643  Total Inventory 2222 2303 3081 4596  Prepaid Expenses - 13367 16506 12419  Other Current Assets, Total 12311 3006 2086 1765","Cash and Short Term Investments 28074 19780 28213 30294  Cash - - - -  Cash & Equivalents 28074 19780 28213 30294  Short Term Investments - - - -  Total Receivables, Net 99381 101711 91069 81656  Accounts Receivables - Trade, Net 99328 101184 91067 81643  Total Inventory 2222 2303 3081 4596  Prepaid Expenses - 13367 16506 12419  Other Current Assets, Total 12311 3006 2086 1765"
Cash and Short Term Investments,28074,19780,28213,30294
Cash,-,-,-,-
Cash & Equivalents,28074,19780,28213,30294
Short Term Investments,-,-,-,-
"Total Receivables, Net",99381,101711,91069,81656
"Accounts Receivables - Trade, Net",99328,101184,91067,81643
Total Inventory,2222,2303,3081,4596
Prepaid Expenses,-,13367,16506,12419
"Other Current Assets, Total",12311,3006,2086,1765
Total Assets,170359,169621,170899,152187
"Property/Plant/Equipment, Total - Net 17332 17151 17184 11180  Property/Plant/Equipment, Total - Gross - 27954 27507 20906  Accumulated Depreciation, Total - -10804 -10325 -9728  Goodwill, Net - - - -  Intangibles, Net 601 231 189 113  Long Term Investments 8992 8044 8904 6732  Note Receivable - Long Term 51 2659 2236 1639  Other Long Term Assets, Total 1 1369 1431 1793  Other Assets, Total -83401 - - -","Property/Plant/Equipment, Total - Net 17332 17151 17184 11180  Property/Plant/Equipment, Total - Gross - 27954 27507 20906  Accumulated Depreciation, Total - -10804 -10325 -9728  Goodwill, Net - - - -  Intangibles, Net 601 231 189 113  Long Term Investments 8992 8044 8904 6732  Note Receivable - Long Term 51 2659 2236 1639  Other Long Term Assets, Total 1 1369 1431 1793  Other Assets, Total -83401 - - -","Property/Plant/Equipment, Total - Net 17332 17151 17184 11180  Property/Plant/Equipment, Total - Gross - 27954 27507 20906  Accumulated Depreciation, Total - -10804 -10325 -9728  Goodwill, Net - - - -  Intangibles, Net 601 231 189 113  Long Term Investments 8992 8044 8904 6732  Note Receivable - Long Term 51 2659 2236 1639  Other Long Term Assets, Total 1 1369 1431 1793  Other Assets, Total -83401 - - -","Property/Plant/Equipment, Total - Net 17332 17151 17184 11180  Property/Plant/Equipment, Total - Gross - 27954 27507 20906  Accumulated Depreciation, Total - -10804 -10325 -9728  Goodwill, Net - - - -  Intangibles, Net 601 231 189 113  Long Term Investments 8992 8044 8904 6732  Note Receivable - Long Term 51 2659 2236 1639  Other Long Term Assets, Total 1 1369 1431 1793  Other Assets, Total -83401 - - -","Property/Plant/Equipment, Total - Net 17332 17151 17184 11180  Property/Plant/Equipment, Total - Gross - 27954 27507 20906  Accumulated Depreciation, Total - -10804 -10325 -9728  Goodwill, Net - - - -  Intangibles, Net 601 231 189 113  Long Term Investments 8992 8044 8904 6732  Note Receivable - Long Term 51 2659 2236 1639  Other Long Term Assets, Total 1 1369 1431 1793  Other Assets, Total -83401 - - -"
"Property/Plant/Equipment, Total - Net",17332,17151,17184,11180
"Property/Plant/Equipment, Total - Gross",-,27954,27507,20906
"Accumulated Depreciation, Total",-,-10804,-10325,-9728
"Goodwill, Net",-,-,-,-
"Intangibles, Net",601,231,189,113
Long Term Investments,8992,8044,8904,6732
Note Receivable - Long Term,51,2659,2236,1639
