Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,67168,64711,60073,58025
"Cash and Short Term Investments 38660 36944 36342 31699  Cash - - - -  Cash & Equivalents 38660 36944 36342 31699  Short Term Investments - - - -  Total Receivables, Net 18453 19165 19755 22619  Accounts Receivables - Trade, Net 18299 19105 19626 22593  Total Inventory 4281 3527 3568 3207  Prepaid Expenses 49 41 32 37  Other Current Assets, Total 5725 5034 376 463","Cash and Short Term Investments 38660 36944 36342 31699  Cash - - - -  Cash & Equivalents 38660 36944 36342 31699  Short Term Investments - - - -  Total Receivables, Net 18453 19165 19755 22619  Accounts Receivables - Trade, Net 18299 19105 19626 22593  Total Inventory 4281 3527 3568 3207  Prepaid Expenses 49 41 32 37  Other Current Assets, Total 5725 5034 376 463","Cash and Short Term Investments 38660 36944 36342 31699  Cash - - - -  Cash & Equivalents 38660 36944 36342 31699  Short Term Investments - - - -  Total Receivables, Net 18453 19165 19755 22619  Accounts Receivables - Trade, Net 18299 19105 19626 22593  Total Inventory 4281 3527 3568 3207  Prepaid Expenses 49 41 32 37  Other Current Assets, Total 5725 5034 376 463","Cash and Short Term Investments 38660 36944 36342 31699  Cash - - - -  Cash & Equivalents 38660 36944 36342 31699  Short Term Investments - - - -  Total Receivables, Net 18453 19165 19755 22619  Accounts Receivables - Trade, Net 18299 19105 19626 22593  Total Inventory 4281 3527 3568 3207  Prepaid Expenses 49 41 32 37  Other Current Assets, Total 5725 5034 376 463","Cash and Short Term Investments 38660 36944 36342 31699  Cash - - - -  Cash & Equivalents 38660 36944 36342 31699  Short Term Investments - - - -  Total Receivables, Net 18453 19165 19755 22619  Accounts Receivables - Trade, Net 18299 19105 19626 22593  Total Inventory 4281 3527 3568 3207  Prepaid Expenses 49 41 32 37  Other Current Assets, Total 5725 5034 376 463"
Cash and Short Term Investments,38660,36944,36342,31699
Cash,-,-,-,-
Cash & Equivalents,38660,36944,36342,31699
Short Term Investments,-,-,-,-
"Total Receivables, Net",18453,19165,19755,22619
"Accounts Receivables - Trade, Net",18299,19105,19626,22593
Total Inventory,4281,3527,3568,3207
Prepaid Expenses,49,41,32,37
"Other Current Assets, Total",5725,5034,376,463
Total Assets,105035,103609,97958,91743
