Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,15351,9026.47,9032.19,7984.55
"Cash and Short Term Investments 6915 4002.74 4129.91 3973.89  Cash - - - -  Cash & Equivalents 5689 4002.74 4129.91 3873.89  Short Term Investments 1226 - - 100  Total Receivables, Net 7123 3965.61 4201.74 3147.93  Accounts Receivables - Trade, Net 7123 3965.61 4201.74 3147.93  Total Inventory 1019 677.7 578.74 692.06  Prepaid Expenses 151 - - -  Other Current Assets, Total 143 380.42 121.81 170.67","Cash and Short Term Investments 6915 4002.74 4129.91 3973.89  Cash - - - -  Cash & Equivalents 5689 4002.74 4129.91 3873.89  Short Term Investments 1226 - - 100  Total Receivables, Net 7123 3965.61 4201.74 3147.93  Accounts Receivables - Trade, Net 7123 3965.61 4201.74 3147.93  Total Inventory 1019 677.7 578.74 692.06  Prepaid Expenses 151 - - -  Other Current Assets, Total 143 380.42 121.81 170.67","Cash and Short Term Investments 6915 4002.74 4129.91 3973.89  Cash - - - -  Cash & Equivalents 5689 4002.74 4129.91 3873.89  Short Term Investments 1226 - - 100  Total Receivables, Net 7123 3965.61 4201.74 3147.93  Accounts Receivables - Trade, Net 7123 3965.61 4201.74 3147.93  Total Inventory 1019 677.7 578.74 692.06  Prepaid Expenses 151 - - -  Other Current Assets, Total 143 380.42 121.81 170.67","Cash and Short Term Investments 6915 4002.74 4129.91 3973.89  Cash - - - -  Cash & Equivalents 5689 4002.74 4129.91 3873.89  Short Term Investments 1226 - - 100  Total Receivables, Net 7123 3965.61 4201.74 3147.93  Accounts Receivables - Trade, Net 7123 3965.61 4201.74 3147.93  Total Inventory 1019 677.7 578.74 692.06  Prepaid Expenses 151 - - -  Other Current Assets, Total 143 380.42 121.81 170.67","Cash and Short Term Investments 6915 4002.74 4129.91 3973.89  Cash - - - -  Cash & Equivalents 5689 4002.74 4129.91 3873.89  Short Term Investments 1226 - - 100  Total Receivables, Net 7123 3965.61 4201.74 3147.93  Accounts Receivables - Trade, Net 7123 3965.61 4201.74 3147.93  Total Inventory 1019 677.7 578.74 692.06  Prepaid Expenses 151 - - -  Other Current Assets, Total 143 380.42 121.81 170.67"
Cash and Short Term Investments,6915,4002.74,4129.91,3973.89
Cash,-,-,-,-
Cash & Equivalents,5689,4002.74,4129.91,3873.89
Short Term Investments,1226,-,-,100
"Total Receivables, Net",7123,3965.61,4201.74,3147.93
"Accounts Receivables - Trade, Net",7123,3965.61,4201.74,3147.93
Total Inventory,1019,677.7,578.74,692.06
Prepaid Expenses,151,-,-,-
"Other Current Assets, Total",143,380.42,121.81,170.67
Total Assets,21322,14044.46,13776.05,9461.08
