Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,3882,3190,2262.61,1863.24
"Cash and Short Term Investments 3399 2835 1955.07 1634.78  Cash - - - -  Cash & Equivalents 3399 2835 1955.07 1634.78  Short Term Investments - - - -  Total Receivables, Net 244 210 178.43 172.97  Accounts Receivables - Trade, Net 244 210 178.43 172.97  Total Inventory - - - -  Prepaid Expenses 222 142 123.58 55.44  Other Current Assets, Total 17 3 5.53 0.06","Cash and Short Term Investments 3399 2835 1955.07 1634.78  Cash - - - -  Cash & Equivalents 3399 2835 1955.07 1634.78  Short Term Investments - - - -  Total Receivables, Net 244 210 178.43 172.97  Accounts Receivables - Trade, Net 244 210 178.43 172.97  Total Inventory - - - -  Prepaid Expenses 222 142 123.58 55.44  Other Current Assets, Total 17 3 5.53 0.06","Cash and Short Term Investments 3399 2835 1955.07 1634.78  Cash - - - -  Cash & Equivalents 3399 2835 1955.07 1634.78  Short Term Investments - - - -  Total Receivables, Net 244 210 178.43 172.97  Accounts Receivables - Trade, Net 244 210 178.43 172.97  Total Inventory - - - -  Prepaid Expenses 222 142 123.58 55.44  Other Current Assets, Total 17 3 5.53 0.06","Cash and Short Term Investments 3399 2835 1955.07 1634.78  Cash - - - -  Cash & Equivalents 3399 2835 1955.07 1634.78  Short Term Investments - - - -  Total Receivables, Net 244 210 178.43 172.97  Accounts Receivables - Trade, Net 244 210 178.43 172.97  Total Inventory - - - -  Prepaid Expenses 222 142 123.58 55.44  Other Current Assets, Total 17 3 5.53 0.06","Cash and Short Term Investments 3399 2835 1955.07 1634.78  Cash - - - -  Cash & Equivalents 3399 2835 1955.07 1634.78  Short Term Investments - - - -  Total Receivables, Net 244 210 178.43 172.97  Accounts Receivables - Trade, Net 244 210 178.43 172.97  Total Inventory - - - -  Prepaid Expenses 222 142 123.58 55.44  Other Current Assets, Total 17 3 5.53 0.06"
Cash and Short Term Investments,3399,2835,1955.07,1634.78
Cash,-,-,-,-
Cash & Equivalents,3399,2835,1955.07,1634.78
Short Term Investments,-,-,-,-
"Total Receivables, Net",244,210,178.43,172.97
"Accounts Receivables - Trade, Net",244,210,178.43,172.97
Total Inventory,-,-,-,-
Prepaid Expenses,222,142,123.58,55.44
"Other Current Assets, Total",17,3,5.53,0.06
Total Assets,4622,3992,3013.55,2397.64
"Property/Plant/Equipment, Total - Net 88 190 235.91 14.92  Property/Plant/Equipment, Total - Gross - 283.44 277.27 40.31  Accumulated Depreciation, Total - -93.42 -41.35 -25.39  Goodwill, Net - - - -  Intangibles, Net 5 10 14.08 18.58  Long Term Investments 466 457 96.15 20.6  Note Receivable - Long Term - - - 0.1  Other Long Term Assets, Total 2 550.36 404.81 480.21  Other Assets, Total -48 -62 - -","Property/Plant/Equipment, Total - Net 88 190 235.91 14.92  Property/Plant/Equipment, Total - Gross - 283.44 277.27 40.31  Accumulated Depreciation, Total - -93.42 -41.35 -25.39  Goodwill, Net - - - -  Intangibles, Net 5 10 14.08 18.58  Long Term Investments 466 457 96.15 20.6  Note Receivable - Long Term - - - 0.1  Other Long Term Assets, Total 2 550.36 404.81 480.21  Other Assets, Total -48 -62 - -","Property/Plant/Equipment, Total - Net 88 190 235.91 14.92  Property/Plant/Equipment, Total - Gross - 283.44 277.27 40.31  Accumulated Depreciation, Total - -93.42 -41.35 -25.39  Goodwill, Net - - - -  Intangibles, Net 5 10 14.08 18.58  Long Term Investments 466 457 96.15 20.6  Note Receivable - Long Term - - - 0.1  Other Long Term Assets, Total 2 550.36 404.81 480.21  Other Assets, Total -48 -62 - -","Property/Plant/Equipment, Total - Net 88 190 235.91 14.92  Property/Plant/Equipment, Total - Gross - 283.44 277.27 40.31  Accumulated Depreciation, Total - -93.42 -41.35 -25.39  Goodwill, Net - - - -  Intangibles, Net 5 10 14.08 18.58  Long Term Investments 466 457 96.15 20.6  Note Receivable - Long Term - - - 0.1  Other Long Term Assets, Total 2 550.36 404.81 480.21  Other Assets, Total -48 -62 - -","Property/Plant/Equipment, Total - Net 88 190 235.91 14.92  Property/Plant/Equipment, Total - Gross - 283.44 277.27 40.31  Accumulated Depreciation, Total - -93.42 -41.35 -25.39  Goodwill, Net - - - -  Intangibles, Net 5 10 14.08 18.58  Long Term Investments 466 457 96.15 20.6  Note Receivable - Long Term - - - 0.1  Other Long Term Assets, Total 2 550.36 404.81 480.21  Other Assets, Total -48 -62 - -"
"Property/Plant/Equipment, Total - Net",88,190,235.91,14.92
"Property/Plant/Equipment, Total - Gross",-,283.44,277.27,40.31
"Accumulated Depreciation, Total",-,-93.42,-41.35,-25.39
"Goodwill, Net",-,-,-,-
"Intangibles, Net",5,10,14.08,18.58
Long Term Investments,466,457,96.15,20.6
Note Receivable - Long Term,-,-,-,0.1
"Other Long Term Assets, Total",2,550.36,404.81,480.21
"Other Assets, Total",-48,-62,-,-
Total Current Liabilities,3066,2457,1597.75,1061.7
"Accounts Payable 87 58 45.29 30.75  Payable/Accrued - - - -  Accrued Expenses 211 194 211.07 120.81  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 262 127 127.16 122.07  Other Current liabilities, Total 2506 2078 1214.22 788.08","Accounts Payable 87 58 45.29 30.75  Payable/Accrued - - - -  Accrued Expenses 211 194 211.07 120.81  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 262 127 127.16 122.07  Other Current liabilities, Total 2506 2078 1214.22 788.08","Accounts Payable 87 58 45.29 30.75  Payable/Accrued - - - -  Accrued Expenses 211 194 211.07 120.81  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 262 127 127.16 122.07  Other Current liabilities, Total 2506 2078 1214.22 788.08","Accounts Payable 87 58 45.29 30.75  Payable/Accrued - - - -  Accrued Expenses 211 194 211.07 120.81  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 262 127 127.16 122.07  Other Current liabilities, Total 2506 2078 1214.22 788.08","Accounts Payable 87 58 45.29 30.75  Payable/Accrued - - - -  Accrued Expenses 211 194 211.07 120.81  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 262 127 127.16 122.07  Other Current liabilities, Total 2506 2078 1214.22 788.08"
Accounts Payable,87,58,45.29,30.75
Payable/Accrued,-,-,-,-
Accrued Expenses,211,194,211.07,120.81
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,262,127,127.16,122.07
"Other Current liabilities, Total",2506,2078,1214.22,788.08
Total Liabilities,3131,2785,2052.61,1402.29
"Total Long Term Debt 65 327 454.55 340.59  Long Term Debt 65 327 454.55 340.59  Capital Lease Obligations - - - -  Deferred Income Tax - - 0.31 -  Minority Interest - - - -  Other Liabilities, Total - 1 - -","Total Long Term Debt 65 327 454.55 340.59  Long Term Debt 65 327 454.55 340.59  Capital Lease Obligations - - - -  Deferred Income Tax - - 0.31 -  Minority Interest - - - -  Other Liabilities, Total - 1 - -","Total Long Term Debt 65 327 454.55 340.59  Long Term Debt 65 327 454.55 340.59  Capital Lease Obligations - - - -  Deferred Income Tax - - 0.31 -  Minority Interest - - - -  Other Liabilities, Total - 1 - -","Total Long Term Debt 65 327 454.55 340.59  Long Term Debt 65 327 454.55 340.59  Capital Lease Obligations - - - -  Deferred Income Tax - - 0.31 -  Minority Interest - - - -  Other Liabilities, Total - 1 - -","Total Long Term Debt 65 327 454.55 340.59  Long Term Debt 65 327 454.55 340.59  Capital Lease Obligations - - - -  Deferred Income Tax - - 0.31 -  Minority Interest - - - -  Other Liabilities, Total - 1 - -"
Total Long Term Debt,65,327,454.55,340.59
Long Term Debt,65,327,454.55,340.59
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,0.31,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-,1,-,-
Total Equity,1491,1207,960.95,995.36
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1143 1125 1066.27 1018.27  Additional Paid-In Capital 1133 1115 1056.27 1008.27  Retained Earnings (Accumulated Deficit) -785 -1031 -1161.51 -1030.76  Treasury Stock - Common -1 -1 -0.79 -0.42  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 0.71 -  Other Equity, Total 1 -1 -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1143 1125 1066.27 1018.27  Additional Paid-In Capital 1133 1115 1056.27 1008.27  Retained Earnings (Accumulated Deficit) -785 -1031 -1161.51 -1030.76  Treasury Stock - Common -1 -1 -0.79 -0.42  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 0.71 -  Other Equity, Total 1 -1 -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1143 1125 1066.27 1018.27  Additional Paid-In Capital 1133 1115 1056.27 1008.27  Retained Earnings (Accumulated Deficit) -785 -1031 -1161.51 -1030.76  Treasury Stock - Common -1 -1 -0.79 -0.42  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 0.71 -  Other Equity, Total 1 -1 -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1143 1125 1066.27 1018.27  Additional Paid-In Capital 1133 1115 1056.27 1008.27  Retained Earnings (Accumulated Deficit) -785 -1031 -1161.51 -1030.76  Treasury Stock - Common -1 -1 -0.79 -0.42  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 0.71 -  Other Equity, Total 1 -1 -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1143 1125 1066.27 1018.27  Additional Paid-In Capital 1133 1115 1056.27 1008.27  Retained Earnings (Accumulated Deficit) -785 -1031 -1161.51 -1030.76  Treasury Stock - Common -1 -1 -0.79 -0.42  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 0.71 -  Other Equity, Total 1 -1 -0 -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",1143,1125,1066.27,1018.27
Additional Paid-In Capital,1133,1115,1056.27,1008.27
Retained Earnings (Accumulated Deficit),-785,-1031,-1161.51,-1030.76
Treasury Stock - Common,-1,-1,-0.79,-0.42
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,0.71,-
"Other Equity, Total",1,-1,-0,-
Total Liabilities & Shareholders' Equity,4622,3992,3013.55,2397.64
Total Common Shares Outstanding,11.58,11.52,11.38,10.94
Total Preferred Shares Outstanding,-,-,-,-
