Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,9975,7236.57,5806.76,5044.27
"Cash and Short Term Investments 3106 1351.9 1727.43 2180.68  Cash - - - -  Cash & Equivalents 2989 1351.9 1727.43 2180.68  Short Term Investments 117 - - -  Total Receivables, Net 2782 2727.94 2603.5 1538.12  Accounts Receivables - Trade, Net 2359 2077.74 2175.36 1234.66  Total Inventory 3103 2376.65 821.75 640.11  Prepaid Expenses - 568.62 549.33 583.55  Other Current Assets, Total 984 211.47 104.76 101.81","Cash and Short Term Investments 3106 1351.9 1727.43 2180.68  Cash - - - -  Cash & Equivalents 2989 1351.9 1727.43 2180.68  Short Term Investments 117 - - -  Total Receivables, Net 2782 2727.94 2603.5 1538.12  Accounts Receivables - Trade, Net 2359 2077.74 2175.36 1234.66  Total Inventory 3103 2376.65 821.75 640.11  Prepaid Expenses - 568.62 549.33 583.55  Other Current Assets, Total 984 211.47 104.76 101.81","Cash and Short Term Investments 3106 1351.9 1727.43 2180.68  Cash - - - -  Cash & Equivalents 2989 1351.9 1727.43 2180.68  Short Term Investments 117 - - -  Total Receivables, Net 2782 2727.94 2603.5 1538.12  Accounts Receivables - Trade, Net 2359 2077.74 2175.36 1234.66  Total Inventory 3103 2376.65 821.75 640.11  Prepaid Expenses - 568.62 549.33 583.55  Other Current Assets, Total 984 211.47 104.76 101.81","Cash and Short Term Investments 3106 1351.9 1727.43 2180.68  Cash - - - -  Cash & Equivalents 2989 1351.9 1727.43 2180.68  Short Term Investments 117 - - -  Total Receivables, Net 2782 2727.94 2603.5 1538.12  Accounts Receivables - Trade, Net 2359 2077.74 2175.36 1234.66  Total Inventory 3103 2376.65 821.75 640.11  Prepaid Expenses - 568.62 549.33 583.55  Other Current Assets, Total 984 211.47 104.76 101.81","Cash and Short Term Investments 3106 1351.9 1727.43 2180.68  Cash - - - -  Cash & Equivalents 2989 1351.9 1727.43 2180.68  Short Term Investments 117 - - -  Total Receivables, Net 2782 2727.94 2603.5 1538.12  Accounts Receivables - Trade, Net 2359 2077.74 2175.36 1234.66  Total Inventory 3103 2376.65 821.75 640.11  Prepaid Expenses - 568.62 549.33 583.55  Other Current Assets, Total 984 211.47 104.76 101.81"
Cash and Short Term Investments,3106,1351.9,1727.43,2180.68
Cash,-,-,-,-
Cash & Equivalents,2989,1351.9,1727.43,2180.68
Short Term Investments,117,-,-,-
"Total Receivables, Net",2782,2727.94,2603.5,1538.12
"Accounts Receivables - Trade, Net",2359,2077.74,2175.36,1234.66
Total Inventory,3103,2376.65,821.75,640.11
Prepaid Expenses,-,568.62,549.33,583.55
"Other Current Assets, Total",984,211.47,104.76,101.81
Total Assets,11252,8625.3,7191.63,6146.31
