Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,11451,9738.47,8914.95,8761.57
"Cash and Short Term Investments 4486 3926.09 4011.27 3689.88  Cash - - - -  Cash & Equivalents 4470 3913.59 3901.49 3494.62  Short Term Investments 16 12.5 109.78 195.26  Total Receivables, Net 4098 3411.24 2867.97 2916.87  Accounts Receivables - Trade, Net 4098 2215.39 1746.62 1854.23  Total Inventory 2784 2224.44 1963.57 2087.3  Prepaid Expenses - 49.28 49.29 49.25  Other Current Assets, Total 83 127.42 22.85 18.27","Cash and Short Term Investments 4486 3926.09 4011.27 3689.88  Cash - - - -  Cash & Equivalents 4470 3913.59 3901.49 3494.62  Short Term Investments 16 12.5 109.78 195.26  Total Receivables, Net 4098 3411.24 2867.97 2916.87  Accounts Receivables - Trade, Net 4098 2215.39 1746.62 1854.23  Total Inventory 2784 2224.44 1963.57 2087.3  Prepaid Expenses - 49.28 49.29 49.25  Other Current Assets, Total 83 127.42 22.85 18.27","Cash and Short Term Investments 4486 3926.09 4011.27 3689.88  Cash - - - -  Cash & Equivalents 4470 3913.59 3901.49 3494.62  Short Term Investments 16 12.5 109.78 195.26  Total Receivables, Net 4098 3411.24 2867.97 2916.87  Accounts Receivables - Trade, Net 4098 2215.39 1746.62 1854.23  Total Inventory 2784 2224.44 1963.57 2087.3  Prepaid Expenses - 49.28 49.29 49.25  Other Current Assets, Total 83 127.42 22.85 18.27","Cash and Short Term Investments 4486 3926.09 4011.27 3689.88  Cash - - - -  Cash & Equivalents 4470 3913.59 3901.49 3494.62  Short Term Investments 16 12.5 109.78 195.26  Total Receivables, Net 4098 3411.24 2867.97 2916.87  Accounts Receivables - Trade, Net 4098 2215.39 1746.62 1854.23  Total Inventory 2784 2224.44 1963.57 2087.3  Prepaid Expenses - 49.28 49.29 49.25  Other Current Assets, Total 83 127.42 22.85 18.27","Cash and Short Term Investments 4486 3926.09 4011.27 3689.88  Cash - - - -  Cash & Equivalents 4470 3913.59 3901.49 3494.62  Short Term Investments 16 12.5 109.78 195.26  Total Receivables, Net 4098 3411.24 2867.97 2916.87  Accounts Receivables - Trade, Net 4098 2215.39 1746.62 1854.23  Total Inventory 2784 2224.44 1963.57 2087.3  Prepaid Expenses - 49.28 49.29 49.25  Other Current Assets, Total 83 127.42 22.85 18.27"
Cash and Short Term Investments,4486,3926.09,4011.27,3689.88
Cash,-,-,-,-
Cash & Equivalents,4470,3913.59,3901.49,3494.62
Short Term Investments,16,12.5,109.78,195.26
"Total Receivables, Net",4098,3411.24,2867.97,2916.87
"Accounts Receivables - Trade, Net",4098,2215.39,1746.62,1854.23
Total Inventory,2784,2224.44,1963.57,2087.3
Prepaid Expenses,-,49.28,49.29,49.25
"Other Current Assets, Total",83,127.42,22.85,18.27
Total Assets,19788,18315.14,17409.58,17170.61
"Property/Plant/Equipment, Total - Net 5229 5157.58 5303.63 5079  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 12 8.5 11.55 16.07  Long Term Investments 3095 2930.01 2635.13 2778.63  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 480.58 544.31 535.34  Other Assets, Total -1215 - - -","Property/Plant/Equipment, Total - Net 5229 5157.58 5303.63 5079  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 12 8.5 11.55 16.07  Long Term Investments 3095 2930.01 2635.13 2778.63  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 480.58 544.31 535.34  Other Assets, Total -1215 - - -","Property/Plant/Equipment, Total - Net 5229 5157.58 5303.63 5079  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 12 8.5 11.55 16.07  Long Term Investments 3095 2930.01 2635.13 2778.63  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 480.58 544.31 535.34  Other Assets, Total -1215 - - -","Property/Plant/Equipment, Total - Net 5229 5157.58 5303.63 5079  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 12 8.5 11.55 16.07  Long Term Investments 3095 2930.01 2635.13 2778.63  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 480.58 544.31 535.34  Other Assets, Total -1215 - - -","Property/Plant/Equipment, Total - Net 5229 5157.58 5303.63 5079  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 12 8.5 11.55 16.07  Long Term Investments 3095 2930.01 2635.13 2778.63  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 480.58 544.31 535.34  Other Assets, Total -1215 - - -"
"Property/Plant/Equipment, Total - Net",5229,5157.58,5303.63,5079
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",12,8.5,11.55,16.07
Long Term Investments,3095,2930.01,2635.13,2778.63
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,480.58,544.31,535.34
"Other Assets, Total",-1215,-,-,-
Total Current Liabilities,3883,2925.87,2420.14,2235.1
"Accounts Payable 2969 2503.26 1694.66 1851.38  Payable/Accrued - - - -  Accrued Expenses 116 111.03 230.18 121.04  Notes Payable/Short Term Debt 7 - - -  Current Port. of LT Debt/Capital Leases 31 35.95 39.87 41.79  Other Current liabilities, Total 760 275.62 455.44 220.89","Accounts Payable 2969 2503.26 1694.66 1851.38  Payable/Accrued - - - -  Accrued Expenses 116 111.03 230.18 121.04  Notes Payable/Short Term Debt 7 - - -  Current Port. of LT Debt/Capital Leases 31 35.95 39.87 41.79  Other Current liabilities, Total 760 275.62 455.44 220.89","Accounts Payable 2969 2503.26 1694.66 1851.38  Payable/Accrued - - - -  Accrued Expenses 116 111.03 230.18 121.04  Notes Payable/Short Term Debt 7 - - -  Current Port. of LT Debt/Capital Leases 31 35.95 39.87 41.79  Other Current liabilities, Total 760 275.62 455.44 220.89","Accounts Payable 2969 2503.26 1694.66 1851.38  Payable/Accrued - - - -  Accrued Expenses 116 111.03 230.18 121.04  Notes Payable/Short Term Debt 7 - - -  Current Port. of LT Debt/Capital Leases 31 35.95 39.87 41.79  Other Current liabilities, Total 760 275.62 455.44 220.89","Accounts Payable 2969 2503.26 1694.66 1851.38  Payable/Accrued - - - -  Accrued Expenses 116 111.03 230.18 121.04  Notes Payable/Short Term Debt 7 - - -  Current Port. of LT Debt/Capital Leases 31 35.95 39.87 41.79  Other Current liabilities, Total 760 275.62 455.44 220.89"
Accounts Payable,2969,2503.26,1694.66,1851.38
Payable/Accrued,-,-,-,-
Accrued Expenses,116,111.03,230.18,121.04
Notes Payable/Short Term Debt,7,-,-,-
Current Port. of LT Debt/Capital Leases,31,35.95,39.87,41.79
"Other Current liabilities, Total",760,275.62,455.44,220.89
Total Liabilities,5499,4635.1,4200.9,4070.95
"Total Long Term Debt 36 46.79 71.47 86.45  Long Term Debt - - - -  Capital Lease Obligations 36 46.79 71.47 86.45  Deferred Income Tax 93 190.62 38.65 105.39  Minority Interest - - - -  Other Liabilities, Total 1480 1471.82 1670.64 1644.01","Total Long Term Debt 36 46.79 71.47 86.45  Long Term Debt - - - -  Capital Lease Obligations 36 46.79 71.47 86.45  Deferred Income Tax 93 190.62 38.65 105.39  Minority Interest - - - -  Other Liabilities, Total 1480 1471.82 1670.64 1644.01","Total Long Term Debt 36 46.79 71.47 86.45  Long Term Debt - - - -  Capital Lease Obligations 36 46.79 71.47 86.45  Deferred Income Tax 93 190.62 38.65 105.39  Minority Interest - - - -  Other Liabilities, Total 1480 1471.82 1670.64 1644.01","Total Long Term Debt 36 46.79 71.47 86.45  Long Term Debt - - - -  Capital Lease Obligations 36 46.79 71.47 86.45  Deferred Income Tax 93 190.62 38.65 105.39  Minority Interest - - - -  Other Liabilities, Total 1480 1471.82 1670.64 1644.01","Total Long Term Debt 36 46.79 71.47 86.45  Long Term Debt - - - -  Capital Lease Obligations 36 46.79 71.47 86.45  Deferred Income Tax 93 190.62 38.65 105.39  Minority Interest - - - -  Other Liabilities, Total 1480 1471.82 1670.64 1644.01"
Total Long Term Debt,36,46.79,71.47,86.45
Long Term Debt,-,-,-,-
Capital Lease Obligations,36,46.79,71.47,86.45
Deferred Income Tax,93,190.62,38.65,105.39
Minority Interest,-,-,-,-
"Other Liabilities, Total",1480,1471.82,1670.64,1644.01
Total Equity,14289,13680.03,13208.68,13099.66
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 395 395.31 395.31 395.31  Additional Paid-In Capital 648 648.25 648.25 648.25  Retained Earnings (Accumulated Deficit) 13100 12317.72 12051.06 11840.41  Treasury Stock - Common -722 -722.69 -722.69 -722.61  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1048.64 847.1 947.72  Other Equity, Total 868 -7.19 -10.36 -9.42","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 395 395.31 395.31 395.31  Additional Paid-In Capital 648 648.25 648.25 648.25  Retained Earnings (Accumulated Deficit) 13100 12317.72 12051.06 11840.41  Treasury Stock - Common -722 -722.69 -722.69 -722.61  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1048.64 847.1 947.72  Other Equity, Total 868 -7.19 -10.36 -9.42","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 395 395.31 395.31 395.31  Additional Paid-In Capital 648 648.25 648.25 648.25  Retained Earnings (Accumulated Deficit) 13100 12317.72 12051.06 11840.41  Treasury Stock - Common -722 -722.69 -722.69 -722.61  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1048.64 847.1 947.72  Other Equity, Total 868 -7.19 -10.36 -9.42","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 395 395.31 395.31 395.31  Additional Paid-In Capital 648 648.25 648.25 648.25  Retained Earnings (Accumulated Deficit) 13100 12317.72 12051.06 11840.41  Treasury Stock - Common -722 -722.69 -722.69 -722.61  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1048.64 847.1 947.72  Other Equity, Total 868 -7.19 -10.36 -9.42","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 395 395.31 395.31 395.31  Additional Paid-In Capital 648 648.25 648.25 648.25  Retained Earnings (Accumulated Deficit) 13100 12317.72 12051.06 11840.41  Treasury Stock - Common -722 -722.69 -722.69 -722.61  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1048.64 847.1 947.72  Other Equity, Total 868 -7.19 -10.36 -9.42"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",395,395.31,395.31,395.31
Additional Paid-In Capital,648,648.25,648.25,648.25
Retained Earnings (Accumulated Deficit),13100,12317.72,12051.06,11840.41
Treasury Stock - Common,-722,-722.69,-722.69,-722.61
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,1048.64,847.1,947.72
"Other Equity, Total",868,-7.19,-10.36,-9.42
Total Liabilities & Shareholders' Equity,19788,18315.14,17409.58,17170.61
Total Common Shares Outstanding,6.67,6.67,6.67,6.67
Total Preferred Shares Outstanding,-,-,-,-
