Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,-,27823,23218,23102
"Cash and Short Term Investments - 14640 10538 11091  Cash - - - -  Cash & Equivalents 16170 14640 10538 11091  Short Term Investments 795 - - -  Total Receivables, Net 14676 12436 11667 11283  Accounts Receivables - Trade, Net 6236 5679 4745 5100  Total Inventory - 53 47 44  Prepaid Expenses 793 665 808 664  Other Current Assets, Total 69 29 158 20","Cash and Short Term Investments - 14640 10538 11091  Cash - - - -  Cash & Equivalents 16170 14640 10538 11091  Short Term Investments 795 - - -  Total Receivables, Net 14676 12436 11667 11283  Accounts Receivables - Trade, Net 6236 5679 4745 5100  Total Inventory - 53 47 44  Prepaid Expenses 793 665 808 664  Other Current Assets, Total 69 29 158 20","Cash and Short Term Investments - 14640 10538 11091  Cash - - - -  Cash & Equivalents 16170 14640 10538 11091  Short Term Investments 795 - - -  Total Receivables, Net 14676 12436 11667 11283  Accounts Receivables - Trade, Net 6236 5679 4745 5100  Total Inventory - 53 47 44  Prepaid Expenses 793 665 808 664  Other Current Assets, Total 69 29 158 20","Cash and Short Term Investments - 14640 10538 11091  Cash - - - -  Cash & Equivalents 16170 14640 10538 11091  Short Term Investments 795 - - -  Total Receivables, Net 14676 12436 11667 11283  Accounts Receivables - Trade, Net 6236 5679 4745 5100  Total Inventory - 53 47 44  Prepaid Expenses 793 665 808 664  Other Current Assets, Total 69 29 158 20","Cash and Short Term Investments - 14640 10538 11091  Cash - - - -  Cash & Equivalents 16170 14640 10538 11091  Short Term Investments 795 - - -  Total Receivables, Net 14676 12436 11667 11283  Accounts Receivables - Trade, Net 6236 5679 4745 5100  Total Inventory - 53 47 44  Prepaid Expenses 793 665 808 664  Other Current Assets, Total 69 29 158 20"
Cash and Short Term Investments,-,14640,10538,11091
Cash,-,-,-,-
Cash & Equivalents,16170,14640,10538,11091
Short Term Investments,795,-,-,-
"Total Receivables, Net",14676,12436,11667,11283
"Accounts Receivables - Trade, Net",6236,5679,4745,5100
Total Inventory,-,53,47,44
Prepaid Expenses,793,665,808,664
"Other Current Assets, Total",69,29,158,20
Total Assets,65098,56585,49444,50996
