Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,-,-,2895.78,2896.7
"Cash and Short Term Investments 3260 - 2019.08 2152.36  Cash - - - -  Cash & Equivalents 3260 - 2019.08 2152.36  Short Term Investments - - - -  Total Receivables, Net 463 - 830.92 690.95  Accounts Receivables - Trade, Net 461 - 830.92 690.95  Total Inventory 30 - 36.12 42.93  Prepaid Expenses - - 9.12 8.86  Other Current Assets, Total 228 - 0.54 1.6","Cash and Short Term Investments 3260 - 2019.08 2152.36  Cash - - - -  Cash & Equivalents 3260 - 2019.08 2152.36  Short Term Investments - - - -  Total Receivables, Net 463 - 830.92 690.95  Accounts Receivables - Trade, Net 461 - 830.92 690.95  Total Inventory 30 - 36.12 42.93  Prepaid Expenses - - 9.12 8.86  Other Current Assets, Total 228 - 0.54 1.6","Cash and Short Term Investments 3260 - 2019.08 2152.36  Cash - - - -  Cash & Equivalents 3260 - 2019.08 2152.36  Short Term Investments - - - -  Total Receivables, Net 463 - 830.92 690.95  Accounts Receivables - Trade, Net 461 - 830.92 690.95  Total Inventory 30 - 36.12 42.93  Prepaid Expenses - - 9.12 8.86  Other Current Assets, Total 228 - 0.54 1.6","Cash and Short Term Investments 3260 - 2019.08 2152.36  Cash - - - -  Cash & Equivalents 3260 - 2019.08 2152.36  Short Term Investments - - - -  Total Receivables, Net 463 - 830.92 690.95  Accounts Receivables - Trade, Net 461 - 830.92 690.95  Total Inventory 30 - 36.12 42.93  Prepaid Expenses - - 9.12 8.86  Other Current Assets, Total 228 - 0.54 1.6","Cash and Short Term Investments 3260 - 2019.08 2152.36  Cash - - - -  Cash & Equivalents 3260 - 2019.08 2152.36  Short Term Investments - - - -  Total Receivables, Net 463 - 830.92 690.95  Accounts Receivables - Trade, Net 461 - 830.92 690.95  Total Inventory 30 - 36.12 42.93  Prepaid Expenses - - 9.12 8.86  Other Current Assets, Total 228 - 0.54 1.6"
Cash and Short Term Investments,3260,-,2019.08,2152.36
Cash,-,-,-,-
Cash & Equivalents,3260,-,2019.08,2152.36
Short Term Investments,-,-,-,-
"Total Receivables, Net",463,-,830.92,690.95
"Accounts Receivables - Trade, Net",461,-,830.92,690.95
Total Inventory,30,-,36.12,42.93
Prepaid Expenses,-,-,9.12,8.86
