Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Current Assets,2350,2087,1631.95,1660.73
"Cash and Short Term Investments 573 527 750.13 338.9  Cash - - - -  Cash & Equivalents 573 527 750.13 338.9  Short Term Investments - - - -  Total Receivables, Net 935 1082 472.16 958.62  Accounts Receivables - Trade, Net 935 1082 416.95 912.51  Total Inventory 754 394 239.91 258.16  Prepaid Expenses - 36.62 122.52 -  Other Current Assets, Total 88 84 47.24 105.05","Cash and Short Term Investments 573 527 750.13 338.9  Cash - - - -  Cash & Equivalents 573 527 750.13 338.9  Short Term Investments - - - -  Total Receivables, Net 935 1082 472.16 958.62  Accounts Receivables - Trade, Net 935 1082 416.95 912.51  Total Inventory 754 394 239.91 258.16  Prepaid Expenses - 36.62 122.52 -  Other Current Assets, Total 88 84 47.24 105.05","Cash and Short Term Investments 573 527 750.13 338.9  Cash - - - -  Cash & Equivalents 573 527 750.13 338.9  Short Term Investments - - - -  Total Receivables, Net 935 1082 472.16 958.62  Accounts Receivables - Trade, Net 935 1082 416.95 912.51  Total Inventory 754 394 239.91 258.16  Prepaid Expenses - 36.62 122.52 -  Other Current Assets, Total 88 84 47.24 105.05","Cash and Short Term Investments 573 527 750.13 338.9  Cash - - - -  Cash & Equivalents 573 527 750.13 338.9  Short Term Investments - - - -  Total Receivables, Net 935 1082 472.16 958.62  Accounts Receivables - Trade, Net 935 1082 416.95 912.51  Total Inventory 754 394 239.91 258.16  Prepaid Expenses - 36.62 122.52 -  Other Current Assets, Total 88 84 47.24 105.05","Cash and Short Term Investments 573 527 750.13 338.9  Cash - - - -  Cash & Equivalents 573 527 750.13 338.9  Short Term Investments - - - -  Total Receivables, Net 935 1082 472.16 958.62  Accounts Receivables - Trade, Net 935 1082 416.95 912.51  Total Inventory 754 394 239.91 258.16  Prepaid Expenses - 36.62 122.52 -  Other Current Assets, Total 88 84 47.24 105.05"
Cash and Short Term Investments,573,527,750.13,338.9
Cash,-,-,-,-
Cash & Equivalents,573,527,750.13,338.9
Short Term Investments,-,-,-,-
"Total Receivables, Net",935,1082,472.16,958.62
"Accounts Receivables - Trade, Net",935,1082,416.95,912.51
Total Inventory,754,394,239.91,258.16
Prepaid Expenses,-,36.62,122.52,-
"Other Current Assets, Total",88,84,47.24,105.05
Total Assets,2771,2588,2167.31,2230.22
"Property/Plant/Equipment, Total - Net 194 171 178.86 190.93  Property/Plant/Equipment, Total - Gross - 350.83 344.45 337.5  Accumulated Depreciation, Total - -179.77 -165.59 -146.57  Goodwill, Net - - - -  Intangibles, Net 8 6 7.08 12.04  Long Term Investments 165 265 214.57 235.64  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 134.84 130.88  Other Assets, Total -41 -547 - -","Property/Plant/Equipment, Total - Net 194 171 178.86 190.93  Property/Plant/Equipment, Total - Gross - 350.83 344.45 337.5  Accumulated Depreciation, Total - -179.77 -165.59 -146.57  Goodwill, Net - - - -  Intangibles, Net 8 6 7.08 12.04  Long Term Investments 165 265 214.57 235.64  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 134.84 130.88  Other Assets, Total -41 -547 - -","Property/Plant/Equipment, Total - Net 194 171 178.86 190.93  Property/Plant/Equipment, Total - Gross - 350.83 344.45 337.5  Accumulated Depreciation, Total - -179.77 -165.59 -146.57  Goodwill, Net - - - -  Intangibles, Net 8 6 7.08 12.04  Long Term Investments 165 265 214.57 235.64  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 134.84 130.88  Other Assets, Total -41 -547 - -","Property/Plant/Equipment, Total - Net 194 171 178.86 190.93  Property/Plant/Equipment, Total - Gross - 350.83 344.45 337.5  Accumulated Depreciation, Total - -179.77 -165.59 -146.57  Goodwill, Net - - - -  Intangibles, Net 8 6 7.08 12.04  Long Term Investments 165 265 214.57 235.64  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 134.84 130.88  Other Assets, Total -41 -547 - -","Property/Plant/Equipment, Total - Net 194 171 178.86 190.93  Property/Plant/Equipment, Total - Gross - 350.83 344.45 337.5  Accumulated Depreciation, Total - -179.77 -165.59 -146.57  Goodwill, Net - - - -  Intangibles, Net 8 6 7.08 12.04  Long Term Investments 165 265 214.57 235.64  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 134.84 130.88  Other Assets, Total -41 -547 - -"
"Property/Plant/Equipment, Total - Net",194,171,178.86,190.93
"Property/Plant/Equipment, Total - Gross",-,350.83,344.45,337.5
"Accumulated Depreciation, Total",-,-179.77,-165.59,-146.57
"Goodwill, Net",-,-,-,-
"Intangibles, Net",8,6,7.08,12.04
Long Term Investments,165,265,214.57,235.64
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,2,134.84,130.88
"Other Assets, Total",-41,-547,-,-
Total Current Liabilities,933,834,506.46,618.49
"Accounts Payable 440 268 201.25 204.54  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 100 300 200 200  Current Port. of LT Debt/Capital Leases 100 1 1.26 1.77  Other Current liabilities, Total 293 265 103.95 212.19","Accounts Payable 440 268 201.25 204.54  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 100 300 200 200  Current Port. of LT Debt/Capital Leases 100 1 1.26 1.77  Other Current liabilities, Total 293 265 103.95 212.19","Accounts Payable 440 268 201.25 204.54  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 100 300 200 200  Current Port. of LT Debt/Capital Leases 100 1 1.26 1.77  Other Current liabilities, Total 293 265 103.95 212.19","Accounts Payable 440 268 201.25 204.54  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 100 300 200 200  Current Port. of LT Debt/Capital Leases 100 1 1.26 1.77  Other Current liabilities, Total 293 265 103.95 212.19","Accounts Payable 440 268 201.25 204.54  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 100 300 200 200  Current Port. of LT Debt/Capital Leases 100 1 1.26 1.77  Other Current liabilities, Total 293 265 103.95 212.19"
Accounts Payable,440,268,201.25,204.54
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,-,-
Notes Payable/Short Term Debt,100,300,200,200
Current Port. of LT Debt/Capital Leases,100,1,1.26,1.77
"Other Current liabilities, Total",293,265,103.95,212.19
Total Liabilities,1084,1067,729.15,728.88
"Total Long Term Debt - 100 102.07 3.34  Long Term Debt - 100 100 -  Capital Lease Obligations - 0.89 2.07 3.34  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 51 -267 120.61 107.06","Total Long Term Debt - 100 102.07 3.34  Long Term Debt - 100 100 -  Capital Lease Obligations - 0.89 2.07 3.34  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 51 -267 120.61 107.06","Total Long Term Debt - 100 102.07 3.34  Long Term Debt - 100 100 -  Capital Lease Obligations - 0.89 2.07 3.34  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 51 -267 120.61 107.06","Total Long Term Debt - 100 102.07 3.34  Long Term Debt - 100 100 -  Capital Lease Obligations - 0.89 2.07 3.34  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 51 -267 120.61 107.06","Total Long Term Debt - 100 102.07 3.34  Long Term Debt - 100 100 -  Capital Lease Obligations - 0.89 2.07 3.34  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 51 -267 120.61 107.06"
Total Long Term Debt,-,100,102.07,3.34
Long Term Debt,-,100,100,-
Capital Lease Obligations,-,0.89,2.07,3.34
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",51,-267,120.61,107.06
Total Equity,1687,1521,1438.16,1501.34
