Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,656281,614317,506851,457548
"Cash and Short Term Investments 248195 257942 209596 178497  Cash - - - -  Cash & Equivalents 248195 237952 195180 163377  Short Term Investments - 19990 14416 15120  Total Receivables, Net 292829 265093 226537 202934  Accounts Receivables - Trade, Net 286181 261814 222827 162795  Total Inventory 87684 79345 61848 68166  Prepaid Expenses - 1916 2123 4467  Other Current Assets, Total 27573 10021 6747 3484","Cash and Short Term Investments 248195 257942 209596 178497  Cash - - - -  Cash & Equivalents 248195 237952 195180 163377  Short Term Investments - 19990 14416 15120  Total Receivables, Net 292829 265093 226537 202934  Accounts Receivables - Trade, Net 286181 261814 222827 162795  Total Inventory 87684 79345 61848 68166  Prepaid Expenses - 1916 2123 4467  Other Current Assets, Total 27573 10021 6747 3484","Cash and Short Term Investments 248195 257942 209596 178497  Cash - - - -  Cash & Equivalents 248195 237952 195180 163377  Short Term Investments - 19990 14416 15120  Total Receivables, Net 292829 265093 226537 202934  Accounts Receivables - Trade, Net 286181 261814 222827 162795  Total Inventory 87684 79345 61848 68166  Prepaid Expenses - 1916 2123 4467  Other Current Assets, Total 27573 10021 6747 3484","Cash and Short Term Investments 248195 257942 209596 178497  Cash - - - -  Cash & Equivalents 248195 237952 195180 163377  Short Term Investments - 19990 14416 15120  Total Receivables, Net 292829 265093 226537 202934  Accounts Receivables - Trade, Net 286181 261814 222827 162795  Total Inventory 87684 79345 61848 68166  Prepaid Expenses - 1916 2123 4467  Other Current Assets, Total 27573 10021 6747 3484","Cash and Short Term Investments 248195 257942 209596 178497  Cash - - - -  Cash & Equivalents 248195 237952 195180 163377  Short Term Investments - 19990 14416 15120  Total Receivables, Net 292829 265093 226537 202934  Accounts Receivables - Trade, Net 286181 261814 222827 162795  Total Inventory 87684 79345 61848 68166  Prepaid Expenses - 1916 2123 4467  Other Current Assets, Total 27573 10021 6747 3484"
Cash and Short Term Investments,248195,257942,209596,178497
Cash,-,-,-,-
Cash & Equivalents,248195,237952,195180,163377
Short Term Investments,-,19990,14416,15120
"Total Receivables, Net",292829,265093,226537,202934
"Accounts Receivables - Trade, Net",286181,261814,222827,162795
Total Inventory,87684,79345,61848,68166
Prepaid Expenses,-,1916,2123,4467
"Other Current Assets, Total",27573,10021,6747,3484
Total Assets,1007392,964740,845778,780714
"Property/Plant/Equipment, Total - Net 276096 270477 263841 256661  Property/Plant/Equipment, Total - Gross - - 703256 667805  Accumulated Depreciation, Total - - -439416 -411144  Goodwill, Net 4898 4889 4881 4871  Intangibles, Net 14237 13060 13177 10873  Long Term Investments 13661 42637 41298 33572  Note Receivable - Long Term 6648 3279 3710 -  Other Long Term Assets, Total 29362 5 5 17189  Other Assets, Total -164715 -136382 -127801 -","Property/Plant/Equipment, Total - Net 276096 270477 263841 256661  Property/Plant/Equipment, Total - Gross - - 703256 667805  Accumulated Depreciation, Total - - -439416 -411144  Goodwill, Net 4898 4889 4881 4871  Intangibles, Net 14237 13060 13177 10873  Long Term Investments 13661 42637 41298 33572  Note Receivable - Long Term 6648 3279 3710 -  Other Long Term Assets, Total 29362 5 5 17189  Other Assets, Total -164715 -136382 -127801 -","Property/Plant/Equipment, Total - Net 276096 270477 263841 256661  Property/Plant/Equipment, Total - Gross - - 703256 667805  Accumulated Depreciation, Total - - -439416 -411144  Goodwill, Net 4898 4889 4881 4871  Intangibles, Net 14237 13060 13177 10873  Long Term Investments 13661 42637 41298 33572  Note Receivable - Long Term 6648 3279 3710 -  Other Long Term Assets, Total 29362 5 5 17189  Other Assets, Total -164715 -136382 -127801 -","Property/Plant/Equipment, Total - Net 276096 270477 263841 256661  Property/Plant/Equipment, Total - Gross - - 703256 667805  Accumulated Depreciation, Total - - -439416 -411144  Goodwill, Net 4898 4889 4881 4871  Intangibles, Net 14237 13060 13177 10873  Long Term Investments 13661 42637 41298 33572  Note Receivable - Long Term 6648 3279 3710 -  Other Long Term Assets, Total 29362 5 5 17189  Other Assets, Total -164715 -136382 -127801 -","Property/Plant/Equipment, Total - Net 276096 270477 263841 256661  Property/Plant/Equipment, Total - Gross - - 703256 667805  Accumulated Depreciation, Total - - -439416 -411144  Goodwill, Net 4898 4889 4881 4871  Intangibles, Net 14237 13060 13177 10873  Long Term Investments 13661 42637 41298 33572  Note Receivable - Long Term 6648 3279 3710 -  Other Long Term Assets, Total 29362 5 5 17189  Other Assets, Total -164715 -136382 -127801 -"
"Property/Plant/Equipment, Total - Net",276096,270477,263841,256661
"Property/Plant/Equipment, Total - Gross",-,-,703256,667805
"Accumulated Depreciation, Total",-,-,-439416,-411144
"Goodwill, Net",4898,4889,4881,4871
"Intangibles, Net",14237,13060,13177,10873
Long Term Investments,13661,42637,41298,33572
Note Receivable - Long Term,6648,3279,3710,-
"Other Long Term Assets, Total",29362,5,5,17189
"Other Assets, Total",-164715,-136382,-127801,-
Total Current Liabilities,408694,359958,286010,313327
"Accounts Payable 235900 218979 175133 152548  Payable/Accrued - - - -  Accrued Expenses - 15202 14015 28184  Notes Payable/Short Term Debt - 18381 20933 32659  Current Port. of LT Debt/Capital Leases 64229 10000 1217 44127  Other Current liabilities, Total 108565 97396 74712 55809","Accounts Payable 235900 218979 175133 152548  Payable/Accrued - - - -  Accrued Expenses - 15202 14015 28184  Notes Payable/Short Term Debt - 18381 20933 32659  Current Port. of LT Debt/Capital Leases 64229 10000 1217 44127  Other Current liabilities, Total 108565 97396 74712 55809","Accounts Payable 235900 218979 175133 152548  Payable/Accrued - - - -  Accrued Expenses - 15202 14015 28184  Notes Payable/Short Term Debt - 18381 20933 32659  Current Port. of LT Debt/Capital Leases 64229 10000 1217 44127  Other Current liabilities, Total 108565 97396 74712 55809","Accounts Payable 235900 218979 175133 152548  Payable/Accrued - - - -  Accrued Expenses - 15202 14015 28184  Notes Payable/Short Term Debt - 18381 20933 32659  Current Port. of LT Debt/Capital Leases 64229 10000 1217 44127  Other Current liabilities, Total 108565 97396 74712 55809","Accounts Payable 235900 218979 175133 152548  Payable/Accrued - - - -  Accrued Expenses - 15202 14015 28184  Notes Payable/Short Term Debt - 18381 20933 32659  Current Port. of LT Debt/Capital Leases 64229 10000 1217 44127  Other Current liabilities, Total 108565 97396 74712 55809"
Accounts Payable,235900,218979,175133,152548
Payable/Accrued,-,-,-,-
Accrued Expenses,-,15202,14015,28184
Notes Payable/Short Term Debt,-,18381,20933,32659
Current Port. of LT Debt/Capital Leases,64229,10000,1217,44127
"Other Current liabilities, Total",108565,97396,74712,55809
Total Liabilities,570498,540906,476128,489662
