Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,18102,14551,9652.74,11013.93
"Cash and Short Term Investments 4384 5539 3992.55 2379.61  Cash - - - -  Cash & Equivalents 4384 5539 3992.55 2379.61  Short Term Investments - - - -  Total Receivables, Net 3674 988 831.57 252.26  Accounts Receivables - Trade, Net 3674 988 831.57 252.26  Total Inventory 9797 7652 4639.04 8210.7  Prepaid Expenses 48 39 178.75 160.63  Other Current Assets, Total 199 333 10.84 10.72","Cash and Short Term Investments 4384 5539 3992.55 2379.61  Cash - - - -  Cash & Equivalents 4384 5539 3992.55 2379.61  Short Term Investments - - - -  Total Receivables, Net 3674 988 831.57 252.26  Accounts Receivables - Trade, Net 3674 988 831.57 252.26  Total Inventory 9797 7652 4639.04 8210.7  Prepaid Expenses 48 39 178.75 160.63  Other Current Assets, Total 199 333 10.84 10.72","Cash and Short Term Investments 4384 5539 3992.55 2379.61  Cash - - - -  Cash & Equivalents 4384 5539 3992.55 2379.61  Short Term Investments - - - -  Total Receivables, Net 3674 988 831.57 252.26  Accounts Receivables - Trade, Net 3674 988 831.57 252.26  Total Inventory 9797 7652 4639.04 8210.7  Prepaid Expenses 48 39 178.75 160.63  Other Current Assets, Total 199 333 10.84 10.72","Cash and Short Term Investments 4384 5539 3992.55 2379.61  Cash - - - -  Cash & Equivalents 4384 5539 3992.55 2379.61  Short Term Investments - - - -  Total Receivables, Net 3674 988 831.57 252.26  Accounts Receivables - Trade, Net 3674 988 831.57 252.26  Total Inventory 9797 7652 4639.04 8210.7  Prepaid Expenses 48 39 178.75 160.63  Other Current Assets, Total 199 333 10.84 10.72","Cash and Short Term Investments 4384 5539 3992.55 2379.61  Cash - - - -  Cash & Equivalents 4384 5539 3992.55 2379.61  Short Term Investments - - - -  Total Receivables, Net 3674 988 831.57 252.26  Accounts Receivables - Trade, Net 3674 988 831.57 252.26  Total Inventory 9797 7652 4639.04 8210.7  Prepaid Expenses 48 39 178.75 160.63  Other Current Assets, Total 199 333 10.84 10.72"
Cash and Short Term Investments,4384,5539,3992.55,2379.61
Cash,-,-,-,-
Cash & Equivalents,4384,5539,3992.55,2379.61
Short Term Investments,-,-,-,-
"Total Receivables, Net",3674,988,831.57,252.26
"Accounts Receivables - Trade, Net",3674,988,831.57,252.26
Total Inventory,9797,7652,4639.04,8210.7
Prepaid Expenses,48,39,178.75,160.63
"Other Current Assets, Total",199,333,10.84,10.72
Total Assets,20598,16826,12632.83,13295.93
"Property/Plant/Equipment, Total - Net 2061 2085 2261.26 2088.64  Property/Plant/Equipment, Total - Gross - 2378.29 2512.68 2280.22  Accumulated Depreciation, Total - -292.84 -251.43 -191.58  Goodwill, Net - - - -  Intangibles, Net 43 17 22.75 19.21  Long Term Investments 119 77 517.32 15.18  Note Receivable - Long Term - - 10 -  Other Long Term Assets, Total 2 2 168.76 158.97  Other Assets, Total 6593 7091 - -","Property/Plant/Equipment, Total - Net 2061 2085 2261.26 2088.64  Property/Plant/Equipment, Total - Gross - 2378.29 2512.68 2280.22  Accumulated Depreciation, Total - -292.84 -251.43 -191.58  Goodwill, Net - - - -  Intangibles, Net 43 17 22.75 19.21  Long Term Investments 119 77 517.32 15.18  Note Receivable - Long Term - - 10 -  Other Long Term Assets, Total 2 2 168.76 158.97  Other Assets, Total 6593 7091 - -","Property/Plant/Equipment, Total - Net 2061 2085 2261.26 2088.64  Property/Plant/Equipment, Total - Gross - 2378.29 2512.68 2280.22  Accumulated Depreciation, Total - -292.84 -251.43 -191.58  Goodwill, Net - - - -  Intangibles, Net 43 17 22.75 19.21  Long Term Investments 119 77 517.32 15.18  Note Receivable - Long Term - - 10 -  Other Long Term Assets, Total 2 2 168.76 158.97  Other Assets, Total 6593 7091 - -","Property/Plant/Equipment, Total - Net 2061 2085 2261.26 2088.64  Property/Plant/Equipment, Total - Gross - 2378.29 2512.68 2280.22  Accumulated Depreciation, Total - -292.84 -251.43 -191.58  Goodwill, Net - - - -  Intangibles, Net 43 17 22.75 19.21  Long Term Investments 119 77 517.32 15.18  Note Receivable - Long Term - - 10 -  Other Long Term Assets, Total 2 2 168.76 158.97  Other Assets, Total 6593 7091 - -","Property/Plant/Equipment, Total - Net 2061 2085 2261.26 2088.64  Property/Plant/Equipment, Total - Gross - 2378.29 2512.68 2280.22  Accumulated Depreciation, Total - -292.84 -251.43 -191.58  Goodwill, Net - - - -  Intangibles, Net 43 17 22.75 19.21  Long Term Investments 119 77 517.32 15.18  Note Receivable - Long Term - - 10 -  Other Long Term Assets, Total 2 2 168.76 158.97  Other Assets, Total 6593 7091 - -"
"Property/Plant/Equipment, Total - Net",2061,2085,2261.26,2088.64
"Property/Plant/Equipment, Total - Gross",-,2378.29,2512.68,2280.22
"Accumulated Depreciation, Total",-,-292.84,-251.43,-191.58
"Goodwill, Net",-,-,-,-
"Intangibles, Net",43,17,22.75,19.21
Long Term Investments,119,77,517.32,15.18
Note Receivable - Long Term,-,-,10,-
"Other Long Term Assets, Total",2,2,168.76,158.97
"Other Assets, Total",6593,7091,-,-
Total Current Liabilities,5285,4012,3435.22,4932.66
"Accounts Payable 992 731 371.21 1259.06  Payable/Accrued - - - -  Accrued Expenses 121 119 101.97 112.87  Notes Payable/Short Term Debt 493 434 469.89 339.65  Current Port. of LT Debt/Capital Leases 1006 1473 1006.78 2575.81  Other Current liabilities, Total 2673 1255 1485.37 645.28","Accounts Payable 992 731 371.21 1259.06  Payable/Accrued - - - -  Accrued Expenses 121 119 101.97 112.87  Notes Payable/Short Term Debt 493 434 469.89 339.65  Current Port. of LT Debt/Capital Leases 1006 1473 1006.78 2575.81  Other Current liabilities, Total 2673 1255 1485.37 645.28","Accounts Payable 992 731 371.21 1259.06  Payable/Accrued - - - -  Accrued Expenses 121 119 101.97 112.87  Notes Payable/Short Term Debt 493 434 469.89 339.65  Current Port. of LT Debt/Capital Leases 1006 1473 1006.78 2575.81  Other Current liabilities, Total 2673 1255 1485.37 645.28","Accounts Payable 992 731 371.21 1259.06  Payable/Accrued - - - -  Accrued Expenses 121 119 101.97 112.87  Notes Payable/Short Term Debt 493 434 469.89 339.65  Current Port. of LT Debt/Capital Leases 1006 1473 1006.78 2575.81  Other Current liabilities, Total 2673 1255 1485.37 645.28","Accounts Payable 992 731 371.21 1259.06  Payable/Accrued - - - -  Accrued Expenses 121 119 101.97 112.87  Notes Payable/Short Term Debt 493 434 469.89 339.65  Current Port. of LT Debt/Capital Leases 1006 1473 1006.78 2575.81  Other Current liabilities, Total 2673 1255 1485.37 645.28"
Accounts Payable,992,731,371.21,1259.06
Payable/Accrued,-,-,-,-
Accrued Expenses,121,119,101.97,112.87
Notes Payable/Short Term Debt,493,434,469.89,339.65
Current Port. of LT Debt/Capital Leases,1006,1473,1006.78,2575.81
"Other Current liabilities, Total",2673,1255,1485.37,645.28
Total Liabilities,13718,11325,7981.84,9066.8
"Total Long Term Debt 8398 7264 4471.24 4110.17  Long Term Debt 8398 7264 4471.24 4110.17  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -458 -385 75.38 23.96","Total Long Term Debt 8398 7264 4471.24 4110.17  Long Term Debt 8398 7264 4471.24 4110.17  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -458 -385 75.38 23.96","Total Long Term Debt 8398 7264 4471.24 4110.17  Long Term Debt 8398 7264 4471.24 4110.17  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -458 -385 75.38 23.96","Total Long Term Debt 8398 7264 4471.24 4110.17  Long Term Debt 8398 7264 4471.24 4110.17  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -458 -385 75.38 23.96","Total Long Term Debt 8398 7264 4471.24 4110.17  Long Term Debt 8398 7264 4471.24 4110.17  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -458 -385 75.38 23.96"
Total Long Term Debt,8398,7264,4471.24,4110.17
Long Term Debt,8398,7264,4471.24,4110.17
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-458,-385,75.38,23.96
Total Equity,6880,5501,4650.98,4229.13
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 681 681 681.12 681.12  Additional Paid-In Capital 631 631 631.34 631.34  Retained Earnings (Accumulated Deficit) 5640 4230 3355.24 2919.56  Treasury Stock - Common -70 -35 -0.1 -0.1  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total -2 -6 -16.61 -2.79","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 681 681 681.12 681.12  Additional Paid-In Capital 631 631 631.34 631.34  Retained Earnings (Accumulated Deficit) 5640 4230 3355.24 2919.56  Treasury Stock - Common -70 -35 -0.1 -0.1  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total -2 -6 -16.61 -2.79","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 681 681 681.12 681.12  Additional Paid-In Capital 631 631 631.34 631.34  Retained Earnings (Accumulated Deficit) 5640 4230 3355.24 2919.56  Treasury Stock - Common -70 -35 -0.1 -0.1  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total -2 -6 -16.61 -2.79","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 681 681 681.12 681.12  Additional Paid-In Capital 631 631 631.34 631.34  Retained Earnings (Accumulated Deficit) 5640 4230 3355.24 2919.56  Treasury Stock - Common -70 -35 -0.1 -0.1  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total -2 -6 -16.61 -2.79","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 681 681 681.12 681.12  Additional Paid-In Capital 631 631 631.34 631.34  Retained Earnings (Accumulated Deficit) 5640 4230 3355.24 2919.56  Treasury Stock - Common -70 -35 -0.1 -0.1  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total -2 -6 -16.61 -2.79"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",681,681,681.12,681.12
Additional Paid-In Capital,631,631,631.34,631.34
Retained Earnings (Accumulated Deficit),5640,4230,3355.24,2919.56
Treasury Stock - Common,-70,-35,-0.1,-0.1
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",-2,-6,-16.61,-2.79
Total Liabilities & Shareholders' Equity,20598,16826,12632.83,13295.93
Total Common Shares Outstanding,4.93,4.95,4.98,4.98
Total Preferred Shares Outstanding,-,-,-,-
