Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,2042,1655.68,1430.4,1279.64
"Cash and Short Term Investments 542 476.63 360.13 323.4  Cash - - - -  Cash & Equivalents 542 476.63 360.13 323.4  Short Term Investments - - - -  Total Receivables, Net 696 375.76 636.61 508.48  Accounts Receivables - Trade, Net 696 375.76 636.61 508.48  Total Inventory 614 665.77 376.96 393.18  Prepaid Expenses 64 46.45 46.46 43.23  Other Current Assets, Total 126 91.08 10.24 11.36","Cash and Short Term Investments 542 476.63 360.13 323.4  Cash - - - -  Cash & Equivalents 542 476.63 360.13 323.4  Short Term Investments - - - -  Total Receivables, Net 696 375.76 636.61 508.48  Accounts Receivables - Trade, Net 696 375.76 636.61 508.48  Total Inventory 614 665.77 376.96 393.18  Prepaid Expenses 64 46.45 46.46 43.23  Other Current Assets, Total 126 91.08 10.24 11.36","Cash and Short Term Investments 542 476.63 360.13 323.4  Cash - - - -  Cash & Equivalents 542 476.63 360.13 323.4  Short Term Investments - - - -  Total Receivables, Net 696 375.76 636.61 508.48  Accounts Receivables - Trade, Net 696 375.76 636.61 508.48  Total Inventory 614 665.77 376.96 393.18  Prepaid Expenses 64 46.45 46.46 43.23  Other Current Assets, Total 126 91.08 10.24 11.36","Cash and Short Term Investments 542 476.63 360.13 323.4  Cash - - - -  Cash & Equivalents 542 476.63 360.13 323.4  Short Term Investments - - - -  Total Receivables, Net 696 375.76 636.61 508.48  Accounts Receivables - Trade, Net 696 375.76 636.61 508.48  Total Inventory 614 665.77 376.96 393.18  Prepaid Expenses 64 46.45 46.46 43.23  Other Current Assets, Total 126 91.08 10.24 11.36","Cash and Short Term Investments 542 476.63 360.13 323.4  Cash - - - -  Cash & Equivalents 542 476.63 360.13 323.4  Short Term Investments - - - -  Total Receivables, Net 696 375.76 636.61 508.48  Accounts Receivables - Trade, Net 696 375.76 636.61 508.48  Total Inventory 614 665.77 376.96 393.18  Prepaid Expenses 64 46.45 46.46 43.23  Other Current Assets, Total 126 91.08 10.24 11.36"
Cash and Short Term Investments,542,476.63,360.13,323.4
Cash,-,-,-,-
Cash & Equivalents,542,476.63,360.13,323.4
Short Term Investments,-,-,-,-
"Total Receivables, Net",696,375.76,636.61,508.48
"Accounts Receivables - Trade, Net",696,375.76,636.61,508.48
Total Inventory,614,665.77,376.96,393.18
Prepaid Expenses,64,46.45,46.46,43.23
"Other Current Assets, Total",126,91.08,10.24,11.36
Total Assets,5734,4743.03,4526.95,4406.1
