Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,3693,3561.85,2382.64,2315.82
"Cash and Short Term Investments 2356 1756.81 1625.99 1112.7  Cash - - - -  Cash & Equivalents 2356 1756.81 1625.99 1112.7  Short Term Investments - - - -  Total Receivables, Net 647 1090.56 102.3 190.47  Accounts Receivables - Trade, Net 647 1090.56 102.3 190.47  Total Inventory 39 62.7 60.09 77.2  Prepaid Expenses - 471.75 435.11 713.21  Other Current Assets, Total 651 180.03 159.15 222.24","Cash and Short Term Investments 2356 1756.81 1625.99 1112.7  Cash - - - -  Cash & Equivalents 2356 1756.81 1625.99 1112.7  Short Term Investments - - - -  Total Receivables, Net 647 1090.56 102.3 190.47  Accounts Receivables - Trade, Net 647 1090.56 102.3 190.47  Total Inventory 39 62.7 60.09 77.2  Prepaid Expenses - 471.75 435.11 713.21  Other Current Assets, Total 651 180.03 159.15 222.24","Cash and Short Term Investments 2356 1756.81 1625.99 1112.7  Cash - - - -  Cash & Equivalents 2356 1756.81 1625.99 1112.7  Short Term Investments - - - -  Total Receivables, Net 647 1090.56 102.3 190.47  Accounts Receivables - Trade, Net 647 1090.56 102.3 190.47  Total Inventory 39 62.7 60.09 77.2  Prepaid Expenses - 471.75 435.11 713.21  Other Current Assets, Total 651 180.03 159.15 222.24","Cash and Short Term Investments 2356 1756.81 1625.99 1112.7  Cash - - - -  Cash & Equivalents 2356 1756.81 1625.99 1112.7  Short Term Investments - - - -  Total Receivables, Net 647 1090.56 102.3 190.47  Accounts Receivables - Trade, Net 647 1090.56 102.3 190.47  Total Inventory 39 62.7 60.09 77.2  Prepaid Expenses - 471.75 435.11 713.21  Other Current Assets, Total 651 180.03 159.15 222.24","Cash and Short Term Investments 2356 1756.81 1625.99 1112.7  Cash - - - -  Cash & Equivalents 2356 1756.81 1625.99 1112.7  Short Term Investments - - - -  Total Receivables, Net 647 1090.56 102.3 190.47  Accounts Receivables - Trade, Net 647 1090.56 102.3 190.47  Total Inventory 39 62.7 60.09 77.2  Prepaid Expenses - 471.75 435.11 713.21  Other Current Assets, Total 651 180.03 159.15 222.24"
Cash and Short Term Investments,2356,1756.81,1625.99,1112.7
Cash,-,-,-,-
Cash & Equivalents,2356,1756.81,1625.99,1112.7
Short Term Investments,-,-,-,-
"Total Receivables, Net",647,1090.56,102.3,190.47
"Accounts Receivables - Trade, Net",647,1090.56,102.3,190.47
Total Inventory,39,62.7,60.09,77.2
Prepaid Expenses,-,471.75,435.11,713.21
"Other Current Assets, Total",651,180.03,159.15,222.24
Total Assets,3932,3803,2643.76,2647.09
"Property/Plant/Equipment, Total - Net 100 108.42 114.92 159.76  Property/Plant/Equipment, Total - Gross - 422.32 389.88 400.72  Accumulated Depreciation, Total - -313.9 -274.96 -240.96  Goodwill, Net - - - -  Intangibles, Net 52 45.68 60.02 80.46  Long Term Investments 57 - - -  Note Receivable - Long Term - 27.36 29.61 33.55  Other Long Term Assets, Total 1 59.69 56.57 57.5  Other Assets, Total 72 - - -","Property/Plant/Equipment, Total - Net 100 108.42 114.92 159.76  Property/Plant/Equipment, Total - Gross - 422.32 389.88 400.72  Accumulated Depreciation, Total - -313.9 -274.96 -240.96  Goodwill, Net - - - -  Intangibles, Net 52 45.68 60.02 80.46  Long Term Investments 57 - - -  Note Receivable - Long Term - 27.36 29.61 33.55  Other Long Term Assets, Total 1 59.69 56.57 57.5  Other Assets, Total 72 - - -","Property/Plant/Equipment, Total - Net 100 108.42 114.92 159.76  Property/Plant/Equipment, Total - Gross - 422.32 389.88 400.72  Accumulated Depreciation, Total - -313.9 -274.96 -240.96  Goodwill, Net - - - -  Intangibles, Net 52 45.68 60.02 80.46  Long Term Investments 57 - - -  Note Receivable - Long Term - 27.36 29.61 33.55  Other Long Term Assets, Total 1 59.69 56.57 57.5  Other Assets, Total 72 - - -","Property/Plant/Equipment, Total - Net 100 108.42 114.92 159.76  Property/Plant/Equipment, Total - Gross - 422.32 389.88 400.72  Accumulated Depreciation, Total - -313.9 -274.96 -240.96  Goodwill, Net - - - -  Intangibles, Net 52 45.68 60.02 80.46  Long Term Investments 57 - - -  Note Receivable - Long Term - 27.36 29.61 33.55  Other Long Term Assets, Total 1 59.69 56.57 57.5  Other Assets, Total 72 - - -","Property/Plant/Equipment, Total - Net 100 108.42 114.92 159.76  Property/Plant/Equipment, Total - Gross - 422.32 389.88 400.72  Accumulated Depreciation, Total - -313.9 -274.96 -240.96  Goodwill, Net - - - -  Intangibles, Net 52 45.68 60.02 80.46  Long Term Investments 57 - - -  Note Receivable - Long Term - 27.36 29.61 33.55  Other Long Term Assets, Total 1 59.69 56.57 57.5  Other Assets, Total 72 - - -"
"Property/Plant/Equipment, Total - Net",100,108.42,114.92,159.76
"Property/Plant/Equipment, Total - Gross",-,422.32,389.88,400.72
"Accumulated Depreciation, Total",-,-313.9,-274.96,-240.96
"Goodwill, Net",-,-,-,-
"Intangibles, Net",52,45.68,60.02,80.46
Long Term Investments,57,-,-,-
Note Receivable - Long Term,-,27.36,29.61,33.55
"Other Long Term Assets, Total",1,59.69,56.57,57.5
"Other Assets, Total",72,-,-,-
Total Current Liabilities,2299,2680.84,1718.06,1691.78
"Accounts Payable 14 7.41 5.8 9.26  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 1110 1380 996.73 860  Current Port. of LT Debt/Capital Leases 12 14.94 23.59 23.59  Other Current liabilities, Total 1163 1278.5 691.94 798.93","Accounts Payable 14 7.41 5.8 9.26  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 1110 1380 996.73 860  Current Port. of LT Debt/Capital Leases 12 14.94 23.59 23.59  Other Current liabilities, Total 1163 1278.5 691.94 798.93","Accounts Payable 14 7.41 5.8 9.26  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 1110 1380 996.73 860  Current Port. of LT Debt/Capital Leases 12 14.94 23.59 23.59  Other Current liabilities, Total 1163 1278.5 691.94 798.93","Accounts Payable 14 7.41 5.8 9.26  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 1110 1380 996.73 860  Current Port. of LT Debt/Capital Leases 12 14.94 23.59 23.59  Other Current liabilities, Total 1163 1278.5 691.94 798.93","Accounts Payable 14 7.41 5.8 9.26  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 1110 1380 996.73 860  Current Port. of LT Debt/Capital Leases 12 14.94 23.59 23.59  Other Current liabilities, Total 1163 1278.5 691.94 798.93"
Accounts Payable,14,7.41,5.8,9.26
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,-,-
Notes Payable/Short Term Debt,1110,1380,996.73,860
Current Port. of LT Debt/Capital Leases,12,14.94,23.59,23.59
"Other Current liabilities, Total",1163,1278.5,691.94,798.93
Total Liabilities,2328,2722.38,1777.23,1770.36
"Total Long Term Debt 8 20 39.79 59.53  Long Term Debt 8 20 39.79 59.53  Capital Lease Obligations - - - -  Deferred Income Tax 7 11.67 10.63 10.21  Minority Interest - - - -  Other Liabilities, Total -1096 9.86 8.75 8.84","Total Long Term Debt 8 20 39.79 59.53  Long Term Debt 8 20 39.79 59.53  Capital Lease Obligations - - - -  Deferred Income Tax 7 11.67 10.63 10.21  Minority Interest - - - -  Other Liabilities, Total -1096 9.86 8.75 8.84","Total Long Term Debt 8 20 39.79 59.53  Long Term Debt 8 20 39.79 59.53  Capital Lease Obligations - - - -  Deferred Income Tax 7 11.67 10.63 10.21  Minority Interest - - - -  Other Liabilities, Total -1096 9.86 8.75 8.84","Total Long Term Debt 8 20 39.79 59.53  Long Term Debt 8 20 39.79 59.53  Capital Lease Obligations - - - -  Deferred Income Tax 7 11.67 10.63 10.21  Minority Interest - - - -  Other Liabilities, Total -1096 9.86 8.75 8.84","Total Long Term Debt 8 20 39.79 59.53  Long Term Debt 8 20 39.79 59.53  Capital Lease Obligations - - - -  Deferred Income Tax 7 11.67 10.63 10.21  Minority Interest - - - -  Other Liabilities, Total -1096 9.86 8.75 8.84"
Total Long Term Debt,8,20,39.79,59.53
Long Term Debt,8,20,39.79,59.53
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,7,11.67,10.63,10.21
Minority Interest,-,-,-,-
"Other Liabilities, Total",-1096,9.86,8.75,8.84
Total Equity,1604,1080.62,866.53,876.73
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 312 312 312 306.99  Additional Paid-In Capital 201 201.48 201.48 196.47  Retained Earnings (Accumulated Deficit) 972 522.24 343.38 354.97  Treasury Stock - Common - -0.48 -0.33 -0.3  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 119 45.39 9.99 18.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 312 312 312 306.99  Additional Paid-In Capital 201 201.48 201.48 196.47  Retained Earnings (Accumulated Deficit) 972 522.24 343.38 354.97  Treasury Stock - Common - -0.48 -0.33 -0.3  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 119 45.39 9.99 18.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 312 312 312 306.99  Additional Paid-In Capital 201 201.48 201.48 196.47  Retained Earnings (Accumulated Deficit) 972 522.24 343.38 354.97  Treasury Stock - Common - -0.48 -0.33 -0.3  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 119 45.39 9.99 18.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 312 312 312 306.99  Additional Paid-In Capital 201 201.48 201.48 196.47  Retained Earnings (Accumulated Deficit) 972 522.24 343.38 354.97  Treasury Stock - Common - -0.48 -0.33 -0.3  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 119 45.39 9.99 18.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 312 312 312 306.99  Additional Paid-In Capital 201 201.48 201.48 196.47  Retained Earnings (Accumulated Deficit) 972 522.24 343.38 354.97  Treasury Stock - Common - -0.48 -0.33 -0.3  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 119 45.39 9.99 18.59"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",312,312,312,306.99
Additional Paid-In Capital,201,201.48,201.48,196.47
Retained Earnings (Accumulated Deficit),972,522.24,343.38,354.97
Treasury Stock - Common,-,-0.48,-0.33,-0.3
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",119,45.39,9.99,18.59
Total Liabilities & Shareholders' Equity,3932,3803,2643.76,2647.09
Total Common Shares Outstanding,2.52,2.52,2.52,2.49
Total Preferred Shares Outstanding,-,-,-,-
