Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,27759,30277,22039,20634
"Cash and Short Term Investments 14892 19200 13329 10108  Cash - - - -  Cash & Equivalents 14756 19079 13310 10102  Short Term Investments 136 121 19 6  Total Receivables, Net 7966 7279 7518 9770  Accounts Receivables - Trade, Net 7966 7279 7425 9552  Total Inventory 717 - - 155  Prepaid Expenses - - - 446  Other Current Assets, Total 4184 3798 1192 155","Cash and Short Term Investments 14892 19200 13329 10108  Cash - - - -  Cash & Equivalents 14756 19079 13310 10102  Short Term Investments 136 121 19 6  Total Receivables, Net 7966 7279 7518 9770  Accounts Receivables - Trade, Net 7966 7279 7425 9552  Total Inventory 717 - - 155  Prepaid Expenses - - - 446  Other Current Assets, Total 4184 3798 1192 155","Cash and Short Term Investments 14892 19200 13329 10108  Cash - - - -  Cash & Equivalents 14756 19079 13310 10102  Short Term Investments 136 121 19 6  Total Receivables, Net 7966 7279 7518 9770  Accounts Receivables - Trade, Net 7966 7279 7425 9552  Total Inventory 717 - - 155  Prepaid Expenses - - - 446  Other Current Assets, Total 4184 3798 1192 155","Cash and Short Term Investments 14892 19200 13329 10108  Cash - - - -  Cash & Equivalents 14756 19079 13310 10102  Short Term Investments 136 121 19 6  Total Receivables, Net 7966 7279 7518 9770  Accounts Receivables - Trade, Net 7966 7279 7425 9552  Total Inventory 717 - - 155  Prepaid Expenses - - - 446  Other Current Assets, Total 4184 3798 1192 155","Cash and Short Term Investments 14892 19200 13329 10108  Cash - - - -  Cash & Equivalents 14756 19079 13310 10102  Short Term Investments 136 121 19 6  Total Receivables, Net 7966 7279 7518 9770  Accounts Receivables - Trade, Net 7966 7279 7425 9552  Total Inventory 717 - - 155  Prepaid Expenses - - - 446  Other Current Assets, Total 4184 3798 1192 155"
Cash and Short Term Investments,14892,19200,13329,10108
Cash,-,-,-,-
Cash & Equivalents,14756,19079,13310,10102
Short Term Investments,136,121,19,6
"Total Receivables, Net",7966,7279,7518,9770
"Accounts Receivables - Trade, Net",7966,7279,7425,9552
Total Inventory,717,-,-,155
Prepaid Expenses,-,-,-,446
"Other Current Assets, Total",4184,3798,1192,155
Total Assets,83634,84041,77150,78321
"Property/Plant/Equipment, Total - Net 3383 2703 4114 1370  Property/Plant/Equipment, Total - Gross - 5018 6449 3573  Accumulated Depreciation, Total - -2316 -2336 -2204  Goodwill, Net 42928 41701 41541 46886  Intangibles, Net 7073 6948 7241 7244  Long Term Investments 1055 1325 1343 1373  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 5 3 872 814  Other Assets, Total -1498 -2276 - -","Property/Plant/Equipment, Total - Net 3383 2703 4114 1370  Property/Plant/Equipment, Total - Gross - 5018 6449 3573  Accumulated Depreciation, Total - -2316 -2336 -2204  Goodwill, Net 42928 41701 41541 46886  Intangibles, Net 7073 6948 7241 7244  Long Term Investments 1055 1325 1343 1373  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 5 3 872 814  Other Assets, Total -1498 -2276 - -","Property/Plant/Equipment, Total - Net 3383 2703 4114 1370  Property/Plant/Equipment, Total - Gross - 5018 6449 3573  Accumulated Depreciation, Total - -2316 -2336 -2204  Goodwill, Net 42928 41701 41541 46886  Intangibles, Net 7073 6948 7241 7244  Long Term Investments 1055 1325 1343 1373  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 5 3 872 814  Other Assets, Total -1498 -2276 - -","Property/Plant/Equipment, Total - Net 3383 2703 4114 1370  Property/Plant/Equipment, Total - Gross - 5018 6449 3573  Accumulated Depreciation, Total - -2316 -2336 -2204  Goodwill, Net 42928 41701 41541 46886  Intangibles, Net 7073 6948 7241 7244  Long Term Investments 1055 1325 1343 1373  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 5 3 872 814  Other Assets, Total -1498 -2276 - -","Property/Plant/Equipment, Total - Net 3383 2703 4114 1370  Property/Plant/Equipment, Total - Gross - 5018 6449 3573  Accumulated Depreciation, Total - -2316 -2336 -2204  Goodwill, Net 42928 41701 41541 46886  Intangibles, Net 7073 6948 7241 7244  Long Term Investments 1055 1325 1343 1373  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 5 3 872 814  Other Assets, Total -1498 -2276 - -"
"Property/Plant/Equipment, Total - Net",3383,2703,4114,1370
"Property/Plant/Equipment, Total - Gross",-,5018,6449,3573
"Accumulated Depreciation, Total",-,-2316,-2336,-2204
"Goodwill, Net",42928,41701,41541,46886
"Intangibles, Net",7073,6948,7241,7244
Long Term Investments,1055,1325,1343,1373
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",5,3,872,814
"Other Assets, Total",-1498,-2276,-,-
Total Current Liabilities,13241,28623,10335,10150
"Accounts Payable 4764 3538 1 3698  Payable/Accrued - - - -  Accrued Expenses - 1126 615 929  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 1852 18673 2965 1651  Other Current liabilities, Total 6625 6412 6754 7570","Accounts Payable 4764 3538 1 3698  Payable/Accrued - - - -  Accrued Expenses - 1126 615 929  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 1852 18673 2965 1651  Other Current liabilities, Total 6625 6412 6754 7570","Accounts Payable 4764 3538 1 3698  Payable/Accrued - - - -  Accrued Expenses - 1126 615 929  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 1852 18673 2965 1651  Other Current liabilities, Total 6625 6412 6754 7570","Accounts Payable 4764 3538 1 3698  Payable/Accrued - - - -  Accrued Expenses - 1126 615 929  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 1852 18673 2965 1651  Other Current liabilities, Total 6625 6412 6754 7570","Accounts Payable 4764 3538 1 3698  Payable/Accrued - - - -  Accrued Expenses - 1126 615 929  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 1852 18673 2965 1651  Other Current liabilities, Total 6625 6412 6754 7570"
Accounts Payable,4764,3538,1,3698
Payable/Accrued,-,-,-,-
Accrued Expenses,-,1126,615,929
