Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,4896,5499,7496.78,7101.05
"Cash and Short Term Investments 2425 2662 4309.02 2380.33  Cash - - - -  Cash & Equivalents 2425 2662 4309.02 2380.33  Short Term Investments - - - -  Total Receivables, Net 1704 1342 1683.04 1762.57  Accounts Receivables - Trade, Net 1704 1342 1683.04 1762.57  Total Inventory 720 601 1047.11 2368.03  Prepaid Expenses 22 33 447.44 397.93  Other Current Assets, Total 25 861 10.18 192.19","Cash and Short Term Investments 2425 2662 4309.02 2380.33  Cash - - - -  Cash & Equivalents 2425 2662 4309.02 2380.33  Short Term Investments - - - -  Total Receivables, Net 1704 1342 1683.04 1762.57  Accounts Receivables - Trade, Net 1704 1342 1683.04 1762.57  Total Inventory 720 601 1047.11 2368.03  Prepaid Expenses 22 33 447.44 397.93  Other Current Assets, Total 25 861 10.18 192.19","Cash and Short Term Investments 2425 2662 4309.02 2380.33  Cash - - - -  Cash & Equivalents 2425 2662 4309.02 2380.33  Short Term Investments - - - -  Total Receivables, Net 1704 1342 1683.04 1762.57  Accounts Receivables - Trade, Net 1704 1342 1683.04 1762.57  Total Inventory 720 601 1047.11 2368.03  Prepaid Expenses 22 33 447.44 397.93  Other Current Assets, Total 25 861 10.18 192.19","Cash and Short Term Investments 2425 2662 4309.02 2380.33  Cash - - - -  Cash & Equivalents 2425 2662 4309.02 2380.33  Short Term Investments - - - -  Total Receivables, Net 1704 1342 1683.04 1762.57  Accounts Receivables - Trade, Net 1704 1342 1683.04 1762.57  Total Inventory 720 601 1047.11 2368.03  Prepaid Expenses 22 33 447.44 397.93  Other Current Assets, Total 25 861 10.18 192.19","Cash and Short Term Investments 2425 2662 4309.02 2380.33  Cash - - - -  Cash & Equivalents 2425 2662 4309.02 2380.33  Short Term Investments - - - -  Total Receivables, Net 1704 1342 1683.04 1762.57  Accounts Receivables - Trade, Net 1704 1342 1683.04 1762.57  Total Inventory 720 601 1047.11 2368.03  Prepaid Expenses 22 33 447.44 397.93  Other Current Assets, Total 25 861 10.18 192.19"
Cash and Short Term Investments,2425,2662,4309.02,2380.33
Cash,-,-,-,-
Cash & Equivalents,2425,2662,4309.02,2380.33
Short Term Investments,-,-,-,-
"Total Receivables, Net",1704,1342,1683.04,1762.57
"Accounts Receivables - Trade, Net",1704,1342,1683.04,1762.57
Total Inventory,720,601,1047.11,2368.03
Prepaid Expenses,22,33,447.44,397.93
"Other Current Assets, Total",25,861,10.18,192.19
Total Assets,7236,7244,9240.77,9079.32
"Property/Plant/Equipment, Total - Net 921 964 1028.03 1350.59  Property/Plant/Equipment, Total - Gross - 2083.03 2182.24 2474.53  Accumulated Depreciation, Total - -1118.9 -1154.22 -1123.94  Goodwill, Net - - - -  Intangibles, Net 97 76 176.51 184.38  Long Term Investments 1320 703 442.91 326.05  Note Receivable - Long Term - 319.56 319.56 -  Other Long Term Assets, Total 2 2 -223.01 117.24  Other Assets, Total -959 120 - -","Property/Plant/Equipment, Total - Net 921 964 1028.03 1350.59  Property/Plant/Equipment, Total - Gross - 2083.03 2182.24 2474.53  Accumulated Depreciation, Total - -1118.9 -1154.22 -1123.94  Goodwill, Net - - - -  Intangibles, Net 97 76 176.51 184.38  Long Term Investments 1320 703 442.91 326.05  Note Receivable - Long Term - 319.56 319.56 -  Other Long Term Assets, Total 2 2 -223.01 117.24  Other Assets, Total -959 120 - -","Property/Plant/Equipment, Total - Net 921 964 1028.03 1350.59  Property/Plant/Equipment, Total - Gross - 2083.03 2182.24 2474.53  Accumulated Depreciation, Total - -1118.9 -1154.22 -1123.94  Goodwill, Net - - - -  Intangibles, Net 97 76 176.51 184.38  Long Term Investments 1320 703 442.91 326.05  Note Receivable - Long Term - 319.56 319.56 -  Other Long Term Assets, Total 2 2 -223.01 117.24  Other Assets, Total -959 120 - -","Property/Plant/Equipment, Total - Net 921 964 1028.03 1350.59  Property/Plant/Equipment, Total - Gross - 2083.03 2182.24 2474.53  Accumulated Depreciation, Total - -1118.9 -1154.22 -1123.94  Goodwill, Net - - - -  Intangibles, Net 97 76 176.51 184.38  Long Term Investments 1320 703 442.91 326.05  Note Receivable - Long Term - 319.56 319.56 -  Other Long Term Assets, Total 2 2 -223.01 117.24  Other Assets, Total -959 120 - -","Property/Plant/Equipment, Total - Net 921 964 1028.03 1350.59  Property/Plant/Equipment, Total - Gross - 2083.03 2182.24 2474.53  Accumulated Depreciation, Total - -1118.9 -1154.22 -1123.94  Goodwill, Net - - - -  Intangibles, Net 97 76 176.51 184.38  Long Term Investments 1320 703 442.91 326.05  Note Receivable - Long Term - 319.56 319.56 -  Other Long Term Assets, Total 2 2 -223.01 117.24  Other Assets, Total -959 120 - -"
"Property/Plant/Equipment, Total - Net",921,964,1028.03,1350.59
"Property/Plant/Equipment, Total - Gross",-,2083.03,2182.24,2474.53
"Accumulated Depreciation, Total",-,-1118.9,-1154.22,-1123.94
"Goodwill, Net",-,-,-,-
"Intangibles, Net",97,76,176.51,184.38
Long Term Investments,1320,703,442.91,326.05
Note Receivable - Long Term,-,319.56,319.56,-
"Other Long Term Assets, Total",2,2,-223.01,117.24
"Other Assets, Total",-959,120,-,-
Total Current Liabilities,2538,5396,7632.31,6508.85
"Accounts Payable - 1049 2449.49 1298.6  Payable/Accrued - - - -  Accrued Expenses 72 82 113.33 63.17  Notes Payable/Short Term Debt 1082 2330 - -  Current Port. of LT Debt/Capital Leases 2 3 2354.38 2582.74  Other Current liabilities, Total 428 1932 2715.11 2564.34","Accounts Payable - 1049 2449.49 1298.6  Payable/Accrued - - - -  Accrued Expenses 72 82 113.33 63.17  Notes Payable/Short Term Debt 1082 2330 - -  Current Port. of LT Debt/Capital Leases 2 3 2354.38 2582.74  Other Current liabilities, Total 428 1932 2715.11 2564.34","Accounts Payable - 1049 2449.49 1298.6  Payable/Accrued - - - -  Accrued Expenses 72 82 113.33 63.17  Notes Payable/Short Term Debt 1082 2330 - -  Current Port. of LT Debt/Capital Leases 2 3 2354.38 2582.74  Other Current liabilities, Total 428 1932 2715.11 2564.34","Accounts Payable - 1049 2449.49 1298.6  Payable/Accrued - - - -  Accrued Expenses 72 82 113.33 63.17  Notes Payable/Short Term Debt 1082 2330 - -  Current Port. of LT Debt/Capital Leases 2 3 2354.38 2582.74  Other Current liabilities, Total 428 1932 2715.11 2564.34","Accounts Payable - 1049 2449.49 1298.6  Payable/Accrued - - - -  Accrued Expenses 72 82 113.33 63.17  Notes Payable/Short Term Debt 1082 2330 - -  Current Port. of LT Debt/Capital Leases 2 3 2354.38 2582.74  Other Current liabilities, Total 428 1932 2715.11 2564.34"
Accounts Payable,-,1049,2449.49,1298.6
Payable/Accrued,-,-,-,-
Accrued Expenses,72,82,113.33,63.17
Notes Payable/Short Term Debt,1082,2330,-,-
Current Port. of LT Debt/Capital Leases,2,3,2354.38,2582.74
"Other Current liabilities, Total",428,1932,2715.11,2564.34
Total Liabilities,3812,6106,8021.88,6934.79
"Total Long Term Debt 766 322 5.53 3.78  Long Term Debt 766 320 - -  Capital Lease Obligations - 2 5.53 3.78  Deferred Income Tax 296 124 117.39 164.51  Minority Interest - - - -  Other Liabilities, Total -870 -2466 266.65 257.65","Total Long Term Debt 766 322 5.53 3.78  Long Term Debt 766 320 - -  Capital Lease Obligations - 2 5.53 3.78  Deferred Income Tax 296 124 117.39 164.51  Minority Interest - - - -  Other Liabilities, Total -870 -2466 266.65 257.65","Total Long Term Debt 766 322 5.53 3.78  Long Term Debt 766 320 - -  Capital Lease Obligations - 2 5.53 3.78  Deferred Income Tax 296 124 117.39 164.51  Minority Interest - - - -  Other Liabilities, Total -870 -2466 266.65 257.65","Total Long Term Debt 766 322 5.53 3.78  Long Term Debt 766 320 - -  Capital Lease Obligations - 2 5.53 3.78  Deferred Income Tax 296 124 117.39 164.51  Minority Interest - - - -  Other Liabilities, Total -870 -2466 266.65 257.65","Total Long Term Debt 766 322 5.53 3.78  Long Term Debt 766 320 - -  Capital Lease Obligations - 2 5.53 3.78  Deferred Income Tax 296 124 117.39 164.51  Minority Interest - - - -  Other Liabilities, Total -870 -2466 266.65 257.65"
Total Long Term Debt,766,322,5.53,3.78
Long Term Debt,766,320,-,-
Capital Lease Obligations,-,2,5.53,3.78
Deferred Income Tax,296,124,117.39,164.51
Minority Interest,-,-,-,-
"Other Liabilities, Total",-870,-2466,266.65,257.65
Total Equity,3424,1138,1218.89,2144.53
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 100 100 1414.06 1414.06  Additional Paid-In Capital - 1490 176.7 176.7  Retained Earnings (Accumulated Deficit) 1860 -620 -502.72 511.08  Treasury Stock - Common -8 -8 -8.94 -8.94  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 65.31 85.46 1.24  Other Equity, Total 698 176 54.34 50.38","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 100 100 1414.06 1414.06  Additional Paid-In Capital - 1490 176.7 176.7  Retained Earnings (Accumulated Deficit) 1860 -620 -502.72 511.08  Treasury Stock - Common -8 -8 -8.94 -8.94  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 65.31 85.46 1.24  Other Equity, Total 698 176 54.34 50.38","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 100 100 1414.06 1414.06  Additional Paid-In Capital - 1490 176.7 176.7  Retained Earnings (Accumulated Deficit) 1860 -620 -502.72 511.08  Treasury Stock - Common -8 -8 -8.94 -8.94  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 65.31 85.46 1.24  Other Equity, Total 698 176 54.34 50.38","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 100 100 1414.06 1414.06  Additional Paid-In Capital - 1490 176.7 176.7  Retained Earnings (Accumulated Deficit) 1860 -620 -502.72 511.08  Treasury Stock - Common -8 -8 -8.94 -8.94  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 65.31 85.46 1.24  Other Equity, Total 698 176 54.34 50.38","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 100 100 1414.06 1414.06  Additional Paid-In Capital - 1490 176.7 176.7  Retained Earnings (Accumulated Deficit) 1860 -620 -502.72 511.08  Treasury Stock - Common -8 -8 -8.94 -8.94  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 65.31 85.46 1.24  Other Equity, Total 698 176 54.34 50.38"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",100,100,1414.06,1414.06
Additional Paid-In Capital,-,1490,176.7,176.7
Retained Earnings (Accumulated Deficit),1860,-620,-502.72,511.08
Treasury Stock - Common,-8,-8,-8.94,-8.94
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,65.31,85.46,1.24
"Other Equity, Total",698,176,54.34,50.38
Total Liabilities & Shareholders' Equity,7236,7244,9240.77,9079.32
Total Common Shares Outstanding,11.39,11.39,11.39,11.39
Total Preferred Shares Outstanding,-,-,-,-
