Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Current Assets,1413,956,822.02,815.82
"Cash and Short Term Investments 1104 736 591.48 455.25  Cash - - - -  Cash & Equivalents 1104 736 591.48 455.25  Short Term Investments - - - -  Total Receivables, Net 142 100 128.88 173.77  Accounts Receivables - Trade, Net 96 99 126.62 160.83  Total Inventory 16 27 17.14 21.03  Prepaid Expenses 11 24 21.3 22.01  Other Current Assets, Total 140 69 63.22 143.75","Cash and Short Term Investments 1104 736 591.48 455.25  Cash - - - -  Cash & Equivalents 1104 736 591.48 455.25  Short Term Investments - - - -  Total Receivables, Net 142 100 128.88 173.77  Accounts Receivables - Trade, Net 96 99 126.62 160.83  Total Inventory 16 27 17.14 21.03  Prepaid Expenses 11 24 21.3 22.01  Other Current Assets, Total 140 69 63.22 143.75","Cash and Short Term Investments 1104 736 591.48 455.25  Cash - - - -  Cash & Equivalents 1104 736 591.48 455.25  Short Term Investments - - - -  Total Receivables, Net 142 100 128.88 173.77  Accounts Receivables - Trade, Net 96 99 126.62 160.83  Total Inventory 16 27 17.14 21.03  Prepaid Expenses 11 24 21.3 22.01  Other Current Assets, Total 140 69 63.22 143.75","Cash and Short Term Investments 1104 736 591.48 455.25  Cash - - - -  Cash & Equivalents 1104 736 591.48 455.25  Short Term Investments - - - -  Total Receivables, Net 142 100 128.88 173.77  Accounts Receivables - Trade, Net 96 99 126.62 160.83  Total Inventory 16 27 17.14 21.03  Prepaid Expenses 11 24 21.3 22.01  Other Current Assets, Total 140 69 63.22 143.75","Cash and Short Term Investments 1104 736 591.48 455.25  Cash - - - -  Cash & Equivalents 1104 736 591.48 455.25  Short Term Investments - - - -  Total Receivables, Net 142 100 128.88 173.77  Accounts Receivables - Trade, Net 96 99 126.62 160.83  Total Inventory 16 27 17.14 21.03  Prepaid Expenses 11 24 21.3 22.01  Other Current Assets, Total 140 69 63.22 143.75"
Cash and Short Term Investments,1104,736,591.48,455.25
Cash,-,-,-,-
Cash & Equivalents,1104,736,591.48,455.25
Short Term Investments,-,-,-,-
"Total Receivables, Net",142,100,128.88,173.77
"Accounts Receivables - Trade, Net",96,99,126.62,160.83
Total Inventory,16,27,17.14,21.03
Prepaid Expenses,11,24,21.3,22.01
"Other Current Assets, Total",140,69,63.22,143.75
Total Assets,1670,1405,1623.58,2161.37
"Property/Plant/Equipment, Total - Net 29 101 115.85 198.86  Property/Plant/Equipment, Total - Gross - 182.56 269.24 287.78  Accumulated Depreciation, Total - -80.74 -153.38 -88.92  Goodwill, Net 2 195 385.93 684.76  Intangibles, Net 85 75 163.35 316.85  Long Term Investments - 15 - -  Note Receivable - Long Term - 207.5 274.37 239.93  Other Long Term Assets, Total 2 2 -137.95 -94.85  Other Assets, Total 199 58 - -","Property/Plant/Equipment, Total - Net 29 101 115.85 198.86  Property/Plant/Equipment, Total - Gross - 182.56 269.24 287.78  Accumulated Depreciation, Total - -80.74 -153.38 -88.92  Goodwill, Net 2 195 385.93 684.76  Intangibles, Net 85 75 163.35 316.85  Long Term Investments - 15 - -  Note Receivable - Long Term - 207.5 274.37 239.93  Other Long Term Assets, Total 2 2 -137.95 -94.85  Other Assets, Total 199 58 - -","Property/Plant/Equipment, Total - Net 29 101 115.85 198.86  Property/Plant/Equipment, Total - Gross - 182.56 269.24 287.78  Accumulated Depreciation, Total - -80.74 -153.38 -88.92  Goodwill, Net 2 195 385.93 684.76  Intangibles, Net 85 75 163.35 316.85  Long Term Investments - 15 - -  Note Receivable - Long Term - 207.5 274.37 239.93  Other Long Term Assets, Total 2 2 -137.95 -94.85  Other Assets, Total 199 58 - -","Property/Plant/Equipment, Total - Net 29 101 115.85 198.86  Property/Plant/Equipment, Total - Gross - 182.56 269.24 287.78  Accumulated Depreciation, Total - -80.74 -153.38 -88.92  Goodwill, Net 2 195 385.93 684.76  Intangibles, Net 85 75 163.35 316.85  Long Term Investments - 15 - -  Note Receivable - Long Term - 207.5 274.37 239.93  Other Long Term Assets, Total 2 2 -137.95 -94.85  Other Assets, Total 199 58 - -","Property/Plant/Equipment, Total - Net 29 101 115.85 198.86  Property/Plant/Equipment, Total - Gross - 182.56 269.24 287.78  Accumulated Depreciation, Total - -80.74 -153.38 -88.92  Goodwill, Net 2 195 385.93 684.76  Intangibles, Net 85 75 163.35 316.85  Long Term Investments - 15 - -  Note Receivable - Long Term - 207.5 274.37 239.93  Other Long Term Assets, Total 2 2 -137.95 -94.85  Other Assets, Total 199 58 - -"
"Property/Plant/Equipment, Total - Net",29,101,115.85,198.86
"Property/Plant/Equipment, Total - Gross",-,182.56,269.24,287.78
"Accumulated Depreciation, Total",-,-80.74,-153.38,-88.92
"Goodwill, Net",2,195,385.93,684.76
"Intangibles, Net",85,75,163.35,316.85
Long Term Investments,-,15,-,-
Note Receivable - Long Term,-,207.5,274.37,239.93
"Other Long Term Assets, Total",2,2,-137.95,-94.85
"Other Assets, Total",199,58,-,-
Total Current Liabilities,222,265,404.95,498.54
"Accounts Payable 13 26 39.69 53.29  Payable/Accrued - - - -  Accrued Expenses 17 22 27.28 26.24  Notes Payable/Short Term Debt 94 151 209.85 268.45  Current Port. of LT Debt/Capital Leases - 42.17 24.54 9.11  Other Current liabilities, Total 98 66 103.59 141.45","Accounts Payable 13 26 39.69 53.29  Payable/Accrued - - - -  Accrued Expenses 17 22 27.28 26.24  Notes Payable/Short Term Debt 94 151 209.85 268.45  Current Port. of LT Debt/Capital Leases - 42.17 24.54 9.11  Other Current liabilities, Total 98 66 103.59 141.45","Accounts Payable 13 26 39.69 53.29  Payable/Accrued - - - -  Accrued Expenses 17 22 27.28 26.24  Notes Payable/Short Term Debt 94 151 209.85 268.45  Current Port. of LT Debt/Capital Leases - 42.17 24.54 9.11  Other Current liabilities, Total 98 66 103.59 141.45","Accounts Payable 13 26 39.69 53.29  Payable/Accrued - - - -  Accrued Expenses 17 22 27.28 26.24  Notes Payable/Short Term Debt 94 151 209.85 268.45  Current Port. of LT Debt/Capital Leases - 42.17 24.54 9.11  Other Current liabilities, Total 98 66 103.59 141.45","Accounts Payable 13 26 39.69 53.29  Payable/Accrued - - - -  Accrued Expenses 17 22 27.28 26.24  Notes Payable/Short Term Debt 94 151 209.85 268.45  Current Port. of LT Debt/Capital Leases - 42.17 24.54 9.11  Other Current liabilities, Total 98 66 103.59 141.45"
Accounts Payable,13,26,39.69,53.29
Payable/Accrued,-,-,-,-
Accrued Expenses,17,22,27.28,26.24
Notes Payable/Short Term Debt,94,151,209.85,268.45
Current Port. of LT Debt/Capital Leases,-,42.17,24.54,9.11
"Other Current liabilities, Total",98,66,103.59,141.45
Total Liabilities,570,658,651.91,539.37
"Total Long Term Debt 321 368 225.4 11.06  Long Term Debt 321 368 225.4 11.06  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 6 - - -  Other Liabilities, Total -489.48 -645.24 21.56 29.76","Total Long Term Debt 321 368 225.4 11.06  Long Term Debt 321 368 225.4 11.06  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 6 - - -  Other Liabilities, Total -489.48 -645.24 21.56 29.76","Total Long Term Debt 321 368 225.4 11.06  Long Term Debt 321 368 225.4 11.06  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 6 - - -  Other Liabilities, Total -489.48 -645.24 21.56 29.76","Total Long Term Debt 321 368 225.4 11.06  Long Term Debt 321 368 225.4 11.06  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 6 - - -  Other Liabilities, Total -489.48 -645.24 21.56 29.76","Total Long Term Debt 321 368 225.4 11.06  Long Term Debt 321 368 225.4 11.06  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 6 - - -  Other Liabilities, Total -489.48 -645.24 21.56 29.76"
Total Long Term Debt,321,368,225.4,11.06
Long Term Debt,321,368,225.4,11.06
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,6,-,-,-
"Other Liabilities, Total",-489.48,-645.24,21.56,29.76
Total Equity,1100,747,971.67,1622
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1115 765 589.67 387.44  Additional Paid-In Capital 2260 1910 1734.88 1532.64  Retained Earnings (Accumulated Deficit) -2353 -1950 -1347.85 -294.09  Treasury Stock - Common - -0.16 -0.16 -0.16  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 78 22 -4.86 -3.83","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1115 765 589.67 387.44  Additional Paid-In Capital 2260 1910 1734.88 1532.64  Retained Earnings (Accumulated Deficit) -2353 -1950 -1347.85 -294.09  Treasury Stock - Common - -0.16 -0.16 -0.16  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 78 22 -4.86 -3.83","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1115 765 589.67 387.44  Additional Paid-In Capital 2260 1910 1734.88 1532.64  Retained Earnings (Accumulated Deficit) -2353 -1950 -1347.85 -294.09  Treasury Stock - Common - -0.16 -0.16 -0.16  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 78 22 -4.86 -3.83","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1115 765 589.67 387.44  Additional Paid-In Capital 2260 1910 1734.88 1532.64  Retained Earnings (Accumulated Deficit) -2353 -1950 -1347.85 -294.09  Treasury Stock - Common - -0.16 -0.16 -0.16  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 78 22 -4.86 -3.83","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1115 765 589.67 387.44  Additional Paid-In Capital 2260 1910 1734.88 1532.64  Retained Earnings (Accumulated Deficit) -2353 -1950 -1347.85 -294.09  Treasury Stock - Common - -0.16 -0.16 -0.16  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 78 22 -4.86 -3.83"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",1115,765,589.67,387.44
Additional Paid-In Capital,2260,1910,1734.88,1532.64
Retained Earnings (Accumulated Deficit),-2353,-1950,-1347.85,-294.09
Treasury Stock - Common,-,-0.16,-0.16,-0.16
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",78,22,-4.86,-3.83
Total Liabilities & Shareholders' Equity,1670,1405,1623.58,2161.37
Total Common Shares Outstanding,34.68,30.36,28.13,25.79
Total Preferred Shares Outstanding,-,-,-,-
