Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,5180,5208.36,4829.8,4581.82
"Cash and Short Term Investments 1133 1284.57 927.96 844.71  Cash - - - -  Cash & Equivalents 1133 1284.57 927.96 844.71  Short Term Investments - - - -  Total Receivables, Net 2211 2495.58 2646.36 2197.69  Accounts Receivables - Trade, Net 2132 2320.28 2385.86 2031.65  Total Inventory 1794 1372.11 1190.74 1477.49  Prepaid Expenses 20 28.78 35.31 28.89  Other Current Assets, Total 22 27.33 29.43 33.05","Cash and Short Term Investments 1133 1284.57 927.96 844.71  Cash - - - -  Cash & Equivalents 1133 1284.57 927.96 844.71  Short Term Investments - - - -  Total Receivables, Net 2211 2495.58 2646.36 2197.69  Accounts Receivables - Trade, Net 2132 2320.28 2385.86 2031.65  Total Inventory 1794 1372.11 1190.74 1477.49  Prepaid Expenses 20 28.78 35.31 28.89  Other Current Assets, Total 22 27.33 29.43 33.05","Cash and Short Term Investments 1133 1284.57 927.96 844.71  Cash - - - -  Cash & Equivalents 1133 1284.57 927.96 844.71  Short Term Investments - - - -  Total Receivables, Net 2211 2495.58 2646.36 2197.69  Accounts Receivables - Trade, Net 2132 2320.28 2385.86 2031.65  Total Inventory 1794 1372.11 1190.74 1477.49  Prepaid Expenses 20 28.78 35.31 28.89  Other Current Assets, Total 22 27.33 29.43 33.05","Cash and Short Term Investments 1133 1284.57 927.96 844.71  Cash - - - -  Cash & Equivalents 1133 1284.57 927.96 844.71  Short Term Investments - - - -  Total Receivables, Net 2211 2495.58 2646.36 2197.69  Accounts Receivables - Trade, Net 2132 2320.28 2385.86 2031.65  Total Inventory 1794 1372.11 1190.74 1477.49  Prepaid Expenses 20 28.78 35.31 28.89  Other Current Assets, Total 22 27.33 29.43 33.05","Cash and Short Term Investments 1133 1284.57 927.96 844.71  Cash - - - -  Cash & Equivalents 1133 1284.57 927.96 844.71  Short Term Investments - - - -  Total Receivables, Net 2211 2495.58 2646.36 2197.69  Accounts Receivables - Trade, Net 2132 2320.28 2385.86 2031.65  Total Inventory 1794 1372.11 1190.74 1477.49  Prepaid Expenses 20 28.78 35.31 28.89  Other Current Assets, Total 22 27.33 29.43 33.05"
Cash and Short Term Investments,1133,1284.57,927.96,844.71
Cash,-,-,-,-
Cash & Equivalents,1133,1284.57,927.96,844.71
Short Term Investments,-,-,-,-
"Total Receivables, Net",2211,2495.58,2646.36,2197.69
"Accounts Receivables - Trade, Net",2132,2320.28,2385.86,2031.65
Total Inventory,1794,1372.11,1190.74,1477.49
Prepaid Expenses,20,28.78,35.31,28.89
"Other Current Assets, Total",22,27.33,29.43,33.05
Total Assets,6942,6900.08,6640.21,5991.68
"Property/Plant/Equipment, Total - Net 375 397.6 413.53 343.11  Property/Plant/Equipment, Total - Gross - 2930.57 2897.29 2778.63  Accumulated Depreciation, Total - -2532.97 -2483.76 -2435.52  Goodwill, Net - - - -  Intangibles, Net 16 12.93 13.55 13.77  Long Term Investments 1370 1041.37 1138.37 819.78  Note Receivable - Long Term 79 0.45 0.47 0.48  Other Long Term Assets, Total 1 239.37 244.5 232.72  Other Assets, Total -395 - - -","Property/Plant/Equipment, Total - Net 375 397.6 413.53 343.11  Property/Plant/Equipment, Total - Gross - 2930.57 2897.29 2778.63  Accumulated Depreciation, Total - -2532.97 -2483.76 -2435.52  Goodwill, Net - - - -  Intangibles, Net 16 12.93 13.55 13.77  Long Term Investments 1370 1041.37 1138.37 819.78  Note Receivable - Long Term 79 0.45 0.47 0.48  Other Long Term Assets, Total 1 239.37 244.5 232.72  Other Assets, Total -395 - - -","Property/Plant/Equipment, Total - Net 375 397.6 413.53 343.11  Property/Plant/Equipment, Total - Gross - 2930.57 2897.29 2778.63  Accumulated Depreciation, Total - -2532.97 -2483.76 -2435.52  Goodwill, Net - - - -  Intangibles, Net 16 12.93 13.55 13.77  Long Term Investments 1370 1041.37 1138.37 819.78  Note Receivable - Long Term 79 0.45 0.47 0.48  Other Long Term Assets, Total 1 239.37 244.5 232.72  Other Assets, Total -395 - - -","Property/Plant/Equipment, Total - Net 375 397.6 413.53 343.11  Property/Plant/Equipment, Total - Gross - 2930.57 2897.29 2778.63  Accumulated Depreciation, Total - -2532.97 -2483.76 -2435.52  Goodwill, Net - - - -  Intangibles, Net 16 12.93 13.55 13.77  Long Term Investments 1370 1041.37 1138.37 819.78  Note Receivable - Long Term 79 0.45 0.47 0.48  Other Long Term Assets, Total 1 239.37 244.5 232.72  Other Assets, Total -395 - - -","Property/Plant/Equipment, Total - Net 375 397.6 413.53 343.11  Property/Plant/Equipment, Total - Gross - 2930.57 2897.29 2778.63  Accumulated Depreciation, Total - -2532.97 -2483.76 -2435.52  Goodwill, Net - - - -  Intangibles, Net 16 12.93 13.55 13.77  Long Term Investments 1370 1041.37 1138.37 819.78  Note Receivable - Long Term 79 0.45 0.47 0.48  Other Long Term Assets, Total 1 239.37 244.5 232.72  Other Assets, Total -395 - - -"
"Property/Plant/Equipment, Total - Net",375,397.6,413.53,343.11
"Property/Plant/Equipment, Total - Gross",-,2930.57,2897.29,2778.63
"Accumulated Depreciation, Total",-,-2532.97,-2483.76,-2435.52
"Goodwill, Net",-,-,-,-
"Intangibles, Net",16,12.93,13.55,13.77
Long Term Investments,1370,1041.37,1138.37,819.78
Note Receivable - Long Term,79,0.45,0.47,0.48
"Other Long Term Assets, Total",1,239.37,244.5,232.72
"Other Assets, Total",-395,-,-,-
Total Current Liabilities,2986,3199.47,2734.68,2530.97
"Accounts Payable 1924 1850.78 1639.27 1593.4  Payable/Accrued - - - -  Accrued Expenses 184 205.01 249.71 217.2  Notes Payable/Short Term Debt 530 - 530 530  Current Port. of LT Debt/Capital Leases 203 860.38 136.09 101.66  Other Current liabilities, Total 145 283.31 179.62 88.72","Accounts Payable 1924 1850.78 1639.27 1593.4  Payable/Accrued - - - -  Accrued Expenses 184 205.01 249.71 217.2  Notes Payable/Short Term Debt 530 - 530 530  Current Port. of LT Debt/Capital Leases 203 860.38 136.09 101.66  Other Current liabilities, Total 145 283.31 179.62 88.72","Accounts Payable 1924 1850.78 1639.27 1593.4  Payable/Accrued - - - -  Accrued Expenses 184 205.01 249.71 217.2  Notes Payable/Short Term Debt 530 - 530 530  Current Port. of LT Debt/Capital Leases 203 860.38 136.09 101.66  Other Current liabilities, Total 145 283.31 179.62 88.72","Accounts Payable 1924 1850.78 1639.27 1593.4  Payable/Accrued - - - -  Accrued Expenses 184 205.01 249.71 217.2  Notes Payable/Short Term Debt 530 - 530 530  Current Port. of LT Debt/Capital Leases 203 860.38 136.09 101.66  Other Current liabilities, Total 145 283.31 179.62 88.72","Accounts Payable 1924 1850.78 1639.27 1593.4  Payable/Accrued - - - -  Accrued Expenses 184 205.01 249.71 217.2  Notes Payable/Short Term Debt 530 - 530 530  Current Port. of LT Debt/Capital Leases 203 860.38 136.09 101.66  Other Current liabilities, Total 145 283.31 179.62 88.72"
Accounts Payable,1924,1850.78,1639.27,1593.4
Payable/Accrued,-,-,-,-
Accrued Expenses,184,205.01,249.71,217.2
Notes Payable/Short Term Debt,530,-,530,530
Current Port. of LT Debt/Capital Leases,203,860.38,136.09,101.66
"Other Current liabilities, Total",145,283.31,179.62,88.72
Total Liabilities,-,3579.27,3426.51,3110.38
"Total Long Term Debt - 193.38 437.64 400.1  Long Term Debt - 193.38 437.64 400.1  Capital Lease Obligations - - - -  Deferred Income Tax 148 124.92 160.4 61.85  Minority Interest - - - -  Other Liabilities, Total -494 61.5 93.8 117.46","Total Long Term Debt - 193.38 437.64 400.1  Long Term Debt - 193.38 437.64 400.1  Capital Lease Obligations - - - -  Deferred Income Tax 148 124.92 160.4 61.85  Minority Interest - - - -  Other Liabilities, Total -494 61.5 93.8 117.46","Total Long Term Debt - 193.38 437.64 400.1  Long Term Debt - 193.38 437.64 400.1  Capital Lease Obligations - - - -  Deferred Income Tax 148 124.92 160.4 61.85  Minority Interest - - - -  Other Liabilities, Total -494 61.5 93.8 117.46","Total Long Term Debt - 193.38 437.64 400.1  Long Term Debt - 193.38 437.64 400.1  Capital Lease Obligations - - - -  Deferred Income Tax 148 124.92 160.4 61.85  Minority Interest - - - -  Other Liabilities, Total -494 61.5 93.8 117.46","Total Long Term Debt - 193.38 437.64 400.1  Long Term Debt - 193.38 437.64 400.1  Capital Lease Obligations - - - -  Deferred Income Tax 148 124.92 160.4 61.85  Minority Interest - - - -  Other Liabilities, Total -494 61.5 93.8 117.46"
Total Long Term Debt,-,193.38,437.64,400.1
Long Term Debt,-,193.38,437.64,400.1
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,148,124.92,160.4,61.85
Minority Interest,-,-,-,-
"Other Liabilities, Total",-494,61.5,93.8,117.46
Total Equity,3501,3320.81,3213.7,2881.3
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 829 829.6 829.6 829.6  Additional Paid-In Capital 509 509.41 509.41 509.41  Retained Earnings (Accumulated Deficit) 1783 1635.83 1460.13 1349.32  Treasury Stock - Common -87 -87.03 -87.03 -86.78  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 415.46 482.56 258.17  Other Equity, Total 467 17.55 19.03 21.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 829 829.6 829.6 829.6  Additional Paid-In Capital 509 509.41 509.41 509.41  Retained Earnings (Accumulated Deficit) 1783 1635.83 1460.13 1349.32  Treasury Stock - Common -87 -87.03 -87.03 -86.78  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 415.46 482.56 258.17  Other Equity, Total 467 17.55 19.03 21.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 829 829.6 829.6 829.6  Additional Paid-In Capital 509 509.41 509.41 509.41  Retained Earnings (Accumulated Deficit) 1783 1635.83 1460.13 1349.32  Treasury Stock - Common -87 -87.03 -87.03 -86.78  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 415.46 482.56 258.17  Other Equity, Total 467 17.55 19.03 21.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 829 829.6 829.6 829.6  Additional Paid-In Capital 509 509.41 509.41 509.41  Retained Earnings (Accumulated Deficit) 1783 1635.83 1460.13 1349.32  Treasury Stock - Common -87 -87.03 -87.03 -86.78  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 415.46 482.56 258.17  Other Equity, Total 467 17.55 19.03 21.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 829 829.6 829.6 829.6  Additional Paid-In Capital 509 509.41 509.41 509.41  Retained Earnings (Accumulated Deficit) 1783 1635.83 1460.13 1349.32  Treasury Stock - Common -87 -87.03 -87.03 -86.78  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 415.46 482.56 258.17  Other Equity, Total 467 17.55 19.03 21.59"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",829,829.6,829.6,829.6
Additional Paid-In Capital,509,509.41,509.41,509.41
Retained Earnings (Accumulated Deficit),1783,1635.83,1460.13,1349.32
Treasury Stock - Common,-87,-87.03,-87.03,-86.78
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,415.46,482.56,258.17
"Other Equity, Total",467,17.55,19.03,21.59
Total Liabilities & Shareholders' Equity,6942,6900.08,6640.21,5991.68
Total Common Shares Outstanding,0.963,0.96,0.96,0.96
Total Preferred Shares Outstanding,-,-,-,-
