Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,3462,2799.24,1978.99,1833.23
"Cash and Short Term Investments 2188 1778.18 1108.43 1057.06  Cash - - - -  Cash & Equivalents 2188 1778.18 1108.43 1057.06  Short Term Investments - - - -  Total Receivables, Net 1056 874.69 773.45 709.59  Accounts Receivables - Trade, Net 1056 874.69 773.45 709.59  Total Inventory 67 27 4.16 4.16  Prepaid Expenses 134 108.89 81.7 52.64  Other Current Assets, Total 17 10.48 11.25 9.78","Cash and Short Term Investments 2188 1778.18 1108.43 1057.06  Cash - - - -  Cash & Equivalents 2188 1778.18 1108.43 1057.06  Short Term Investments - - - -  Total Receivables, Net 1056 874.69 773.45 709.59  Accounts Receivables - Trade, Net 1056 874.69 773.45 709.59  Total Inventory 67 27 4.16 4.16  Prepaid Expenses 134 108.89 81.7 52.64  Other Current Assets, Total 17 10.48 11.25 9.78","Cash and Short Term Investments 2188 1778.18 1108.43 1057.06  Cash - - - -  Cash & Equivalents 2188 1778.18 1108.43 1057.06  Short Term Investments - - - -  Total Receivables, Net 1056 874.69 773.45 709.59  Accounts Receivables - Trade, Net 1056 874.69 773.45 709.59  Total Inventory 67 27 4.16 4.16  Prepaid Expenses 134 108.89 81.7 52.64  Other Current Assets, Total 17 10.48 11.25 9.78","Cash and Short Term Investments 2188 1778.18 1108.43 1057.06  Cash - - - -  Cash & Equivalents 2188 1778.18 1108.43 1057.06  Short Term Investments - - - -  Total Receivables, Net 1056 874.69 773.45 709.59  Accounts Receivables - Trade, Net 1056 874.69 773.45 709.59  Total Inventory 67 27 4.16 4.16  Prepaid Expenses 134 108.89 81.7 52.64  Other Current Assets, Total 17 10.48 11.25 9.78","Cash and Short Term Investments 2188 1778.18 1108.43 1057.06  Cash - - - -  Cash & Equivalents 2188 1778.18 1108.43 1057.06  Short Term Investments - - - -  Total Receivables, Net 1056 874.69 773.45 709.59  Accounts Receivables - Trade, Net 1056 874.69 773.45 709.59  Total Inventory 67 27 4.16 4.16  Prepaid Expenses 134 108.89 81.7 52.64  Other Current Assets, Total 17 10.48 11.25 9.78"
Cash and Short Term Investments,2188,1778.18,1108.43,1057.06
Cash,-,-,-,-
Cash & Equivalents,2188,1778.18,1108.43,1057.06
Short Term Investments,-,-,-,-
"Total Receivables, Net",1056,874.69,773.45,709.59
"Accounts Receivables - Trade, Net",1056,874.69,773.45,709.59
Total Inventory,67,27,4.16,4.16
Prepaid Expenses,134,108.89,81.7,52.64
"Other Current Assets, Total",17,10.48,11.25,9.78
Total Assets,4646,4101.94,3090.43,2664.11
