Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,5472,4761,3432.28,2605.84
"Cash and Short Term Investments 1438 2146 1181.36 675.49  Cash - - - -  Cash & Equivalents 1438 2146 1181.36 675.49  Short Term Investments - - - -  Total Receivables, Net 653 645 771.01 859.48  Accounts Receivables - Trade, Net 653 645 765.08 841.27  Total Inventory 2956 1799 1365.93 993.92  Prepaid Expenses 53 42 29.04 28.7  Other Current Assets, Total 372 129 84.94 48.25","Cash and Short Term Investments 1438 2146 1181.36 675.49  Cash - - - -  Cash & Equivalents 1438 2146 1181.36 675.49  Short Term Investments - - - -  Total Receivables, Net 653 645 771.01 859.48  Accounts Receivables - Trade, Net 653 645 765.08 841.27  Total Inventory 2956 1799 1365.93 993.92  Prepaid Expenses 53 42 29.04 28.7  Other Current Assets, Total 372 129 84.94 48.25","Cash and Short Term Investments 1438 2146 1181.36 675.49  Cash - - - -  Cash & Equivalents 1438 2146 1181.36 675.49  Short Term Investments - - - -  Total Receivables, Net 653 645 771.01 859.48  Accounts Receivables - Trade, Net 653 645 765.08 841.27  Total Inventory 2956 1799 1365.93 993.92  Prepaid Expenses 53 42 29.04 28.7  Other Current Assets, Total 372 129 84.94 48.25","Cash and Short Term Investments 1438 2146 1181.36 675.49  Cash - - - -  Cash & Equivalents 1438 2146 1181.36 675.49  Short Term Investments - - - -  Total Receivables, Net 653 645 771.01 859.48  Accounts Receivables - Trade, Net 653 645 765.08 841.27  Total Inventory 2956 1799 1365.93 993.92  Prepaid Expenses 53 42 29.04 28.7  Other Current Assets, Total 372 129 84.94 48.25","Cash and Short Term Investments 1438 2146 1181.36 675.49  Cash - - - -  Cash & Equivalents 1438 2146 1181.36 675.49  Short Term Investments - - - -  Total Receivables, Net 653 645 771.01 859.48  Accounts Receivables - Trade, Net 653 645 765.08 841.27  Total Inventory 2956 1799 1365.93 993.92  Prepaid Expenses 53 42 29.04 28.7  Other Current Assets, Total 372 129 84.94 48.25"
Cash and Short Term Investments,1438,2146,1181.36,675.49
Cash,-,-,-,-
Cash & Equivalents,1438,2146,1181.36,675.49
Short Term Investments,-,-,-,-
"Total Receivables, Net",653,645,771.01,859.48
"Accounts Receivables - Trade, Net",653,645,765.08,841.27
Total Inventory,2956,1799,1365.93,993.92
Prepaid Expenses,53,42,29.04,28.7
"Other Current Assets, Total",372,129,84.94,48.25
Total Assets,10791,8710,6565.89,5696.85
"Property/Plant/Equipment, Total - Net 4565 3575 2864.81 2810.82  Property/Plant/Equipment, Total - Gross - 5459.14 4527.12 4299.11  Accumulated Depreciation, Total - -1884.03 -1662.31 -1488.3  Goodwill, Net - - 0.64 62.74  Intangibles, Net 68 77 61.67 53.39  Long Term Investments 530 136 0.01 0.01  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 206.48 164.04  Other Assets, Total 2829 1443 - -","Property/Plant/Equipment, Total - Net 4565 3575 2864.81 2810.82  Property/Plant/Equipment, Total - Gross - 5459.14 4527.12 4299.11  Accumulated Depreciation, Total - -1884.03 -1662.31 -1488.3  Goodwill, Net - - 0.64 62.74  Intangibles, Net 68 77 61.67 53.39  Long Term Investments 530 136 0.01 0.01  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 206.48 164.04  Other Assets, Total 2829 1443 - -","Property/Plant/Equipment, Total - Net 4565 3575 2864.81 2810.82  Property/Plant/Equipment, Total - Gross - 5459.14 4527.12 4299.11  Accumulated Depreciation, Total - -1884.03 -1662.31 -1488.3  Goodwill, Net - - 0.64 62.74  Intangibles, Net 68 77 61.67 53.39  Long Term Investments 530 136 0.01 0.01  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 206.48 164.04  Other Assets, Total 2829 1443 - -","Property/Plant/Equipment, Total - Net 4565 3575 2864.81 2810.82  Property/Plant/Equipment, Total - Gross - 5459.14 4527.12 4299.11  Accumulated Depreciation, Total - -1884.03 -1662.31 -1488.3  Goodwill, Net - - 0.64 62.74  Intangibles, Net 68 77 61.67 53.39  Long Term Investments 530 136 0.01 0.01  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 206.48 164.04  Other Assets, Total 2829 1443 - -","Property/Plant/Equipment, Total - Net 4565 3575 2864.81 2810.82  Property/Plant/Equipment, Total - Gross - 5459.14 4527.12 4299.11  Accumulated Depreciation, Total - -1884.03 -1662.31 -1488.3  Goodwill, Net - - 0.64 62.74  Intangibles, Net 68 77 61.67 53.39  Long Term Investments 530 136 0.01 0.01  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 206.48 164.04  Other Assets, Total 2829 1443 - -"
"Property/Plant/Equipment, Total - Net",4565,3575,2864.81,2810.82
"Property/Plant/Equipment, Total - Gross",-,5459.14,4527.12,4299.11
"Accumulated Depreciation, Total",-,-1884.03,-1662.31,-1488.3
"Goodwill, Net",-,-,0.64,62.74
"Intangibles, Net",68,77,61.67,53.39
Long Term Investments,530,136,0.01,0.01
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,1,206.48,164.04
"Other Assets, Total",2829,1443,-,-
Total Current Liabilities,3040,1785,2413.95,2331.27
