Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,741,598.98,553.46,263.56
"Cash and Short Term Investments 595 434.73 440.78 147.24  Cash - - - -  Cash & Equivalents 595 434.73 440.78 147.24  Short Term Investments - - - -  Total Receivables, Net 109 131.13 97.32 88.18  Accounts Receivables - Trade, Net 109 129.3 97.32 88.18  Total Inventory 4 0.88 3.54 2.83  Prepaid Expenses 21 26.93 6.09 4.99  Other Current Assets, Total 12 5.3 5.73 20.34","Cash and Short Term Investments 595 434.73 440.78 147.24  Cash - - - -  Cash & Equivalents 595 434.73 440.78 147.24  Short Term Investments - - - -  Total Receivables, Net 109 131.13 97.32 88.18  Accounts Receivables - Trade, Net 109 129.3 97.32 88.18  Total Inventory 4 0.88 3.54 2.83  Prepaid Expenses 21 26.93 6.09 4.99  Other Current Assets, Total 12 5.3 5.73 20.34","Cash and Short Term Investments 595 434.73 440.78 147.24  Cash - - - -  Cash & Equivalents 595 434.73 440.78 147.24  Short Term Investments - - - -  Total Receivables, Net 109 131.13 97.32 88.18  Accounts Receivables - Trade, Net 109 129.3 97.32 88.18  Total Inventory 4 0.88 3.54 2.83  Prepaid Expenses 21 26.93 6.09 4.99  Other Current Assets, Total 12 5.3 5.73 20.34","Cash and Short Term Investments 595 434.73 440.78 147.24  Cash - - - -  Cash & Equivalents 595 434.73 440.78 147.24  Short Term Investments - - - -  Total Receivables, Net 109 131.13 97.32 88.18  Accounts Receivables - Trade, Net 109 129.3 97.32 88.18  Total Inventory 4 0.88 3.54 2.83  Prepaid Expenses 21 26.93 6.09 4.99  Other Current Assets, Total 12 5.3 5.73 20.34","Cash and Short Term Investments 595 434.73 440.78 147.24  Cash - - - -  Cash & Equivalents 595 434.73 440.78 147.24  Short Term Investments - - - -  Total Receivables, Net 109 131.13 97.32 88.18  Accounts Receivables - Trade, Net 109 129.3 97.32 88.18  Total Inventory 4 0.88 3.54 2.83  Prepaid Expenses 21 26.93 6.09 4.99  Other Current Assets, Total 12 5.3 5.73 20.34"
Cash and Short Term Investments,595,434.73,440.78,147.24
Cash,-,-,-,-
Cash & Equivalents,595,434.73,440.78,147.24
Short Term Investments,-,-,-,-
"Total Receivables, Net",109,131.13,97.32,88.18
"Accounts Receivables - Trade, Net",109,129.3,97.32,88.18
Total Inventory,4,0.88,3.54,2.83
Prepaid Expenses,21,26.93,6.09,4.99
"Other Current Assets, Total",12,5.3,5.73,20.34
Total Assets,941,825.72,700.01,404.99
