Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Current Assets,3615,3340.35,3285.82,3126.25
"Cash and Short Term Investments 2516 2707.06 2256.51 2192.18  Cash - - - -  Cash & Equivalents 2516 2707.06 2256.51 2192.18  Short Term Investments - - - -  Total Receivables, Net 782 520.82 940.78 839.64  Accounts Receivables - Trade, Net 782 520.82 940.78 839.64  Total Inventory 3 3.34 5.24 6  Prepaid Expenses 36 98.3 80.62 76.54  Other Current Assets, Total 278 10.82 2.69 11.89","Cash and Short Term Investments 2516 2707.06 2256.51 2192.18  Cash - - - -  Cash & Equivalents 2516 2707.06 2256.51 2192.18  Short Term Investments - - - -  Total Receivables, Net 782 520.82 940.78 839.64  Accounts Receivables - Trade, Net 782 520.82 940.78 839.64  Total Inventory 3 3.34 5.24 6  Prepaid Expenses 36 98.3 80.62 76.54  Other Current Assets, Total 278 10.82 2.69 11.89","Cash and Short Term Investments 2516 2707.06 2256.51 2192.18  Cash - - - -  Cash & Equivalents 2516 2707.06 2256.51 2192.18  Short Term Investments - - - -  Total Receivables, Net 782 520.82 940.78 839.64  Accounts Receivables - Trade, Net 782 520.82 940.78 839.64  Total Inventory 3 3.34 5.24 6  Prepaid Expenses 36 98.3 80.62 76.54  Other Current Assets, Total 278 10.82 2.69 11.89","Cash and Short Term Investments 2516 2707.06 2256.51 2192.18  Cash - - - -  Cash & Equivalents 2516 2707.06 2256.51 2192.18  Short Term Investments - - - -  Total Receivables, Net 782 520.82 940.78 839.64  Accounts Receivables - Trade, Net 782 520.82 940.78 839.64  Total Inventory 3 3.34 5.24 6  Prepaid Expenses 36 98.3 80.62 76.54  Other Current Assets, Total 278 10.82 2.69 11.89","Cash and Short Term Investments 2516 2707.06 2256.51 2192.18  Cash - - - -  Cash & Equivalents 2516 2707.06 2256.51 2192.18  Short Term Investments - - - -  Total Receivables, Net 782 520.82 940.78 839.64  Accounts Receivables - Trade, Net 782 520.82 940.78 839.64  Total Inventory 3 3.34 5.24 6  Prepaid Expenses 36 98.3 80.62 76.54  Other Current Assets, Total 278 10.82 2.69 11.89"
Cash and Short Term Investments,2516,2707.06,2256.51,2192.18
Cash,-,-,-,-
Cash & Equivalents,2516,2707.06,2256.51,2192.18
Short Term Investments,-,-,-,-
"Total Receivables, Net",782,520.82,940.78,839.64
"Accounts Receivables - Trade, Net",782,520.82,940.78,839.64
Total Inventory,3,3.34,5.24,6
Prepaid Expenses,36,98.3,80.62,76.54
"Other Current Assets, Total",278,10.82,2.69,11.89
Total Assets,4317,4074.55,4009.17,3884.31
"Property/Plant/Equipment, Total - Net 244 224.52 248.85 269.2  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 81 104.24 - 29.87  Intangibles, Net 121 174.48 244.62 216.66  Long Term Investments 209 0.36 0.36 0.36  Note Receivable - Long Term - 5.34 - -  Other Long Term Assets, Total 1 225.25 229.51 241.97  Other Assets, Total -455 - - -","Property/Plant/Equipment, Total - Net 244 224.52 248.85 269.2  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 81 104.24 - 29.87  Intangibles, Net 121 174.48 244.62 216.66  Long Term Investments 209 0.36 0.36 0.36  Note Receivable - Long Term - 5.34 - -  Other Long Term Assets, Total 1 225.25 229.51 241.97  Other Assets, Total -455 - - -","Property/Plant/Equipment, Total - Net 244 224.52 248.85 269.2  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 81 104.24 - 29.87  Intangibles, Net 121 174.48 244.62 216.66  Long Term Investments 209 0.36 0.36 0.36  Note Receivable - Long Term - 5.34 - -  Other Long Term Assets, Total 1 225.25 229.51 241.97  Other Assets, Total -455 - - -","Property/Plant/Equipment, Total - Net 244 224.52 248.85 269.2  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 81 104.24 - 29.87  Intangibles, Net 121 174.48 244.62 216.66  Long Term Investments 209 0.36 0.36 0.36  Note Receivable - Long Term - 5.34 - -  Other Long Term Assets, Total 1 225.25 229.51 241.97  Other Assets, Total -455 - - -","Property/Plant/Equipment, Total - Net 244 224.52 248.85 269.2  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 81 104.24 - 29.87  Intangibles, Net 121 174.48 244.62 216.66  Long Term Investments 209 0.36 0.36 0.36  Note Receivable - Long Term - 5.34 - -  Other Long Term Assets, Total 1 225.25 229.51 241.97  Other Assets, Total -455 - - -"
"Property/Plant/Equipment, Total - Net",244,224.52,248.85,269.2
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",81,104.24,-,29.87
"Intangibles, Net",121,174.48,244.62,216.66
Long Term Investments,209,0.36,0.36,0.36
Note Receivable - Long Term,-,5.34,-,-
"Other Long Term Assets, Total",1,225.25,229.51,241.97
"Other Assets, Total",-455,-,-,-
Total Current Liabilities,855,337.2,250.76,342.61
"Accounts Payable - 0.37 0.36 0.5  Payable/Accrued - - - -  Accrued Expenses - 20.06 40.68 26.38  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 6 5.51 2.94 3.35  Other Current liabilities, Total 849 311.26 206.78 312.39","Accounts Payable - 0.37 0.36 0.5  Payable/Accrued - - - -  Accrued Expenses - 20.06 40.68 26.38  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 6 5.51 2.94 3.35  Other Current liabilities, Total 849 311.26 206.78 312.39","Accounts Payable - 0.37 0.36 0.5  Payable/Accrued - - - -  Accrued Expenses - 20.06 40.68 26.38  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 6 5.51 2.94 3.35  Other Current liabilities, Total 849 311.26 206.78 312.39","Accounts Payable - 0.37 0.36 0.5  Payable/Accrued - - - -  Accrued Expenses - 20.06 40.68 26.38  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 6 5.51 2.94 3.35  Other Current liabilities, Total 849 311.26 206.78 312.39","Accounts Payable - 0.37 0.36 0.5  Payable/Accrued - - - -  Accrued Expenses - 20.06 40.68 26.38  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 6 5.51 2.94 3.35  Other Current liabilities, Total 849 311.26 206.78 312.39"
Accounts Payable,-,0.37,0.36,0.5
Payable/Accrued,-,-,-,-
Accrued Expenses,-,20.06,40.68,26.38
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,6,5.51,2.94,3.35
"Other Current liabilities, Total",849,311.26,206.78,312.39
Total Liabilities,932,424.41,316.32,378.43
"Total Long Term Debt 47 52.26 37.68 13.2  Long Term Debt 47 52.26 37.68 13.2  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 9 10.5 6.3 5.23  Other Liabilities, Total 21 24.45 21.58 17.39","Total Long Term Debt 47 52.26 37.68 13.2  Long Term Debt 47 52.26 37.68 13.2  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 9 10.5 6.3 5.23  Other Liabilities, Total 21 24.45 21.58 17.39","Total Long Term Debt 47 52.26 37.68 13.2  Long Term Debt 47 52.26 37.68 13.2  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 9 10.5 6.3 5.23  Other Liabilities, Total 21 24.45 21.58 17.39","Total Long Term Debt 47 52.26 37.68 13.2  Long Term Debt 47 52.26 37.68 13.2  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 9 10.5 6.3 5.23  Other Liabilities, Total 21 24.45 21.58 17.39","Total Long Term Debt 47 52.26 37.68 13.2  Long Term Debt 47 52.26 37.68 13.2  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 9 10.5 6.3 5.23  Other Liabilities, Total 21 24.45 21.58 17.39"
Total Long Term Debt,47,52.26,37.68,13.2
Long Term Debt,47,52.26,37.68,13.2
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,9,10.5,6.3,5.23
"Other Liabilities, Total",21,24.45,21.58,17.39
Total Equity,3385,3650.14,3692.85,3505.88
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1057 1045.7 1038.55 977  Additional Paid-In Capital 1017 1005.7 998.55 937  Retained Earnings (Accumulated Deficit) 1974 1598.94 1655.96 1592.08  Treasury Stock - Common -671 -0.2 -0.2 -0.2  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 8 - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1057 1045.7 1038.55 977  Additional Paid-In Capital 1017 1005.7 998.55 937  Retained Earnings (Accumulated Deficit) 1974 1598.94 1655.96 1592.08  Treasury Stock - Common -671 -0.2 -0.2 -0.2  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 8 - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1057 1045.7 1038.55 977  Additional Paid-In Capital 1017 1005.7 998.55 937  Retained Earnings (Accumulated Deficit) 1974 1598.94 1655.96 1592.08  Treasury Stock - Common -671 -0.2 -0.2 -0.2  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 8 - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1057 1045.7 1038.55 977  Additional Paid-In Capital 1017 1005.7 998.55 937  Retained Earnings (Accumulated Deficit) 1974 1598.94 1655.96 1592.08  Treasury Stock - Common -671 -0.2 -0.2 -0.2  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 8 - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1057 1045.7 1038.55 977  Additional Paid-In Capital 1017 1005.7 998.55 937  Retained Earnings (Accumulated Deficit) 1974 1598.94 1655.96 1592.08  Treasury Stock - Common -671 -0.2 -0.2 -0.2  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 8 - -0 -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",1057,1045.7,1038.55,977
Additional Paid-In Capital,1017,1005.7,998.55,937
Retained Earnings (Accumulated Deficit),1974,1598.94,1655.96,1592.08
Treasury Stock - Common,-671,-0.2,-0.2,-0.2
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",8,-,-0,-
Total Liabilities & Shareholders' Equity,4317,4074.55,4009.17,3884.31
