Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,38834,50140,31273,25989
"Cash and Short Term Investments 22600 26036 11486 7948  Cash - - - -  Cash & Equivalents 22600 26036 11486 7948  Short Term Investments - - - -  Total Receivables, Net 2783 6043 4059 2686  Accounts Receivables - Trade, Net 2783 6043 4059 2686  Total Inventory 2663 12603 8981 7406  Prepaid Expenses - 3090 3459 6505  Other Current Assets, Total 10788 2368 3288 1444","Cash and Short Term Investments 22600 26036 11486 7948  Cash - - - -  Cash & Equivalents 22600 26036 11486 7948  Short Term Investments - - - -  Total Receivables, Net 2783 6043 4059 2686  Accounts Receivables - Trade, Net 2783 6043 4059 2686  Total Inventory 2663 12603 8981 7406  Prepaid Expenses - 3090 3459 6505  Other Current Assets, Total 10788 2368 3288 1444","Cash and Short Term Investments 22600 26036 11486 7948  Cash - - - -  Cash & Equivalents 22600 26036 11486 7948  Short Term Investments - - - -  Total Receivables, Net 2783 6043 4059 2686  Accounts Receivables - Trade, Net 2783 6043 4059 2686  Total Inventory 2663 12603 8981 7406  Prepaid Expenses - 3090 3459 6505  Other Current Assets, Total 10788 2368 3288 1444","Cash and Short Term Investments 22600 26036 11486 7948  Cash - - - -  Cash & Equivalents 22600 26036 11486 7948  Short Term Investments - - - -  Total Receivables, Net 2783 6043 4059 2686  Accounts Receivables - Trade, Net 2783 6043 4059 2686  Total Inventory 2663 12603 8981 7406  Prepaid Expenses - 3090 3459 6505  Other Current Assets, Total 10788 2368 3288 1444","Cash and Short Term Investments 22600 26036 11486 7948  Cash - - - -  Cash & Equivalents 22600 26036 11486 7948  Short Term Investments - - - -  Total Receivables, Net 2783 6043 4059 2686  Accounts Receivables - Trade, Net 2783 6043 4059 2686  Total Inventory 2663 12603 8981 7406  Prepaid Expenses - 3090 3459 6505  Other Current Assets, Total 10788 2368 3288 1444"
Cash and Short Term Investments,22600,26036,11486,7948
Cash,-,-,-,-
Cash & Equivalents,22600,26036,11486,7948
Short Term Investments,-,-,-,-
"Total Receivables, Net",2783,6043,4059,2686
"Accounts Receivables - Trade, Net",2783,6043,4059,2686
Total Inventory,2663,12603,8981,7406
Prepaid Expenses,-,3090,3459,6505
"Other Current Assets, Total",10788,2368,3288,1444
Total Assets,94256,100724,81158,59182
"Property/Plant/Equipment, Total - Net 41196 40697 41665 29219  Property/Plant/Equipment, Total - Gross - 49916 48494 34448  Accumulated Depreciation, Total - -9218 -6830 -5230  Goodwill, Net 624 - 343 -  Intangibles, Net 6468 2786 1839 605  Long Term Investments 4277 1116 802 175  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 5985 5236 3194  Other Assets, Total 13524 - - -","Property/Plant/Equipment, Total - Net 41196 40697 41665 29219  Property/Plant/Equipment, Total - Gross - 49916 48494 34448  Accumulated Depreciation, Total - -9218 -6830 -5230  Goodwill, Net 624 - 343 -  Intangibles, Net 6468 2786 1839 605  Long Term Investments 4277 1116 802 175  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 5985 5236 3194  Other Assets, Total 13524 - - -","Property/Plant/Equipment, Total - Net 41196 40697 41665 29219  Property/Plant/Equipment, Total - Gross - 49916 48494 34448  Accumulated Depreciation, Total - -9218 -6830 -5230  Goodwill, Net 624 - 343 -  Intangibles, Net 6468 2786 1839 605  Long Term Investments 4277 1116 802 175  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 5985 5236 3194  Other Assets, Total 13524 - - -","Property/Plant/Equipment, Total - Net 41196 40697 41665 29219  Property/Plant/Equipment, Total - Gross - 49916 48494 34448  Accumulated Depreciation, Total - -9218 -6830 -5230  Goodwill, Net 624 - 343 -  Intangibles, Net 6468 2786 1839 605  Long Term Investments 4277 1116 802 175  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 5985 5236 3194  Other Assets, Total 13524 - - -","Property/Plant/Equipment, Total - Net 41196 40697 41665 29219  Property/Plant/Equipment, Total - Gross - 49916 48494 34448  Accumulated Depreciation, Total - -9218 -6830 -5230  Goodwill, Net 624 - 343 -  Intangibles, Net 6468 2786 1839 605  Long Term Investments 4277 1116 802 175  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 5985 5236 3194  Other Assets, Total 13524 - - -"
"Property/Plant/Equipment, Total - Net",41196,40697,41665,29219
"Property/Plant/Equipment, Total - Gross",-,49916,48494,34448
"Accumulated Depreciation, Total",-,-9218,-6830,-5230
"Goodwill, Net",624,-,343,-
"Intangibles, Net",6468,2786,1839,605
Long Term Investments,4277,1116,802,175
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,5985,5236,3194
"Other Assets, Total",13524,-,-,-
Total Current Liabilities,21584,30325,22463,16823
