Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,20413,18360,17809,18138
"Cash and Short Term Investments 8387 6276 3134 2590  Cash - - - -  Cash & Equivalents 4387 2276 3134 2590  Short Term Investments 4000 4000 - -  Total Receivables, Net 6149 8048 10789 12087  Accounts Receivables - Trade, Net 6149 5254 4201 4359  Total Inventory 5737 3946 3808 3386  Prepaid Expenses 91 70 61 52  Other Current Assets, Total 49 20 17 23","Cash and Short Term Investments 8387 6276 3134 2590  Cash - - - -  Cash & Equivalents 4387 2276 3134 2590  Short Term Investments 4000 4000 - -  Total Receivables, Net 6149 8048 10789 12087  Accounts Receivables - Trade, Net 6149 5254 4201 4359  Total Inventory 5737 3946 3808 3386  Prepaid Expenses 91 70 61 52  Other Current Assets, Total 49 20 17 23","Cash and Short Term Investments 8387 6276 3134 2590  Cash - - - -  Cash & Equivalents 4387 2276 3134 2590  Short Term Investments 4000 4000 - -  Total Receivables, Net 6149 8048 10789 12087  Accounts Receivables - Trade, Net 6149 5254 4201 4359  Total Inventory 5737 3946 3808 3386  Prepaid Expenses 91 70 61 52  Other Current Assets, Total 49 20 17 23","Cash and Short Term Investments 8387 6276 3134 2590  Cash - - - -  Cash & Equivalents 4387 2276 3134 2590  Short Term Investments 4000 4000 - -  Total Receivables, Net 6149 8048 10789 12087  Accounts Receivables - Trade, Net 6149 5254 4201 4359  Total Inventory 5737 3946 3808 3386  Prepaid Expenses 91 70 61 52  Other Current Assets, Total 49 20 17 23","Cash and Short Term Investments 8387 6276 3134 2590  Cash - - - -  Cash & Equivalents 4387 2276 3134 2590  Short Term Investments 4000 4000 - -  Total Receivables, Net 6149 8048 10789 12087  Accounts Receivables - Trade, Net 6149 5254 4201 4359  Total Inventory 5737 3946 3808 3386  Prepaid Expenses 91 70 61 52  Other Current Assets, Total 49 20 17 23"
Cash and Short Term Investments,8387,6276,3134,2590
Cash,-,-,-,-
Cash & Equivalents,4387,2276,3134,2590
Short Term Investments,4000,4000,-,-
"Total Receivables, Net",6149,8048,10789,12087
"Accounts Receivables - Trade, Net",6149,5254,4201,4359
Total Inventory,5737,3946,3808,3386
Prepaid Expenses,91,70,61,52
