Period Ending:,202131/12,202031/12,201931/12,201831/12
Total Current Assets,5478.16,4921.9,5063.65,4861.66
"Cash and Short Term Investments 2550.22 3051.21 2630.37 899.42  Cash - - - -  Cash & Equivalents 2550.22 3051.21 2630.37 899.42  Short Term Investments - - - -  Total Receivables, Net 1263.42 729.52 769.19 2111.41  Accounts Receivables - Trade, Net 1162.17 618.97 594.77 1032.41  Total Inventory 1626.79 1138.89 1636.63 1816.21  Prepaid Expenses 29.55 1.24 24.68 31.87  Other Current Assets, Total 8.19 1.02 2.77 2.75","Cash and Short Term Investments 2550.22 3051.21 2630.37 899.42  Cash - - - -  Cash & Equivalents 2550.22 3051.21 2630.37 899.42  Short Term Investments - - - -  Total Receivables, Net 1263.42 729.52 769.19 2111.41  Accounts Receivables - Trade, Net 1162.17 618.97 594.77 1032.41  Total Inventory 1626.79 1138.89 1636.63 1816.21  Prepaid Expenses 29.55 1.24 24.68 31.87  Other Current Assets, Total 8.19 1.02 2.77 2.75","Cash and Short Term Investments 2550.22 3051.21 2630.37 899.42  Cash - - - -  Cash & Equivalents 2550.22 3051.21 2630.37 899.42  Short Term Investments - - - -  Total Receivables, Net 1263.42 729.52 769.19 2111.41  Accounts Receivables - Trade, Net 1162.17 618.97 594.77 1032.41  Total Inventory 1626.79 1138.89 1636.63 1816.21  Prepaid Expenses 29.55 1.24 24.68 31.87  Other Current Assets, Total 8.19 1.02 2.77 2.75","Cash and Short Term Investments 2550.22 3051.21 2630.37 899.42  Cash - - - -  Cash & Equivalents 2550.22 3051.21 2630.37 899.42  Short Term Investments - - - -  Total Receivables, Net 1263.42 729.52 769.19 2111.41  Accounts Receivables - Trade, Net 1162.17 618.97 594.77 1032.41  Total Inventory 1626.79 1138.89 1636.63 1816.21  Prepaid Expenses 29.55 1.24 24.68 31.87  Other Current Assets, Total 8.19 1.02 2.77 2.75","Cash and Short Term Investments 2550.22 3051.21 2630.37 899.42  Cash - - - -  Cash & Equivalents 2550.22 3051.21 2630.37 899.42  Short Term Investments - - - -  Total Receivables, Net 1263.42 729.52 769.19 2111.41  Accounts Receivables - Trade, Net 1162.17 618.97 594.77 1032.41  Total Inventory 1626.79 1138.89 1636.63 1816.21  Prepaid Expenses 29.55 1.24 24.68 31.87  Other Current Assets, Total 8.19 1.02 2.77 2.75"
Cash and Short Term Investments,2550.22,3051.21,2630.37,899.42
Cash,-,-,-,-
Cash & Equivalents,2550.22,3051.21,2630.37,899.42
Short Term Investments,-,-,-,-
"Total Receivables, Net",1263.42,729.52,769.19,2111.41
"Accounts Receivables - Trade, Net",1162.17,618.97,594.77,1032.41
Total Inventory,1626.79,1138.89,1636.63,1816.21
Prepaid Expenses,29.55,1.24,24.68,31.87
"Other Current Assets, Total",8.19,1.02,2.77,2.75
Total Assets,6966.41,6517.85,6816.72,6619.35
"Property/Plant/Equipment, Total - Net 1317.69 1410.3 1489.85 1507.13  Property/Plant/Equipment, Total - Gross 3335.48 3305.98 3244.89 3123.09  Accumulated Depreciation, Total -2017.78 -1895.68 -1755.05 -1615.96  Goodwill, Net - - - -  Intangibles, Net 6.94 6.55 12.33 18.7  Long Term Investments 107.03 131.23 138.31 82.34  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 56.59 47.87 112.59 149.51  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1317.69 1410.3 1489.85 1507.13  Property/Plant/Equipment, Total - Gross 3335.48 3305.98 3244.89 3123.09  Accumulated Depreciation, Total -2017.78 -1895.68 -1755.05 -1615.96  Goodwill, Net - - - -  Intangibles, Net 6.94 6.55 12.33 18.7  Long Term Investments 107.03 131.23 138.31 82.34  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 56.59 47.87 112.59 149.51  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1317.69 1410.3 1489.85 1507.13  Property/Plant/Equipment, Total - Gross 3335.48 3305.98 3244.89 3123.09  Accumulated Depreciation, Total -2017.78 -1895.68 -1755.05 -1615.96  Goodwill, Net - - - -  Intangibles, Net 6.94 6.55 12.33 18.7  Long Term Investments 107.03 131.23 138.31 82.34  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 56.59 47.87 112.59 149.51  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1317.69 1410.3 1489.85 1507.13  Property/Plant/Equipment, Total - Gross 3335.48 3305.98 3244.89 3123.09  Accumulated Depreciation, Total -2017.78 -1895.68 -1755.05 -1615.96  Goodwill, Net - - - -  Intangibles, Net 6.94 6.55 12.33 18.7  Long Term Investments 107.03 131.23 138.31 82.34  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 56.59 47.87 112.59 149.51  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1317.69 1410.3 1489.85 1507.13  Property/Plant/Equipment, Total - Gross 3335.48 3305.98 3244.89 3123.09  Accumulated Depreciation, Total -2017.78 -1895.68 -1755.05 -1615.96  Goodwill, Net - - - -  Intangibles, Net 6.94 6.55 12.33 18.7  Long Term Investments 107.03 131.23 138.31 82.34  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 56.59 47.87 112.59 149.51  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",1317.69,1410.3,1489.85,1507.13
"Property/Plant/Equipment, Total - Gross",3335.48,3305.98,3244.89,3123.09
"Accumulated Depreciation, Total",-2017.78,-1895.68,-1755.05,-1615.96
"Goodwill, Net",-,-,-,-
"Intangibles, Net",6.94,6.55,12.33,18.7
Long Term Investments,107.03,131.23,138.31,82.34
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",56.59,47.87,112.59,149.51
"Other Assets, Total",-,-,-,-
Total Current Liabilities,1254.93,414.25,696.43,1675.55
"Accounts Payable 361.19 128.58 214.44 290.17  Payable/Accrued - - - -  Accrued Expenses 15.8 43.27 213.93 146.27  Notes Payable/Short Term Debt - - - 900  Current Port. of LT Debt/Capital Leases 616.22 61.19 61.15 61.12  Other Current liabilities, Total 261.72 181.22 206.91 277.98","Accounts Payable 361.19 128.58 214.44 290.17  Payable/Accrued - - - -  Accrued Expenses 15.8 43.27 213.93 146.27  Notes Payable/Short Term Debt - - - 900  Current Port. of LT Debt/Capital Leases 616.22 61.19 61.15 61.12  Other Current liabilities, Total 261.72 181.22 206.91 277.98","Accounts Payable 361.19 128.58 214.44 290.17  Payable/Accrued - - - -  Accrued Expenses 15.8 43.27 213.93 146.27  Notes Payable/Short Term Debt - - - 900  Current Port. of LT Debt/Capital Leases 616.22 61.19 61.15 61.12  Other Current liabilities, Total 261.72 181.22 206.91 277.98","Accounts Payable 361.19 128.58 214.44 290.17  Payable/Accrued - - - -  Accrued Expenses 15.8 43.27 213.93 146.27  Notes Payable/Short Term Debt - - - 900  Current Port. of LT Debt/Capital Leases 616.22 61.19 61.15 61.12  Other Current liabilities, Total 261.72 181.22 206.91 277.98","Accounts Payable 361.19 128.58 214.44 290.17  Payable/Accrued - - - -  Accrued Expenses 15.8 43.27 213.93 146.27  Notes Payable/Short Term Debt - - - 900  Current Port. of LT Debt/Capital Leases 616.22 61.19 61.15 61.12  Other Current liabilities, Total 261.72 181.22 206.91 277.98"
Accounts Payable,361.19,128.58,214.44,290.17
Payable/Accrued,-,-,-,-
Accrued Expenses,15.8,43.27,213.93,146.27
Notes Payable/Short Term Debt,-,-,-,900
Current Port. of LT Debt/Capital Leases,616.22,61.19,61.15,61.12
"Other Current liabilities, Total",261.72,181.22,206.91,277.98
Total Liabilities,2496.94,2281.15,2632.97,2802.32
