Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Current Assets,6967,5351.51,13131.92,14626.05
"Cash and Short Term Investments 6732 4557.01 12480.17 13646.07  Cash - - - -  Cash & Equivalents 6732 4557.01 12480.17 13646.07  Short Term Investments 57.58 - - -  Total Receivables, Net - - - -  Accounts Receivables - Trade, Net - - - -  Total Inventory - 467.85 444.52 469.6  Prepaid Expenses - 182.56 107.66 375.79  Other Current Assets, Total 235 144.09 99.58 134.59","Cash and Short Term Investments 6732 4557.01 12480.17 13646.07  Cash - - - -  Cash & Equivalents 6732 4557.01 12480.17 13646.07  Short Term Investments 57.58 - - -  Total Receivables, Net - - - -  Accounts Receivables - Trade, Net - - - -  Total Inventory - 467.85 444.52 469.6  Prepaid Expenses - 182.56 107.66 375.79  Other Current Assets, Total 235 144.09 99.58 134.59","Cash and Short Term Investments 6732 4557.01 12480.17 13646.07  Cash - - - -  Cash & Equivalents 6732 4557.01 12480.17 13646.07  Short Term Investments 57.58 - - -  Total Receivables, Net - - - -  Accounts Receivables - Trade, Net - - - -  Total Inventory - 467.85 444.52 469.6  Prepaid Expenses - 182.56 107.66 375.79  Other Current Assets, Total 235 144.09 99.58 134.59","Cash and Short Term Investments 6732 4557.01 12480.17 13646.07  Cash - - - -  Cash & Equivalents 6732 4557.01 12480.17 13646.07  Short Term Investments 57.58 - - -  Total Receivables, Net - - - -  Accounts Receivables - Trade, Net - - - -  Total Inventory - 467.85 444.52 469.6  Prepaid Expenses - 182.56 107.66 375.79  Other Current Assets, Total 235 144.09 99.58 134.59","Cash and Short Term Investments 6732 4557.01 12480.17 13646.07  Cash - - - -  Cash & Equivalents 6732 4557.01 12480.17 13646.07  Short Term Investments 57.58 - - -  Total Receivables, Net - - - -  Accounts Receivables - Trade, Net - - - -  Total Inventory - 467.85 444.52 469.6  Prepaid Expenses - 182.56 107.66 375.79  Other Current Assets, Total 235 144.09 99.58 134.59"
Cash and Short Term Investments,6732,4557.01,12480.17,13646.07
Cash,-,-,-,-
Cash & Equivalents,6732,4557.01,12480.17,13646.07
Short Term Investments,57.58,-,-,-
"Total Receivables, Net",-,-,-,-
"Accounts Receivables - Trade, Net",-,-,-,-
Total Inventory,-,467.85,444.52,469.6
Prepaid Expenses,-,182.56,107.66,375.79
"Other Current Assets, Total",235,144.09,99.58,134.59
Total Assets,7045,5510.9,13343.83,15605.41
