Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,12564.31,10362.94,9267.15,8247.32
"Cash and Short Term Investments 5897.73 6644.49 5188.9 4592.87  Cash - - - -  Cash & Equivalents 5797.74 6644.49 5188.9 4592.87  Short Term Investments 99.99 - - -  Total Receivables, Net 2132.49 1910.23 2416.79 1924.64  Accounts Receivables - Trade, Net 1871.92 1776.11 2151.9 1641.57  Total Inventory 4440.4 1784.46 1625.11 1677.4  Prepaid Expenses 37.52 23.4 29.41 51.34  Other Current Assets, Total 56.16 0.37 6.94 1.06","Cash and Short Term Investments 5897.73 6644.49 5188.9 4592.87  Cash - - - -  Cash & Equivalents 5797.74 6644.49 5188.9 4592.87  Short Term Investments 99.99 - - -  Total Receivables, Net 2132.49 1910.23 2416.79 1924.64  Accounts Receivables - Trade, Net 1871.92 1776.11 2151.9 1641.57  Total Inventory 4440.4 1784.46 1625.11 1677.4  Prepaid Expenses 37.52 23.4 29.41 51.34  Other Current Assets, Total 56.16 0.37 6.94 1.06","Cash and Short Term Investments 5897.73 6644.49 5188.9 4592.87  Cash - - - -  Cash & Equivalents 5797.74 6644.49 5188.9 4592.87  Short Term Investments 99.99 - - -  Total Receivables, Net 2132.49 1910.23 2416.79 1924.64  Accounts Receivables - Trade, Net 1871.92 1776.11 2151.9 1641.57  Total Inventory 4440.4 1784.46 1625.11 1677.4  Prepaid Expenses 37.52 23.4 29.41 51.34  Other Current Assets, Total 56.16 0.37 6.94 1.06","Cash and Short Term Investments 5897.73 6644.49 5188.9 4592.87  Cash - - - -  Cash & Equivalents 5797.74 6644.49 5188.9 4592.87  Short Term Investments 99.99 - - -  Total Receivables, Net 2132.49 1910.23 2416.79 1924.64  Accounts Receivables - Trade, Net 1871.92 1776.11 2151.9 1641.57  Total Inventory 4440.4 1784.46 1625.11 1677.4  Prepaid Expenses 37.52 23.4 29.41 51.34  Other Current Assets, Total 56.16 0.37 6.94 1.06","Cash and Short Term Investments 5897.73 6644.49 5188.9 4592.87  Cash - - - -  Cash & Equivalents 5797.74 6644.49 5188.9 4592.87  Short Term Investments 99.99 - - -  Total Receivables, Net 2132.49 1910.23 2416.79 1924.64  Accounts Receivables - Trade, Net 1871.92 1776.11 2151.9 1641.57  Total Inventory 4440.4 1784.46 1625.11 1677.4  Prepaid Expenses 37.52 23.4 29.41 51.34  Other Current Assets, Total 56.16 0.37 6.94 1.06"
Cash and Short Term Investments,5897.73,6644.49,5188.9,4592.87
Cash,-,-,-,-
Cash & Equivalents,5797.74,6644.49,5188.9,4592.87
Short Term Investments,99.99,-,-,-
"Total Receivables, Net",2132.49,1910.23,2416.79,1924.64
"Accounts Receivables - Trade, Net",1871.92,1776.11,2151.9,1641.57
Total Inventory,4440.4,1784.46,1625.11,1677.4
Prepaid Expenses,37.52,23.4,29.41,51.34
"Other Current Assets, Total",56.16,0.37,6.94,1.06
Total Assets,24402.01,20227.21,14824.4,13093.2
"Property/Plant/Equipment, Total - Net 1790.48 1817.08 1881.29 1805.52  Property/Plant/Equipment, Total - Gross - 2005.08 1968.37 2981.26  Accumulated Depreciation, Total - -1297.91 -1196.98 -1175.74  Goodwill, Net - - - -  Intangibles, Net 36.79 27.3 31.14 31.62  Long Term Investments 9964.05 8006.34 3640.01 2996.1  Note Receivable - Long Term - 0.28 - -  Other Long Term Assets, Total 46.38 13.28 4.82 12.63  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1790.48 1817.08 1881.29 1805.52  Property/Plant/Equipment, Total - Gross - 2005.08 1968.37 2981.26  Accumulated Depreciation, Total - -1297.91 -1196.98 -1175.74  Goodwill, Net - - - -  Intangibles, Net 36.79 27.3 31.14 31.62  Long Term Investments 9964.05 8006.34 3640.01 2996.1  Note Receivable - Long Term - 0.28 - -  Other Long Term Assets, Total 46.38 13.28 4.82 12.63  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1790.48 1817.08 1881.29 1805.52  Property/Plant/Equipment, Total - Gross - 2005.08 1968.37 2981.26  Accumulated Depreciation, Total - -1297.91 -1196.98 -1175.74  Goodwill, Net - - - -  Intangibles, Net 36.79 27.3 31.14 31.62  Long Term Investments 9964.05 8006.34 3640.01 2996.1  Note Receivable - Long Term - 0.28 - -  Other Long Term Assets, Total 46.38 13.28 4.82 12.63  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1790.48 1817.08 1881.29 1805.52  Property/Plant/Equipment, Total - Gross - 2005.08 1968.37 2981.26  Accumulated Depreciation, Total - -1297.91 -1196.98 -1175.74  Goodwill, Net - - - -  Intangibles, Net 36.79 27.3 31.14 31.62  Long Term Investments 9964.05 8006.34 3640.01 2996.1  Note Receivable - Long Term - 0.28 - -  Other Long Term Assets, Total 46.38 13.28 4.82 12.63  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1790.48 1817.08 1881.29 1805.52  Property/Plant/Equipment, Total - Gross - 2005.08 1968.37 2981.26  Accumulated Depreciation, Total - -1297.91 -1196.98 -1175.74  Goodwill, Net - - - -  Intangibles, Net 36.79 27.3 31.14 31.62  Long Term Investments 9964.05 8006.34 3640.01 2996.1  Note Receivable - Long Term - 0.28 - -  Other Long Term Assets, Total 46.38 13.28 4.82 12.63  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",1790.48,1817.08,1881.29,1805.52
"Property/Plant/Equipment, Total - Gross",-,2005.08,1968.37,2981.26
"Accumulated Depreciation, Total",-,-1297.91,-1196.98,-1175.74
"Goodwill, Net",-,-,-,-
"Intangibles, Net",36.79,27.3,31.14,31.62
Long Term Investments,9964.05,8006.34,3640.01,2996.1
Note Receivable - Long Term,-,0.28,-,-
"Other Long Term Assets, Total",46.38,13.28,4.82,12.63
"Other Assets, Total",-,-,-,-
Total Current Liabilities,3297.83,2245.38,2066.99,1700.07
"Accounts Payable 2481.43 1277.78 1282.89 1048.09  Payable/Accrued - - - -  Accrued Expenses 398.34 544.79 476.25 440.68  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 4.45 23.07 22.31  Other Current liabilities, Total 418.06 418.36 284.78 188.99","Accounts Payable 2481.43 1277.78 1282.89 1048.09  Payable/Accrued - - - -  Accrued Expenses 398.34 544.79 476.25 440.68  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 4.45 23.07 22.31  Other Current liabilities, Total 418.06 418.36 284.78 188.99","Accounts Payable 2481.43 1277.78 1282.89 1048.09  Payable/Accrued - - - -  Accrued Expenses 398.34 544.79 476.25 440.68  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 4.45 23.07 22.31  Other Current liabilities, Total 418.06 418.36 284.78 188.99","Accounts Payable 2481.43 1277.78 1282.89 1048.09  Payable/Accrued - - - -  Accrued Expenses 398.34 544.79 476.25 440.68  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 4.45 23.07 22.31  Other Current liabilities, Total 418.06 418.36 284.78 188.99","Accounts Payable 2481.43 1277.78 1282.89 1048.09  Payable/Accrued - - - -  Accrued Expenses 398.34 544.79 476.25 440.68  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 4.45 23.07 22.31  Other Current liabilities, Total 418.06 418.36 284.78 188.99"
Accounts Payable,2481.43,1277.78,1282.89,1048.09
Payable/Accrued,-,-,-,-
Accrued Expenses,398.34,544.79,476.25,440.68
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,-,4.45,23.07,22.31
"Other Current liabilities, Total",418.06,418.36,284.78,188.99
Total Liabilities,5995.12,4291.06,2836.02,2305.74
"Total Long Term Debt - - 3.29 27.12  Long Term Debt - - 3.29 27.12  Capital Lease Obligations - - - -  Deferred Income Tax 2695.06 2043.45 763.51 576.32  Minority Interest - - - -  Other Liabilities, Total 2.23 2.23 2.23 2.23","Total Long Term Debt - - 3.29 27.12  Long Term Debt - - 3.29 27.12  Capital Lease Obligations - - - -  Deferred Income Tax 2695.06 2043.45 763.51 576.32  Minority Interest - - - -  Other Liabilities, Total 2.23 2.23 2.23 2.23","Total Long Term Debt - - 3.29 27.12  Long Term Debt - - 3.29 27.12  Capital Lease Obligations - - - -  Deferred Income Tax 2695.06 2043.45 763.51 576.32  Minority Interest - - - -  Other Liabilities, Total 2.23 2.23 2.23 2.23","Total Long Term Debt - - 3.29 27.12  Long Term Debt - - 3.29 27.12  Capital Lease Obligations - - - -  Deferred Income Tax 2695.06 2043.45 763.51 576.32  Minority Interest - - - -  Other Liabilities, Total 2.23 2.23 2.23 2.23","Total Long Term Debt - - 3.29 27.12  Long Term Debt - - 3.29 27.12  Capital Lease Obligations - - - -  Deferred Income Tax 2695.06 2043.45 763.51 576.32  Minority Interest - - - -  Other Liabilities, Total 2.23 2.23 2.23 2.23"
Total Long Term Debt,-,-,3.29,27.12
Long Term Debt,-,-,3.29,27.12
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,2695.06,2043.45,763.51,576.32
Minority Interest,-,-,-,-
"Other Liabilities, Total",2.23,2.23,2.23,2.23
Total Equity,18406.9,15936.16,11988.38,10787.46
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 2354.09 2354.09 2354.09 2354.09  Additional Paid-In Capital 2535.4 2511.02 2500.72 2493.54  Retained Earnings (Accumulated Deficit) 7974.25 7002.42 6049.38 5333.73  Treasury Stock - Common -911.17 -936.77 -951.43 -977.63  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 6454.32 5005.39 2035.62 1583.72  Other Equity, Total - - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 2354.09 2354.09 2354.09 2354.09  Additional Paid-In Capital 2535.4 2511.02 2500.72 2493.54  Retained Earnings (Accumulated Deficit) 7974.25 7002.42 6049.38 5333.73  Treasury Stock - Common -911.17 -936.77 -951.43 -977.63  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 6454.32 5005.39 2035.62 1583.72  Other Equity, Total - - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 2354.09 2354.09 2354.09 2354.09  Additional Paid-In Capital 2535.4 2511.02 2500.72 2493.54  Retained Earnings (Accumulated Deficit) 7974.25 7002.42 6049.38 5333.73  Treasury Stock - Common -911.17 -936.77 -951.43 -977.63  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 6454.32 5005.39 2035.62 1583.72  Other Equity, Total - - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 2354.09 2354.09 2354.09 2354.09  Additional Paid-In Capital 2535.4 2511.02 2500.72 2493.54  Retained Earnings (Accumulated Deficit) 7974.25 7002.42 6049.38 5333.73  Treasury Stock - Common -911.17 -936.77 -951.43 -977.63  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 6454.32 5005.39 2035.62 1583.72  Other Equity, Total - - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 2354.09 2354.09 2354.09 2354.09  Additional Paid-In Capital 2535.4 2511.02 2500.72 2493.54  Retained Earnings (Accumulated Deficit) 7974.25 7002.42 6049.38 5333.73  Treasury Stock - Common -911.17 -936.77 -951.43 -977.63  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 6454.32 5005.39 2035.62 1583.72  Other Equity, Total - - - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",2354.09,2354.09,2354.09,2354.09
Additional Paid-In Capital,2535.4,2511.02,2500.72,2493.54
Retained Earnings (Accumulated Deficit),7974.25,7002.42,6049.38,5333.73
Treasury Stock - Common,-911.17,-936.77,-951.43,-977.63
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),6454.32,5005.39,2035.62,1583.72
"Other Equity, Total",-,-,-,-
Total Liabilities & Shareholders' Equity,24402.01,20227.21,14824.4,13093.2
Total Common Shares Outstanding,6.15,6.13,6.12,6.1
Total Preferred Shares Outstanding,-,-,-,-
