Period Ending:,202131/08,202031/08,201931/08,201831/08
Total Current Assets,5704.37,5682.61,5457.03,6091.2
"Cash and Short Term Investments 4297.97 4435.37 3744.59 4240.48  Cash - - - -  Cash & Equivalents 4297.97 4399.95 3744.59 4240.48  Short Term Investments - 35.41 - -  Total Receivables, Net 1261.14 1047.04 1385.44 1063.09  Accounts Receivables - Trade, Net 893.86 1047.04 1162.39 716.27  Total Inventory 83.37 81.34 180.02 120.82  Prepaid Expenses 61.45 79.07 128.24 662.06  Other Current Assets, Total 0.45 118.86 18.75 4.74","Cash and Short Term Investments 4297.97 4435.37 3744.59 4240.48  Cash - - - -  Cash & Equivalents 4297.97 4399.95 3744.59 4240.48  Short Term Investments - 35.41 - -  Total Receivables, Net 1261.14 1047.04 1385.44 1063.09  Accounts Receivables - Trade, Net 893.86 1047.04 1162.39 716.27  Total Inventory 83.37 81.34 180.02 120.82  Prepaid Expenses 61.45 79.07 128.24 662.06  Other Current Assets, Total 0.45 118.86 18.75 4.74","Cash and Short Term Investments 4297.97 4435.37 3744.59 4240.48  Cash - - - -  Cash & Equivalents 4297.97 4399.95 3744.59 4240.48  Short Term Investments - 35.41 - -  Total Receivables, Net 1261.14 1047.04 1385.44 1063.09  Accounts Receivables - Trade, Net 893.86 1047.04 1162.39 716.27  Total Inventory 83.37 81.34 180.02 120.82  Prepaid Expenses 61.45 79.07 128.24 662.06  Other Current Assets, Total 0.45 118.86 18.75 4.74","Cash and Short Term Investments 4297.97 4435.37 3744.59 4240.48  Cash - - - -  Cash & Equivalents 4297.97 4399.95 3744.59 4240.48  Short Term Investments - 35.41 - -  Total Receivables, Net 1261.14 1047.04 1385.44 1063.09  Accounts Receivables - Trade, Net 893.86 1047.04 1162.39 716.27  Total Inventory 83.37 81.34 180.02 120.82  Prepaid Expenses 61.45 79.07 128.24 662.06  Other Current Assets, Total 0.45 118.86 18.75 4.74","Cash and Short Term Investments 4297.97 4435.37 3744.59 4240.48  Cash - - - -  Cash & Equivalents 4297.97 4399.95 3744.59 4240.48  Short Term Investments - 35.41 - -  Total Receivables, Net 1261.14 1047.04 1385.44 1063.09  Accounts Receivables - Trade, Net 893.86 1047.04 1162.39 716.27  Total Inventory 83.37 81.34 180.02 120.82  Prepaid Expenses 61.45 79.07 128.24 662.06  Other Current Assets, Total 0.45 118.86 18.75 4.74"
Cash and Short Term Investments,4297.97,4435.37,3744.59,4240.48
Cash,-,-,-,-
Cash & Equivalents,4297.97,4399.95,3744.59,4240.48
Short Term Investments,-,35.41,-,-
"Total Receivables, Net",1261.14,1047.04,1385.44,1063.09
"Accounts Receivables - Trade, Net",893.86,1047.04,1162.39,716.27
Total Inventory,83.37,81.34,180.02,120.82
Prepaid Expenses,61.45,79.07,128.24,662.06
"Other Current Assets, Total",0.45,118.86,18.75,4.74
Total Assets,8771.76,8795.27,8690.5,8963.89
"Property/Plant/Equipment, Total - Net 2592.5 2664.24 2741.99 2499.63  Property/Plant/Equipment, Total - Gross 3537.8 3536.59 3535.41 3245.63  Accumulated Depreciation, Total -945.29 -872.36 -793.41 -746  Goodwill, Net - - - -  Intangibles, Net 20.53 16.37 18.25 18.17  Long Term Investments 391.82 331.47 379.76 308.93  Note Receivable - Long Term 69.5 69.5 69.5 71.16  Other Long Term Assets, Total -6.96 100.58 23.97 -25.2  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2592.5 2664.24 2741.99 2499.63  Property/Plant/Equipment, Total - Gross 3537.8 3536.59 3535.41 3245.63  Accumulated Depreciation, Total -945.29 -872.36 -793.41 -746  Goodwill, Net - - - -  Intangibles, Net 20.53 16.37 18.25 18.17  Long Term Investments 391.82 331.47 379.76 308.93  Note Receivable - Long Term 69.5 69.5 69.5 71.16  Other Long Term Assets, Total -6.96 100.58 23.97 -25.2  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2592.5 2664.24 2741.99 2499.63  Property/Plant/Equipment, Total - Gross 3537.8 3536.59 3535.41 3245.63  Accumulated Depreciation, Total -945.29 -872.36 -793.41 -746  Goodwill, Net - - - -  Intangibles, Net 20.53 16.37 18.25 18.17  Long Term Investments 391.82 331.47 379.76 308.93  Note Receivable - Long Term 69.5 69.5 69.5 71.16  Other Long Term Assets, Total -6.96 100.58 23.97 -25.2  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2592.5 2664.24 2741.99 2499.63  Property/Plant/Equipment, Total - Gross 3537.8 3536.59 3535.41 3245.63  Accumulated Depreciation, Total -945.29 -872.36 -793.41 -746  Goodwill, Net - - - -  Intangibles, Net 20.53 16.37 18.25 18.17  Long Term Investments 391.82 331.47 379.76 308.93  Note Receivable - Long Term 69.5 69.5 69.5 71.16  Other Long Term Assets, Total -6.96 100.58 23.97 -25.2  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2592.5 2664.24 2741.99 2499.63  Property/Plant/Equipment, Total - Gross 3537.8 3536.59 3535.41 3245.63  Accumulated Depreciation, Total -945.29 -872.36 -793.41 -746  Goodwill, Net - - - -  Intangibles, Net 20.53 16.37 18.25 18.17  Long Term Investments 391.82 331.47 379.76 308.93  Note Receivable - Long Term 69.5 69.5 69.5 71.16  Other Long Term Assets, Total -6.96 100.58 23.97 -25.2  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",2592.5,2664.24,2741.99,2499.63
"Property/Plant/Equipment, Total - Gross",3537.8,3536.59,3535.41,3245.63
"Accumulated Depreciation, Total",-945.29,-872.36,-793.41,-746
"Goodwill, Net",-,-,-,-
"Intangibles, Net",20.53,16.37,18.25,18.17
Long Term Investments,391.82,331.47,379.76,308.93
Note Receivable - Long Term,69.5,69.5,69.5,71.16
"Other Long Term Assets, Total",-6.96,100.58,23.97,-25.2
"Other Assets, Total",-,-,-,-
Total Current Liabilities,2474.97,2866.67,3398.53,3974.59
"Accounts Payable 852.75 1753.15 1217.14 1228.96  Payable/Accrued - - - -  Accrued Expenses 250.02 125.24 161.89 140.99  Notes Payable/Short Term Debt - - 80 680  Current Port. of LT Debt/Capital Leases 303.37 371.53 295.04 269.68  Other Current liabilities, Total 1068.83 616.74 1644.45 1654.97","Accounts Payable 852.75 1753.15 1217.14 1228.96  Payable/Accrued - - - -  Accrued Expenses 250.02 125.24 161.89 140.99  Notes Payable/Short Term Debt - - 80 680  Current Port. of LT Debt/Capital Leases 303.37 371.53 295.04 269.68  Other Current liabilities, Total 1068.83 616.74 1644.45 1654.97","Accounts Payable 852.75 1753.15 1217.14 1228.96  Payable/Accrued - - - -  Accrued Expenses 250.02 125.24 161.89 140.99  Notes Payable/Short Term Debt - - 80 680  Current Port. of LT Debt/Capital Leases 303.37 371.53 295.04 269.68  Other Current liabilities, Total 1068.83 616.74 1644.45 1654.97","Accounts Payable 852.75 1753.15 1217.14 1228.96  Payable/Accrued - - - -  Accrued Expenses 250.02 125.24 161.89 140.99  Notes Payable/Short Term Debt - - 80 680  Current Port. of LT Debt/Capital Leases 303.37 371.53 295.04 269.68  Other Current liabilities, Total 1068.83 616.74 1644.45 1654.97","Accounts Payable 852.75 1753.15 1217.14 1228.96  Payable/Accrued - - - -  Accrued Expenses 250.02 125.24 161.89 140.99  Notes Payable/Short Term Debt - - 80 680  Current Port. of LT Debt/Capital Leases 303.37 371.53 295.04 269.68  Other Current liabilities, Total 1068.83 616.74 1644.45 1654.97"
Accounts Payable,852.75,1753.15,1217.14,1228.96
Payable/Accrued,-,-,-,-
Accrued Expenses,250.02,125.24,161.89,140.99
Notes Payable/Short Term Debt,-,-,80,680
Current Port. of LT Debt/Capital Leases,303.37,371.53,295.04,269.68
"Other Current liabilities, Total",1068.83,616.74,1644.45,1654.97
Total Liabilities,3075.11,3675.95,4189.35,4876.18
"Total Long Term Debt 492.4 710.77 697.48 812.52  Long Term Debt 492.4 710.77 697.48 812.52  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 107.73 98.52 93.34 89.07","Total Long Term Debt 492.4 710.77 697.48 812.52  Long Term Debt 492.4 710.77 697.48 812.52  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 107.73 98.52 93.34 89.07","Total Long Term Debt 492.4 710.77 697.48 812.52  Long Term Debt 492.4 710.77 697.48 812.52  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 107.73 98.52 93.34 89.07","Total Long Term Debt 492.4 710.77 697.48 812.52  Long Term Debt 492.4 710.77 697.48 812.52  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 107.73 98.52 93.34 89.07","Total Long Term Debt 492.4 710.77 697.48 812.52  Long Term Debt 492.4 710.77 697.48 812.52  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 107.73 98.52 93.34 89.07"
Total Long Term Debt,492.4,710.77,697.48,812.52
Long Term Debt,492.4,710.77,697.48,812.52
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",107.73,98.52,93.34,89.07
Total Equity,5696.65,5119.31,4501.15,4087.72
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1408.6 1408.6 1408.6 1408.6  Additional Paid-In Capital 26.04 26.04 19.38 3.71  Retained Earnings (Accumulated Deficit) 4415.68 3855.84 3292.51 2863.68  Treasury Stock - Common -189.2 -189.07 -152.4 -178.07  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 35.54 17.91 -66.95 -10.2  Other Equity, Total - - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1408.6 1408.6 1408.6 1408.6  Additional Paid-In Capital 26.04 26.04 19.38 3.71  Retained Earnings (Accumulated Deficit) 4415.68 3855.84 3292.51 2863.68  Treasury Stock - Common -189.2 -189.07 -152.4 -178.07  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 35.54 17.91 -66.95 -10.2  Other Equity, Total - - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1408.6 1408.6 1408.6 1408.6  Additional Paid-In Capital 26.04 26.04 19.38 3.71  Retained Earnings (Accumulated Deficit) 4415.68 3855.84 3292.51 2863.68  Treasury Stock - Common -189.2 -189.07 -152.4 -178.07  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 35.54 17.91 -66.95 -10.2  Other Equity, Total - - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1408.6 1408.6 1408.6 1408.6  Additional Paid-In Capital 26.04 26.04 19.38 3.71  Retained Earnings (Accumulated Deficit) 4415.68 3855.84 3292.51 2863.68  Treasury Stock - Common -189.2 -189.07 -152.4 -178.07  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 35.54 17.91 -66.95 -10.2  Other Equity, Total - - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1408.6 1408.6 1408.6 1408.6  Additional Paid-In Capital 26.04 26.04 19.38 3.71  Retained Earnings (Accumulated Deficit) 4415.68 3855.84 3292.51 2863.68  Treasury Stock - Common -189.2 -189.07 -152.4 -178.07  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) 35.54 17.91 -66.95 -10.2  Other Equity, Total - - -0 -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",1408.6,1408.6,1408.6,1408.6
Additional Paid-In Capital,26.04,26.04,19.38,3.71
Retained Earnings (Accumulated Deficit),4415.68,3855.84,3292.51,2863.68
Treasury Stock - Common,-189.2,-189.07,-152.4,-178.07
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),35.54,17.91,-66.95,-10.2
"Other Equity, Total",-,-,-0,-
Total Liabilities & Shareholders' Equity,8771.76,8795.27,8690.5,8963.89
Total Common Shares Outstanding,1.99,1.99,2.01,1.98
Total Preferred Shares Outstanding,-,-,-,-
