Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2096,2258,2015.58,2401.6
"Cash and Short Term Investments 1591 1639 1344.23 1874.44  Cash - - - -  Cash & Equivalents 1584 1629 1342.83 1873.06  Short Term Investments 7 10 1.41 1.38  Total Receivables, Net 145 184 121.22 135.24  Accounts Receivables - Trade, Net 145 184 121.22 135.24  Total Inventory 44 64 86.65 89.84  Prepaid Expenses 279 275 258.93 240.92  Other Current Assets, Total 37 96 204.55 61.16","Cash and Short Term Investments 1591 1639 1344.23 1874.44  Cash - - - -  Cash & Equivalents 1584 1629 1342.83 1873.06  Short Term Investments 7 10 1.41 1.38  Total Receivables, Net 145 184 121.22 135.24  Accounts Receivables - Trade, Net 145 184 121.22 135.24  Total Inventory 44 64 86.65 89.84  Prepaid Expenses 279 275 258.93 240.92  Other Current Assets, Total 37 96 204.55 61.16","Cash and Short Term Investments 1591 1639 1344.23 1874.44  Cash - - - -  Cash & Equivalents 1584 1629 1342.83 1873.06  Short Term Investments 7 10 1.41 1.38  Total Receivables, Net 145 184 121.22 135.24  Accounts Receivables - Trade, Net 145 184 121.22 135.24  Total Inventory 44 64 86.65 89.84  Prepaid Expenses 279 275 258.93 240.92  Other Current Assets, Total 37 96 204.55 61.16","Cash and Short Term Investments 1591 1639 1344.23 1874.44  Cash - - - -  Cash & Equivalents 1584 1629 1342.83 1873.06  Short Term Investments 7 10 1.41 1.38  Total Receivables, Net 145 184 121.22 135.24  Accounts Receivables - Trade, Net 145 184 121.22 135.24  Total Inventory 44 64 86.65 89.84  Prepaid Expenses 279 275 258.93 240.92  Other Current Assets, Total 37 96 204.55 61.16","Cash and Short Term Investments 1591 1639 1344.23 1874.44  Cash - - - -  Cash & Equivalents 1584 1629 1342.83 1873.06  Short Term Investments 7 10 1.41 1.38  Total Receivables, Net 145 184 121.22 135.24  Accounts Receivables - Trade, Net 145 184 121.22 135.24  Total Inventory 44 64 86.65 89.84  Prepaid Expenses 279 275 258.93 240.92  Other Current Assets, Total 37 96 204.55 61.16"
Cash and Short Term Investments,1591,1639,1344.23,1874.44
Cash,-,-,-,-
Cash & Equivalents,1584,1629,1342.83,1873.06
Short Term Investments,7,10,1.41,1.38
"Total Receivables, Net",145,184,121.22,135.24
"Accounts Receivables - Trade, Net",145,184,121.22,135.24
Total Inventory,44,64,86.65,89.84
Prepaid Expenses,279,275,258.93,240.92
"Other Current Assets, Total",37,96,204.55,61.16
Total Assets,5146,5436,5883.62,6564.16
"Property/Plant/Equipment, Total - Net 2139 2230 2294.26 2557.71  Property/Plant/Equipment, Total - Gross - 3702.42 3707.99 4169.95  Accumulated Depreciation, Total - -1472.09 -1413.73 -1612.24  Goodwill, Net 40 55 482.8 433.61  Intangibles, Net 74 89 112.19 127.03  Long Term Investments 795 802 305.17 308.04  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 673.63 736.17  Other Assets, Total -57 -14 - -","Property/Plant/Equipment, Total - Net 2139 2230 2294.26 2557.71  Property/Plant/Equipment, Total - Gross - 3702.42 3707.99 4169.95  Accumulated Depreciation, Total - -1472.09 -1413.73 -1612.24  Goodwill, Net 40 55 482.8 433.61  Intangibles, Net 74 89 112.19 127.03  Long Term Investments 795 802 305.17 308.04  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 673.63 736.17  Other Assets, Total -57 -14 - -","Property/Plant/Equipment, Total - Net 2139 2230 2294.26 2557.71  Property/Plant/Equipment, Total - Gross - 3702.42 3707.99 4169.95  Accumulated Depreciation, Total - -1472.09 -1413.73 -1612.24  Goodwill, Net 40 55 482.8 433.61  Intangibles, Net 74 89 112.19 127.03  Long Term Investments 795 802 305.17 308.04  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 673.63 736.17  Other Assets, Total -57 -14 - -","Property/Plant/Equipment, Total - Net 2139 2230 2294.26 2557.71  Property/Plant/Equipment, Total - Gross - 3702.42 3707.99 4169.95  Accumulated Depreciation, Total - -1472.09 -1413.73 -1612.24  Goodwill, Net 40 55 482.8 433.61  Intangibles, Net 74 89 112.19 127.03  Long Term Investments 795 802 305.17 308.04  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 673.63 736.17  Other Assets, Total -57 -14 - -","Property/Plant/Equipment, Total - Net 2139 2230 2294.26 2557.71  Property/Plant/Equipment, Total - Gross - 3702.42 3707.99 4169.95  Accumulated Depreciation, Total - -1472.09 -1413.73 -1612.24  Goodwill, Net 40 55 482.8 433.61  Intangibles, Net 74 89 112.19 127.03  Long Term Investments 795 802 305.17 308.04  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 673.63 736.17  Other Assets, Total -57 -14 - -"
"Property/Plant/Equipment, Total - Net",2139,2230,2294.26,2557.71
"Property/Plant/Equipment, Total - Gross",-,3702.42,3707.99,4169.95
"Accumulated Depreciation, Total",-,-1472.09,-1413.73,-1612.24
"Goodwill, Net",40,55,482.8,433.61
"Intangibles, Net",74,89,112.19,127.03
Long Term Investments,795,802,305.17,308.04
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,2,673.63,736.17
"Other Assets, Total",-57,-14,-,-
Total Current Liabilities,1625,1667,1460.21,1663.1
"Accounts Payable 24 33 30.18 19.86  Payable/Accrued - - - -  Accrued Expenses 56 53 50.05 67.89  Notes Payable/Short Term Debt - 211.82 172.21 -  Current Port. of LT Debt/Capital Leases 303 233 28.34 45.86  Other Current liabilities, Total 1242 1348 1179.43 1529.48","Accounts Payable 24 33 30.18 19.86  Payable/Accrued - - - -  Accrued Expenses 56 53 50.05 67.89  Notes Payable/Short Term Debt - 211.82 172.21 -  Current Port. of LT Debt/Capital Leases 303 233 28.34 45.86  Other Current liabilities, Total 1242 1348 1179.43 1529.48","Accounts Payable 24 33 30.18 19.86  Payable/Accrued - - - -  Accrued Expenses 56 53 50.05 67.89  Notes Payable/Short Term Debt - 211.82 172.21 -  Current Port. of LT Debt/Capital Leases 303 233 28.34 45.86  Other Current liabilities, Total 1242 1348 1179.43 1529.48","Accounts Payable 24 33 30.18 19.86  Payable/Accrued - - - -  Accrued Expenses 56 53 50.05 67.89  Notes Payable/Short Term Debt - 211.82 172.21 -  Current Port. of LT Debt/Capital Leases 303 233 28.34 45.86  Other Current liabilities, Total 1242 1348 1179.43 1529.48","Accounts Payable 24 33 30.18 19.86  Payable/Accrued - - - -  Accrued Expenses 56 53 50.05 67.89  Notes Payable/Short Term Debt - 211.82 172.21 -  Current Port. of LT Debt/Capital Leases 303 233 28.34 45.86  Other Current liabilities, Total 1242 1348 1179.43 1529.48"
Accounts Payable,24,33,30.18,19.86
Payable/Accrued,-,-,-,-
Accrued Expenses,56,53,50.05,67.89
Notes Payable/Short Term Debt,-,211.82,172.21,-
Current Port. of LT Debt/Capital Leases,303,233,28.34,45.86
"Other Current liabilities, Total",1242,1348,1179.43,1529.48
Total Liabilities,3119,3326,3048.01,2622.99
"Total Long Term Debt 522 703 747.44 129.65  Long Term Debt 506 679 699.04 35.64  Capital Lease Obligations 16 24 48.41 94  Deferred Income Tax 190 202 206.89 203.23  Minority Interest - - - -  Other Liabilities, Total 782 -137.19 633.46 627.01","Total Long Term Debt 522 703 747.44 129.65  Long Term Debt 506 679 699.04 35.64  Capital Lease Obligations 16 24 48.41 94  Deferred Income Tax 190 202 206.89 203.23  Minority Interest - - - -  Other Liabilities, Total 782 -137.19 633.46 627.01","Total Long Term Debt 522 703 747.44 129.65  Long Term Debt 506 679 699.04 35.64  Capital Lease Obligations 16 24 48.41 94  Deferred Income Tax 190 202 206.89 203.23  Minority Interest - - - -  Other Liabilities, Total 782 -137.19 633.46 627.01","Total Long Term Debt 522 703 747.44 129.65  Long Term Debt 506 679 699.04 35.64  Capital Lease Obligations 16 24 48.41 94  Deferred Income Tax 190 202 206.89 203.23  Minority Interest - - - -  Other Liabilities, Total 782 -137.19 633.46 627.01","Total Long Term Debt 522 703 747.44 129.65  Long Term Debt 506 679 699.04 35.64  Capital Lease Obligations 16 24 48.41 94  Deferred Income Tax 190 202 206.89 203.23  Minority Interest - - - -  Other Liabilities, Total 782 -137.19 633.46 627.01"
Total Long Term Debt,522,703,747.44,129.65
Long Term Debt,506,679,699.04,35.64
Capital Lease Obligations,16,24,48.41,94
Deferred Income Tax,190,202,206.89,203.23
Minority Interest,-,-,-,-
"Other Liabilities, Total",782,-137.19,633.46,627.01
Total Equity,2027,2110,2835.61,3941.17
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 655 655 655.73 655.73  Additional Paid-In Capital 696 694 687.1 687.1  Retained Earnings (Accumulated Deficit) 1360 1536 2219.62 3359.17  Treasury Stock - Common -356 -442 -345.91 -345.91  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - -334.36 -380.93 -414.91  Other Equity, Total -328 -333 -0 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 655 655 655.73 655.73  Additional Paid-In Capital 696 694 687.1 687.1  Retained Earnings (Accumulated Deficit) 1360 1536 2219.62 3359.17  Treasury Stock - Common -356 -442 -345.91 -345.91  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - -334.36 -380.93 -414.91  Other Equity, Total -328 -333 -0 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 655 655 655.73 655.73  Additional Paid-In Capital 696 694 687.1 687.1  Retained Earnings (Accumulated Deficit) 1360 1536 2219.62 3359.17  Treasury Stock - Common -356 -442 -345.91 -345.91  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - -334.36 -380.93 -414.91  Other Equity, Total -328 -333 -0 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 655 655 655.73 655.73  Additional Paid-In Capital 696 694 687.1 687.1  Retained Earnings (Accumulated Deficit) 1360 1536 2219.62 3359.17  Treasury Stock - Common -356 -442 -345.91 -345.91  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - -334.36 -380.93 -414.91  Other Equity, Total -328 -333 -0 -0","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 655 655 655.73 655.73  Additional Paid-In Capital 696 694 687.1 687.1  Retained Earnings (Accumulated Deficit) 1360 1536 2219.62 3359.17  Treasury Stock - Common -356 -442 -345.91 -345.91  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - -334.36 -380.93 -414.91  Other Equity, Total -328 -333 -0 -0"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",655,655,655.73,655.73
Additional Paid-In Capital,696,694,687.1,687.1
Retained Earnings (Accumulated Deficit),1360,1536,2219.62,3359.17
Treasury Stock - Common,-356,-442,-345.91,-345.91
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-334.36,-380.93,-414.91
"Other Equity, Total",-328,-333,-0,-0
Total Liabilities & Shareholders' Equity,5146,5436,5883.62,6564.16
