Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,13238,10940,7291,7093.59
"Cash and Short Term Investments 11216 9048 5189 4982.7  Cash - - - -  Cash & Equivalents 11175 9016 5170 4962.58  Short Term Investments 41 32 19 20.11  Total Receivables, Net 1472 1495 1728 1677.52  Accounts Receivables - Trade, Net 1472 1495 1728 1676.2  Total Inventory - - - -  Prepaid Expenses - 391.82 369.16 428.72  Other Current Assets, Total 550 397 374 4.66","Cash and Short Term Investments 11216 9048 5189 4982.7  Cash - - - -  Cash & Equivalents 11175 9016 5170 4962.58  Short Term Investments 41 32 19 20.11  Total Receivables, Net 1472 1495 1728 1677.52  Accounts Receivables - Trade, Net 1472 1495 1728 1676.2  Total Inventory - - - -  Prepaid Expenses - 391.82 369.16 428.72  Other Current Assets, Total 550 397 374 4.66","Cash and Short Term Investments 11216 9048 5189 4982.7  Cash - - - -  Cash & Equivalents 11175 9016 5170 4962.58  Short Term Investments 41 32 19 20.11  Total Receivables, Net 1472 1495 1728 1677.52  Accounts Receivables - Trade, Net 1472 1495 1728 1676.2  Total Inventory - - - -  Prepaid Expenses - 391.82 369.16 428.72  Other Current Assets, Total 550 397 374 4.66","Cash and Short Term Investments 11216 9048 5189 4982.7  Cash - - - -  Cash & Equivalents 11175 9016 5170 4962.58  Short Term Investments 41 32 19 20.11  Total Receivables, Net 1472 1495 1728 1677.52  Accounts Receivables - Trade, Net 1472 1495 1728 1676.2  Total Inventory - - - -  Prepaid Expenses - 391.82 369.16 428.72  Other Current Assets, Total 550 397 374 4.66","Cash and Short Term Investments 11216 9048 5189 4982.7  Cash - - - -  Cash & Equivalents 11175 9016 5170 4962.58  Short Term Investments 41 32 19 20.11  Total Receivables, Net 1472 1495 1728 1677.52  Accounts Receivables - Trade, Net 1472 1495 1728 1676.2  Total Inventory - - - -  Prepaid Expenses - 391.82 369.16 428.72  Other Current Assets, Total 550 397 374 4.66"
Cash and Short Term Investments,11216,9048,5189,4982.7
Cash,-,-,-,-
Cash & Equivalents,11175,9016,5170,4962.58
Short Term Investments,41,32,19,20.11
"Total Receivables, Net",1472,1495,1728,1677.52
"Accounts Receivables - Trade, Net",1472,1495,1728,1676.2
Total Inventory,-,-,-,-
Prepaid Expenses,-,391.82,369.16,428.72
"Other Current Assets, Total",550,397,374,4.66
Total Assets,62550,58919,55909,57923.06
"Property/Plant/Equipment, Total - Net 1604 1481 1910 3213.38  Property/Plant/Equipment, Total - Gross - 4666.29 4551.58 4456.16  Accumulated Depreciation, Total - -3185.24 -2640.95 -1242.78  Goodwill, Net 27309 27249 27248 27172.32  Intangibles, Net 16231 16637 17206 18213.65  Long Term Investments 4165 2610 2253 2214.29  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 3 2 1 15.83  Other Assets, Total -881 -1066 -1335 -","Property/Plant/Equipment, Total - Net 1604 1481 1910 3213.38  Property/Plant/Equipment, Total - Gross - 4666.29 4551.58 4456.16  Accumulated Depreciation, Total - -3185.24 -2640.95 -1242.78  Goodwill, Net 27309 27249 27248 27172.32  Intangibles, Net 16231 16637 17206 18213.65  Long Term Investments 4165 2610 2253 2214.29  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 3 2 1 15.83  Other Assets, Total -881 -1066 -1335 -","Property/Plant/Equipment, Total - Net 1604 1481 1910 3213.38  Property/Plant/Equipment, Total - Gross - 4666.29 4551.58 4456.16  Accumulated Depreciation, Total - -3185.24 -2640.95 -1242.78  Goodwill, Net 27309 27249 27248 27172.32  Intangibles, Net 16231 16637 17206 18213.65  Long Term Investments 4165 2610 2253 2214.29  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 3 2 1 15.83  Other Assets, Total -881 -1066 -1335 -","Property/Plant/Equipment, Total - Net 1604 1481 1910 3213.38  Property/Plant/Equipment, Total - Gross - 4666.29 4551.58 4456.16  Accumulated Depreciation, Total - -3185.24 -2640.95 -1242.78  Goodwill, Net 27309 27249 27248 27172.32  Intangibles, Net 16231 16637 17206 18213.65  Long Term Investments 4165 2610 2253 2214.29  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 3 2 1 15.83  Other Assets, Total -881 -1066 -1335 -","Property/Plant/Equipment, Total - Net 1604 1481 1910 3213.38  Property/Plant/Equipment, Total - Gross - 4666.29 4551.58 4456.16  Accumulated Depreciation, Total - -3185.24 -2640.95 -1242.78  Goodwill, Net 27309 27249 27248 27172.32  Intangibles, Net 16231 16637 17206 18213.65  Long Term Investments 4165 2610 2253 2214.29  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 3 2 1 15.83  Other Assets, Total -881 -1066 -1335 -"
"Property/Plant/Equipment, Total - Net",1604,1481,1910,3213.38
"Property/Plant/Equipment, Total - Gross",-,4666.29,4551.58,4456.16
"Accumulated Depreciation, Total",-,-3185.24,-2640.95,-1242.78
"Goodwill, Net",27309,27249,27248,27172.32
"Intangibles, Net",16231,16637,17206,18213.65
Long Term Investments,4165,2610,2253,2214.29
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",3,2,1,15.83
"Other Assets, Total",-881,-1066,-1335,-
Total Current Liabilities,12752,11403,11175,11964.63
"Accounts Payable 1061 636 833 220.04  Payable/Accrued - - - -  Accrued Expenses - 1044.41 1299.05 1228.73  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 1997 1997 1997 1997.48  Other Current liabilities, Total 9694 8770 8345 8518.37","Accounts Payable 1061 636 833 220.04  Payable/Accrued - - - -  Accrued Expenses - 1044.41 1299.05 1228.73  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 1997 1997 1997 1997.48  Other Current liabilities, Total 9694 8770 8345 8518.37","Accounts Payable 1061 636 833 220.04  Payable/Accrued - - - -  Accrued Expenses - 1044.41 1299.05 1228.73  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 1997 1997 1997 1997.48  Other Current liabilities, Total 9694 8770 8345 8518.37","Accounts Payable 1061 636 833 220.04  Payable/Accrued - - - -  Accrued Expenses - 1044.41 1299.05 1228.73  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 1997 1997 1997 1997.48  Other Current liabilities, Total 9694 8770 8345 8518.37","Accounts Payable 1061 636 833 220.04  Payable/Accrued - - - -  Accrued Expenses - 1044.41 1299.05 1228.73  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 1997 1997 1997 1997.48  Other Current liabilities, Total 9694 8770 8345 8518.37"
Accounts Payable,1061,636,833,220.04
Payable/Accrued,-,-,-,-
Accrued Expenses,-,1044.41,1299.05,1228.73
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,1997,1997,1997,1997.48
"Other Current liabilities, Total",9694,8770,8345,8518.37
Total Liabilities,27977,28301,30232,34394.57
"Total Long Term Debt 10214 12191 14164 16134.16  Long Term Debt 10214 12191 14164 16134.16  Capital Lease Obligations - - - -  Deferred Income Tax 4657 4558 4541 5004.82  Minority Interest 57 76 1 0.55  Other Liabilities, Total 73.69 -14115.83 -15810.9 1290.42","Total Long Term Debt 10214 12191 14164 16134.16  Long Term Debt 10214 12191 14164 16134.16  Capital Lease Obligations - - - -  Deferred Income Tax 4657 4558 4541 5004.82  Minority Interest 57 76 1 0.55  Other Liabilities, Total 73.69 -14115.83 -15810.9 1290.42","Total Long Term Debt 10214 12191 14164 16134.16  Long Term Debt 10214 12191 14164 16134.16  Capital Lease Obligations - - - -  Deferred Income Tax 4657 4558 4541 5004.82  Minority Interest 57 76 1 0.55  Other Liabilities, Total 73.69 -14115.83 -15810.9 1290.42","Total Long Term Debt 10214 12191 14164 16134.16  Long Term Debt 10214 12191 14164 16134.16  Capital Lease Obligations - - - -  Deferred Income Tax 4657 4558 4541 5004.82  Minority Interest 57 76 1 0.55  Other Liabilities, Total 73.69 -14115.83 -15810.9 1290.42","Total Long Term Debt 10214 12191 14164 16134.16  Long Term Debt 10214 12191 14164 16134.16  Capital Lease Obligations - - - -  Deferred Income Tax 4657 4558 4541 5004.82  Minority Interest 57 76 1 0.55  Other Liabilities, Total 73.69 -14115.83 -15810.9 1290.42"
Total Long Term Debt,10214,12191,14164,16134.16
Long Term Debt,10214,12191,14164,16134.16
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,4657,4558,4541,5004.82
Minority Interest,57,76,1,0.55
"Other Liabilities, Total",73.69,-14115.83,-15810.9,1290.42
Total Equity,34573,30618,25677,23528.49
