Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,4214,3006.71,2424.36,2053.51
"Cash and Short Term Investments 1300 1730.5 1399.46 938.34  Cash - - - -  Cash & Equivalents 1300 1730.5 1399.46 938.34  Short Term Investments - - - -  Total Receivables, Net 1770 614.13 628.96 458.43  Accounts Receivables - Trade, Net 1770 614.13 628.96 430.09  Total Inventory 982 471.33 323.38 513.73  Prepaid Expenses 84 164.67 54.9 110.71  Other Current Assets, Total 78 26.08 17.66 32.31","Cash and Short Term Investments 1300 1730.5 1399.46 938.34  Cash - - - -  Cash & Equivalents 1300 1730.5 1399.46 938.34  Short Term Investments - - - -  Total Receivables, Net 1770 614.13 628.96 458.43  Accounts Receivables - Trade, Net 1770 614.13 628.96 430.09  Total Inventory 982 471.33 323.38 513.73  Prepaid Expenses 84 164.67 54.9 110.71  Other Current Assets, Total 78 26.08 17.66 32.31","Cash and Short Term Investments 1300 1730.5 1399.46 938.34  Cash - - - -  Cash & Equivalents 1300 1730.5 1399.46 938.34  Short Term Investments - - - -  Total Receivables, Net 1770 614.13 628.96 458.43  Accounts Receivables - Trade, Net 1770 614.13 628.96 430.09  Total Inventory 982 471.33 323.38 513.73  Prepaid Expenses 84 164.67 54.9 110.71  Other Current Assets, Total 78 26.08 17.66 32.31","Cash and Short Term Investments 1300 1730.5 1399.46 938.34  Cash - - - -  Cash & Equivalents 1300 1730.5 1399.46 938.34  Short Term Investments - - - -  Total Receivables, Net 1770 614.13 628.96 458.43  Accounts Receivables - Trade, Net 1770 614.13 628.96 430.09  Total Inventory 982 471.33 323.38 513.73  Prepaid Expenses 84 164.67 54.9 110.71  Other Current Assets, Total 78 26.08 17.66 32.31","Cash and Short Term Investments 1300 1730.5 1399.46 938.34  Cash - - - -  Cash & Equivalents 1300 1730.5 1399.46 938.34  Short Term Investments - - - -  Total Receivables, Net 1770 614.13 628.96 458.43  Accounts Receivables - Trade, Net 1770 614.13 628.96 430.09  Total Inventory 982 471.33 323.38 513.73  Prepaid Expenses 84 164.67 54.9 110.71  Other Current Assets, Total 78 26.08 17.66 32.31"
Cash and Short Term Investments,1300,1730.5,1399.46,938.34
Cash,-,-,-,-
Cash & Equivalents,1300,1730.5,1399.46,938.34
Short Term Investments,-,-,-,-
"Total Receivables, Net",1770,614.13,628.96,458.43
"Accounts Receivables - Trade, Net",1770,614.13,628.96,430.09
Total Inventory,982,471.33,323.38,513.73
Prepaid Expenses,84,164.67,54.9,110.71
