Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2488,2097.66,2337.28,2327.49
"Cash and Short Term Investments 1097 932.26 1211.02 1255.72  Cash - - - -  Cash & Equivalents 1097 932.26 1211.02 1255.72  Short Term Investments - - - -  Total Receivables, Net 1079 737.11 727.99 655.13  Accounts Receivables - Trade, Net 1079 102.17 102.13 193.21  Total Inventory 121 277.28 263.44 306.91  Prepaid Expenses 32 33.17 25.77 27.15  Other Current Assets, Total 159 117.84 109.06 82.59","Cash and Short Term Investments 1097 932.26 1211.02 1255.72  Cash - - - -  Cash & Equivalents 1097 932.26 1211.02 1255.72  Short Term Investments - - - -  Total Receivables, Net 1079 737.11 727.99 655.13  Accounts Receivables - Trade, Net 1079 102.17 102.13 193.21  Total Inventory 121 277.28 263.44 306.91  Prepaid Expenses 32 33.17 25.77 27.15  Other Current Assets, Total 159 117.84 109.06 82.59","Cash and Short Term Investments 1097 932.26 1211.02 1255.72  Cash - - - -  Cash & Equivalents 1097 932.26 1211.02 1255.72  Short Term Investments - - - -  Total Receivables, Net 1079 737.11 727.99 655.13  Accounts Receivables - Trade, Net 1079 102.17 102.13 193.21  Total Inventory 121 277.28 263.44 306.91  Prepaid Expenses 32 33.17 25.77 27.15  Other Current Assets, Total 159 117.84 109.06 82.59","Cash and Short Term Investments 1097 932.26 1211.02 1255.72  Cash - - - -  Cash & Equivalents 1097 932.26 1211.02 1255.72  Short Term Investments - - - -  Total Receivables, Net 1079 737.11 727.99 655.13  Accounts Receivables - Trade, Net 1079 102.17 102.13 193.21  Total Inventory 121 277.28 263.44 306.91  Prepaid Expenses 32 33.17 25.77 27.15  Other Current Assets, Total 159 117.84 109.06 82.59","Cash and Short Term Investments 1097 932.26 1211.02 1255.72  Cash - - - -  Cash & Equivalents 1097 932.26 1211.02 1255.72  Short Term Investments - - - -  Total Receivables, Net 1079 737.11 727.99 655.13  Accounts Receivables - Trade, Net 1079 102.17 102.13 193.21  Total Inventory 121 277.28 263.44 306.91  Prepaid Expenses 32 33.17 25.77 27.15  Other Current Assets, Total 159 117.84 109.06 82.59"
Cash and Short Term Investments,1097,932.26,1211.02,1255.72
Cash,-,-,-,-
Cash & Equivalents,1097,932.26,1211.02,1255.72
Short Term Investments,-,-,-,-
"Total Receivables, Net",1079,737.11,727.99,655.13
"Accounts Receivables - Trade, Net",1079,102.17,102.13,193.21
Total Inventory,121,277.28,263.44,306.91
Prepaid Expenses,32,33.17,25.77,27.15
"Other Current Assets, Total",159,117.84,109.06,82.59
Total Assets,4282,3957.12,4103.55,3536.94
"Property/Plant/Equipment, Total - Net 1251 1334.96 1342.93 836.34  Property/Plant/Equipment, Total - Gross - 1922.41 1825.38 1256.9  Accumulated Depreciation, Total - -587.44 -482.46 -420.56  Goodwill, Net - - - -  Intangibles, Net 132 108.64 29.98 2.64  Long Term Investments 409 1.13 1.12 1.4  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 414.73 392.24 369.06  Other Assets, Total -799 - - -","Property/Plant/Equipment, Total - Net 1251 1334.96 1342.93 836.34  Property/Plant/Equipment, Total - Gross - 1922.41 1825.38 1256.9  Accumulated Depreciation, Total - -587.44 -482.46 -420.56  Goodwill, Net - - - -  Intangibles, Net 132 108.64 29.98 2.64  Long Term Investments 409 1.13 1.12 1.4  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 414.73 392.24 369.06  Other Assets, Total -799 - - -","Property/Plant/Equipment, Total - Net 1251 1334.96 1342.93 836.34  Property/Plant/Equipment, Total - Gross - 1922.41 1825.38 1256.9  Accumulated Depreciation, Total - -587.44 -482.46 -420.56  Goodwill, Net - - - -  Intangibles, Net 132 108.64 29.98 2.64  Long Term Investments 409 1.13 1.12 1.4  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 414.73 392.24 369.06  Other Assets, Total -799 - - -","Property/Plant/Equipment, Total - Net 1251 1334.96 1342.93 836.34  Property/Plant/Equipment, Total - Gross - 1922.41 1825.38 1256.9  Accumulated Depreciation, Total - -587.44 -482.46 -420.56  Goodwill, Net - - - -  Intangibles, Net 132 108.64 29.98 2.64  Long Term Investments 409 1.13 1.12 1.4  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 414.73 392.24 369.06  Other Assets, Total -799 - - -","Property/Plant/Equipment, Total - Net 1251 1334.96 1342.93 836.34  Property/Plant/Equipment, Total - Gross - 1922.41 1825.38 1256.9  Accumulated Depreciation, Total - -587.44 -482.46 -420.56  Goodwill, Net - - - -  Intangibles, Net 132 108.64 29.98 2.64  Long Term Investments 409 1.13 1.12 1.4  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 414.73 392.24 369.06  Other Assets, Total -799 - - -"
"Property/Plant/Equipment, Total - Net",1251,1334.96,1342.93,836.34
"Property/Plant/Equipment, Total - Gross",-,1922.41,1825.38,1256.9
"Accumulated Depreciation, Total",-,-587.44,-482.46,-420.56
"Goodwill, Net",-,-,-,-
"Intangibles, Net",132,108.64,29.98,2.64
Long Term Investments,409,1.13,1.12,1.4
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,414.73,392.24,369.06
"Other Assets, Total",-799,-,-,-
Total Current Liabilities,1245,906.43,1233.96,701.42
"Accounts Payable 54 69.3 59.42 76.06  Payable/Accrued - - - -  Accrued Expenses 83 87.17 84.33 91.32  Notes Payable/Short Term Debt 450 150 538 -  Current Port. of LT Debt/Capital Leases 91 88.77 47.95 16.02  Other Current liabilities, Total 567 511.19 504.27 518.02","Accounts Payable 54 69.3 59.42 76.06  Payable/Accrued - - - -  Accrued Expenses 83 87.17 84.33 91.32  Notes Payable/Short Term Debt 450 150 538 -  Current Port. of LT Debt/Capital Leases 91 88.77 47.95 16.02  Other Current liabilities, Total 567 511.19 504.27 518.02","Accounts Payable 54 69.3 59.42 76.06  Payable/Accrued - - - -  Accrued Expenses 83 87.17 84.33 91.32  Notes Payable/Short Term Debt 450 150 538 -  Current Port. of LT Debt/Capital Leases 91 88.77 47.95 16.02  Other Current liabilities, Total 567 511.19 504.27 518.02","Accounts Payable 54 69.3 59.42 76.06  Payable/Accrued - - - -  Accrued Expenses 83 87.17 84.33 91.32  Notes Payable/Short Term Debt 450 150 538 -  Current Port. of LT Debt/Capital Leases 91 88.77 47.95 16.02  Other Current liabilities, Total 567 511.19 504.27 518.02","Accounts Payable 54 69.3 59.42 76.06  Payable/Accrued - - - -  Accrued Expenses 83 87.17 84.33 91.32  Notes Payable/Short Term Debt 450 150 538 -  Current Port. of LT Debt/Capital Leases 91 88.77 47.95 16.02  Other Current liabilities, Total 567 511.19 504.27 518.02"
Accounts Payable,54,69.3,59.42,76.06
Payable/Accrued,-,-,-,-
Accrued Expenses,83,87.17,84.33,91.32
Notes Payable/Short Term Debt,450,150,538,-
Current Port. of LT Debt/Capital Leases,91,88.77,47.95,16.02
"Other Current liabilities, Total",567,511.19,504.27,518.02
Total Liabilities,2495,2314.69,2297.55,1553.73
"Total Long Term Debt 355 424.44 140.5 11.22  Long Term Debt 335 415.74 129.86 -  Capital Lease Obligations 20 8.71 10.64 11.22  Deferred Income Tax - - - -  Minority Interest 76 73.53 65.78 3.73  Other Liabilities, Total -46 910.28 857.3 837.36","Total Long Term Debt 355 424.44 140.5 11.22  Long Term Debt 335 415.74 129.86 -  Capital Lease Obligations 20 8.71 10.64 11.22  Deferred Income Tax - - - -  Minority Interest 76 73.53 65.78 3.73  Other Liabilities, Total -46 910.28 857.3 837.36","Total Long Term Debt 355 424.44 140.5 11.22  Long Term Debt 335 415.74 129.86 -  Capital Lease Obligations 20 8.71 10.64 11.22  Deferred Income Tax - - - -  Minority Interest 76 73.53 65.78 3.73  Other Liabilities, Total -46 910.28 857.3 837.36","Total Long Term Debt 355 424.44 140.5 11.22  Long Term Debt 335 415.74 129.86 -  Capital Lease Obligations 20 8.71 10.64 11.22  Deferred Income Tax - - - -  Minority Interest 76 73.53 65.78 3.73  Other Liabilities, Total -46 910.28 857.3 837.36","Total Long Term Debt 355 424.44 140.5 11.22  Long Term Debt 335 415.74 129.86 -  Capital Lease Obligations 20 8.71 10.64 11.22  Deferred Income Tax - - - -  Minority Interest 76 73.53 65.78 3.73  Other Liabilities, Total -46 910.28 857.3 837.36"
Total Long Term Debt,355,424.44,140.5,11.22
Long Term Debt,335,415.74,129.86,-
Capital Lease Obligations,20,8.71,10.64,11.22
Deferred Income Tax,-,-,-,-
Minority Interest,76,73.53,65.78,3.73
"Other Liabilities, Total",-46,910.28,857.3,837.36
Total Equity,1787,1642.43,1806,1983.21
