Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,4418,4260,3884.28,4185.43
"Cash and Short Term Investments 2428 3005 2652.39 2176.97  Cash - - - -  Cash & Equivalents 2428 3005 2652.39 2176.97  Short Term Investments - - - -  Total Receivables, Net 1309 727 838.78 1416.64  Accounts Receivables - Trade, Net 1275 697 762.47 1117.55  Total Inventory 601 447 349.58 535.83  Prepaid Expenses 46 48 30.81 30.4  Other Current Assets, Total 34 33 12.71 25.59","Cash and Short Term Investments 2428 3005 2652.39 2176.97  Cash - - - -  Cash & Equivalents 2428 3005 2652.39 2176.97  Short Term Investments - - - -  Total Receivables, Net 1309 727 838.78 1416.64  Accounts Receivables - Trade, Net 1275 697 762.47 1117.55  Total Inventory 601 447 349.58 535.83  Prepaid Expenses 46 48 30.81 30.4  Other Current Assets, Total 34 33 12.71 25.59","Cash and Short Term Investments 2428 3005 2652.39 2176.97  Cash - - - -  Cash & Equivalents 2428 3005 2652.39 2176.97  Short Term Investments - - - -  Total Receivables, Net 1309 727 838.78 1416.64  Accounts Receivables - Trade, Net 1275 697 762.47 1117.55  Total Inventory 601 447 349.58 535.83  Prepaid Expenses 46 48 30.81 30.4  Other Current Assets, Total 34 33 12.71 25.59","Cash and Short Term Investments 2428 3005 2652.39 2176.97  Cash - - - -  Cash & Equivalents 2428 3005 2652.39 2176.97  Short Term Investments - - - -  Total Receivables, Net 1309 727 838.78 1416.64  Accounts Receivables - Trade, Net 1275 697 762.47 1117.55  Total Inventory 601 447 349.58 535.83  Prepaid Expenses 46 48 30.81 30.4  Other Current Assets, Total 34 33 12.71 25.59","Cash and Short Term Investments 2428 3005 2652.39 2176.97  Cash - - - -  Cash & Equivalents 2428 3005 2652.39 2176.97  Short Term Investments - - - -  Total Receivables, Net 1309 727 838.78 1416.64  Accounts Receivables - Trade, Net 1275 697 762.47 1117.55  Total Inventory 601 447 349.58 535.83  Prepaid Expenses 46 48 30.81 30.4  Other Current Assets, Total 34 33 12.71 25.59"
Cash and Short Term Investments,2428,3005,2652.39,2176.97
Cash,-,-,-,-
Cash & Equivalents,2428,3005,2652.39,2176.97
Short Term Investments,-,-,-,-
"Total Receivables, Net",1309,727,838.78,1416.64
"Accounts Receivables - Trade, Net",1275,697,762.47,1117.55
Total Inventory,601,447,349.58,535.83
Prepaid Expenses,46,48,30.81,30.4
"Other Current Assets, Total",34,33,12.71,25.59
Total Assets,5409,5728,5373.59,5593.98
"Property/Plant/Equipment, Total - Net 503 636 584.53 589.88  Property/Plant/Equipment, Total - Gross - 1891.51 1790.32 1750.5  Accumulated Depreciation, Total - -1254.74 -1205.79 -1160.62  Goodwill, Net - 252 277.34 335.58  Intangibles, Net 39 143 225.5 322.52  Long Term Investments 182 162 61.68 43.2  Note Receivable - Long Term 34 30 240 -  Other Long Term Assets, Total 1 2 100.27 117.36  Other Assets, Total -408 26 - -","Property/Plant/Equipment, Total - Net 503 636 584.53 589.88  Property/Plant/Equipment, Total - Gross - 1891.51 1790.32 1750.5  Accumulated Depreciation, Total - -1254.74 -1205.79 -1160.62  Goodwill, Net - 252 277.34 335.58  Intangibles, Net 39 143 225.5 322.52  Long Term Investments 182 162 61.68 43.2  Note Receivable - Long Term 34 30 240 -  Other Long Term Assets, Total 1 2 100.27 117.36  Other Assets, Total -408 26 - -","Property/Plant/Equipment, Total - Net 503 636 584.53 589.88  Property/Plant/Equipment, Total - Gross - 1891.51 1790.32 1750.5  Accumulated Depreciation, Total - -1254.74 -1205.79 -1160.62  Goodwill, Net - 252 277.34 335.58  Intangibles, Net 39 143 225.5 322.52  Long Term Investments 182 162 61.68 43.2  Note Receivable - Long Term 34 30 240 -  Other Long Term Assets, Total 1 2 100.27 117.36  Other Assets, Total -408 26 - -","Property/Plant/Equipment, Total - Net 503 636 584.53 589.88  Property/Plant/Equipment, Total - Gross - 1891.51 1790.32 1750.5  Accumulated Depreciation, Total - -1254.74 -1205.79 -1160.62  Goodwill, Net - 252 277.34 335.58  Intangibles, Net 39 143 225.5 322.52  Long Term Investments 182 162 61.68 43.2  Note Receivable - Long Term 34 30 240 -  Other Long Term Assets, Total 1 2 100.27 117.36  Other Assets, Total -408 26 - -","Property/Plant/Equipment, Total - Net 503 636 584.53 589.88  Property/Plant/Equipment, Total - Gross - 1891.51 1790.32 1750.5  Accumulated Depreciation, Total - -1254.74 -1205.79 -1160.62  Goodwill, Net - 252 277.34 335.58  Intangibles, Net 39 143 225.5 322.52  Long Term Investments 182 162 61.68 43.2  Note Receivable - Long Term 34 30 240 -  Other Long Term Assets, Total 1 2 100.27 117.36  Other Assets, Total -408 26 - -"
"Property/Plant/Equipment, Total - Net",503,636,584.53,589.88
"Property/Plant/Equipment, Total - Gross",-,1891.51,1790.32,1750.5
"Accumulated Depreciation, Total",-,-1254.74,-1205.79,-1160.62
"Goodwill, Net",-,252,277.34,335.58
"Intangibles, Net",39,143,225.5,322.52
Long Term Investments,182,162,61.68,43.2
Note Receivable - Long Term,34,30,240,-
"Other Long Term Assets, Total",1,2,100.27,117.36
"Other Assets, Total",-408,26,-,-
Total Current Liabilities,840,561,424.12,533.6
"Accounts Payable 246 206 163.71 139.66  Payable/Accrued - - - -  Accrued Expenses 106 128 116.14 115.61  Notes Payable/Short Term Debt 33 6 - 20.85  Current Port. of LT Debt/Capital Leases 35 37 41.27 28.68  Other Current liabilities, Total 420 184 103 228.79","Accounts Payable 246 206 163.71 139.66  Payable/Accrued - - - -  Accrued Expenses 106 128 116.14 115.61  Notes Payable/Short Term Debt 33 6 - 20.85  Current Port. of LT Debt/Capital Leases 35 37 41.27 28.68  Other Current liabilities, Total 420 184 103 228.79","Accounts Payable 246 206 163.71 139.66  Payable/Accrued - - - -  Accrued Expenses 106 128 116.14 115.61  Notes Payable/Short Term Debt 33 6 - 20.85  Current Port. of LT Debt/Capital Leases 35 37 41.27 28.68  Other Current liabilities, Total 420 184 103 228.79","Accounts Payable 246 206 163.71 139.66  Payable/Accrued - - - -  Accrued Expenses 106 128 116.14 115.61  Notes Payable/Short Term Debt 33 6 - 20.85  Current Port. of LT Debt/Capital Leases 35 37 41.27 28.68  Other Current liabilities, Total 420 184 103 228.79","Accounts Payable 246 206 163.71 139.66  Payable/Accrued - - - -  Accrued Expenses 106 128 116.14 115.61  Notes Payable/Short Term Debt 33 6 - 20.85  Current Port. of LT Debt/Capital Leases 35 37 41.27 28.68  Other Current liabilities, Total 420 184 103 228.79"
Accounts Payable,246,206,163.71,139.66
Payable/Accrued,-,-,-,-
Accrued Expenses,106,128,116.14,115.61
Notes Payable/Short Term Debt,33,6,-,20.85
Current Port. of LT Debt/Capital Leases,35,37,41.27,28.68
"Other Current liabilities, Total",420,184,103,228.79
Total Liabilities,1333,1022,778.56,1056.34
"Total Long Term Debt 63 95 52.73 41.19  Long Term Debt 13 18 11.65 -  Capital Lease Obligations 50 77 41.08 41.19  Deferred Income Tax 83 56 19.44 46.49  Minority Interest - - - -  Other Liabilities, Total 314 273.64 282.27 435.07","Total Long Term Debt 63 95 52.73 41.19  Long Term Debt 13 18 11.65 -  Capital Lease Obligations 50 77 41.08 41.19  Deferred Income Tax 83 56 19.44 46.49  Minority Interest - - - -  Other Liabilities, Total 314 273.64 282.27 435.07","Total Long Term Debt 63 95 52.73 41.19  Long Term Debt 13 18 11.65 -  Capital Lease Obligations 50 77 41.08 41.19  Deferred Income Tax 83 56 19.44 46.49  Minority Interest - - - -  Other Liabilities, Total 314 273.64 282.27 435.07","Total Long Term Debt 63 95 52.73 41.19  Long Term Debt 13 18 11.65 -  Capital Lease Obligations 50 77 41.08 41.19  Deferred Income Tax 83 56 19.44 46.49  Minority Interest - - - -  Other Liabilities, Total 314 273.64 282.27 435.07","Total Long Term Debt 63 95 52.73 41.19  Long Term Debt 13 18 11.65 -  Capital Lease Obligations 50 77 41.08 41.19  Deferred Income Tax 83 56 19.44 46.49  Minority Interest - - - -  Other Liabilities, Total 314 273.64 282.27 435.07"
Total Long Term Debt,63,95,52.73,41.19
Long Term Debt,13,18,11.65,-
Capital Lease Obligations,50,77,41.08,41.19
Deferred Income Tax,83,56,19.44,46.49
Minority Interest,-,-,-,-
"Other Liabilities, Total",314,273.64,282.27,435.07
Total Equity,4076,4706,4595.03,4537.64
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1331 1329 1326.47 1315.68  Additional Paid-In Capital 1871 1868 1865.79 1855  Retained Earnings (Accumulated Deficit) 935 1624 1571.99 1550.29  Treasury Stock - Common - -0.05 -0.05 -0.03  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 22.9 5.25 -7.01  Other Equity, Total -61 -115 -174.43 -176.3","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1331 1329 1326.47 1315.68  Additional Paid-In Capital 1871 1868 1865.79 1855  Retained Earnings (Accumulated Deficit) 935 1624 1571.99 1550.29  Treasury Stock - Common - -0.05 -0.05 -0.03  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 22.9 5.25 -7.01  Other Equity, Total -61 -115 -174.43 -176.3","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1331 1329 1326.47 1315.68  Additional Paid-In Capital 1871 1868 1865.79 1855  Retained Earnings (Accumulated Deficit) 935 1624 1571.99 1550.29  Treasury Stock - Common - -0.05 -0.05 -0.03  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 22.9 5.25 -7.01  Other Equity, Total -61 -115 -174.43 -176.3","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1331 1329 1326.47 1315.68  Additional Paid-In Capital 1871 1868 1865.79 1855  Retained Earnings (Accumulated Deficit) 935 1624 1571.99 1550.29  Treasury Stock - Common - -0.05 -0.05 -0.03  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 22.9 5.25 -7.01  Other Equity, Total -61 -115 -174.43 -176.3","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1331 1329 1326.47 1315.68  Additional Paid-In Capital 1871 1868 1865.79 1855  Retained Earnings (Accumulated Deficit) 935 1624 1571.99 1550.29  Treasury Stock - Common - -0.05 -0.05 -0.03  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 22.9 5.25 -7.01  Other Equity, Total -61 -115 -174.43 -176.3"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",1331,1329,1326.47,1315.68
Additional Paid-In Capital,1871,1868,1865.79,1855
