Period Ending:,202130/06,202030/06,201930/06,201830/06
Total Current Assets,2555.52,2678.91,2838.94,2839.3
"Cash and Short Term Investments 224.92 185.34 261.9 268.69  Cash - - - -  Cash & Equivalents 224.92 185.34 261.9 268.69  Short Term Investments - - - -  Total Receivables, Net 1124.01 1031.66 1332.6 1185.74  Accounts Receivables - Trade, Net 892.88 806.55 1048.2 917.03  Total Inventory 1180.72 1435.27 1224.07 1348.4  Prepaid Expenses 14.27 15.4 16.07 15.02  Other Current Assets, Total 11.6 11.23 4.3 21.46","Cash and Short Term Investments 224.92 185.34 261.9 268.69  Cash - - - -  Cash & Equivalents 224.92 185.34 261.9 268.69  Short Term Investments - - - -  Total Receivables, Net 1124.01 1031.66 1332.6 1185.74  Accounts Receivables - Trade, Net 892.88 806.55 1048.2 917.03  Total Inventory 1180.72 1435.27 1224.07 1348.4  Prepaid Expenses 14.27 15.4 16.07 15.02  Other Current Assets, Total 11.6 11.23 4.3 21.46","Cash and Short Term Investments 224.92 185.34 261.9 268.69  Cash - - - -  Cash & Equivalents 224.92 185.34 261.9 268.69  Short Term Investments - - - -  Total Receivables, Net 1124.01 1031.66 1332.6 1185.74  Accounts Receivables - Trade, Net 892.88 806.55 1048.2 917.03  Total Inventory 1180.72 1435.27 1224.07 1348.4  Prepaid Expenses 14.27 15.4 16.07 15.02  Other Current Assets, Total 11.6 11.23 4.3 21.46","Cash and Short Term Investments 224.92 185.34 261.9 268.69  Cash - - - -  Cash & Equivalents 224.92 185.34 261.9 268.69  Short Term Investments - - - -  Total Receivables, Net 1124.01 1031.66 1332.6 1185.74  Accounts Receivables - Trade, Net 892.88 806.55 1048.2 917.03  Total Inventory 1180.72 1435.27 1224.07 1348.4  Prepaid Expenses 14.27 15.4 16.07 15.02  Other Current Assets, Total 11.6 11.23 4.3 21.46","Cash and Short Term Investments 224.92 185.34 261.9 268.69  Cash - - - -  Cash & Equivalents 224.92 185.34 261.9 268.69  Short Term Investments - - - -  Total Receivables, Net 1124.01 1031.66 1332.6 1185.74  Accounts Receivables - Trade, Net 892.88 806.55 1048.2 917.03  Total Inventory 1180.72 1435.27 1224.07 1348.4  Prepaid Expenses 14.27 15.4 16.07 15.02  Other Current Assets, Total 11.6 11.23 4.3 21.46"
Cash and Short Term Investments,224.92,185.34,261.9,268.69
Cash,-,-,-,-
Cash & Equivalents,224.92,185.34,261.9,268.69
Short Term Investments,-,-,-,-
"Total Receivables, Net",1124.01,1031.66,1332.6,1185.74
"Accounts Receivables - Trade, Net",892.88,806.55,1048.2,917.03
Total Inventory,1180.72,1435.27,1224.07,1348.4
Prepaid Expenses,14.27,15.4,16.07,15.02
"Other Current Assets, Total",11.6,11.23,4.3,21.46
Total Assets,6424.19,6692.62,6953.28,7102.74
"Property/Plant/Equipment, Total - Net 3748.25 3888.74 3982.79 4125.15  Property/Plant/Equipment, Total - Gross 10207.68 10225.59 10216.96 10238.95  Accumulated Depreciation, Total -6459.43 -6336.84 -6234.17 -6113.8  Goodwill, Net - - - -  Intangibles, Net 5.14 7.5 9.11 12.02  Long Term Investments 86.03 80.3 75.8 82.59  Note Receivable - Long Term 0.55 0.9 1.02 1.14  Other Long Term Assets, Total 28.7 36.26 45.61 42.55  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3748.25 3888.74 3982.79 4125.15  Property/Plant/Equipment, Total - Gross 10207.68 10225.59 10216.96 10238.95  Accumulated Depreciation, Total -6459.43 -6336.84 -6234.17 -6113.8  Goodwill, Net - - - -  Intangibles, Net 5.14 7.5 9.11 12.02  Long Term Investments 86.03 80.3 75.8 82.59  Note Receivable - Long Term 0.55 0.9 1.02 1.14  Other Long Term Assets, Total 28.7 36.26 45.61 42.55  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3748.25 3888.74 3982.79 4125.15  Property/Plant/Equipment, Total - Gross 10207.68 10225.59 10216.96 10238.95  Accumulated Depreciation, Total -6459.43 -6336.84 -6234.17 -6113.8  Goodwill, Net - - - -  Intangibles, Net 5.14 7.5 9.11 12.02  Long Term Investments 86.03 80.3 75.8 82.59  Note Receivable - Long Term 0.55 0.9 1.02 1.14  Other Long Term Assets, Total 28.7 36.26 45.61 42.55  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3748.25 3888.74 3982.79 4125.15  Property/Plant/Equipment, Total - Gross 10207.68 10225.59 10216.96 10238.95  Accumulated Depreciation, Total -6459.43 -6336.84 -6234.17 -6113.8  Goodwill, Net - - - -  Intangibles, Net 5.14 7.5 9.11 12.02  Long Term Investments 86.03 80.3 75.8 82.59  Note Receivable - Long Term 0.55 0.9 1.02 1.14  Other Long Term Assets, Total 28.7 36.26 45.61 42.55  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3748.25 3888.74 3982.79 4125.15  Property/Plant/Equipment, Total - Gross 10207.68 10225.59 10216.96 10238.95  Accumulated Depreciation, Total -6459.43 -6336.84 -6234.17 -6113.8  Goodwill, Net - - - -  Intangibles, Net 5.14 7.5 9.11 12.02  Long Term Investments 86.03 80.3 75.8 82.59  Note Receivable - Long Term 0.55 0.9 1.02 1.14  Other Long Term Assets, Total 28.7 36.26 45.61 42.55  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",3748.25,3888.74,3982.79,4125.15
"Property/Plant/Equipment, Total - Gross",10207.68,10225.59,10216.96,10238.95
"Accumulated Depreciation, Total",-6459.43,-6336.84,-6234.17,-6113.8
"Goodwill, Net",-,-,-,-
"Intangibles, Net",5.14,7.5,9.11,12.02
Long Term Investments,86.03,80.3,75.8,82.59
Note Receivable - Long Term,0.55,0.9,1.02,1.14
"Other Long Term Assets, Total",28.7,36.26,45.61,42.55
"Other Assets, Total",-,-,-,-
Total Current Liabilities,2427.74,2915.28,3223.83,3264.4
"Accounts Payable 735.61 732.03 795.56 781.19  Payable/Accrued - - - -  Accrued Expenses 76.71 32.33 44.83 48.72  Notes Payable/Short Term Debt 1380 1850 1960 2020  Current Port. of LT Debt/Capital Leases 7.96 57.65 107.32 107.02  Other Current liabilities, Total 227.45 243.27 316.12 307.48","Accounts Payable 735.61 732.03 795.56 781.19  Payable/Accrued - - - -  Accrued Expenses 76.71 32.33 44.83 48.72  Notes Payable/Short Term Debt 1380 1850 1960 2020  Current Port. of LT Debt/Capital Leases 7.96 57.65 107.32 107.02  Other Current liabilities, Total 227.45 243.27 316.12 307.48","Accounts Payable 735.61 732.03 795.56 781.19  Payable/Accrued - - - -  Accrued Expenses 76.71 32.33 44.83 48.72  Notes Payable/Short Term Debt 1380 1850 1960 2020  Current Port. of LT Debt/Capital Leases 7.96 57.65 107.32 107.02  Other Current liabilities, Total 227.45 243.27 316.12 307.48","Accounts Payable 735.61 732.03 795.56 781.19  Payable/Accrued - - - -  Accrued Expenses 76.71 32.33 44.83 48.72  Notes Payable/Short Term Debt 1380 1850 1960 2020  Current Port. of LT Debt/Capital Leases 7.96 57.65 107.32 107.02  Other Current liabilities, Total 227.45 243.27 316.12 307.48","Accounts Payable 735.61 732.03 795.56 781.19  Payable/Accrued - - - -  Accrued Expenses 76.71 32.33 44.83 48.72  Notes Payable/Short Term Debt 1380 1850 1960 2020  Current Port. of LT Debt/Capital Leases 7.96 57.65 107.32 107.02  Other Current liabilities, Total 227.45 243.27 316.12 307.48"
Accounts Payable,735.61,732.03,795.56,781.19
Payable/Accrued,-,-,-,-
Accrued Expenses,76.71,32.33,44.83,48.72
Notes Payable/Short Term Debt,1380,1850,1960,2020
Current Port. of LT Debt/Capital Leases,7.96,57.65,107.32,107.02
"Other Current liabilities, Total",227.45,243.27,316.12,307.48
Total Liabilities,3104.05,3350.86,3609.03,3751.82
