Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2233,1297,1035,955
"Cash and Short Term Investments 1742 1127 878 843  Cash - - - -  Cash & Equivalents 1742 1127 878 843  Short Term Investments - - - -  Total Receivables, Net 165 123 109 87  Accounts Receivables - Trade, Net 165 123 109 87  Total Inventory - - - -  Prepaid Expenses 304 42 42 20  Other Current Assets, Total 22 5 6 5","Cash and Short Term Investments 1742 1127 878 843  Cash - - - -  Cash & Equivalents 1742 1127 878 843  Short Term Investments - - - -  Total Receivables, Net 165 123 109 87  Accounts Receivables - Trade, Net 165 123 109 87  Total Inventory - - - -  Prepaid Expenses 304 42 42 20  Other Current Assets, Total 22 5 6 5","Cash and Short Term Investments 1742 1127 878 843  Cash - - - -  Cash & Equivalents 1742 1127 878 843  Short Term Investments - - - -  Total Receivables, Net 165 123 109 87  Accounts Receivables - Trade, Net 165 123 109 87  Total Inventory - - - -  Prepaid Expenses 304 42 42 20  Other Current Assets, Total 22 5 6 5","Cash and Short Term Investments 1742 1127 878 843  Cash - - - -  Cash & Equivalents 1742 1127 878 843  Short Term Investments - - - -  Total Receivables, Net 165 123 109 87  Accounts Receivables - Trade, Net 165 123 109 87  Total Inventory - - - -  Prepaid Expenses 304 42 42 20  Other Current Assets, Total 22 5 6 5","Cash and Short Term Investments 1742 1127 878 843  Cash - - - -  Cash & Equivalents 1742 1127 878 843  Short Term Investments - - - -  Total Receivables, Net 165 123 109 87  Accounts Receivables - Trade, Net 165 123 109 87  Total Inventory - - - -  Prepaid Expenses 304 42 42 20  Other Current Assets, Total 22 5 6 5"
Cash and Short Term Investments,1742,1127,878,843
Cash,-,-,-,-
Cash & Equivalents,1742,1127,878,843
Short Term Investments,-,-,-,-
"Total Receivables, Net",165,123,109,87
"Accounts Receivables - Trade, Net",165,123,109,87
Total Inventory,-,-,-,-
Prepaid Expenses,304,42,42,20
"Other Current Assets, Total",22,5,6,5
Total Assets,2611,1618,1331,1276
"Property/Plant/Equipment, Total - Net 39 32 41 -  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 236 203 216 210  Long Term Investments 31 32 37 53  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 2 -  Other Assets, Total -73 -65 -103 -82","Property/Plant/Equipment, Total - Net 39 32 41 -  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 236 203 216 210  Long Term Investments 31 32 37 53  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 2 -  Other Assets, Total -73 -65 -103 -82","Property/Plant/Equipment, Total - Net 39 32 41 -  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 236 203 216 210  Long Term Investments 31 32 37 53  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 2 -  Other Assets, Total -73 -65 -103 -82","Property/Plant/Equipment, Total - Net 39 32 41 -  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 236 203 216 210  Long Term Investments 31 32 37 53  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 2 -  Other Assets, Total -73 -65 -103 -82","Property/Plant/Equipment, Total - Net 39 32 41 -  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 236 203 216 210  Long Term Investments 31 32 37 53  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 2 -  Other Assets, Total -73 -65 -103 -82"
"Property/Plant/Equipment, Total - Net",39,32,41,-
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",236,203,216,210
Long Term Investments,31,32,37,53
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,1,2,-
"Other Assets, Total",-73,-65,-103,-82
Total Current Liabilities,1642,1208,1083,889
