Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2623,2915.27,1503.8,618.29
"Cash and Short Term Investments 1842 2044.93 599.18 130.65  Cash - - - -  Cash & Equivalents 1842 2044.93 599.18 130.65  Short Term Investments - - - -  Total Receivables, Net 708 834.08 846.69 440.86  Accounts Receivables - Trade, Net 708 821.48 836.95 437.27  Total Inventory - 0.61 - -  Prepaid Expenses 30 23.31 46.1 32.13  Other Current Assets, Total 43 12.33 11.83 14.65","Cash and Short Term Investments 1842 2044.93 599.18 130.65  Cash - - - -  Cash & Equivalents 1842 2044.93 599.18 130.65  Short Term Investments - - - -  Total Receivables, Net 708 834.08 846.69 440.86  Accounts Receivables - Trade, Net 708 821.48 836.95 437.27  Total Inventory - 0.61 - -  Prepaid Expenses 30 23.31 46.1 32.13  Other Current Assets, Total 43 12.33 11.83 14.65","Cash and Short Term Investments 1842 2044.93 599.18 130.65  Cash - - - -  Cash & Equivalents 1842 2044.93 599.18 130.65  Short Term Investments - - - -  Total Receivables, Net 708 834.08 846.69 440.86  Accounts Receivables - Trade, Net 708 821.48 836.95 437.27  Total Inventory - 0.61 - -  Prepaid Expenses 30 23.31 46.1 32.13  Other Current Assets, Total 43 12.33 11.83 14.65","Cash and Short Term Investments 1842 2044.93 599.18 130.65  Cash - - - -  Cash & Equivalents 1842 2044.93 599.18 130.65  Short Term Investments - - - -  Total Receivables, Net 708 834.08 846.69 440.86  Accounts Receivables - Trade, Net 708 821.48 836.95 437.27  Total Inventory - 0.61 - -  Prepaid Expenses 30 23.31 46.1 32.13  Other Current Assets, Total 43 12.33 11.83 14.65","Cash and Short Term Investments 1842 2044.93 599.18 130.65  Cash - - - -  Cash & Equivalents 1842 2044.93 599.18 130.65  Short Term Investments - - - -  Total Receivables, Net 708 834.08 846.69 440.86  Accounts Receivables - Trade, Net 708 821.48 836.95 437.27  Total Inventory - 0.61 - -  Prepaid Expenses 30 23.31 46.1 32.13  Other Current Assets, Total 43 12.33 11.83 14.65"
Cash and Short Term Investments,1842,2044.93,599.18,130.65
Cash,-,-,-,-
Cash & Equivalents,1842,2044.93,599.18,130.65
Short Term Investments,-,-,-,-
"Total Receivables, Net",708,834.08,846.69,440.86
"Accounts Receivables - Trade, Net",708,821.48,836.95,437.27
Total Inventory,-,0.61,-,-
Prepaid Expenses,30,23.31,46.1,32.13
