Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,14143,10542.53,9640.5,10711.5
"Cash and Short Term Investments 2421 2904.77 2873.08 1996.54  Cash - - - -  Cash & Equivalents 2421 2904.77 2873.08 1996.54  Short Term Investments - - - -  Total Receivables, Net 3047 2673.2 2628.35 2628.5  Accounts Receivables - Trade, Net 3047 2673.2 2628.35 2628.5  Total Inventory 6425 3293.44 3059.99 4845.17  Prepaid Expenses - 1159.2 - -  Other Current Assets, Total 2250 511.92 1079.09 1241.3","Cash and Short Term Investments 2421 2904.77 2873.08 1996.54  Cash - - - -  Cash & Equivalents 2421 2904.77 2873.08 1996.54  Short Term Investments - - - -  Total Receivables, Net 3047 2673.2 2628.35 2628.5  Accounts Receivables - Trade, Net 3047 2673.2 2628.35 2628.5  Total Inventory 6425 3293.44 3059.99 4845.17  Prepaid Expenses - 1159.2 - -  Other Current Assets, Total 2250 511.92 1079.09 1241.3","Cash and Short Term Investments 2421 2904.77 2873.08 1996.54  Cash - - - -  Cash & Equivalents 2421 2904.77 2873.08 1996.54  Short Term Investments - - - -  Total Receivables, Net 3047 2673.2 2628.35 2628.5  Accounts Receivables - Trade, Net 3047 2673.2 2628.35 2628.5  Total Inventory 6425 3293.44 3059.99 4845.17  Prepaid Expenses - 1159.2 - -  Other Current Assets, Total 2250 511.92 1079.09 1241.3","Cash and Short Term Investments 2421 2904.77 2873.08 1996.54  Cash - - - -  Cash & Equivalents 2421 2904.77 2873.08 1996.54  Short Term Investments - - - -  Total Receivables, Net 3047 2673.2 2628.35 2628.5  Accounts Receivables - Trade, Net 3047 2673.2 2628.35 2628.5  Total Inventory 6425 3293.44 3059.99 4845.17  Prepaid Expenses - 1159.2 - -  Other Current Assets, Total 2250 511.92 1079.09 1241.3","Cash and Short Term Investments 2421 2904.77 2873.08 1996.54  Cash - - - -  Cash & Equivalents 2421 2904.77 2873.08 1996.54  Short Term Investments - - - -  Total Receivables, Net 3047 2673.2 2628.35 2628.5  Accounts Receivables - Trade, Net 3047 2673.2 2628.35 2628.5  Total Inventory 6425 3293.44 3059.99 4845.17  Prepaid Expenses - 1159.2 - -  Other Current Assets, Total 2250 511.92 1079.09 1241.3"
Cash and Short Term Investments,2421,2904.77,2873.08,1996.54
Cash,-,-,-,-
Cash & Equivalents,2421,2904.77,2873.08,1996.54
Short Term Investments,-,-,-,-
"Total Receivables, Net",3047,2673.2,2628.35,2628.5
"Accounts Receivables - Trade, Net",3047,2673.2,2628.35,2628.5
Total Inventory,6425,3293.44,3059.99,4845.17
Prepaid Expenses,-,1159.2,-,-
"Other Current Assets, Total",2250,511.92,1079.09,1241.3
