Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1722,1617,1561.52,1469.37
"Cash and Short Term Investments 928 838 845.31 720.03  Cash - - - -  Cash & Equivalents 928 838 845.31 720.03  Short Term Investments - - - -  Total Receivables, Net 682 672 606.85 643.54  Accounts Receivables - Trade, Net 682 667 606.85 643.54  Total Inventory 68 74 67.66 65.27  Prepaid Expenses - 30 32.74 -  Other Current Assets, Total 44 3 8.95 40.53","Cash and Short Term Investments 928 838 845.31 720.03  Cash - - - -  Cash & Equivalents 928 838 845.31 720.03  Short Term Investments - - - -  Total Receivables, Net 682 672 606.85 643.54  Accounts Receivables - Trade, Net 682 667 606.85 643.54  Total Inventory 68 74 67.66 65.27  Prepaid Expenses - 30 32.74 -  Other Current Assets, Total 44 3 8.95 40.53","Cash and Short Term Investments 928 838 845.31 720.03  Cash - - - -  Cash & Equivalents 928 838 845.31 720.03  Short Term Investments - - - -  Total Receivables, Net 682 672 606.85 643.54  Accounts Receivables - Trade, Net 682 667 606.85 643.54  Total Inventory 68 74 67.66 65.27  Prepaid Expenses - 30 32.74 -  Other Current Assets, Total 44 3 8.95 40.53","Cash and Short Term Investments 928 838 845.31 720.03  Cash - - - -  Cash & Equivalents 928 838 845.31 720.03  Short Term Investments - - - -  Total Receivables, Net 682 672 606.85 643.54  Accounts Receivables - Trade, Net 682 667 606.85 643.54  Total Inventory 68 74 67.66 65.27  Prepaid Expenses - 30 32.74 -  Other Current Assets, Total 44 3 8.95 40.53","Cash and Short Term Investments 928 838 845.31 720.03  Cash - - - -  Cash & Equivalents 928 838 845.31 720.03  Short Term Investments - - - -  Total Receivables, Net 682 672 606.85 643.54  Accounts Receivables - Trade, Net 682 667 606.85 643.54  Total Inventory 68 74 67.66 65.27  Prepaid Expenses - 30 32.74 -  Other Current Assets, Total 44 3 8.95 40.53"
Cash and Short Term Investments,928,838,845.31,720.03
Cash,-,-,-,-
Cash & Equivalents,928,838,845.31,720.03
Short Term Investments,-,-,-,-
"Total Receivables, Net",682,672,606.85,643.54
"Accounts Receivables - Trade, Net",682,667,606.85,643.54
Total Inventory,68,74,67.66,65.27
Prepaid Expenses,-,30,32.74,-
"Other Current Assets, Total",44,3,8.95,40.53
Total Assets,4064,3963,4399.04,4175.94
"Property/Plant/Equipment, Total - Net - 1554 1604.7 1535.47  Property/Plant/Equipment, Total - Gross - - 2280.15 2171.44  Accumulated Depreciation, Total - - -675.46 -635.97  Goodwill, Net 13 13 295.73 295.73  Intangibles, Net - 576 756.64 699.93  Long Term Investments 208 194 150.22 171.04  Note Receivable - Long Term - 5 - -  Other Long Term Assets, Total 2 1 30.24 4.39  Other Assets, Total -561 -587 - -","Property/Plant/Equipment, Total - Net - 1554 1604.7 1535.47  Property/Plant/Equipment, Total - Gross - - 2280.15 2171.44  Accumulated Depreciation, Total - - -675.46 -635.97  Goodwill, Net 13 13 295.73 295.73  Intangibles, Net - 576 756.64 699.93  Long Term Investments 208 194 150.22 171.04  Note Receivable - Long Term - 5 - -  Other Long Term Assets, Total 2 1 30.24 4.39  Other Assets, Total -561 -587 - -","Property/Plant/Equipment, Total - Net - 1554 1604.7 1535.47  Property/Plant/Equipment, Total - Gross - - 2280.15 2171.44  Accumulated Depreciation, Total - - -675.46 -635.97  Goodwill, Net 13 13 295.73 295.73  Intangibles, Net - 576 756.64 699.93  Long Term Investments 208 194 150.22 171.04  Note Receivable - Long Term - 5 - -  Other Long Term Assets, Total 2 1 30.24 4.39  Other Assets, Total -561 -587 - -","Property/Plant/Equipment, Total - Net - 1554 1604.7 1535.47  Property/Plant/Equipment, Total - Gross - - 2280.15 2171.44  Accumulated Depreciation, Total - - -675.46 -635.97  Goodwill, Net 13 13 295.73 295.73  Intangibles, Net - 576 756.64 699.93  Long Term Investments 208 194 150.22 171.04  Note Receivable - Long Term - 5 - -  Other Long Term Assets, Total 2 1 30.24 4.39  Other Assets, Total -561 -587 - -","Property/Plant/Equipment, Total - Net - 1554 1604.7 1535.47  Property/Plant/Equipment, Total - Gross - - 2280.15 2171.44  Accumulated Depreciation, Total - - -675.46 -635.97  Goodwill, Net 13 13 295.73 295.73  Intangibles, Net - 576 756.64 699.93  Long Term Investments 208 194 150.22 171.04  Note Receivable - Long Term - 5 - -  Other Long Term Assets, Total 2 1 30.24 4.39  Other Assets, Total -561 -587 - -"
"Property/Plant/Equipment, Total - Net",-,1554,1604.7,1535.47
"Property/Plant/Equipment, Total - Gross",-,-,2280.15,2171.44
"Accumulated Depreciation, Total",-,-,-675.46,-635.97
"Goodwill, Net",13,13,295.73,295.73
"Intangibles, Net",-,576,756.64,699.93
Long Term Investments,208,194,150.22,171.04
Note Receivable - Long Term,-,5,-,-
"Other Long Term Assets, Total",2,1,30.24,4.39
"Other Assets, Total",-561,-587,-,-
Total Current Liabilities,1156,1081,1079.3,942.29
"Accounts Payable 600 495 80.32 84.26  Payable/Accrued - - - -  Accrued Expenses - 42 - -  Notes Payable/Short Term Debt - 181 181.01 -  Current Port. of LT Debt/Capital Leases - 181.01 40.16 135.61  Other Current liabilities, Total 393 363 777.81 722.42","Accounts Payable 600 495 80.32 84.26  Payable/Accrued - - - -  Accrued Expenses - 42 - -  Notes Payable/Short Term Debt - 181 181.01 -  Current Port. of LT Debt/Capital Leases - 181.01 40.16 135.61  Other Current liabilities, Total 393 363 777.81 722.42","Accounts Payable 600 495 80.32 84.26  Payable/Accrued - - - -  Accrued Expenses - 42 - -  Notes Payable/Short Term Debt - 181 181.01 -  Current Port. of LT Debt/Capital Leases - 181.01 40.16 135.61  Other Current liabilities, Total 393 363 777.81 722.42","Accounts Payable 600 495 80.32 84.26  Payable/Accrued - - - -  Accrued Expenses - 42 - -  Notes Payable/Short Term Debt - 181 181.01 -  Current Port. of LT Debt/Capital Leases - 181.01 40.16 135.61  Other Current liabilities, Total 393 363 777.81 722.42","Accounts Payable 600 495 80.32 84.26  Payable/Accrued - - - -  Accrued Expenses - 42 - -  Notes Payable/Short Term Debt - 181 181.01 -  Current Port. of LT Debt/Capital Leases - 181.01 40.16 135.61  Other Current liabilities, Total 393 363 777.81 722.42"
Accounts Payable,600,495,80.32,84.26
Payable/Accrued,-,-,-,-
Accrued Expenses,-,42,-,-
Notes Payable/Short Term Debt,-,181,181.01,-
Current Port. of LT Debt/Capital Leases,-,181.01,40.16,135.61
"Other Current liabilities, Total",393,363,777.81,722.42
Total Liabilities,1520,1477,1507.32,1339.49
"Total Long Term Debt 63 76 177.89 150.16  Long Term Debt 63 76 89.47 102.48  Capital Lease Obligations - - 88.41 47.67  Deferred Income Tax 72 74 76.9 79.74  Minority Interest - - - -  Other Liabilities, Total 66 -192.44 173.24 167.31","Total Long Term Debt 63 76 177.89 150.16  Long Term Debt 63 76 89.47 102.48  Capital Lease Obligations - - 88.41 47.67  Deferred Income Tax 72 74 76.9 79.74  Minority Interest - - - -  Other Liabilities, Total 66 -192.44 173.24 167.31","Total Long Term Debt 63 76 177.89 150.16  Long Term Debt 63 76 89.47 102.48  Capital Lease Obligations - - 88.41 47.67  Deferred Income Tax 72 74 76.9 79.74  Minority Interest - - - -  Other Liabilities, Total 66 -192.44 173.24 167.31","Total Long Term Debt 63 76 177.89 150.16  Long Term Debt 63 76 89.47 102.48  Capital Lease Obligations - - 88.41 47.67  Deferred Income Tax 72 74 76.9 79.74  Minority Interest - - - -  Other Liabilities, Total 66 -192.44 173.24 167.31","Total Long Term Debt 63 76 177.89 150.16  Long Term Debt 63 76 89.47 102.48  Capital Lease Obligations - - 88.41 47.67  Deferred Income Tax 72 74 76.9 79.74  Minority Interest - - - -  Other Liabilities, Total 66 -192.44 173.24 167.31"
Total Long Term Debt,63,76,177.89,150.16
Long Term Debt,63,76,89.47,102.48
Capital Lease Obligations,-,-,88.41,47.67
Deferred Income Tax,72,74,76.9,79.74
Minority Interest,-,-,-,-
"Other Liabilities, Total",66,-192.44,173.24,167.31
Total Equity,2544,2486,2891.72,2836.45
