Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Current Assets,1836,1389,1413.93,1139.16
"Cash and Short Term Investments 1435 1145 1218.36 998.48  Cash - - - -  Cash & Equivalents 1435 1145 1218.36 998.48  Short Term Investments - - - -  Total Receivables, Net 215 181 150.43 109.23  Accounts Receivables - Trade, Net 215 181 150.43 109.23  Total Inventory 90 28 19.6 20.58  Prepaid Expenses 58 32 25.49 10.87  Other Current Assets, Total 38 3 0.05 -","Cash and Short Term Investments 1435 1145 1218.36 998.48  Cash - - - -  Cash & Equivalents 1435 1145 1218.36 998.48  Short Term Investments - - - -  Total Receivables, Net 215 181 150.43 109.23  Accounts Receivables - Trade, Net 215 181 150.43 109.23  Total Inventory 90 28 19.6 20.58  Prepaid Expenses 58 32 25.49 10.87  Other Current Assets, Total 38 3 0.05 -","Cash and Short Term Investments 1435 1145 1218.36 998.48  Cash - - - -  Cash & Equivalents 1435 1145 1218.36 998.48  Short Term Investments - - - -  Total Receivables, Net 215 181 150.43 109.23  Accounts Receivables - Trade, Net 215 181 150.43 109.23  Total Inventory 90 28 19.6 20.58  Prepaid Expenses 58 32 25.49 10.87  Other Current Assets, Total 38 3 0.05 -","Cash and Short Term Investments 1435 1145 1218.36 998.48  Cash - - - -  Cash & Equivalents 1435 1145 1218.36 998.48  Short Term Investments - - - -  Total Receivables, Net 215 181 150.43 109.23  Accounts Receivables - Trade, Net 215 181 150.43 109.23  Total Inventory 90 28 19.6 20.58  Prepaid Expenses 58 32 25.49 10.87  Other Current Assets, Total 38 3 0.05 -","Cash and Short Term Investments 1435 1145 1218.36 998.48  Cash - - - -  Cash & Equivalents 1435 1145 1218.36 998.48  Short Term Investments - - - -  Total Receivables, Net 215 181 150.43 109.23  Accounts Receivables - Trade, Net 215 181 150.43 109.23  Total Inventory 90 28 19.6 20.58  Prepaid Expenses 58 32 25.49 10.87  Other Current Assets, Total 38 3 0.05 -"
Cash and Short Term Investments,1435,1145,1218.36,998.48
Cash,-,-,-,-
Cash & Equivalents,1435,1145,1218.36,998.48
Short Term Investments,-,-,-,-
"Total Receivables, Net",215,181,150.43,109.23
"Accounts Receivables - Trade, Net",215,181,150.43,109.23
Total Inventory,90,28,19.6,20.58
Prepaid Expenses,58,32,25.49,10.87
"Other Current Assets, Total",38,3,0.05,-
Total Assets,2667,2170,1647.96,1310.13
