Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Current Assets,4921,2407.76,1863.62,1807.22
"Cash and Short Term Investments 2956 1638.3 908.06 953.12  Cash - - - -  Cash & Equivalents 2956 1638.3 908.06 953.12  Short Term Investments - - - -  Total Receivables, Net 1331 354.59 398.17 261.72  Accounts Receivables - Trade, Net 1331 354.59 397.79 261.72  Total Inventory 468 350.86 396.15 478.71  Prepaid Expenses 126 61.2 133.19 86.57  Other Current Assets, Total 40 2.81 28.04 27.11","Cash and Short Term Investments 2956 1638.3 908.06 953.12  Cash - - - -  Cash & Equivalents 2956 1638.3 908.06 953.12  Short Term Investments - - - -  Total Receivables, Net 1331 354.59 398.17 261.72  Accounts Receivables - Trade, Net 1331 354.59 397.79 261.72  Total Inventory 468 350.86 396.15 478.71  Prepaid Expenses 126 61.2 133.19 86.57  Other Current Assets, Total 40 2.81 28.04 27.11","Cash and Short Term Investments 2956 1638.3 908.06 953.12  Cash - - - -  Cash & Equivalents 2956 1638.3 908.06 953.12  Short Term Investments - - - -  Total Receivables, Net 1331 354.59 398.17 261.72  Accounts Receivables - Trade, Net 1331 354.59 397.79 261.72  Total Inventory 468 350.86 396.15 478.71  Prepaid Expenses 126 61.2 133.19 86.57  Other Current Assets, Total 40 2.81 28.04 27.11","Cash and Short Term Investments 2956 1638.3 908.06 953.12  Cash - - - -  Cash & Equivalents 2956 1638.3 908.06 953.12  Short Term Investments - - - -  Total Receivables, Net 1331 354.59 398.17 261.72  Accounts Receivables - Trade, Net 1331 354.59 397.79 261.72  Total Inventory 468 350.86 396.15 478.71  Prepaid Expenses 126 61.2 133.19 86.57  Other Current Assets, Total 40 2.81 28.04 27.11","Cash and Short Term Investments 2956 1638.3 908.06 953.12  Cash - - - -  Cash & Equivalents 2956 1638.3 908.06 953.12  Short Term Investments - - - -  Total Receivables, Net 1331 354.59 398.17 261.72  Accounts Receivables - Trade, Net 1331 354.59 397.79 261.72  Total Inventory 468 350.86 396.15 478.71  Prepaid Expenses 126 61.2 133.19 86.57  Other Current Assets, Total 40 2.81 28.04 27.11"
Cash and Short Term Investments,2956,1638.3,908.06,953.12
Cash,-,-,-,-
Cash & Equivalents,2956,1638.3,908.06,953.12
Short Term Investments,-,-,-,-
"Total Receivables, Net",1331,354.59,398.17,261.72
"Accounts Receivables - Trade, Net",1331,354.59,397.79,261.72
Total Inventory,468,350.86,396.15,478.71
Prepaid Expenses,126,61.2,133.19,86.57
"Other Current Assets, Total",40,2.81,28.04,27.11
Total Assets,6060,2594.51,2032.49,1909.24
