Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,17075,9792.92,8649.42,4328.07
"Cash and Short Term Investments 6941 5940.65 5613.85 2249.3  Cash - - - -  Cash & Equivalents 6941 5940.65 5613.85 2249.3  Short Term Investments - - - -  Total Receivables, Net 2593 2240.45 1848.66 1653.69  Accounts Receivables - Trade, Net 2593 2240.45 1848.66 1653.69  Total Inventory 2477 1111.27 747.88 3.36  Prepaid Expenses - - 400.79 377.95  Other Current Assets, Total 5064 500.55 38.24 43.76","Cash and Short Term Investments 6941 5940.65 5613.85 2249.3  Cash - - - -  Cash & Equivalents 6941 5940.65 5613.85 2249.3  Short Term Investments - - - -  Total Receivables, Net 2593 2240.45 1848.66 1653.69  Accounts Receivables - Trade, Net 2593 2240.45 1848.66 1653.69  Total Inventory 2477 1111.27 747.88 3.36  Prepaid Expenses - - 400.79 377.95  Other Current Assets, Total 5064 500.55 38.24 43.76","Cash and Short Term Investments 6941 5940.65 5613.85 2249.3  Cash - - - -  Cash & Equivalents 6941 5940.65 5613.85 2249.3  Short Term Investments - - - -  Total Receivables, Net 2593 2240.45 1848.66 1653.69  Accounts Receivables - Trade, Net 2593 2240.45 1848.66 1653.69  Total Inventory 2477 1111.27 747.88 3.36  Prepaid Expenses - - 400.79 377.95  Other Current Assets, Total 5064 500.55 38.24 43.76","Cash and Short Term Investments 6941 5940.65 5613.85 2249.3  Cash - - - -  Cash & Equivalents 6941 5940.65 5613.85 2249.3  Short Term Investments - - - -  Total Receivables, Net 2593 2240.45 1848.66 1653.69  Accounts Receivables - Trade, Net 2593 2240.45 1848.66 1653.69  Total Inventory 2477 1111.27 747.88 3.36  Prepaid Expenses - - 400.79 377.95  Other Current Assets, Total 5064 500.55 38.24 43.76","Cash and Short Term Investments 6941 5940.65 5613.85 2249.3  Cash - - - -  Cash & Equivalents 6941 5940.65 5613.85 2249.3  Short Term Investments - - - -  Total Receivables, Net 2593 2240.45 1848.66 1653.69  Accounts Receivables - Trade, Net 2593 2240.45 1848.66 1653.69  Total Inventory 2477 1111.27 747.88 3.36  Prepaid Expenses - - 400.79 377.95  Other Current Assets, Total 5064 500.55 38.24 43.76"
Cash and Short Term Investments,6941,5940.65,5613.85,2249.3
Cash,-,-,-,-
Cash & Equivalents,6941,5940.65,5613.85,2249.3
Short Term Investments,-,-,-,-
"Total Receivables, Net",2593,2240.45,1848.66,1653.69
"Accounts Receivables - Trade, Net",2593,2240.45,1848.66,1653.69
Total Inventory,2477,1111.27,747.88,3.36
Prepaid Expenses,-,-,400.79,377.95
