Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,87242,85067,79393,68685
"Cash and Short Term Investments 63441 64275 59772 42288  Cash - - - -  Cash & Equivalents 55078 55246 53593 42288  Short Term Investments 8363 9029 6179 -  Total Receivables, Net 2094 645 338 298  Accounts Receivables - Trade, Net 2094 645 338 298  Total Inventory 20555 18987 18238 16376  Prepaid Expenses 1092 1006 942 1040  Other Current Assets, Total 60 154 103 8683","Cash and Short Term Investments 63441 64275 59772 42288  Cash - - - -  Cash & Equivalents 55078 55246 53593 42288  Short Term Investments 8363 9029 6179 -  Total Receivables, Net 2094 645 338 298  Accounts Receivables - Trade, Net 2094 645 338 298  Total Inventory 20555 18987 18238 16376  Prepaid Expenses 1092 1006 942 1040  Other Current Assets, Total 60 154 103 8683","Cash and Short Term Investments 63441 64275 59772 42288  Cash - - - -  Cash & Equivalents 55078 55246 53593 42288  Short Term Investments 8363 9029 6179 -  Total Receivables, Net 2094 645 338 298  Accounts Receivables - Trade, Net 2094 645 338 298  Total Inventory 20555 18987 18238 16376  Prepaid Expenses 1092 1006 942 1040  Other Current Assets, Total 60 154 103 8683","Cash and Short Term Investments 63441 64275 59772 42288  Cash - - - -  Cash & Equivalents 55078 55246 53593 42288  Short Term Investments 8363 9029 6179 -  Total Receivables, Net 2094 645 338 298  Accounts Receivables - Trade, Net 2094 645 338 298  Total Inventory 20555 18987 18238 16376  Prepaid Expenses 1092 1006 942 1040  Other Current Assets, Total 60 154 103 8683","Cash and Short Term Investments 63441 64275 59772 42288  Cash - - - -  Cash & Equivalents 55078 55246 53593 42288  Short Term Investments 8363 9029 6179 -  Total Receivables, Net 2094 645 338 298  Accounts Receivables - Trade, Net 2094 645 338 298  Total Inventory 20555 18987 18238 16376  Prepaid Expenses 1092 1006 942 1040  Other Current Assets, Total 60 154 103 8683"
Cash and Short Term Investments,63441,64275,59772,42288
Cash,-,-,-,-
Cash & Equivalents,55078,55246,53593,42288
Short Term Investments,8363,9029,6179,-
"Total Receivables, Net",2094,645,338,298
"Accounts Receivables - Trade, Net",2094,645,338,298
Total Inventory,20555,18987,18238,16376
Prepaid Expenses,1092,1006,942,1040
"Other Current Assets, Total",60,154,103,8683
Total Assets,126857,122699,115394,101430
"Property/Plant/Equipment, Total - Net 23317 22034 21170 19155  Property/Plant/Equipment, Total - Gross - 52221 47847 42335  Accumulated Depreciation, Total - -30189 -26679 -23180  Goodwill, Net - - - -  Intangibles, Net 116 100 82 95  Long Term Investments 14947 14270 13526 256  Note Receivable - Long Term - 39 47 47  Other Long Term Assets, Total 1 2 2 13192  Other Assets, Total 28118 28751 25403 -","Property/Plant/Equipment, Total - Net 23317 22034 21170 19155  Property/Plant/Equipment, Total - Gross - 52221 47847 42335  Accumulated Depreciation, Total - -30189 -26679 -23180  Goodwill, Net - - - -  Intangibles, Net 116 100 82 95  Long Term Investments 14947 14270 13526 256  Note Receivable - Long Term - 39 47 47  Other Long Term Assets, Total 1 2 2 13192  Other Assets, Total 28118 28751 25403 -","Property/Plant/Equipment, Total - Net 23317 22034 21170 19155  Property/Plant/Equipment, Total - Gross - 52221 47847 42335  Accumulated Depreciation, Total - -30189 -26679 -23180  Goodwill, Net - - - -  Intangibles, Net 116 100 82 95  Long Term Investments 14947 14270 13526 256  Note Receivable - Long Term - 39 47 47  Other Long Term Assets, Total 1 2 2 13192  Other Assets, Total 28118 28751 25403 -","Property/Plant/Equipment, Total - Net 23317 22034 21170 19155  Property/Plant/Equipment, Total - Gross - 52221 47847 42335  Accumulated Depreciation, Total - -30189 -26679 -23180  Goodwill, Net - - - -  Intangibles, Net 116 100 82 95  Long Term Investments 14947 14270 13526 256  Note Receivable - Long Term - 39 47 47  Other Long Term Assets, Total 1 2 2 13192  Other Assets, Total 28118 28751 25403 -","Property/Plant/Equipment, Total - Net 23317 22034 21170 19155  Property/Plant/Equipment, Total - Gross - 52221 47847 42335  Accumulated Depreciation, Total - -30189 -26679 -23180  Goodwill, Net - - - -  Intangibles, Net 116 100 82 95  Long Term Investments 14947 14270 13526 256  Note Receivable - Long Term - 39 47 47  Other Long Term Assets, Total 1 2 2 13192  Other Assets, Total 28118 28751 25403 -"
"Property/Plant/Equipment, Total - Net",23317,22034,21170,19155
"Property/Plant/Equipment, Total - Gross",-,52221,47847,42335
"Accumulated Depreciation, Total",-,-30189,-26679,-23180
"Goodwill, Net",-,-,-,-
"Intangibles, Net",116,100,82,95
Long Term Investments,14947,14270,13526,256
Note Receivable - Long Term,-,39,47,47
"Other Long Term Assets, Total",1,2,2,13192
"Other Assets, Total",28118,28751,25403,-
Total Current Liabilities,21948,23365,23570,20644
