Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Current Assets,3594,3019.93,3828.06,3844.19
"Cash and Short Term Investments 1881 1293.01 2355.88 2406.92  Cash - - - -  Cash & Equivalents 1881 1293.01 2355.88 2406.92  Short Term Investments - - - -  Total Receivables, Net 1581 1137.96 870.4 919.59  Accounts Receivables - Trade, Net 1581 1084.76 791.99 809.45  Total Inventory 32 426 507.58 437.21  Prepaid Expenses 85 77.37 88.42 75.42  Other Current Assets, Total 15 85.59 5.79 5.05","Cash and Short Term Investments 1881 1293.01 2355.88 2406.92  Cash - - - -  Cash & Equivalents 1881 1293.01 2355.88 2406.92  Short Term Investments - - - -  Total Receivables, Net 1581 1137.96 870.4 919.59  Accounts Receivables - Trade, Net 1581 1084.76 791.99 809.45  Total Inventory 32 426 507.58 437.21  Prepaid Expenses 85 77.37 88.42 75.42  Other Current Assets, Total 15 85.59 5.79 5.05","Cash and Short Term Investments 1881 1293.01 2355.88 2406.92  Cash - - - -  Cash & Equivalents 1881 1293.01 2355.88 2406.92  Short Term Investments - - - -  Total Receivables, Net 1581 1137.96 870.4 919.59  Accounts Receivables - Trade, Net 1581 1084.76 791.99 809.45  Total Inventory 32 426 507.58 437.21  Prepaid Expenses 85 77.37 88.42 75.42  Other Current Assets, Total 15 85.59 5.79 5.05","Cash and Short Term Investments 1881 1293.01 2355.88 2406.92  Cash - - - -  Cash & Equivalents 1881 1293.01 2355.88 2406.92  Short Term Investments - - - -  Total Receivables, Net 1581 1137.96 870.4 919.59  Accounts Receivables - Trade, Net 1581 1084.76 791.99 809.45  Total Inventory 32 426 507.58 437.21  Prepaid Expenses 85 77.37 88.42 75.42  Other Current Assets, Total 15 85.59 5.79 5.05","Cash and Short Term Investments 1881 1293.01 2355.88 2406.92  Cash - - - -  Cash & Equivalents 1881 1293.01 2355.88 2406.92  Short Term Investments - - - -  Total Receivables, Net 1581 1137.96 870.4 919.59  Accounts Receivables - Trade, Net 1581 1084.76 791.99 809.45  Total Inventory 32 426 507.58 437.21  Prepaid Expenses 85 77.37 88.42 75.42  Other Current Assets, Total 15 85.59 5.79 5.05"
Cash and Short Term Investments,1881,1293.01,2355.88,2406.92
Cash,-,-,-,-
Cash & Equivalents,1881,1293.01,2355.88,2406.92
Short Term Investments,-,-,-,-
"Total Receivables, Net",1581,1137.96,870.4,919.59
"Accounts Receivables - Trade, Net",1581,1084.76,791.99,809.45
Total Inventory,32,426,507.58,437.21
Prepaid Expenses,85,77.37,88.42,75.42
"Other Current Assets, Total",15,85.59,5.79,5.05
Total Assets,7811,7274.45,5487.45,4768.37
"Property/Plant/Equipment, Total - Net 3659 3765.22 1051.79 398.57  Property/Plant/Equipment, Total - Gross - 3943.89 1411.91 736.96  Accumulated Depreciation, Total - -178.68 -360.12 -338.39  Goodwill, Net - - - -  Intangibles, Net 78 73.99 75.09 35.74  Long Term Investments 226 96.19 61.09 71.17  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 319.13 471.42 418.7  Other Assets, Total -1281 - - -","Property/Plant/Equipment, Total - Net 3659 3765.22 1051.79 398.57  Property/Plant/Equipment, Total - Gross - 3943.89 1411.91 736.96  Accumulated Depreciation, Total - -178.68 -360.12 -338.39  Goodwill, Net - - - -  Intangibles, Net 78 73.99 75.09 35.74  Long Term Investments 226 96.19 61.09 71.17  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 319.13 471.42 418.7  Other Assets, Total -1281 - - -","Property/Plant/Equipment, Total - Net 3659 3765.22 1051.79 398.57  Property/Plant/Equipment, Total - Gross - 3943.89 1411.91 736.96  Accumulated Depreciation, Total - -178.68 -360.12 -338.39  Goodwill, Net - - - -  Intangibles, Net 78 73.99 75.09 35.74  Long Term Investments 226 96.19 61.09 71.17  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 319.13 471.42 418.7  Other Assets, Total -1281 - - -","Property/Plant/Equipment, Total - Net 3659 3765.22 1051.79 398.57  Property/Plant/Equipment, Total - Gross - 3943.89 1411.91 736.96  Accumulated Depreciation, Total - -178.68 -360.12 -338.39  Goodwill, Net - - - -  Intangibles, Net 78 73.99 75.09 35.74  Long Term Investments 226 96.19 61.09 71.17  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 319.13 471.42 418.7  Other Assets, Total -1281 - - -","Property/Plant/Equipment, Total - Net 3659 3765.22 1051.79 398.57  Property/Plant/Equipment, Total - Gross - 3943.89 1411.91 736.96  Accumulated Depreciation, Total - -178.68 -360.12 -338.39  Goodwill, Net - - - -  Intangibles, Net 78 73.99 75.09 35.74  Long Term Investments 226 96.19 61.09 71.17  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 319.13 471.42 418.7  Other Assets, Total -1281 - - -"
"Property/Plant/Equipment, Total - Net",3659,3765.22,1051.79,398.57
"Property/Plant/Equipment, Total - Gross",-,3943.89,1411.91,736.96
"Accumulated Depreciation, Total",-,-178.68,-360.12,-338.39
"Goodwill, Net",-,-,-,-
"Intangibles, Net",78,73.99,75.09,35.74
Long Term Investments,226,96.19,61.09,71.17
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,319.13,471.42,418.7
"Other Assets, Total",-1281,-,-,-
Total Current Liabilities,1841,1340.05,1397.66,1332.71
"Accounts Payable 238 185.59 226.58 245.14  Payable/Accrued - - - -  Accrued Expenses 538 434.6 561.2 571.67  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 329 352.92 110.7 128.71  Other Current liabilities, Total 736 366.94 499.19 387.19","Accounts Payable 238 185.59 226.58 245.14  Payable/Accrued - - - -  Accrued Expenses 538 434.6 561.2 571.67  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 329 352.92 110.7 128.71  Other Current liabilities, Total 736 366.94 499.19 387.19","Accounts Payable 238 185.59 226.58 245.14  Payable/Accrued - - - -  Accrued Expenses 538 434.6 561.2 571.67  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 329 352.92 110.7 128.71  Other Current liabilities, Total 736 366.94 499.19 387.19","Accounts Payable 238 185.59 226.58 245.14  Payable/Accrued - - - -  Accrued Expenses 538 434.6 561.2 571.67  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 329 352.92 110.7 128.71  Other Current liabilities, Total 736 366.94 499.19 387.19","Accounts Payable 238 185.59 226.58 245.14  Payable/Accrued - - - -  Accrued Expenses 538 434.6 561.2 571.67  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 329 352.92 110.7 128.71  Other Current liabilities, Total 736 366.94 499.19 387.19"
Accounts Payable,238,185.59,226.58,245.14
Payable/Accrued,-,-,-,-
Accrued Expenses,538,434.6,561.2,571.67
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,329,352.92,110.7,128.71
"Other Current liabilities, Total",736,366.94,499.19,387.19
Total Liabilities,3729,3493.17,2018.19,1980
