Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,5808,5459,4976.57,6717.39
"Cash and Short Term Investments 4820 4545 4170.72 5970.45  Cash - - - -  Cash & Equivalents 4820 4545 4170.72 5940.46  Short Term Investments - - - 29.98  Total Receivables, Net 394 483 353.38 386.28  Accounts Receivables - Trade, Net 394 483 353.38 386.28  Total Inventory 88 96 73.12 83.29  Prepaid Expenses 191 188 208.75 182.79  Other Current Assets, Total 315 147 170.61 94.58","Cash and Short Term Investments 4820 4545 4170.72 5970.45  Cash - - - -  Cash & Equivalents 4820 4545 4170.72 5940.46  Short Term Investments - - - 29.98  Total Receivables, Net 394 483 353.38 386.28  Accounts Receivables - Trade, Net 394 483 353.38 386.28  Total Inventory 88 96 73.12 83.29  Prepaid Expenses 191 188 208.75 182.79  Other Current Assets, Total 315 147 170.61 94.58","Cash and Short Term Investments 4820 4545 4170.72 5970.45  Cash - - - -  Cash & Equivalents 4820 4545 4170.72 5940.46  Short Term Investments - - - 29.98  Total Receivables, Net 394 483 353.38 386.28  Accounts Receivables - Trade, Net 394 483 353.38 386.28  Total Inventory 88 96 73.12 83.29  Prepaid Expenses 191 188 208.75 182.79  Other Current Assets, Total 315 147 170.61 94.58","Cash and Short Term Investments 4820 4545 4170.72 5970.45  Cash - - - -  Cash & Equivalents 4820 4545 4170.72 5940.46  Short Term Investments - - - 29.98  Total Receivables, Net 394 483 353.38 386.28  Accounts Receivables - Trade, Net 394 483 353.38 386.28  Total Inventory 88 96 73.12 83.29  Prepaid Expenses 191 188 208.75 182.79  Other Current Assets, Total 315 147 170.61 94.58","Cash and Short Term Investments 4820 4545 4170.72 5970.45  Cash - - - -  Cash & Equivalents 4820 4545 4170.72 5940.46  Short Term Investments - - - 29.98  Total Receivables, Net 394 483 353.38 386.28  Accounts Receivables - Trade, Net 394 483 353.38 386.28  Total Inventory 88 96 73.12 83.29  Prepaid Expenses 191 188 208.75 182.79  Other Current Assets, Total 315 147 170.61 94.58"
Cash and Short Term Investments,4820,4545,4170.72,5970.45
Cash,-,-,-,-
Cash & Equivalents,4820,4545,4170.72,5940.46
Short Term Investments,-,-,-,29.98
"Total Receivables, Net",394,483,353.38,386.28
"Accounts Receivables - Trade, Net",394,483,353.38,386.28
Total Inventory,88,96,73.12,83.29
Prepaid Expenses,191,188,208.75,182.79
"Other Current Assets, Total",315,147,170.61,94.58
Total Assets,11482,10178,9853.14,9802.64
"Property/Plant/Equipment, Total - Net 403 427 482.85 443.61  Property/Plant/Equipment, Total - Gross - 1468.78 1503.32 1241.43  Accumulated Depreciation, Total - -1041.01 -1020.47 -797.82  Goodwill, Net 655 715 774.52 106.31  Intangibles, Net 1155 1147 1212.73 469.1  Long Term Investments 2778 1804 69.96 6.46  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 2336.52 2059.76  Other Assets, Total 691 384 - -","Property/Plant/Equipment, Total - Net 403 427 482.85 443.61  Property/Plant/Equipment, Total - Gross - 1468.78 1503.32 1241.43  Accumulated Depreciation, Total - -1041.01 -1020.47 -797.82  Goodwill, Net 655 715 774.52 106.31  Intangibles, Net 1155 1147 1212.73 469.1  Long Term Investments 2778 1804 69.96 6.46  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 2336.52 2059.76  Other Assets, Total 691 384 - -","Property/Plant/Equipment, Total - Net 403 427 482.85 443.61  Property/Plant/Equipment, Total - Gross - 1468.78 1503.32 1241.43  Accumulated Depreciation, Total - -1041.01 -1020.47 -797.82  Goodwill, Net 655 715 774.52 106.31  Intangibles, Net 1155 1147 1212.73 469.1  Long Term Investments 2778 1804 69.96 6.46  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 2336.52 2059.76  Other Assets, Total 691 384 - -","Property/Plant/Equipment, Total - Net 403 427 482.85 443.61  Property/Plant/Equipment, Total - Gross - 1468.78 1503.32 1241.43  Accumulated Depreciation, Total - -1041.01 -1020.47 -797.82  Goodwill, Net 655 715 774.52 106.31  Intangibles, Net 1155 1147 1212.73 469.1  Long Term Investments 2778 1804 69.96 6.46  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 2336.52 2059.76  Other Assets, Total 691 384 - -","Property/Plant/Equipment, Total - Net 403 427 482.85 443.61  Property/Plant/Equipment, Total - Gross - 1468.78 1503.32 1241.43  Accumulated Depreciation, Total - -1041.01 -1020.47 -797.82  Goodwill, Net 655 715 774.52 106.31  Intangibles, Net 1155 1147 1212.73 469.1  Long Term Investments 2778 1804 69.96 6.46  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 2336.52 2059.76  Other Assets, Total 691 384 - -"
"Property/Plant/Equipment, Total - Net",403,427,482.85,443.61
"Property/Plant/Equipment, Total - Gross",-,1468.78,1503.32,1241.43
"Accumulated Depreciation, Total",-,-1041.01,-1020.47,-797.82
"Goodwill, Net",655,715,774.52,106.31
"Intangibles, Net",1155,1147,1212.73,469.1
Long Term Investments,2778,1804,69.96,6.46
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,2,2336.52,2059.76
"Other Assets, Total",691,384,-,-
Total Current Liabilities,3597,2557,2528.25,2655.51
"Accounts Payable 297 309 272.37 456.96  Payable/Accrued - - - -  Accrued Expenses 1011 1185 1224.16 1245.69  Notes Payable/Short Term Debt 1000 - - -  Current Port. of LT Debt/Capital Leases 3 3 6.22 6.16  Other Current liabilities, Total 1286 1060 1025.5 946.7","Accounts Payable 297 309 272.37 456.96  Payable/Accrued - - - -  Accrued Expenses 1011 1185 1224.16 1245.69  Notes Payable/Short Term Debt 1000 - - -  Current Port. of LT Debt/Capital Leases 3 3 6.22 6.16  Other Current liabilities, Total 1286 1060 1025.5 946.7","Accounts Payable 297 309 272.37 456.96  Payable/Accrued - - - -  Accrued Expenses 1011 1185 1224.16 1245.69  Notes Payable/Short Term Debt 1000 - - -  Current Port. of LT Debt/Capital Leases 3 3 6.22 6.16  Other Current liabilities, Total 1286 1060 1025.5 946.7","Accounts Payable 297 309 272.37 456.96  Payable/Accrued - - - -  Accrued Expenses 1011 1185 1224.16 1245.69  Notes Payable/Short Term Debt 1000 - - -  Current Port. of LT Debt/Capital Leases 3 3 6.22 6.16  Other Current liabilities, Total 1286 1060 1025.5 946.7","Accounts Payable 297 309 272.37 456.96  Payable/Accrued - - - -  Accrued Expenses 1011 1185 1224.16 1245.69  Notes Payable/Short Term Debt 1000 - - -  Current Port. of LT Debt/Capital Leases 3 3 6.22 6.16  Other Current liabilities, Total 1286 1060 1025.5 946.7"
Accounts Payable,297,309,272.37,456.96
Payable/Accrued,-,-,-,-
Accrued Expenses,1011,1185,1224.16,1245.69
Notes Payable/Short Term Debt,1000,-,-,-
Current Port. of LT Debt/Capital Leases,3,3,6.22,6.16
"Other Current liabilities, Total",1286,1060,1025.5,946.7
Total Liabilities,4464,3390,3340.58,3342.86
"Total Long Term Debt 17 5 9.01 15.23  Long Term Debt - - - -  Capital Lease Obligations 17 5 9.01 15.23  Deferred Income Tax 29 34 40.71 -  Minority Interest - - - -  Other Liabilities, Total -179 794 762.61 672.12","Total Long Term Debt 17 5 9.01 15.23  Long Term Debt - - - -  Capital Lease Obligations 17 5 9.01 15.23  Deferred Income Tax 29 34 40.71 -  Minority Interest - - - -  Other Liabilities, Total -179 794 762.61 672.12","Total Long Term Debt 17 5 9.01 15.23  Long Term Debt - - - -  Capital Lease Obligations 17 5 9.01 15.23  Deferred Income Tax 29 34 40.71 -  Minority Interest - - - -  Other Liabilities, Total -179 794 762.61 672.12","Total Long Term Debt 17 5 9.01 15.23  Long Term Debt - - - -  Capital Lease Obligations 17 5 9.01 15.23  Deferred Income Tax 29 34 40.71 -  Minority Interest - - - -  Other Liabilities, Total -179 794 762.61 672.12","Total Long Term Debt 17 5 9.01 15.23  Long Term Debt - - - -  Capital Lease Obligations 17 5 9.01 15.23  Deferred Income Tax 29 34 40.71 -  Minority Interest - - - -  Other Liabilities, Total -179 794 762.61 672.12"
Total Long Term Debt,17,5,9.01,15.23
Long Term Debt,-,-,-,-
Capital Lease Obligations,17,5,9.01,15.23
Deferred Income Tax,29,34,40.71,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-179,794,762.61,672.12
Total Equity,7018,6788,6512.56,6459.77
