Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,4701,5095,4938.33,5238.32
"Cash and Short Term Investments 2805 3458 3375.81 3657.24  Cash - - - -  Cash & Equivalents 2805 3458 3375.81 3657.24  Short Term Investments - - - -  Total Receivables, Net 1244 1106 1194.52 1210.11  Accounts Receivables - Trade, Net 1244 1106 716.66 708.89  Total Inventory 634 518 353.66 358.47  Prepaid Expenses 10 9 12.6 9.77  Other Current Assets, Total 8 4 1.75 2.73","Cash and Short Term Investments 2805 3458 3375.81 3657.24  Cash - - - -  Cash & Equivalents 2805 3458 3375.81 3657.24  Short Term Investments - - - -  Total Receivables, Net 1244 1106 1194.52 1210.11  Accounts Receivables - Trade, Net 1244 1106 716.66 708.89  Total Inventory 634 518 353.66 358.47  Prepaid Expenses 10 9 12.6 9.77  Other Current Assets, Total 8 4 1.75 2.73","Cash and Short Term Investments 2805 3458 3375.81 3657.24  Cash - - - -  Cash & Equivalents 2805 3458 3375.81 3657.24  Short Term Investments - - - -  Total Receivables, Net 1244 1106 1194.52 1210.11  Accounts Receivables - Trade, Net 1244 1106 716.66 708.89  Total Inventory 634 518 353.66 358.47  Prepaid Expenses 10 9 12.6 9.77  Other Current Assets, Total 8 4 1.75 2.73","Cash and Short Term Investments 2805 3458 3375.81 3657.24  Cash - - - -  Cash & Equivalents 2805 3458 3375.81 3657.24  Short Term Investments - - - -  Total Receivables, Net 1244 1106 1194.52 1210.11  Accounts Receivables - Trade, Net 1244 1106 716.66 708.89  Total Inventory 634 518 353.66 358.47  Prepaid Expenses 10 9 12.6 9.77  Other Current Assets, Total 8 4 1.75 2.73","Cash and Short Term Investments 2805 3458 3375.81 3657.24  Cash - - - -  Cash & Equivalents 2805 3458 3375.81 3657.24  Short Term Investments - - - -  Total Receivables, Net 1244 1106 1194.52 1210.11  Accounts Receivables - Trade, Net 1244 1106 716.66 708.89  Total Inventory 634 518 353.66 358.47  Prepaid Expenses 10 9 12.6 9.77  Other Current Assets, Total 8 4 1.75 2.73"
Cash and Short Term Investments,2805,3458,3375.81,3657.24
Cash,-,-,-,-
Cash & Equivalents,2805,3458,3375.81,3657.24
Short Term Investments,-,-,-,-
"Total Receivables, Net",1244,1106,1194.52,1210.11
"Accounts Receivables - Trade, Net",1244,1106,716.66,708.89
Total Inventory,634,518,353.66,358.47
Prepaid Expenses,10,9,12.6,9.77
"Other Current Assets, Total",8,4,1.75,2.73
Total Assets,7270,7753,7507.12,7598.18
"Property/Plant/Equipment, Total - Net 2289 2371 2285.89 2098.4  Property/Plant/Equipment, Total - Gross - 5050.72 4829.18 4865.9  Accumulated Depreciation, Total - -2679.11 -2543.29 -2767.5  Goodwill, Net - - - -  Intangibles, Net 5 10 11.26 11.85  Long Term Investments 202 202 205.54 166.47  Note Receivable - Long Term - 7.88 1.66 6.26  Other Long Term Assets, Total 1 71.66 64.44 76.88  Other Assets, Total -530 -512 - -","Property/Plant/Equipment, Total - Net 2289 2371 2285.89 2098.4  Property/Plant/Equipment, Total - Gross - 5050.72 4829.18 4865.9  Accumulated Depreciation, Total - -2679.11 -2543.29 -2767.5  Goodwill, Net - - - -  Intangibles, Net 5 10 11.26 11.85  Long Term Investments 202 202 205.54 166.47  Note Receivable - Long Term - 7.88 1.66 6.26  Other Long Term Assets, Total 1 71.66 64.44 76.88  Other Assets, Total -530 -512 - -","Property/Plant/Equipment, Total - Net 2289 2371 2285.89 2098.4  Property/Plant/Equipment, Total - Gross - 5050.72 4829.18 4865.9  Accumulated Depreciation, Total - -2679.11 -2543.29 -2767.5  Goodwill, Net - - - -  Intangibles, Net 5 10 11.26 11.85  Long Term Investments 202 202 205.54 166.47  Note Receivable - Long Term - 7.88 1.66 6.26  Other Long Term Assets, Total 1 71.66 64.44 76.88  Other Assets, Total -530 -512 - -","Property/Plant/Equipment, Total - Net 2289 2371 2285.89 2098.4  Property/Plant/Equipment, Total - Gross - 5050.72 4829.18 4865.9  Accumulated Depreciation, Total - -2679.11 -2543.29 -2767.5  Goodwill, Net - - - -  Intangibles, Net 5 10 11.26 11.85  Long Term Investments 202 202 205.54 166.47  Note Receivable - Long Term - 7.88 1.66 6.26  Other Long Term Assets, Total 1 71.66 64.44 76.88  Other Assets, Total -530 -512 - -","Property/Plant/Equipment, Total - Net 2289 2371 2285.89 2098.4  Property/Plant/Equipment, Total - Gross - 5050.72 4829.18 4865.9  Accumulated Depreciation, Total - -2679.11 -2543.29 -2767.5  Goodwill, Net - - - -  Intangibles, Net 5 10 11.26 11.85  Long Term Investments 202 202 205.54 166.47  Note Receivable - Long Term - 7.88 1.66 6.26  Other Long Term Assets, Total 1 71.66 64.44 76.88  Other Assets, Total -530 -512 - -"
"Property/Plant/Equipment, Total - Net",2289,2371,2285.89,2098.4
"Property/Plant/Equipment, Total - Gross",-,5050.72,4829.18,4865.9
"Accumulated Depreciation, Total",-,-2679.11,-2543.29,-2767.5
"Goodwill, Net",-,-,-,-
"Intangibles, Net",5,10,11.26,11.85
Long Term Investments,202,202,205.54,166.47
Note Receivable - Long Term,-,7.88,1.66,6.26
"Other Long Term Assets, Total",1,71.66,64.44,76.88
"Other Assets, Total",-530,-512,-,-
Total Current Liabilities,1725,1484,1419.73,1680.65
"Accounts Payable 1366 1157.99 1149.07 1258.48  Payable/Accrued - - - -  Accrued Expenses 147 144 156.21 206.16  Notes Payable/Short Term Debt 16 - - -  Current Port. of LT Debt/Capital Leases 20 20 5.09 35.18  Other Current liabilities, Total 176 154 109.35 180.83","Accounts Payable 1366 1157.99 1149.07 1258.48  Payable/Accrued - - - -  Accrued Expenses 147 144 156.21 206.16  Notes Payable/Short Term Debt 16 - - -  Current Port. of LT Debt/Capital Leases 20 20 5.09 35.18  Other Current liabilities, Total 176 154 109.35 180.83","Accounts Payable 1366 1157.99 1149.07 1258.48  Payable/Accrued - - - -  Accrued Expenses 147 144 156.21 206.16  Notes Payable/Short Term Debt 16 - - -  Current Port. of LT Debt/Capital Leases 20 20 5.09 35.18  Other Current liabilities, Total 176 154 109.35 180.83","Accounts Payable 1366 1157.99 1149.07 1258.48  Payable/Accrued - - - -  Accrued Expenses 147 144 156.21 206.16  Notes Payable/Short Term Debt 16 - - -  Current Port. of LT Debt/Capital Leases 20 20 5.09 35.18  Other Current liabilities, Total 176 154 109.35 180.83","Accounts Payable 1366 1157.99 1149.07 1258.48  Payable/Accrued - - - -  Accrued Expenses 147 144 156.21 206.16  Notes Payable/Short Term Debt 16 - - -  Current Port. of LT Debt/Capital Leases 20 20 5.09 35.18  Other Current liabilities, Total 176 154 109.35 180.83"
Accounts Payable,1366,1157.99,1149.07,1258.48
Payable/Accrued,-,-,-,-
Accrued Expenses,147,144,156.21,206.16
Notes Payable/Short Term Debt,16,-,-,-
Current Port. of LT Debt/Capital Leases,20,20,5.09,35.18
"Other Current liabilities, Total",176,154,109.35,180.83
Total Liabilities,2422,2206,2034.03,2269.81
"Total Long Term Debt 85 106 29.85 -  Long Term Debt - - - -  Capital Lease Obligations 85 106 29.85 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 596 608 584.45 589.16","Total Long Term Debt 85 106 29.85 -  Long Term Debt - - - -  Capital Lease Obligations 85 106 29.85 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 596 608 584.45 589.16","Total Long Term Debt 85 106 29.85 -  Long Term Debt - - - -  Capital Lease Obligations 85 106 29.85 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 596 608 584.45 589.16","Total Long Term Debt 85 106 29.85 -  Long Term Debt - - - -  Capital Lease Obligations 85 106 29.85 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 596 608 584.45 589.16","Total Long Term Debt 85 106 29.85 -  Long Term Debt - - - -  Capital Lease Obligations 85 106 29.85 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 596 608 584.45 589.16"
Total Long Term Debt,85,106,29.85,-
Long Term Debt,-,-,-,-
Capital Lease Obligations,85,106,29.85,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",596,608,584.45,589.16
Total Equity,-,5547.92,5473.09,5328.37
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 554 554 554 554  Additional Paid-In Capital 566 566 566.03 566.03  Retained Earnings (Accumulated Deficit) 3694 4435.28 4353.13 4237.45  Treasury Stock - Common - -41.03 -41.03 -41.03  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 33.64 40.95 11.92  Other Equity, Total 34 33 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 554 554 554 554  Additional Paid-In Capital 566 566 566.03 566.03  Retained Earnings (Accumulated Deficit) 3694 4435.28 4353.13 4237.45  Treasury Stock - Common - -41.03 -41.03 -41.03  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 33.64 40.95 11.92  Other Equity, Total 34 33 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 554 554 554 554  Additional Paid-In Capital 566 566 566.03 566.03  Retained Earnings (Accumulated Deficit) 3694 4435.28 4353.13 4237.45  Treasury Stock - Common - -41.03 -41.03 -41.03  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 33.64 40.95 11.92  Other Equity, Total 34 33 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 554 554 554 554  Additional Paid-In Capital 566 566 566.03 566.03  Retained Earnings (Accumulated Deficit) 3694 4435.28 4353.13 4237.45  Treasury Stock - Common - -41.03 -41.03 -41.03  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 33.64 40.95 11.92  Other Equity, Total 34 33 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 554 554 554 554  Additional Paid-In Capital 566 566 566.03 566.03  Retained Earnings (Accumulated Deficit) 3694 4435.28 4353.13 4237.45  Treasury Stock - Common - -41.03 -41.03 -41.03  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 33.64 40.95 11.92  Other Equity, Total 34 33 - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",554,554,554,554
Additional Paid-In Capital,566,566,566.03,566.03
Retained Earnings (Accumulated Deficit),3694,4435.28,4353.13,4237.45
Treasury Stock - Common,-,-41.03,-41.03,-41.03
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,33.64,40.95,11.92
"Other Equity, Total",34,33,-,-
Total Liabilities & Shareholders' Equity,7270,7753,7507.12,7598.18
Total Common Shares Outstanding,3.57,4.81,4.81,4.81
Total Preferred Shares Outstanding,-,-,-,-
