Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Current Assets,4075,4212.49,3143.45,3310.86
"Cash and Short Term Investments 3558 3530.04 2684.86 2708.93  Cash - - - -  Cash & Equivalents 3558 3530.04 2684.86 2708.93  Short Term Investments - - - -  Total Receivables, Net 449 627.79 396.4 529.53  Accounts Receivables - Trade, Net 446 384.07 371.63 341.31  Total Inventory - - - -  Prepaid Expenses 50 49.35 55.66 61.42  Other Current Assets, Total 18 5.32 6.53 10.97","Cash and Short Term Investments 3558 3530.04 2684.86 2708.93  Cash - - - -  Cash & Equivalents 3558 3530.04 2684.86 2708.93  Short Term Investments - - - -  Total Receivables, Net 449 627.79 396.4 529.53  Accounts Receivables - Trade, Net 446 384.07 371.63 341.31  Total Inventory - - - -  Prepaid Expenses 50 49.35 55.66 61.42  Other Current Assets, Total 18 5.32 6.53 10.97","Cash and Short Term Investments 3558 3530.04 2684.86 2708.93  Cash - - - -  Cash & Equivalents 3558 3530.04 2684.86 2708.93  Short Term Investments - - - -  Total Receivables, Net 449 627.79 396.4 529.53  Accounts Receivables - Trade, Net 446 384.07 371.63 341.31  Total Inventory - - - -  Prepaid Expenses 50 49.35 55.66 61.42  Other Current Assets, Total 18 5.32 6.53 10.97","Cash and Short Term Investments 3558 3530.04 2684.86 2708.93  Cash - - - -  Cash & Equivalents 3558 3530.04 2684.86 2708.93  Short Term Investments - - - -  Total Receivables, Net 449 627.79 396.4 529.53  Accounts Receivables - Trade, Net 446 384.07 371.63 341.31  Total Inventory - - - -  Prepaid Expenses 50 49.35 55.66 61.42  Other Current Assets, Total 18 5.32 6.53 10.97","Cash and Short Term Investments 3558 3530.04 2684.86 2708.93  Cash - - - -  Cash & Equivalents 3558 3530.04 2684.86 2708.93  Short Term Investments - - - -  Total Receivables, Net 449 627.79 396.4 529.53  Accounts Receivables - Trade, Net 446 384.07 371.63 341.31  Total Inventory - - - -  Prepaid Expenses 50 49.35 55.66 61.42  Other Current Assets, Total 18 5.32 6.53 10.97"
Cash and Short Term Investments,3558,3530.04,2684.86,2708.93
Cash,-,-,-,-
Cash & Equivalents,3558,3530.04,2684.86,2708.93
Short Term Investments,-,-,-,-
"Total Receivables, Net",449,627.79,396.4,529.53
"Accounts Receivables - Trade, Net",446,384.07,371.63,341.31
Total Inventory,-,-,-,-
Prepaid Expenses,50,49.35,55.66,61.42
"Other Current Assets, Total",18,5.32,6.53,10.97
Total Assets,4882,4818.47,3829.1,3765.84
"Property/Plant/Equipment, Total - Net 92 122.92 57.82 94.13  Property/Plant/Equipment, Total - Gross - 200 187.24 196.9  Accumulated Depreciation, Total - -77.08 -129.42 -102.77  Goodwill, Net 305 94.23 120.76 -  Intangibles, Net - 0.06 0.02 0.05  Long Term Investments 312 145.3 124.47 87.78  Note Receivable - Long Term 3 - - -  Other Long Term Assets, Total - 243.53 382.58 273.03  Other Assets, Total -333 - - -","Property/Plant/Equipment, Total - Net 92 122.92 57.82 94.13  Property/Plant/Equipment, Total - Gross - 200 187.24 196.9  Accumulated Depreciation, Total - -77.08 -129.42 -102.77  Goodwill, Net 305 94.23 120.76 -  Intangibles, Net - 0.06 0.02 0.05  Long Term Investments 312 145.3 124.47 87.78  Note Receivable - Long Term 3 - - -  Other Long Term Assets, Total - 243.53 382.58 273.03  Other Assets, Total -333 - - -","Property/Plant/Equipment, Total - Net 92 122.92 57.82 94.13  Property/Plant/Equipment, Total - Gross - 200 187.24 196.9  Accumulated Depreciation, Total - -77.08 -129.42 -102.77  Goodwill, Net 305 94.23 120.76 -  Intangibles, Net - 0.06 0.02 0.05  Long Term Investments 312 145.3 124.47 87.78  Note Receivable - Long Term 3 - - -  Other Long Term Assets, Total - 243.53 382.58 273.03  Other Assets, Total -333 - - -","Property/Plant/Equipment, Total - Net 92 122.92 57.82 94.13  Property/Plant/Equipment, Total - Gross - 200 187.24 196.9  Accumulated Depreciation, Total - -77.08 -129.42 -102.77  Goodwill, Net 305 94.23 120.76 -  Intangibles, Net - 0.06 0.02 0.05  Long Term Investments 312 145.3 124.47 87.78  Note Receivable - Long Term 3 - - -  Other Long Term Assets, Total - 243.53 382.58 273.03  Other Assets, Total -333 - - -","Property/Plant/Equipment, Total - Net 92 122.92 57.82 94.13  Property/Plant/Equipment, Total - Gross - 200 187.24 196.9  Accumulated Depreciation, Total - -77.08 -129.42 -102.77  Goodwill, Net 305 94.23 120.76 -  Intangibles, Net - 0.06 0.02 0.05  Long Term Investments 312 145.3 124.47 87.78  Note Receivable - Long Term 3 - - -  Other Long Term Assets, Total - 243.53 382.58 273.03  Other Assets, Total -333 - - -"
"Property/Plant/Equipment, Total - Net",92,122.92,57.82,94.13
"Property/Plant/Equipment, Total - Gross",-,200,187.24,196.9
"Accumulated Depreciation, Total",-,-77.08,-129.42,-102.77
"Goodwill, Net",305,94.23,120.76,-
"Intangibles, Net",-,0.06,0.02,0.05
Long Term Investments,312,145.3,124.47,87.78
Note Receivable - Long Term,3,-,-,-
"Other Long Term Assets, Total",-,243.53,382.58,273.03
"Other Assets, Total",-333,-,-,-
Total Current Liabilities,982,713.28,427.52,415.83
"Accounts Payable 116 67.43 48.55 54.57  Payable/Accrued - - - -  Accrued Expenses 199 216.22 220.64 197.06  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 328 328.4 - -  Other Current liabilities, Total 339 101.23 158.33 164.2","Accounts Payable 116 67.43 48.55 54.57  Payable/Accrued - - - -  Accrued Expenses 199 216.22 220.64 197.06  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 328 328.4 - -  Other Current liabilities, Total 339 101.23 158.33 164.2","Accounts Payable 116 67.43 48.55 54.57  Payable/Accrued - - - -  Accrued Expenses 199 216.22 220.64 197.06  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 328 328.4 - -  Other Current liabilities, Total 339 101.23 158.33 164.2","Accounts Payable 116 67.43 48.55 54.57  Payable/Accrued - - - -  Accrued Expenses 199 216.22 220.64 197.06  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 328 328.4 - -  Other Current liabilities, Total 339 101.23 158.33 164.2","Accounts Payable 116 67.43 48.55 54.57  Payable/Accrued - - - -  Accrued Expenses 199 216.22 220.64 197.06  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 328 328.4 - -  Other Current liabilities, Total 339 101.23 158.33 164.2"
Accounts Payable,116,67.43,48.55,54.57
Payable/Accrued,-,-,-,-
Accrued Expenses,199,216.22,220.64,197.06
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,328,328.4,-,-
"Other Current liabilities, Total",339,101.23,158.33,164.2
Total Liabilities,1608,1667.4,475.5,463.81
"Total Long Term Debt 598 926.43 - -  Long Term Debt 598 926.43 - -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -898.43 27.69 47.97 47.97","Total Long Term Debt 598 926.43 - -  Long Term Debt 598 926.43 - -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -898.43 27.69 47.97 47.97","Total Long Term Debt 598 926.43 - -  Long Term Debt 598 926.43 - -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -898.43 27.69 47.97 47.97","Total Long Term Debt 598 926.43 - -  Long Term Debt 598 926.43 - -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -898.43 27.69 47.97 47.97","Total Long Term Debt 598 926.43 - -  Long Term Debt 598 926.43 - -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -898.43 27.69 47.97 47.97"
Total Long Term Debt,598,926.43,-,-
Long Term Debt,598,926.43,-,-
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-898.43,27.69,47.97,47.97
Total Equity,3274,3151.07,3353.6,3302.04
