Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,16500,9660.93,3646.09,3852.97
"Cash and Short Term Investments 8702 4326.56 54.31 217.24  Cash - - - -  Cash & Equivalents 8702 4326.56 54.31 217.24  Short Term Investments - - - -  Total Receivables, Net 6387 4006.53 2042.47 2488.42  Accounts Receivables - Trade, Net 6387 4006.53 2042.47 2488.42  Total Inventory 1267 1265.29 1455.12 1141.91  Prepaid Expenses - 16.49 15.94 0.09  Other Current Assets, Total 144 46.06 78.25 5.3","Cash and Short Term Investments 8702 4326.56 54.31 217.24  Cash - - - -  Cash & Equivalents 8702 4326.56 54.31 217.24  Short Term Investments - - - -  Total Receivables, Net 6387 4006.53 2042.47 2488.42  Accounts Receivables - Trade, Net 6387 4006.53 2042.47 2488.42  Total Inventory 1267 1265.29 1455.12 1141.91  Prepaid Expenses - 16.49 15.94 0.09  Other Current Assets, Total 144 46.06 78.25 5.3","Cash and Short Term Investments 8702 4326.56 54.31 217.24  Cash - - - -  Cash & Equivalents 8702 4326.56 54.31 217.24  Short Term Investments - - - -  Total Receivables, Net 6387 4006.53 2042.47 2488.42  Accounts Receivables - Trade, Net 6387 4006.53 2042.47 2488.42  Total Inventory 1267 1265.29 1455.12 1141.91  Prepaid Expenses - 16.49 15.94 0.09  Other Current Assets, Total 144 46.06 78.25 5.3","Cash and Short Term Investments 8702 4326.56 54.31 217.24  Cash - - - -  Cash & Equivalents 8702 4326.56 54.31 217.24  Short Term Investments - - - -  Total Receivables, Net 6387 4006.53 2042.47 2488.42  Accounts Receivables - Trade, Net 6387 4006.53 2042.47 2488.42  Total Inventory 1267 1265.29 1455.12 1141.91  Prepaid Expenses - 16.49 15.94 0.09  Other Current Assets, Total 144 46.06 78.25 5.3","Cash and Short Term Investments 8702 4326.56 54.31 217.24  Cash - - - -  Cash & Equivalents 8702 4326.56 54.31 217.24  Short Term Investments - - - -  Total Receivables, Net 6387 4006.53 2042.47 2488.42  Accounts Receivables - Trade, Net 6387 4006.53 2042.47 2488.42  Total Inventory 1267 1265.29 1455.12 1141.91  Prepaid Expenses - 16.49 15.94 0.09  Other Current Assets, Total 144 46.06 78.25 5.3"
Cash and Short Term Investments,8702,4326.56,54.31,217.24
Cash,-,-,-,-
Cash & Equivalents,8702,4326.56,54.31,217.24
Short Term Investments,-,-,-,-
"Total Receivables, Net",6387,4006.53,2042.47,2488.42
"Accounts Receivables - Trade, Net",6387,4006.53,2042.47,2488.42
Total Inventory,1267,1265.29,1455.12,1141.91
Prepaid Expenses,-,16.49,15.94,0.09
"Other Current Assets, Total",144,46.06,78.25,5.3
Total Assets,19102,12192.96,6051.76,6366.53
"Property/Plant/Equipment, Total - Net 2153 2099.11 2127.7 2214.53  Property/Plant/Equipment, Total - Gross - 3536.47 3404.04 3317.85  Accumulated Depreciation, Total - -1437.36 -1276.34 -1103.31  Goodwill, Net - - - -  Intangibles, Net 14 12.21 12.41 13.95  Long Term Investments 17 7.81 7.81 8.05  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 412.91 257.73 277.02  Other Assets, Total -4559 - - -","Property/Plant/Equipment, Total - Net 2153 2099.11 2127.7 2214.53  Property/Plant/Equipment, Total - Gross - 3536.47 3404.04 3317.85  Accumulated Depreciation, Total - -1437.36 -1276.34 -1103.31  Goodwill, Net - - - -  Intangibles, Net 14 12.21 12.41 13.95  Long Term Investments 17 7.81 7.81 8.05  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 412.91 257.73 277.02  Other Assets, Total -4559 - - -","Property/Plant/Equipment, Total - Net 2153 2099.11 2127.7 2214.53  Property/Plant/Equipment, Total - Gross - 3536.47 3404.04 3317.85  Accumulated Depreciation, Total - -1437.36 -1276.34 -1103.31  Goodwill, Net - - - -  Intangibles, Net 14 12.21 12.41 13.95  Long Term Investments 17 7.81 7.81 8.05  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 412.91 257.73 277.02  Other Assets, Total -4559 - - -","Property/Plant/Equipment, Total - Net 2153 2099.11 2127.7 2214.53  Property/Plant/Equipment, Total - Gross - 3536.47 3404.04 3317.85  Accumulated Depreciation, Total - -1437.36 -1276.34 -1103.31  Goodwill, Net - - - -  Intangibles, Net 14 12.21 12.41 13.95  Long Term Investments 17 7.81 7.81 8.05  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 412.91 257.73 277.02  Other Assets, Total -4559 - - -","Property/Plant/Equipment, Total - Net 2153 2099.11 2127.7 2214.53  Property/Plant/Equipment, Total - Gross - 3536.47 3404.04 3317.85  Accumulated Depreciation, Total - -1437.36 -1276.34 -1103.31  Goodwill, Net - - - -  Intangibles, Net 14 12.21 12.41 13.95  Long Term Investments 17 7.81 7.81 8.05  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 412.91 257.73 277.02  Other Assets, Total -4559 - - -"
"Property/Plant/Equipment, Total - Net",2153,2099.11,2127.7,2214.53
"Property/Plant/Equipment, Total - Gross",-,3536.47,3404.04,3317.85
"Accumulated Depreciation, Total",-,-1437.36,-1276.34,-1103.31
"Goodwill, Net",-,-,-,-
"Intangibles, Net",14,12.21,12.41,13.95
Long Term Investments,17,7.81,7.81,8.05
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,412.91,257.73,277.02
"Other Assets, Total",-4559,-,-,-
Total Current Liabilities,3921,3335.61,1124.07,1343.47
