Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,44059,41790.53,48100.99,53371.19
"Cash and Short Term Investments 13252 9038.5 8964.23 8270.8  Cash - - - -  Cash & Equivalents 13252 9038.5 8884.69 8220.88  Short Term Investments - - 79.54 49.92  Total Receivables, Net 1962 2567.91 1888.28 2734.17  Accounts Receivables - Trade, Net 1962 2567.91 1888.28 2734.17  Total Inventory 28067 29481.53 35969.54 39985.22  Prepaid Expenses 325 334.06 386.39 637.79  Other Current Assets, Total 453 368.53 892.55 1743.2","Cash and Short Term Investments 13252 9038.5 8964.23 8270.8  Cash - - - -  Cash & Equivalents 13252 9038.5 8884.69 8220.88  Short Term Investments - - 79.54 49.92  Total Receivables, Net 1962 2567.91 1888.28 2734.17  Accounts Receivables - Trade, Net 1962 2567.91 1888.28 2734.17  Total Inventory 28067 29481.53 35969.54 39985.22  Prepaid Expenses 325 334.06 386.39 637.79  Other Current Assets, Total 453 368.53 892.55 1743.2","Cash and Short Term Investments 13252 9038.5 8964.23 8270.8  Cash - - - -  Cash & Equivalents 13252 9038.5 8884.69 8220.88  Short Term Investments - - 79.54 49.92  Total Receivables, Net 1962 2567.91 1888.28 2734.17  Accounts Receivables - Trade, Net 1962 2567.91 1888.28 2734.17  Total Inventory 28067 29481.53 35969.54 39985.22  Prepaid Expenses 325 334.06 386.39 637.79  Other Current Assets, Total 453 368.53 892.55 1743.2","Cash and Short Term Investments 13252 9038.5 8964.23 8270.8  Cash - - - -  Cash & Equivalents 13252 9038.5 8884.69 8220.88  Short Term Investments - - 79.54 49.92  Total Receivables, Net 1962 2567.91 1888.28 2734.17  Accounts Receivables - Trade, Net 1962 2567.91 1888.28 2734.17  Total Inventory 28067 29481.53 35969.54 39985.22  Prepaid Expenses 325 334.06 386.39 637.79  Other Current Assets, Total 453 368.53 892.55 1743.2","Cash and Short Term Investments 13252 9038.5 8964.23 8270.8  Cash - - - -  Cash & Equivalents 13252 9038.5 8884.69 8220.88  Short Term Investments - - 79.54 49.92  Total Receivables, Net 1962 2567.91 1888.28 2734.17  Accounts Receivables - Trade, Net 1962 2567.91 1888.28 2734.17  Total Inventory 28067 29481.53 35969.54 39985.22  Prepaid Expenses 325 334.06 386.39 637.79  Other Current Assets, Total 453 368.53 892.55 1743.2"
Cash and Short Term Investments,13252,9038.5,8964.23,8270.8
Cash,-,-,-,-
Cash & Equivalents,13252,9038.5,8884.69,8220.88
Short Term Investments,-,-,79.54,49.92
"Total Receivables, Net",1962,2567.91,1888.28,2734.17
"Accounts Receivables - Trade, Net",1962,2567.91,1888.28,2734.17
Total Inventory,28067,29481.53,35969.54,39985.22
Prepaid Expenses,325,334.06,386.39,637.79
"Other Current Assets, Total",453,368.53,892.55,1743.2
Total Assets,49913,46886.89,52611.84,57896.21
