Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,44295,40792.29,39972.49,35256.87
"Cash and Short Term Investments 6956 9784.78 8124.49 5882.32  Cash - - - -  Cash & Equivalents 6956 9784.78 8124.49 5882.32  Short Term Investments - - - -  Total Receivables, Net 28209 10942.78 11099.61 11312.3  Accounts Receivables - Trade, Net 28209 10942.78 11099.61 11312.3  Total Inventory 2280 13048.58 12651.62 11627.96  Prepaid Expenses 4432 4889.93 5537.82 4308.64  Other Current Assets, Total 2418 2126.22 2558.94 2125.66","Cash and Short Term Investments 6956 9784.78 8124.49 5882.32  Cash - - - -  Cash & Equivalents 6956 9784.78 8124.49 5882.32  Short Term Investments - - - -  Total Receivables, Net 28209 10942.78 11099.61 11312.3  Accounts Receivables - Trade, Net 28209 10942.78 11099.61 11312.3  Total Inventory 2280 13048.58 12651.62 11627.96  Prepaid Expenses 4432 4889.93 5537.82 4308.64  Other Current Assets, Total 2418 2126.22 2558.94 2125.66","Cash and Short Term Investments 6956 9784.78 8124.49 5882.32  Cash - - - -  Cash & Equivalents 6956 9784.78 8124.49 5882.32  Short Term Investments - - - -  Total Receivables, Net 28209 10942.78 11099.61 11312.3  Accounts Receivables - Trade, Net 28209 10942.78 11099.61 11312.3  Total Inventory 2280 13048.58 12651.62 11627.96  Prepaid Expenses 4432 4889.93 5537.82 4308.64  Other Current Assets, Total 2418 2126.22 2558.94 2125.66","Cash and Short Term Investments 6956 9784.78 8124.49 5882.32  Cash - - - -  Cash & Equivalents 6956 9784.78 8124.49 5882.32  Short Term Investments - - - -  Total Receivables, Net 28209 10942.78 11099.61 11312.3  Accounts Receivables - Trade, Net 28209 10942.78 11099.61 11312.3  Total Inventory 2280 13048.58 12651.62 11627.96  Prepaid Expenses 4432 4889.93 5537.82 4308.64  Other Current Assets, Total 2418 2126.22 2558.94 2125.66","Cash and Short Term Investments 6956 9784.78 8124.49 5882.32  Cash - - - -  Cash & Equivalents 6956 9784.78 8124.49 5882.32  Short Term Investments - - - -  Total Receivables, Net 28209 10942.78 11099.61 11312.3  Accounts Receivables - Trade, Net 28209 10942.78 11099.61 11312.3  Total Inventory 2280 13048.58 12651.62 11627.96  Prepaid Expenses 4432 4889.93 5537.82 4308.64  Other Current Assets, Total 2418 2126.22 2558.94 2125.66"
Cash and Short Term Investments,6956,9784.78,8124.49,5882.32
Cash,-,-,-,-
Cash & Equivalents,6956,9784.78,8124.49,5882.32
Short Term Investments,-,-,-,-
"Total Receivables, Net",28209,10942.78,11099.61,11312.3
"Accounts Receivables - Trade, Net",28209,10942.78,11099.61,11312.3
Total Inventory,2280,13048.58,12651.62,11627.96
Prepaid Expenses,4432,4889.93,5537.82,4308.64
"Other Current Assets, Total",2418,2126.22,2558.94,2125.66
Total Assets,55191,50017.72,47706.38,42090.51
"Property/Plant/Equipment, Total - Net 3217 2435.84 2219.86 2029.45  Property/Plant/Equipment, Total - Gross - 4543.56 4480.68 4254.69  Accumulated Depreciation, Total - -2107.72 -2260.82 -2225.25  Goodwill, Net 105 122.7 140.23 157.75  Intangibles, Net 901 944.75 690.28 574.8  Long Term Investments 5102 1783.05 1201.83 1080.14  Note Receivable - Long Term - 186.18 222.09 238.36  Other Long Term Assets, Total - 3752.92 3259.6 2753.14  Other Assets, Total -21940 - - -","Property/Plant/Equipment, Total - Net 3217 2435.84 2219.86 2029.45  Property/Plant/Equipment, Total - Gross - 4543.56 4480.68 4254.69  Accumulated Depreciation, Total - -2107.72 -2260.82 -2225.25  Goodwill, Net 105 122.7 140.23 157.75  Intangibles, Net 901 944.75 690.28 574.8  Long Term Investments 5102 1783.05 1201.83 1080.14  Note Receivable - Long Term - 186.18 222.09 238.36  Other Long Term Assets, Total - 3752.92 3259.6 2753.14  Other Assets, Total -21940 - - -","Property/Plant/Equipment, Total - Net 3217 2435.84 2219.86 2029.45  Property/Plant/Equipment, Total - Gross - 4543.56 4480.68 4254.69  Accumulated Depreciation, Total - -2107.72 -2260.82 -2225.25  Goodwill, Net 105 122.7 140.23 157.75  Intangibles, Net 901 944.75 690.28 574.8  Long Term Investments 5102 1783.05 1201.83 1080.14  Note Receivable - Long Term - 186.18 222.09 238.36  Other Long Term Assets, Total - 3752.92 3259.6 2753.14  Other Assets, Total -21940 - - -","Property/Plant/Equipment, Total - Net 3217 2435.84 2219.86 2029.45  Property/Plant/Equipment, Total - Gross - 4543.56 4480.68 4254.69  Accumulated Depreciation, Total - -2107.72 -2260.82 -2225.25  Goodwill, Net 105 122.7 140.23 157.75  Intangibles, Net 901 944.75 690.28 574.8  Long Term Investments 5102 1783.05 1201.83 1080.14  Note Receivable - Long Term - 186.18 222.09 238.36  Other Long Term Assets, Total - 3752.92 3259.6 2753.14  Other Assets, Total -21940 - - -","Property/Plant/Equipment, Total - Net 3217 2435.84 2219.86 2029.45  Property/Plant/Equipment, Total - Gross - 4543.56 4480.68 4254.69  Accumulated Depreciation, Total - -2107.72 -2260.82 -2225.25  Goodwill, Net 105 122.7 140.23 157.75  Intangibles, Net 901 944.75 690.28 574.8  Long Term Investments 5102 1783.05 1201.83 1080.14  Note Receivable - Long Term - 186.18 222.09 238.36  Other Long Term Assets, Total - 3752.92 3259.6 2753.14  Other Assets, Total -21940 - - -"
"Property/Plant/Equipment, Total - Net",3217,2435.84,2219.86,2029.45
"Property/Plant/Equipment, Total - Gross",-,4543.56,4480.68,4254.69
"Accumulated Depreciation, Total",-,-2107.72,-2260.82,-2225.25
"Goodwill, Net",105,122.7,140.23,157.75
"Intangibles, Net",901,944.75,690.28,574.8
Long Term Investments,5102,1783.05,1201.83,1080.14
Note Receivable - Long Term,-,186.18,222.09,238.36
"Other Long Term Assets, Total",-,3752.92,3259.6,2753.14
"Other Assets, Total",-21940,-,-,-
Total Current Liabilities,34853,34661.45,33851.39,29938.62
