Period Ending:,202330/04,202230/04,202130/04,202030/04
Total Current Assets,8581.98,8158,6456,6258.75
"Cash and Short Term Investments 3535.67 4025 3354 3453.3  Cash - - - -  Cash & Equivalents 3535.67 4025 3354 3453.3  Short Term Investments - - - -  Total Receivables, Net 1758.87 1636 1557 1218.34  Accounts Receivables - Trade, Net 1758.87 1636 1557 1218.34  Total Inventory 1690.08 1443 973 1063.43  Prepaid Expenses - 551.99 - -  Other Current Assets, Total 1597.36 1054 572 523.68","Cash and Short Term Investments 3535.67 4025 3354 3453.3  Cash - - - -  Cash & Equivalents 3535.67 4025 3354 3453.3  Short Term Investments - - - -  Total Receivables, Net 1758.87 1636 1557 1218.34  Accounts Receivables - Trade, Net 1758.87 1636 1557 1218.34  Total Inventory 1690.08 1443 973 1063.43  Prepaid Expenses - 551.99 - -  Other Current Assets, Total 1597.36 1054 572 523.68","Cash and Short Term Investments 3535.67 4025 3354 3453.3  Cash - - - -  Cash & Equivalents 3535.67 4025 3354 3453.3  Short Term Investments - - - -  Total Receivables, Net 1758.87 1636 1557 1218.34  Accounts Receivables - Trade, Net 1758.87 1636 1557 1218.34  Total Inventory 1690.08 1443 973 1063.43  Prepaid Expenses - 551.99 - -  Other Current Assets, Total 1597.36 1054 572 523.68","Cash and Short Term Investments 3535.67 4025 3354 3453.3  Cash - - - -  Cash & Equivalents 3535.67 4025 3354 3453.3  Short Term Investments - - - -  Total Receivables, Net 1758.87 1636 1557 1218.34  Accounts Receivables - Trade, Net 1758.87 1636 1557 1218.34  Total Inventory 1690.08 1443 973 1063.43  Prepaid Expenses - 551.99 - -  Other Current Assets, Total 1597.36 1054 572 523.68","Cash and Short Term Investments 3535.67 4025 3354 3453.3  Cash - - - -  Cash & Equivalents 3535.67 4025 3354 3453.3  Short Term Investments - - - -  Total Receivables, Net 1758.87 1636 1557 1218.34  Accounts Receivables - Trade, Net 1758.87 1636 1557 1218.34  Total Inventory 1690.08 1443 973 1063.43  Prepaid Expenses - 551.99 - -  Other Current Assets, Total 1597.36 1054 572 523.68"
Cash and Short Term Investments,3535.67,4025,3354,3453.3
Cash,-,-,-,-
Cash & Equivalents,3535.67,4025,3354,3453.3
Short Term Investments,-,-,-,-
"Total Receivables, Net",1758.87,1636,1557,1218.34
"Accounts Receivables - Trade, Net",1758.87,1636,1557,1218.34
Total Inventory,1690.08,1443,973,1063.43
Prepaid Expenses,-,551.99,-,-
"Other Current Assets, Total",1597.36,1054,572,523.68
Total Assets,12320.49,10518,8338,8096.52
"Property/Plant/Equipment, Total - Net 1508.33 1212 619 569.11  Property/Plant/Equipment, Total - Gross 2484.66 1932.38 1181.79 944.44  Accumulated Depreciation, Total -976.33 -719.77 -562.65 -375.32  Goodwill, Net 490.93 136 340 514.54  Intangibles, Net 334.63 321 263 246.77  Long Term Investments 595.05 217 242 58.54  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 245.75 1 1 448.81  Other Assets, Total 2092.39 1334 405 -","Property/Plant/Equipment, Total - Net 1508.33 1212 619 569.11  Property/Plant/Equipment, Total - Gross 2484.66 1932.38 1181.79 944.44  Accumulated Depreciation, Total -976.33 -719.77 -562.65 -375.32  Goodwill, Net 490.93 136 340 514.54  Intangibles, Net 334.63 321 263 246.77  Long Term Investments 595.05 217 242 58.54  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 245.75 1 1 448.81  Other Assets, Total 2092.39 1334 405 -","Property/Plant/Equipment, Total - Net 1508.33 1212 619 569.11  Property/Plant/Equipment, Total - Gross 2484.66 1932.38 1181.79 944.44  Accumulated Depreciation, Total -976.33 -719.77 -562.65 -375.32  Goodwill, Net 490.93 136 340 514.54  Intangibles, Net 334.63 321 263 246.77  Long Term Investments 595.05 217 242 58.54  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 245.75 1 1 448.81  Other Assets, Total 2092.39 1334 405 -","Property/Plant/Equipment, Total - Net 1508.33 1212 619 569.11  Property/Plant/Equipment, Total - Gross 2484.66 1932.38 1181.79 944.44  Accumulated Depreciation, Total -976.33 -719.77 -562.65 -375.32  Goodwill, Net 490.93 136 340 514.54  Intangibles, Net 334.63 321 263 246.77  Long Term Investments 595.05 217 242 58.54  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 245.75 1 1 448.81  Other Assets, Total 2092.39 1334 405 -","Property/Plant/Equipment, Total - Net 1508.33 1212 619 569.11  Property/Plant/Equipment, Total - Gross 2484.66 1932.38 1181.79 944.44  Accumulated Depreciation, Total -976.33 -719.77 -562.65 -375.32  Goodwill, Net 490.93 136 340 514.54  Intangibles, Net 334.63 321 263 246.77  Long Term Investments 595.05 217 242 58.54  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 245.75 1 1 448.81  Other Assets, Total 2092.39 1334 405 -"
"Property/Plant/Equipment, Total - Net",1508.33,1212,619,569.11
"Property/Plant/Equipment, Total - Gross",2484.66,1932.38,1181.79,944.44
"Accumulated Depreciation, Total",-976.33,-719.77,-562.65,-375.32
"Goodwill, Net",490.93,136,340,514.54
"Intangibles, Net",334.63,321,263,246.77
Long Term Investments,595.05,217,242,58.54
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",245.75,1,1,448.81
"Other Assets, Total",2092.39,1334,405,-
Total Current Liabilities,3236.26,2232,1746,3146.05
"Accounts Payable 166.05 173 208 166.13  Payable/Accrued - - - -  Accrued Expenses 270.36 262 236 185.19  Notes Payable/Short Term Debt 1300 500 12 1600  Current Port. of LT Debt/Capital Leases - 43 48 48.04  Other Current liabilities, Total 1499.86 1254 1242 1146.7","Accounts Payable 166.05 173 208 166.13  Payable/Accrued - - - -  Accrued Expenses 270.36 262 236 185.19  Notes Payable/Short Term Debt 1300 500 12 1600  Current Port. of LT Debt/Capital Leases - 43 48 48.04  Other Current liabilities, Total 1499.86 1254 1242 1146.7","Accounts Payable 166.05 173 208 166.13  Payable/Accrued - - - -  Accrued Expenses 270.36 262 236 185.19  Notes Payable/Short Term Debt 1300 500 12 1600  Current Port. of LT Debt/Capital Leases - 43 48 48.04  Other Current liabilities, Total 1499.86 1254 1242 1146.7","Accounts Payable 166.05 173 208 166.13  Payable/Accrued - - - -  Accrued Expenses 270.36 262 236 185.19  Notes Payable/Short Term Debt 1300 500 12 1600  Current Port. of LT Debt/Capital Leases - 43 48 48.04  Other Current liabilities, Total 1499.86 1254 1242 1146.7","Accounts Payable 166.05 173 208 166.13  Payable/Accrued - - - -  Accrued Expenses 270.36 262 236 185.19  Notes Payable/Short Term Debt 1300 500 12 1600  Current Port. of LT Debt/Capital Leases - 43 48 48.04  Other Current liabilities, Total 1499.86 1254 1242 1146.7"
Accounts Payable,166.05,173,208,166.13
Payable/Accrued,-,-,-,-
Accrued Expenses,270.36,262,236,185.19
Notes Payable/Short Term Debt,1300,500,12,1600
Current Port. of LT Debt/Capital Leases,-,43,48,48.04
"Other Current liabilities, Total",1499.86,1254,1242,1146.7
Total Liabilities,3359.98,2267,1811,3272.16
