Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,5872,5878,3806,3618
"Cash and Short Term Investments 3872 4253 2661 2764  Cash - - - -  Cash & Equivalents 3872 3962 2661 2764  Short Term Investments - 291 458 -  Total Receivables, Net - 1506 812 752  Accounts Receivables - Trade, Net - 1506 812 752  Total Inventory - - - -  Prepaid Expenses - - 68 32  Other Current Assets, Total 2000 119 265 70","Cash and Short Term Investments 3872 4253 2661 2764  Cash - - - -  Cash & Equivalents 3872 3962 2661 2764  Short Term Investments - 291 458 -  Total Receivables, Net - 1506 812 752  Accounts Receivables - Trade, Net - 1506 812 752  Total Inventory - - - -  Prepaid Expenses - - 68 32  Other Current Assets, Total 2000 119 265 70","Cash and Short Term Investments 3872 4253 2661 2764  Cash - - - -  Cash & Equivalents 3872 3962 2661 2764  Short Term Investments - 291 458 -  Total Receivables, Net - 1506 812 752  Accounts Receivables - Trade, Net - 1506 812 752  Total Inventory - - - -  Prepaid Expenses - - 68 32  Other Current Assets, Total 2000 119 265 70","Cash and Short Term Investments 3872 4253 2661 2764  Cash - - - -  Cash & Equivalents 3872 3962 2661 2764  Short Term Investments - 291 458 -  Total Receivables, Net - 1506 812 752  Accounts Receivables - Trade, Net - 1506 812 752  Total Inventory - - - -  Prepaid Expenses - - 68 32  Other Current Assets, Total 2000 119 265 70","Cash and Short Term Investments 3872 4253 2661 2764  Cash - - - -  Cash & Equivalents 3872 3962 2661 2764  Short Term Investments - 291 458 -  Total Receivables, Net - 1506 812 752  Accounts Receivables - Trade, Net - 1506 812 752  Total Inventory - - - -  Prepaid Expenses - - 68 32  Other Current Assets, Total 2000 119 265 70"
Cash and Short Term Investments,3872,4253,2661,2764
Cash,-,-,-,-
Cash & Equivalents,3872,3962,2661,2764
Short Term Investments,-,291,458,-
"Total Receivables, Net",-,1506,812,752
"Accounts Receivables - Trade, Net",-,1506,812,752
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,68,32
"Other Current Assets, Total",2000,119,265,70
Total Assets,11435,10322,6378,3962
