Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,28638,24500.63,22509.5,19391.89
"Cash and Short Term Investments 16169 12404.9 11690.73 8646.22  Cash - - - -  Cash & Equivalents 16169 12404.9 11690 8646.22  Short Term Investments - - - -  Total Receivables, Net 5548 5984.47 5598 5410.55  Accounts Receivables - Trade, Net 5461 5897.42 5527 5391.41  Total Inventory 6388 5849.75 4983.05 5058.85  Prepaid Expenses - - 122 140.13  Other Current Assets, Total 533 261.52 116 136.14","Cash and Short Term Investments 16169 12404.9 11690.73 8646.22  Cash - - - -  Cash & Equivalents 16169 12404.9 11690 8646.22  Short Term Investments - - - -  Total Receivables, Net 5548 5984.47 5598 5410.55  Accounts Receivables - Trade, Net 5461 5897.42 5527 5391.41  Total Inventory 6388 5849.75 4983.05 5058.85  Prepaid Expenses - - 122 140.13  Other Current Assets, Total 533 261.52 116 136.14","Cash and Short Term Investments 16169 12404.9 11690.73 8646.22  Cash - - - -  Cash & Equivalents 16169 12404.9 11690 8646.22  Short Term Investments - - - -  Total Receivables, Net 5548 5984.47 5598 5410.55  Accounts Receivables - Trade, Net 5461 5897.42 5527 5391.41  Total Inventory 6388 5849.75 4983.05 5058.85  Prepaid Expenses - - 122 140.13  Other Current Assets, Total 533 261.52 116 136.14","Cash and Short Term Investments 16169 12404.9 11690.73 8646.22  Cash - - - -  Cash & Equivalents 16169 12404.9 11690 8646.22  Short Term Investments - - - -  Total Receivables, Net 5548 5984.47 5598 5410.55  Accounts Receivables - Trade, Net 5461 5897.42 5527 5391.41  Total Inventory 6388 5849.75 4983.05 5058.85  Prepaid Expenses - - 122 140.13  Other Current Assets, Total 533 261.52 116 136.14","Cash and Short Term Investments 16169 12404.9 11690.73 8646.22  Cash - - - -  Cash & Equivalents 16169 12404.9 11690 8646.22  Short Term Investments - - - -  Total Receivables, Net 5548 5984.47 5598 5410.55  Accounts Receivables - Trade, Net 5461 5897.42 5527 5391.41  Total Inventory 6388 5849.75 4983.05 5058.85  Prepaid Expenses - - 122 140.13  Other Current Assets, Total 533 261.52 116 136.14"
Cash and Short Term Investments,16169,12404.9,11690.73,8646.22
Cash,-,-,-,-
Cash & Equivalents,16169,12404.9,11690,8646.22
Short Term Investments,-,-,-,-
"Total Receivables, Net",5548,5984.47,5598,5410.55
"Accounts Receivables - Trade, Net",5461,5897.42,5527,5391.41
Total Inventory,6388,5849.75,4983.05,5058.85
Prepaid Expenses,-,-,122,140.13
"Other Current Assets, Total",533,261.52,116,136.14
Total Assets,40843,36892.99,34649,31933.37
"Property/Plant/Equipment, Total - Net 10746 10926.04 10531 10905.98  Property/Plant/Equipment, Total - Gross - - 11139 11045.13  Accumulated Depreciation, Total - - -6759.16 -6257.13  Goodwill, Net - - - -  Intangibles, Net 192 186.75 254.6 358.33  Long Term Investments 616 263.85 732 159.97  Note Receivable - Long Term 87 - 71 -  Other Long Term Assets, Total 2 1015.72 2 1117.19  Other Assets, Total 2022 - 122 -","Property/Plant/Equipment, Total - Net 10746 10926.04 10531 10905.98  Property/Plant/Equipment, Total - Gross - - 11139 11045.13  Accumulated Depreciation, Total - - -6759.16 -6257.13  Goodwill, Net - - - -  Intangibles, Net 192 186.75 254.6 358.33  Long Term Investments 616 263.85 732 159.97  Note Receivable - Long Term 87 - 71 -  Other Long Term Assets, Total 2 1015.72 2 1117.19  Other Assets, Total 2022 - 122 -","Property/Plant/Equipment, Total - Net 10746 10926.04 10531 10905.98  Property/Plant/Equipment, Total - Gross - - 11139 11045.13  Accumulated Depreciation, Total - - -6759.16 -6257.13  Goodwill, Net - - - -  Intangibles, Net 192 186.75 254.6 358.33  Long Term Investments 616 263.85 732 159.97  Note Receivable - Long Term 87 - 71 -  Other Long Term Assets, Total 2 1015.72 2 1117.19  Other Assets, Total 2022 - 122 -","Property/Plant/Equipment, Total - Net 10746 10926.04 10531 10905.98  Property/Plant/Equipment, Total - Gross - - 11139 11045.13  Accumulated Depreciation, Total - - -6759.16 -6257.13  Goodwill, Net - - - -  Intangibles, Net 192 186.75 254.6 358.33  Long Term Investments 616 263.85 732 159.97  Note Receivable - Long Term 87 - 71 -  Other Long Term Assets, Total 2 1015.72 2 1117.19  Other Assets, Total 2022 - 122 -","Property/Plant/Equipment, Total - Net 10746 10926.04 10531 10905.98  Property/Plant/Equipment, Total - Gross - - 11139 11045.13  Accumulated Depreciation, Total - - -6759.16 -6257.13  Goodwill, Net - - - -  Intangibles, Net 192 186.75 254.6 358.33  Long Term Investments 616 263.85 732 159.97  Note Receivable - Long Term 87 - 71 -  Other Long Term Assets, Total 2 1015.72 2 1117.19  Other Assets, Total 2022 - 122 -"
"Property/Plant/Equipment, Total - Net",10746,10926.04,10531,10905.98
"Property/Plant/Equipment, Total - Gross",-,-,11139,11045.13
"Accumulated Depreciation, Total",-,-,-6759.16,-6257.13
"Goodwill, Net",-,-,-,-
"Intangibles, Net",192,186.75,254.6,358.33
Long Term Investments,616,263.85,732,159.97
Note Receivable - Long Term,87,-,71,-
"Other Long Term Assets, Total",2,1015.72,2,1117.19
"Other Assets, Total",2022,-,122,-
Total Current Liabilities,8012,5668.89,5321.95,4250.8
"Accounts Payable 2623 2646.3 2773.2 1698.39  Payable/Accrued - - - -  Accrued Expenses 340 332.45 583.78 495.3  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - 1.69 1.69  Other Current liabilities, Total 5049 2690.14 1963.29 2055.42","Accounts Payable 2623 2646.3 2773.2 1698.39  Payable/Accrued - - - -  Accrued Expenses 340 332.45 583.78 495.3  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - 1.69 1.69  Other Current liabilities, Total 5049 2690.14 1963.29 2055.42","Accounts Payable 2623 2646.3 2773.2 1698.39  Payable/Accrued - - - -  Accrued Expenses 340 332.45 583.78 495.3  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - 1.69 1.69  Other Current liabilities, Total 5049 2690.14 1963.29 2055.42","Accounts Payable 2623 2646.3 2773.2 1698.39  Payable/Accrued - - - -  Accrued Expenses 340 332.45 583.78 495.3  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - 1.69 1.69  Other Current liabilities, Total 5049 2690.14 1963.29 2055.42","Accounts Payable 2623 2646.3 2773.2 1698.39  Payable/Accrued - - - -  Accrued Expenses 340 332.45 583.78 495.3  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - - 1.69 1.69  Other Current liabilities, Total 5049 2690.14 1963.29 2055.42"
Accounts Payable,2623,2646.3,2773.2,1698.39
Payable/Accrued,-,-,-,-
Accrued Expenses,340,332.45,583.78,495.3
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,-,-,1.69,1.69
"Other Current liabilities, Total",5049,2690.14,1963.29,2055.42
Total Liabilities,8258,6098.79,5479,4703.62
"Total Long Term Debt - - 1.2 2.89  Long Term Debt - - - -  Capital Lease Obligations - - 1.2 2.89  Deferred Income Tax 6 24.18 23 34.44  Minority Interest 309 253.52 236.88 242.22  Other Liabilities, Total -69 152.21 -101 173.27","Total Long Term Debt - - 1.2 2.89  Long Term Debt - - - -  Capital Lease Obligations - - 1.2 2.89  Deferred Income Tax 6 24.18 23 34.44  Minority Interest 309 253.52 236.88 242.22  Other Liabilities, Total -69 152.21 -101 173.27","Total Long Term Debt - - 1.2 2.89  Long Term Debt - - - -  Capital Lease Obligations - - 1.2 2.89  Deferred Income Tax 6 24.18 23 34.44  Minority Interest 309 253.52 236.88 242.22  Other Liabilities, Total -69 152.21 -101 173.27","Total Long Term Debt - - 1.2 2.89  Long Term Debt - - - -  Capital Lease Obligations - - 1.2 2.89  Deferred Income Tax 6 24.18 23 34.44  Minority Interest 309 253.52 236.88 242.22  Other Liabilities, Total -69 152.21 -101 173.27","Total Long Term Debt - - 1.2 2.89  Long Term Debt - - - -  Capital Lease Obligations - - 1.2 2.89  Deferred Income Tax 6 24.18 23 34.44  Minority Interest 309 253.52 236.88 242.22  Other Liabilities, Total -69 152.21 -101 173.27"
Total Long Term Debt,-,-,1.2,2.89
Long Term Debt,-,-,-,-
Capital Lease Obligations,-,-,1.2,2.89
Deferred Income Tax,6,24.18,23,34.44
Minority Interest,309,253.52,236.88,242.22
"Other Liabilities, Total",-69,152.21,-101,173.27
Total Equity,32585,30794.2,29170,27229.74
